label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65
0.03	north15_active	80	37436	11707	6932	4008	4031	3245	1908	1184	554	503	710	380	259	352	224	118	129	124	65	101	42	65	14	18	44	16	15	28	21	8	7	3	5	8	2	8	3	3	2	17	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north16_all	80	60861	20590	12195	7187	6507	5141	3093	2066	1176	979	1207	684	507	601	409	222	224	222	115	166	79	143	42	35	62	36	45	37	35	15	16	7	8	8	5	11	2	5	3	22	6	6	2	1	0	2	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
0.03	north16_active	80	37504	11739	6968	4049	4037	3248	1830	1149	584	472	717	391	273	357	213	108	112	119	59	98	35	71	18	18	40	21	29	26	22	7	8	4	3	7	0	6	2	2	1	20	0	5	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north17_all	80	61193	20703	12354	7191	6736	5307	2967	2081	1177	994	1205	696	503	563	392	222	237	223	120	167	77	158	46	36	55	33	48	33	42	17	12	5	10	9	4	6	3	4	1	19	7	5	3	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	37744	11761	7165	4030	4186	3427	1747	1146	591	476	748	397	268	314	195	111	119	114	61	109	37	94	22	18	28	21	30	22	29	6	6	3	6	6	1	1	2	3	0	18	0	5	2	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	60651	20785	12235	7180	6671	5437	3007	2071	1158	988	1165	711	478	573	408	265	213	209	125	171	70	138	50	39	75	34	63	26	38	21	11	5	15	9	4	9	8	5	1	6	7	10	3	1	0	0	2	0	0	0	1	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	37401	11896	7091	3982	4133	3508	1776	1128	563	475	683	383	261	315	210	127	111	99	58	112	37	85	25	18	44	20	41	15	22	8	5	3	9	5	1	3	7	3	0	5	0	9	2	1	0	0	1	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	60720	20463	12214	7233	6741	5431	3052	2097	1157	984	1171	720	478	545	421	269	240	200	131	156	83	135	50	53	89	46	63	27	32	25	11	5	15	6	4	5	10	7	0	15	5	6	4	1	0	0	2	2	1	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	37408	11632	7132	3993	4134	3461	1817	1128	564	498	706	391	240	320	219	132	141	85	59	97	41	83	26	27	58	27	36	16	20	8	4	1	10	2	1	2	9	3	0	14	2	5	2	1	0	0	1	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	60234	20577	12222	7181	6866	5396	3129	2104	1155	972	1170	722	494	551	428	267	241	194	138	163	90	101	60	46	86	41	66	26	28	22	13	5	16	4	3	6	17	6	0	17	3	6	1	1	0	0	2	2	1	0	0	7	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	36959	11779	7106	3941	4230	3410	1869	1159	541	503	651	376	248	318	234	126	137	91	67	102	47	66	33	24	56	23	38	19	16	10	6	1	9	2	1	2	12	3	0	16	2	5	0	1	0	0	1	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	58513	19966	11680	6782	6391	5191	3039	1980	1156	915	1174	673	450	553	398	237	215	198	128	131	83	145	54	39	53	40	40	43	26	19	9	9	8	8	6	5	5	4	4	6	0	1	3	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south21_active	80	35251	11315	6764	3641	3914	3241	1793	1154	546	440	685	355	233	327	224	117	110	101	59	75	42	82	33	20	21	19	18	28	16	8	6	6	4	6	1	4	2	4	2	0	0	1	2	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	60466	20518	12002	6991	6713	5470	3157	1980	1207	965	1166	663	477	575	419	261	226	213	126	151	78	153	50	44	53	36	33	45	24	15	10	9	11	6	6	8	15	4	3	6	1	1	3	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south22_active	80	37026	11593	7036	3844	4177	3501	1896	1152	591	472	702	354	248	348	245	138	120	117	54	94	38	96	30	21	22	20	17	31	14	7	5	7	7	2	1	7	7	4	2	0	0	1	2	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	61435	20687	12259	7092	6901	5543	3339	2017	1197	986	1203	673	475	623	438	262	240	243	124	161	88	130	48	48	55	27	27	43	24	16	10	8	11	7	3	10	13	3	3	4	1	1	2	0	1	1	1	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
0.03	south23_active	80	37842	11680	7230	3921	4329	3544	2026	1158	587	492	749	366	256	372	268	145	133	125	50	92	45	85	27	22	27	10	15	28	12	8	4	6	9	3	0	9	7	2	2	3	0	1	2	0	0	1	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south24_all	80	61242	20811	12371	7127	6934	5628	3327	1973	1178	1001	1209	632	470	607	424	250	228	215	121	161	84	117	61	49	73	28	28	38	18	17	11	8	11	8	1	9	13	4	3	4	1	1	2	0	0	3	1	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south24_active	80	37686	11734	7302	4034	4277	3601	2013	1083	590	494	784	338	243	367	246	140	133	111	59	89	41	80	26	20	39	9	13	20	8	8	6	5	9	5	0	8	7	3	2	3	0	1	2	0	0	2	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south25_all	80	60974	20683	12607	7207	6923	5512	3297	2052	1165	951	1165	599	453	593	459	246	218	225	117	180	99	125	69	49	86	29	37	40	18	17	12	15	18	9	1	9	2	3	1	4	1	1	2	2	2	2	1	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
0.03	south25_active	80	37540	11827	7416	4049	4255	3560	2009	1129	570	448	723	320	227	348	258	130	123	134	63	105	45	73	27	16	48	8	25	21	6	10	5	9	10	6	0	7	1	2	0	4	0	1	2	0	1	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south26_all	80	60500	20777	12642	7160	6932	5427	3158	2037	1157	960	1197	592	440	529	458	233	215	235	125	169	95	112	68	47	85	33	38	37	13	16	13	16	20	9	1	6	4	4	4	3	0	2	0	4	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
0.03	south26_active	80	37107	11957	7457	4024	4242	3491	1861	1116	563	458	748	314	233	316	257	128	117	145	73	93	47	63	23	18	48	12	27	17	4	9	5	10	11	7	0	4	1	3	4	1	0	2	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	60619	20810	12549	7201	6884	5373	3171	2063	1136	975	1155	612	425	564	437	247	235	249	127	164	101	105	66	45	87	32	39	44	19	15	11	16	23	9	5	3	6	5	5	6	1	2	0	4	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
0.03	south27_active	80	37040	12105	7429	4026	4248	3383	1880	1133	551	470	682	335	242	361	227	129	119	157	74	96	59	64	24	21	50	19	32	29	9	8	3	7	13	8	1	2	1	5	5	1	1	2	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	60119	20926	12449	7163	6956	5305	3163	2097	1134	983	1194	629	458	539	434	261	234	244	137	147	100	94	66	46	74	32	31	37	22	11	16	12	20	8	7	4	7	6	5	6	2	2	1	2	2	2	3	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0
0.03	south28_active	80	36676	12011	7418	3914	4230	3282	1862	1172	539	504	701	335	250	346	231	136	111	152	73	80	59	53	30	23	44	21	20	29	13	6	8	5	14	6	2	2	1	4	5	1	2	2	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	60717	20902	12424	7237	7136	5427	3230	2108	1138	962	1207	666	474	587	420	265	224	248	123	139	102	80	63	45	60	38	36	32	22	13	13	13	8	6	7	5	5	6	5	4	6	0	2	1	1	3	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1
0.03	south29_active	80	37036	11965	7381	3964	4356	3302	1914	1165	533	495	699	353	248	386	226	139	96	153	60	79	57	35	26	22	37	25	22	25	13	5	10	7	6	4	2	4	0	3	2	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south30_all	80	60799	20674	12521	7155	7189	5485	3263	2093	1127	924	1204	652	494	545	394	251	235	253	137	165	101	85	64	41	50	32	47	32	23	13	19	9	8	9	9	6	6	4	5	2	5	1	2	1	3	2	1	1	2	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1
0.03	south30_active	80	37218	11675	7357	3913	4425	3279	1920	1175	529	482	704	331	256	346	227	111	110	152	52	94	54	41	28	23	29	19	27	24	13	6	15	6	5	4	5	5	1	1	1	0	5	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south31_all	80	60641	20649	12295	7213	6854	5515	3236	2091	1192	901	1241	660	503	515	421	226	249	204	141	188	90	105	45	44	51	37	42	42	17	17	5	7	15	5	8	9	4	6	5	9	3	3	2	3	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south31_active	80	37078	11691	7104	3989	4234	3401	1957	1171	569	437	729	347	260	297	237	114	124	119	81	128	49	64	24	22	24	18	26	24	8	12	2	2	6	2	4	5	1	2	1	3	1	2	1	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	60472	20541	12306	7195	7021	5544	3313	2033	1220	884	1260	647	463	505	407	239	252	179	139	188	97	107	47	39	49	46	44	50	17	21	8	7	17	6	9	6	5	7	2	8	4	2	1	4	1	4	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
0.03	south32_active	80	37032	11677	7076	4008	4355	3455	2020	1130	548	439	738	343	232	298	236	126	128	99	75	135	56	68	26	19	22	26	27	42	11	13	4	2	6	1	5	2	1	1	1	3	0	2	1	4	0	3	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south33_all	80	60856	20611	12426	7169	6963	5613	3244	1993	1211	880	1155	661	492	550	439	242	254	205	121	186	103	108	48	37	49	46	42	67	16	25	10	9	17	4	9	6	5	6	1	3	4	3	1	3	1	4	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south33_active	80	37298	11704	7177	4020	4291	3605	1986	1110	552	440	694	374	281	340	263	128	125	123	59	128	55	67	25	21	27	30	23	53	9	13	4	3	7	1	4	1	1	1	0	3	0	2	1	3	0	3	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south34_all	80	60506	20244	12617	7212	6902	5450	3198	2022	1206	929	1181	644	452	586	437	247	261	204	102	206	90	105	49	45	58	48	44	60	16	26	10	8	15	6	6	9	7	4	0	2	4	6	2	3	2	1	1	1	0	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0
0.03	south34_active	80	36990	11490	7393	4082	4232	3445	1942	1125	550	474	730	376	263	352	273	137	145	126	51	135	42	65	24	26	30	33	23	46	8	12	4	2	8	4	2	3	0	1	0	2	0	5	2	3	1	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south35_all	80	60296	20433	12660	7137	6899	5524	3207	1997	1183	985	1182	670	469	613	437	233	239	222	118	189	76	115	58	53	60	40	37	53	32	28	10	8	11	4	3	7	5	4	1	0	0	8	3	7	2	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0
0.03	south35_active	80	37033	11627	7360	3993	4190	3473	1922	1110	568	500	724	389	262	382	260	111	138	140	56	119	30	73	25	30	33	28	21	35	18	10	3	2	7	4	0	3	0	1	0	0	0	7	2	6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	60101	20383	12429	7198	6785	5448	3159	2001	1179	994	1263	658	475	639	438	231	239	233	133	198	82	131	53	57	79	36	32	29	32	23	13	9	9	5	4	9	5	3	3	0	0	7	3	4	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
0.03	south36_active	80	36765	11586	7145	4042	4096	3411	1892	1115	592	502	800	376	244	393	254	110	137	142	69	119	38	89	18	29	42	24	16	14	14	10	6	5	6	5	2	5	0	1	1	0	0	7	2	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	59677	20481	12205	7096	6852	5392	3152	1943	1121	988	1276	635	484	628	430	226	246	235	139	177	89	136	55	48	83	43	26	31	39	22	14	9	10	3	6	7	6	3	3	0	1	5	3	7	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	36389	11653	6959	3965	4112	3361	1876	1069	591	507	813	342	258	392	251	99	132	145	67	114	43	100	18	27	49	25	14	17	15	11	6	5	3	3	3	3	5	1	1	0	0	5	1	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	60559	20607	12255	7143	6770	5383	3323	1999	1095	1001	1272	625	500	626	429	228	241	239	136	157	92	146	53	45	81	45	30	28	25	19	15	12	11	5	5	7	9	7	5	8	1	3	1	4	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
0.03	south38_active	80	36990	11821	7063	3985	4169	3452	2032	1126	585	505	800	336	274	373	243	112	119	141	69	96	40	103	20	25	46	26	15	18	8	14	7	6	5	4	4	4	6	4	3	8	0	2	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south39_all	80	60321	20447	12157	6919	6808	5478	3348	2046	1091	1038	1246	670	502	598	411	239	243	237	120	163	88	141	55	37	61	39	47	27	28	24	12	15	11	5	5	6	9	6	8	8	1	2	3	4	3	0	1	1	1	2	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0
0.03	south39_active	80	36853	11773	7072	3836	4208	3505	2080	1174	555	510	754	345	284	351	237	116	121	131	60	101	39	99	20	21	34	25	32	13	9	14	7	6	5	4	3	4	6	5	4	8	0	1	1	1	3	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south40_all	80	60934	20608	12151	6933	6822	5650	3365	2080	1099	1014	1181	668	486	607	394	254	249	241	117	171	88	131	56	38	51	40	53	30	26	20	12	13	11	3	6	4	7	7	7	11	2	1	2	4	3	0	0	1	1	3	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0
0.03	south40_active	80	37097	11880	7122	3825	4268	3605	2071	1195	538	489	658	353	262	372	232	129	124	135	61	99	41	85	23	19	26	25	36	12	11	8	9	5	7	2	3	3	4	6	4	10	2	0	1	2	3	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
