label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39
0.03	north10_active	80	7373	1697	1474	393	310	159	107	115	201	39	52	20	42	17	32	25	4	4	4	3	2	5	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	11704	3019	2256	871	564	391	203	191	338	97	88	56	60	26	29	24	8	7	7	11	18	6	5	1	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north11_active	80	7249	1628	1407	479	301	196	85	116	235	50	46	25	34	14	17	10	5	2	5	7	8	4	4	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north12_all	80	11735	3015	2273	864	576	390	202	175	365	92	77	52	57	27	28	28	7	8	6	7	13	4	3	4	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north12_active	80	7354	1643	1428	470	307	193	94	102	242	43	43	23	29	18	16	12	3	4	3	4	5	2	2	1	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north13_all	80	11790	3017	2225	817	601	385	200	188	398	90	79	53	56	31	33	29	11	5	8	5	7	12	5	5	3	2	2	0	0	1	0	0	0	1	0	0	0	0	0	1
0.03	north13_active	80	7408	1630	1394	449	329	172	92	100	276	42	41	21	28	23	18	17	5	3	5	4	2	8	2	2	1	2	2	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north14_all	80	11802	2960	2253	846	603	369	204	192	393	82	79	47	60	31	26	28	8	5	7	7	6	14	4	5	3	3	3	0	0	0	0	0	0	1	0	0	0	0	0	1
0.03	north14_active	80	7362	1637	1433	454	335	163	94	96	255	41	41	19	34	21	15	16	4	3	4	4	3	10	1	2	1	3	2	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north15_all	80	11935	3002	2256	857	601	361	230	180	409	86	88	52	62	30	30	34	12	8	14	9	6	17	3	3	4	6	3	1	0	0	0	0	0	1	0	0	0	0	0	1
0.03	north15_active	80	7502	1651	1384	444	325	171	103	93	274	39	55	22	38	16	16	19	6	4	11	5	2	8	0	2	2	5	2	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north16_all	80	11886	2943	2245	838	598	363	239	186	410	90	87	56	64	30	27	24	13	11	14	7	5	13	1	2	5	5	2	1	0	0	1	0	0	1	0	0	0	0	0	0
0.03	north16_active	80	7440	1578	1379	415	317	177	108	99	262	37	52	24	40	15	17	11	7	5	10	3	2	7	0	1	1	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north17_all	80	11190	2917	2199	851	588	341	250	179	369	94	84	53	74	31	32	18	13	11	16	7	5	10	1	3	5	5	0	1	0	1	1	0	0	0	0	0	0	0	0	1
0.03	north17_active	80	6930	1545	1306	423	317	182	121	96	252	34	55	25	47	14	23	6	7	6	9	3	3	4	0	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	10502	2861	2144	787	582	335	240	200	340	88	70	53	62	25	31	24	11	8	10	3	4	10	1	2	5	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1
0.03	north18_active	80	6375	1487	1276	384	314	184	116	101	232	35	35	26	42	11	20	9	4	4	4	1	3	5	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	9774	2845	2017	782	559	343	250	184	281	82	79	45	59	19	32	18	8	7	10	3	3	5	1	2	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1
0.03	north19_active	80	5886	1515	1194	391	288	184	114	93	183	40	39	26	42	6	19	6	4	5	4	2	2	4	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	10000	2838	2016	793	556	346	244	182	290	82	91	41	58	13	24	23	9	9	12	7	3	5	2	1	2	0	1	0	1	1	2	0	0	0	0	0	0	0	1	1
0.03	north20_active	80	6039	1513	1183	388	287	169	121	88	190	36	48	20	39	4	11	10	5	3	4	6	2	3	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	11816	3045	2204	821	537	319	205	234	421	74	85	50	70	29	29	20	15	9	15	7	14	14	2	10	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0
0.03	south21_active	80	7492	1686	1326	408	304	150	96	117	272	39	45	28	50	16	7	8	5	5	12	4	10	12	0	5	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	south22_all	80	11847	2972	2301	848	538	355	201	215	388	75	70	56	83	27	28	25	19	9	12	7	12	12	2	7	0	0	2	1	1	0	0	2	0	0	1	0	0	1	0	0
0.03	south22_active	80	7507	1654	1392	419	296	176	92	118	244	34	37	30	56	17	6	15	5	6	9	5	7	11	0	6	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	south23_all	80	11695	2977	2350	819	571	354	200	196	379	64	69	52	87	29	25	26	15	11	11	3	11	17	2	13	0	1	1	1	0	0	0	2	4	0	0	0	0	1	0	0
0.03	south23_active	80	7378	1642	1410	417	302	175	95	103	225	26	36	30	57	19	13	15	4	8	7	2	5	16	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	11759	2934	2375	824	574	385	199	180	362	66	79	47	99	30	25	37	13	13	8	4	10	9	2	8	2	3	1	2	0	1	0	1	4	0	0	0	0	0	0	0
0.03	south24_active	80	7419	1653	1430	423	281	196	95	106	222	24	35	25	60	17	15	26	5	6	5	2	7	9	2	6	2	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	11678	2886	2318	848	578	381	210	177	354	75	78	43	90	35	28	31	7	13	12	8	9	12	3	7	2	3	0	2	0	1	0	1	4	0	0	0	0	0	0	0
0.03	south25_active	80	7241	1603	1392	444	306	195	105	99	217	31	35	23	52	19	19	22	4	4	4	2	6	12	3	5	2	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	11169	2805	2205	819	621	364	196	164	333	79	82	41	69	30	31	36	5	11	14	8	7	12	5	9	3	3	0	1	0	1	0	2	4	0	0	0	0	0	0	0
0.03	south26_active	80	6838	1496	1306	426	322	191	92	96	224	37	41	16	36	18	20	27	3	3	7	2	6	12	5	7	3	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	10445	2809	2048	793	598	327	198	157	308	91	75	38	56	29	41	37	8	7	11	6	2	14	3	4	2	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0
0.03	south27_active	80	6377	1473	1200	411	310	161	101	76	201	44	38	9	29	18	27	29	5	3	5	1	1	13	3	3	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	9731	2774	1960	764	613	337	205	160	282	82	70	42	49	18	33	34	10	5	11	6	3	10	2	3	5	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0
0.03	south28_active	80	5768	1418	1141	370	319	173	89	82	172	38	40	16	26	12	21	25	5	2	6	3	1	7	2	3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	9519	2755	1927	742	548	326	213	167	283	85	66	41	49	20	34	30	12	4	9	8	6	11	0	3	6	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0
0.03	south29_active	80	5641	1446	1146	359	290	155	95	85	169	35	32	21	29	11	22	23	6	1	7	3	3	7	0	3	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	9471	2610	1842	726	506	346	217	171	292	95	58	48	48	21	22	18	8	4	10	10	7	6	0	0	5	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0
0.03	south30_active	80	5622	1370	1092	333	276	168	92	89	158	35	22	24	30	11	15	11	3	0	8	5	4	3	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	south31_all	80	11634	3005	2364	834	630	315	223	222	380	102	86	52	43	38	25	30	9	11	5	5	9	5	1	4	5	6	0	0	0	0	1	1	1	0	0	1	0	0	0	0
0.03	south31_active	80	7346	1633	1506	407	354	138	99	116	235	48	46	26	32	16	16	14	2	4	2	4	5	4	1	2	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south32_all	80	11520	2986	2396	850	590	321	215	234	387	87	93	42	47	31	25	28	6	12	10	9	7	5	0	5	6	4	0	0	0	0	1	0	1	1	0	1	0	0	0	0
0.03	south32_active	80	7278	1643	1502	424	320	145	95	132	254	38	50	21	31	11	14	13	1	5	4	9	3	4	0	1	5	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south33_all	80	11571	2985	2338	839	577	331	223	248	359	82	88	42	54	30	25	32	8	13	9	12	9	2	1	8	3	3	0	0	0	0	1	0	1	1	0	0	0	0	0	0
0.03	south33_active	80	7309	1633	1449	413	307	166	96	152	257	36	51	17	34	13	12	22	2	7	3	10	6	1	1	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	11821	3144	2349	870	563	353	219	237	367	76	83	50	73	29	21	35	8	15	12	12	12	3	1	9	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	south34_active	80	7580	1721	1450	426	290	187	105	144	248	32	40	17	45	16	11	28	4	6	4	8	8	1	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	12082	3146	2305	862	559	376	203	223	349	78	65	54	73	30	23	37	10	11	12	8	13	3	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	7745	1728	1410	408	291	194	94	133	245	40	30	22	44	17	13	29	5	4	7	3	10	1	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	11959	3082	2219	831	583	387	201	192	367	71	66	53	83	29	46	35	8	7	11	9	10	5	3	8	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	7679	1698	1348	411	320	199	90	101	239	31	34	23	54	16	34	28	4	2	6	4	7	0	1	7	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	11106	2912	2077	790	564	375	208	172	356	73	68	53	75	28	51	21	7	8	9	8	6	5	4	9	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	6996	1590	1276	392	309	179	85	96	243	33	38	26	51	13	36	14	3	3	6	3	3	2	1	9	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	10446	2776	1913	775	577	350	208	158	344	82	66	47	61	35	55	19	5	7	3	7	6	5	5	7	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	6498	1478	1156	378	323	166	83	86	225	33	42	21	43	19	37	9	2	3	2	3	3	2	2	7	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	9678	2671	1858	789	573	324	212	156	264	84	68	49	45	30	39	23	10	12	4	9	6	2	3	11	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	5972	1399	1106	391	298	155	85	80	173	34	39	22	28	13	24	9	5	6	4	4	0	2	1	11	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	9481	2600	1858	766	562	325	199	170	238	79	67	49	44	36	26	24	12	15	5	9	6	3	1	10	4	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	5767	1331	1091	370	278	160	80	83	162	30	34	18	29	17	16	12	7	5	5	4	0	2	1	10	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0
