label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182	Otu183	Otu184	Otu185	Otu186	Otu187	Otu188	Otu189	Otu190
0.03	north6_all	80	36702	15783	6476	4690	3764	3414	2891	2732	3211	1415	1977	1123	1067	2139	933	674	1021	612	705	1086	571	385	715	312	747	258	505	234	275	433	274	253	275	190	184	193	164	228	203	154	202	95	120	65	112	81	53	82	52	122	47	62	103	34	42	46	32	53	47	41	43	50	48	42	21	35	32	31	25	42	25	25	13	14	13	16	15	8	13	15	8	14	25	20	14	10	10	3	11	10	8	5	3	11	8	1	1	13	9	8	1	2	1	3	2	2	10	4	1	4	1	2	2	1	7	0	1	2	2	1	1	2	1	3	2	2	0	0	0	0	3	7	0	1	0	0	2	1	2	0	0	0	1	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	21924	9113	2920	2132	1820	1790	1499	1511	1957	656	1168	540	490	1326	475	309	574	269	371	724	300	172	372	165	454	118	323	111	151	264	144	117	158	95	93	107	78	137	120	76	124	48	66	30	61	46	20	49	25	68	25	33	67	18	18	22	10	30	27	26	29	22	27	26	8	17	15	12	10	32	14	17	3	5	6	7	7	6	8	6	4	8	17	14	12	4	7	2	8	3	6	3	0	7	8	0	0	8	5	5	0	0	0	0	1	0	4	3	1	4	0	1	1	1	5	0	1	1	2	0	1	1	0	1	1	0	0	0	0	0	1	6	0	0	0	0	2	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	36637	15860	6429	4732	3769	3487	2945	2692	3154	1461	2009	1139	1072	2119	927	674	1044	629	709	1084	556	375	714	318	726	273	549	242	287	481	273	268	269	199	194	201	166	242	226	135	225	93	107	74	114	85	59	87	48	117	51	47	90	37	42	49	40	69	42	39	38	48	39	59	23	33	27	28	21	32	23	26	12	14	15	17	11	6	9	11	15	21	20	13	16	10	14	2	8	10	8	15	4	8	5	4	2	11	6	10	1	10	3	2	1	5	6	4	1	2	3	2	2	2	6	1	4	5	2	1	1	2	0	2	0	2	1	0	0	0	3	8	0	2	1	0	2	0	2	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	21903	9074	2889	2180	1822	1787	1513	1480	1925	688	1177	549	495	1296	463	330	581	273	379	706	283	155	407	160	421	117	337	132	146	311	136	140	153	94	105	94	81	145	142	64	133	42	61	37	64	44	28	52	22	75	26	29	62	18	24	25	12	40	25	28	23	24	20	33	8	17	13	11	8	23	13	19	2	5	7	8	5	6	2	6	6	9	11	6	14	4	9	1	5	7	6	5	0	6	4	2	0	7	3	8	0	8	0	0	1	4	0	3	1	2	1	1	1	1	4	0	4	4	2	0	1	1	0	1	0	0	1	0	0	0	1	7	0	1	1	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	36871	15922	6346	4777	3759	3459	2979	2679	3164	1481	1998	1146	1060	1983	936	657	1007	637	715	1120	552	391	749	321	741	280	551	245	277	425	264	269	274	183	207	202	157	256	235	115	240	106	99	74	109	81	58	94	54	134	49	46	84	40	46	45	36	80	35	44	36	35	37	60	20	37	21	19	24	37	32	21	14	14	14	16	19	12	9	10	13	19	19	15	11	9	11	3	5	10	7	18	6	6	3	6	2	12	4	11	2	13	3	4	1	5	7	2	2	3	3	2	2	2	1	5	4	4	1	1	0	1	0	1	0	1	1	0	0	0	4	1	0	3	1	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	21919	9107	2822	2175	1793	1745	1519	1468	1903	708	1162	550	479	1177	463	336	565	282	368	737	291	160	466	151	460	123	345	118	134	291	147	159	140	92	110	98	79	142	155	57	144	41	59	37	65	37	30	55	21	93	25	28	60	22	29	22	11	53	20	32	22	20	22	31	8	19	14	5	9	28	20	10	4	5	7	8	12	9	1	5	4	7	11	4	9	3	7	1	3	7	6	7	2	3	2	4	0	9	2	8	1	10	0	1	1	4	1	2	1	3	2	1	1	0	1	4	4	4	1	0	0	1	0	1	0	0	1	0	0	0	2	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	36803	15861	6367	4827	3745	3557	3002	2736	3082	1482	1974	1144	1044	1926	995	716	1020	632	709	1041	548	382	766	340	691	274	557	258	269	435	261	268	251	160	213	195	151	258	255	108	211	108	119	87	116	73	71	95	60	145	49	44	64	35	48	41	34	74	27	45	29	28	33	54	20	34	19	20	31	40	30	22	21	12	14	17	25	17	8	5	8	22	18	10	11	6	10	4	10	14	3	20	7	3	3	6	4	8	1	11	2	12	5	3	2	6	2	2	3	1	5	1	1	2	2	6	3	3	0	0	0	2	1	0	0	0	2	0	0	0	2	1	0	4	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	21832	9005	2836	2206	1773	1828	1543	1483	1865	693	1162	544	490	1106	494	360	594	284	366	682	280	168	483	150	433	114	339	120	127	271	146	149	128	80	120	92	85	132	173	55	130	41	71	44	72	42	40	50	28	110	26	25	43	18	29	18	12	50	15	25	19	13	25	30	9	19	10	9	20	33	21	10	8	5	7	10	16	7	2	3	3	8	11	3	8	0	6	1	3	12	1	9	5	0	2	4	1	3	0	7	1	10	0	1	2	6	1	1	1	1	4	1	1	0	2	5	3	3	0	0	0	2	0	0	0	0	2	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	36451	15642	6307	4818	3700	3522	2934	2734	3140	1468	1919	1124	1046	1912	1024	672	1036	594	717	996	540	373	786	346	651	283	519	257	259	446	241	261	270	157	207	192	154	314	234	110	173	105	120	90	125	76	74	97	66	143	42	48	61	46	50	47	31	57	33	49	19	24	35	52	18	35	21	22	38	37	24	14	22	8	21	17	22	15	8	9	7	15	28	11	12	6	6	5	7	14	9	12	9	4	2	3	4	10	1	8	7	10	4	2	2	4	1	3	3	1	7	1	1	2	2	6	0	0	1	0	0	2	1	0	0	0	2	0	0	0	2	0	0	2	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	21524	8989	2817	2189	1729	1840	1490	1463	1899	701	1134	556	486	1103	512	321	611	268	356	639	288	161	491	153	417	125	326	120	122	272	133	145	145	85	116	101	85	180	162	54	106	41	68	43	71	45	39	52	35	103	19	26	40	21	26	24	16	38	15	30	10	12	23	31	7	21	11	11	26	28	12	2	10	3	14	9	15	5	5	3	4	7	8	6	8	1	4	1	1	8	6	10	6	1	1	2	1	5	0	5	6	8	0	1	2	4	1	2	0	1	6	1	0	0	2	6	0	0	0	0	0	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	36135	15610	6471	4648	3855	3465	2778	2801	3196	1500	1982	1168	1010	1953	909	731	1046	589	697	970	582	407	624	350	679	260	596	265	268	405	299	252	241	213	183	200	188	225	182	131	201	101	119	117	109	71	58	90	81	81	55	64	87	45	38	38	44	52	45	35	40	40	40	32	27	39	21	20	47	39	23	19	12	12	11	18	21	12	8	17	11	11	7	8	18	11	6	9	10	8	2	22	4	10	3	8	5	5	2	9	6	4	0	9	2	3	7	3	3	0	6	1	3	1	6	1	5	4	0	3	1	1	0	3	3	0	0	1	2	1	0	0	0	4	1	0	2	1	1	0	0	1	0	1	3	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north11_active	80	21373	8927	2945	2055	1862	1809	1439	1588	1951	679	1109	566	437	1247	468	338	607	269	397	610	311	184	399	167	399	96	385	128	125	254	175	128	137	102	91	114	114	137	115	70	136	36	62	61	59	32	29	45	39	35	28	35	56	28	18	18	22	27	24	20	25	25	30	18	12	23	7	11	34	21	11	7	8	6	6	9	10	6	3	8	7	3	2	6	10	6	5	4	5	6	1	5	1	4	2	7	3	5	1	1	3	1	0	3	1	0	6	2	1	0	5	1	0	1	3	1	2	2	0	2	1	1	0	0	0	0	0	0	2	0	0	0	0	4	1	0	2	1	1	0	0	0	0	1	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	36627	15889	6414	4658	3850	3440	2836	2844	3127	1445	1949	1218	1024	2080	961	727	1039	569	675	909	580	390	636	365	623	245	611	250	272	452	293	260	247	194	192	207	178	197	189	131	189	91	140	114	102	80	60	77	84	94	55	62	100	47	47	35	38	60	50	39	40	38	41	47	28	29	25	25	51	50	27	24	16	12	12	8	26	11	9	12	5	5	9	8	32	11	8	9	8	7	5	20	4	5	3	8	3	1	3	11	5	2	0	8	3	2	7	2	3	1	4	1	2	0	4	0	3	4	0	2	1	1	0	3	3	1	0	2	1	1	0	0	1	4	2	0	2	1	1	0	0	2	0	1	2	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	21711	9239	2922	2073	1872	1792	1447	1592	1861	655	1111	573	486	1281	503	330	602	264	390	573	305	168	408	179	371	91	396	113	135	276	176	133	126	80	99	123	104	118	120	73	115	36	73	59	53	32	32	40	36	50	22	35	66	26	23	19	17	31	25	21	20	21	28	34	20	20	11	15	35	36	11	11	8	4	7	4	16	5	5	7	3	1	5	6	23	7	8	4	3	5	2	4	0	2	2	7	1	1	2	3	1	1	0	3	1	0	6	0	1	1	4	0	0	0	1	0	0	2	0	2	1	1	0	0	0	0	0	1	1	0	0	0	0	3	2	0	2	1	1	0	0	1	0	1	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	36635	16108	6310	4645	3828	3498	2903	2770	3141	1410	1901	1210	1052	2045	1006	703	1097	540	679	955	568	390	620	348	636	253	607	234	273	481	297	264	236	178	200	215	174	210	190	146	156	89	129	109	121	96	62	93	83	99	51	64	110	43	56	43	36	66	53	46	36	49	50	53	23	24	20	30	54	52	17	24	20	20	12	5	26	8	10	8	7	4	10	10	28	8	5	6	7	14	5	9	5	10	6	10	5	2	3	11	4	1	2	8	4	3	1	3	0	1	5	1	2	0	4	1	3	7	0	0	2	1	1	0	1	1	0	1	1	0	0	0	1	3	1	1	4	0	0	0	0	2	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	21741	9384	2843	2120	1857	1810	1504	1542	1905	657	1075	549	494	1233	515	325	638	244	406	619	308	157	380	163	383	111	405	107	136	294	177	144	121	82	105	113	85	131	130	77	86	36	63	52	67	37	35	44	36	57	17	33	65	24	29	21	17	37	27	27	19	23	34	33	15	15	12	19	34	35	7	10	9	7	8	3	16	4	5	6	5	2	5	7	22	4	5	3	3	2	2	5	1	6	5	8	3	0	2	4	1	0	2	4	1	1	0	1	0	1	4	0	1	0	3	1	0	5	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	2	1	0	4	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	36591	15953	6365	4629	3892	3462	2902	2784	3206	1419	1862	1175	1028	2142	1012	709	1092	545	714	1015	560	387	668	362	617	248	617	223	258	467	320	262	246	191	201	195	172	235	235	137	168	84	129	106	129	95	60	96	78	111	58	63	111	42	62	43	35	69	45	47	30	48	49	60	30	24	20	29	41	60	18	22	18	21	14	5	24	11	9	10	11	5	10	10	25	8	4	4	7	11	6	8	6	9	5	7	5	2	2	11	4	0	2	4	5	1	2	3	0	2	5	1	3	1	4	2	1	6	1	1	1	1	1	0	4	1	0	1	3	2	1	0	1	4	2	1	2	1	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	21657	9270	2855	2116	1869	1815	1514	1524	1903	656	1063	540	485	1284	516	317	635	242	403	666	307	149	380	155	356	114	416	104	136	276	203	141	141	91	117	97	70	144	148	67	84	34	72	49	79	39	30	47	34	72	16	31	66	20	32	18	17	35	24	32	17	25	26	40	19	16	11	18	21	27	10	8	8	9	10	4	17	4	5	6	5	2	6	8	19	5	4	2	5	0	2	3	1	6	4	5	2	0	1	5	0	0	2	4	1	1	0	1	0	1	3	0	2	1	4	2	0	4	0	0	0	1	1	0	4	0	0	1	2	2	1	0	0	3	2	0	2	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	36577	15734	6359	4702	3899	3532	3028	2764	3269	1442	1906	1153	1002	2125	985	671	1124	585	744	976	517	370	712	356	606	257	608	219	262	458	335	255	247	201	219	179	175	218	246	136	172	74	139	92	162	91	55	98	74	107	52	70	92	40	55	38	32	67	52	46	30	50	44	49	29	29	18	33	35	45	20	26	15	14	18	5	19	12	7	13	16	9	14	12	14	9	1	2	7	12	4	8	6	8	6	6	4	2	0	28	3	0	3	3	4	1	2	2	0	2	3	3	2	1	5	2	0	4	1	2	1	0	1	0	4	0	1	1	3	2	1	0	0	3	1	1	2	2	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
