label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182	Otu183	Otu184	Otu185	Otu186	Otu187	Otu188	Otu189	Otu190	Otu191	Otu192	Otu193
0.03	south31_all	80	29018	12013	16181	11858	4636	5677	2889	3039	3611	2830	1613	1534	1250	991	918	828	1065	704	667	849	554	455	564	538	399	311	420	289	313	240	339	384	192	191	176	210	128	304	164	124	144	201	89	93	98	196	102	78	69	54	61	65	59	39	43	33	51	41	47	46	39	70	27	25	41	25	24	19	26	27	25	28	25	13	17	15	19	8	8	14	9	11	10	7	8	6	8	15	8	3	24	16	9	16	4	12	10	9	7	8	3	1	1	1	4	4	9	2	3	6	5	1	3	2	0	4	3	2	6	0	5	0	2	0	1	1	1	2	2	1	1	1	0	2	4	0	2	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south31_active	80	15976	4172	13654	10066	2360	4434	1158	1924	2907	2168	829	855	630	299	273	346	717	297	304	621	213	168	370	373	176	83	289	131	165	90	223	288	73	86	46	152	37	256	116	46	65	161	44	18	42	157	58	27	38	27	21	15	14	19	13	7	29	26	28	23	10	55	7	11	16	3	7	5	7	19	14	17	22	7	9	9	6	2	3	11	4	8	6	2	5	0	2	12	2	3	21	16	2	9	3	7	7	0	4	1	0	1	0	0	3	1	9	1	3	5	4	1	2	1	0	1	1	0	4	0	4	0	0	0	1	0	1	0	1	1	0	1	0	2	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	29034	12054	16264	11808	4582	5605	2838	3036	3819	2867	1647	1524	1214	1016	915	840	1106	719	648	816	539	474	570	533	405	305	436	289	322	228	317	389	192	189	192	211	143	338	171	125	155	195	98	87	90	178	115	81	69	64	56	50	60	39	41	36	58	56	46	47	37	82	25	27	41	25	23	18	26	24	23	31	28	16	15	16	21	13	7	20	10	16	8	4	6	3	5	17	10	9	25	2	8	12	4	13	20	8	5	8	4	3	1	2	3	3	6	2	4	4	6	1	4	2	0	4	3	2	4	0	3	0	0	0	1	2	1	2	2	1	2	1	0	2	7	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1
0.03	south32_active	80	16018	4103	13745	10001	2384	4337	1139	1951	3116	2197	848	851	588	302	260	350	770	305	312	591	210	169	375	359	181	84	294	131	177	85	222	302	73	89	62	155	43	292	113	47	74	154	53	24	41	146	66	27	39	35	20	11	15	18	12	9	36	38	25	26	10	67	8	13	15	5	6	4	10	16	11	20	25	11	8	11	3	4	2	17	3	12	4	1	3	1	0	16	2	9	22	2	0	7	3	9	19	0	4	0	2	1	0	1	2	1	6	1	3	4	4	1	2	0	0	1	1	0	3	0	3	0	0	0	1	0	1	0	1	1	0	1	0	2	6	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
0.03	south33_all	80	29051	12061	16325	11591	4653	5436	2856	3064	3834	2861	1720	1491	1257	1031	918	847	1117	686	643	811	528	465	560	547	404	305	417	288	301	204	309	401	193	205	176	230	141	338	193	121	167	205	112	89	95	184	102	84	73	71	63	53	55	44	44	35	52	62	53	40	36	104	25	26	49	20	20	20	28	23	23	28	40	16	12	19	23	9	9	18	14	27	12	5	11	4	12	13	14	16	22	5	7	12	6	13	23	9	9	5	4	3	1	3	3	0	5	0	4	1	1	5	4	1	0	3	1	2	6	2	2	0	0	1	2	2	1	1	1	1	2	1	1	2	7	3	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1
0.03	south33_active	80	15882	4030	13825	9767	2392	4191	1142	1957	3128	2219	846	832	628	313	261	337	766	294	312	585	201	173	365	365	177	87	264	136	159	75	212	316	68	89	58	170	40	302	130	46	83	167	57	23	45	153	59	27	46	45	21	13	14	22	15	12	37	44	31	20	8	88	7	13	24	4	7	5	10	15	11	20	36	10	6	15	3	3	2	14	10	24	3	1	7	1	6	11	4	13	19	5	1	9	3	8	20	2	6	0	2	0	0	1	2	0	4	0	3	1	0	4	2	0	0	1	0	0	6	2	2	0	0	0	2	0	0	0	1	1	0	1	1	2	6	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
0.03	south34_all	80	29241	12035	16282	11672	4713	5475	2933	2959	3810	2847	1719	1519	1287	1004	908	882	1065	715	628	789	499	446	596	572	384	315	410	308	296	218	279	347	195	182	177	244	145	296	198	116	144	161	116	93	97	169	103	78	66	75	57	48	56	50	39	33	55	73	62	43	28	103	26	34	41	25	22	17	23	17	28	34	32	14	14	34	20	15	7	14	11	31	14	7	14	3	10	9	11	21	12	10	3	6	12	9	21	4	5	3	2	4	1	3	2	0	4	1	4	8	2	4	5	2	0	2	2	2	7	2	6	0	0	1	2	1	1	1	0	0	1	0	1	1	3	3	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1
0.03	south34_active	80	15865	4062	13841	9820	2381	4203	1146	1890	3101	2215	848	847	649	306	250	351	730	316	309	586	197	160	395	378	160	82	269	142	166	86	178	276	65	76	62	183	44	251	137	43	73	130	66	20	45	143	61	19	45	50	18	12	14	23	11	12	38	53	38	26	8	92	8	18	20	5	7	3	8	9	14	18	29	10	7	30	5	6	2	10	9	28	5	1	11	1	6	7	3	18	9	9	1	4	8	7	16	3	3	0	2	0	0	2	2	0	2	1	2	6	0	3	2	0	0	0	0	1	7	2	6	0	0	0	2	0	0	0	0	0	0	0	1	1	2	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1
0.03	south35_all	80	29170	12011	16125	11736	4794	5310	2937	3043	3604	2868	1708	1520	1283	978	905	865	1025	744	666	775	467	433	628	588	406	313	417	320	313	234	305	329	192	182	163	239	157	267	191	130	131	171	116	100	93	159	91	75	68	94	58	42	51	64	50	37	51	53	54	49	33	81	29	31	43	26	22	19	22	24	29	35	35	16	11	29	11	14	9	7	11	23	12	5	14	3	7	8	9	17	28	12	3	12	12	10	9	4	5	3	2	4	5	2	4	1	4	1	6	9	2	4	4	2	2	1	1	1	7	2	5	0	0	1	2	2	1	0	0	1	0	0	1	1	2	3	1	0	0	1	1	1	1	1	0	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0
0.03	south35_active	80	15886	4160	13673	9851	2345	4022	1177	1909	2906	2245	820	850	633	298	242	342	676	315	317	586	175	142	418	390	172	80	266	146	184	96	199	256	71	75	54	182	42	227	131	48	72	134	65	15	43	135	48	19	46	63	15	11	14	31	15	13	37	39	32	31	7	69	8	16	29	9	6	3	9	11	14	21	32	9	3	26	4	4	4	4	9	22	4	1	11	1	6	7	4	14	26	11	1	10	9	9	5	3	3	0	1	0	4	1	4	0	2	1	4	7	1	3	1	1	1	0	0	1	7	2	5	0	0	0	2	0	0	0	0	0	0	0	1	1	2	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south36_all	80	28947	12033	16009	11647	4852	5471	2916	3077	3570	2906	1671	1515	1261	1015	913	853	1028	730	684	748	466	446	640	565	432	332	411	325	307	252	294	298	190	190	163	228	162	235	162	137	117	191	116	93	91	147	91	74	66	89	62	43	54	58	49	43	67	48	57	41	38	46	30	31	36	28	22	16	16	31	21	37	29	14	13	24	11	18	10	14	4	13	8	2	9	7	8	4	8	19	27	9	2	10	19	4	6	4	3	3	1	3	5	2	3	2	3	1	6	11	4	3	4	2	3	1	2	1	7	0	5	0	0	0	2	1	1	0	1	1	0	0	0	1	2	3	1	0	0	1	1	1	0	1	0	1	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0
0.03	south36_active	80	15738	4193	13556	9787	2383	4143	1177	1973	2853	2288	803	835	612	307	262	362	650	294	326	551	183	151	436	369	196	87	263	153	182	97	179	222	62	70	52	163	45	193	110	50	65	152	67	10	39	123	45	16	40	56	13	12	14	22	14	11	47	35	37	28	14	35	6	17	20	12	6	2	6	18	9	23	26	5	5	23	4	5	6	9	3	12	5	0	6	4	6	4	4	17	26	8	0	8	13	3	4	2	3	1	0	0	4	1	3	0	2	1	4	9	2	3	1	1	1	1	0	1	7	0	4	0	0	0	2	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south37_all	80	29031	11904	15888	11582	4873	5560	2889	3120	3562	2937	1629	1515	1267	1008	931	847	999	730	686	838	501	456	630	521	433	345	388	302	345	257	302	337	199	198	158	232	163	223	144	139	124	182	124	95	99	177	114	71	66	104	60	40	53	62	54	47	71	42	56	49	35	63	26	35	30	34	21	22	12	29	20	35	17	18	16	25	6	14	17	21	8	9	4	3	2	10	7	6	6	11	24	6	3	10	17	4	8	2	2	2	2	3	4	2	3	3	1	8	5	4	7	2	3	2	3	3	3	0	0	0	2	1	0	0	0	1	0	0	2	1	2	0	0	0	2	0	0	0	0	1	1	11	0	1	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	south37_active	80	15817	4179	13429	9707	2448	4284	1171	2011	2884	2316	777	852	619	299	274	372	641	295	320	615	205	149	410	342	209	92	248	137	201	95	203	248	73	73	43	165	46	181	90	49	67	140	68	7	38	151	71	19	33	64	11	11	13	27	16	12	50	31	35	32	12	47	8	18	15	13	5	6	4	15	11	32	13	6	7	23	4	4	8	14	5	8	2	1	1	4	3	5	3	10	23	4	2	9	12	3	6	0	2	1	1	0	4	1	2	1	0	7	4	4	5	2	0	2	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	29085	11942	15674	11562	4864	5714	2844	3127	3601	2885	1654	1496	1296	1016	931	852	986	698	687	876	520	455	615	520	406	356	391	285	348	262	310	373	213	187	171	223	147	258	154	142	133	186	111	92	99	171	117	67	63	95	54	45	56	64	55	39	60	39	49	37	33	86	23	36	43	31	17	21	13	25	18	33	28	17	17	23	6	15	19	22	8	11	6	6	3	8	10	9	9	13	9	6	3	11	10	5	3	2	3	3	3	3	2	4	3	2	1	8	2	2	7	3	4	1	1	3	2	1	0	0	1	2	1	2	1	0	1	0	3	0	2	0	0	2	2	0	0	1	1	0	0	11	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south38_active	80	15687	4145	13257	9722	2534	4414	1169	2019	2952	2251	784	863	647	302	280	380	613	283	325	628	205	160	417	341	190	102	249	127	209	99	204	282	74	76	44	161	39	209	97	56	67	147	63	7	38	144	72	16	31	57	11	12	17	28	15	12	38	30	32	23	16	67	8	19	27	13	4	6	4	14	12	31	23	7	12	19	4	6	10	12	4	9	2	3	2	3	5	8	4	11	7	5	2	9	5	1	3	1	3	1	1	0	2	2	1	1	0	6	1	2	5	2	1	1	0	1	0	1	0	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	29029	11901	16105	11587	4842	5855	2829	3117	3630	2757	1691	1474	1308	1012	931	858	1027	692	651	864	526	449	604	524	380	338	385	301	351	251	320	368	225	191	179	234	128	281	159	139	128	176	120	102	102	162	119	80	81	89	57	54	55	70	55	36	52	47	49	38	30	83	21	33	37	20	18	23	16	17	18	24	25	21	14	24	5	12	24	18	12	19	7	8	9	5	6	10	12	8	10	6	3	7	11	14	5	2	3	1	5	3	2	5	4	2	1	8	5	1	6	6	2	2	2	2	2	1	1	0	2	3	1	3	1	0	1	0	2	4	2	0	0	2	0	0	0	2	1	1	0	10	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south39_active	80	15729	4080	13600	9744	2520	4527	1162	1969	2989	2086	830	867	669	291	285	361	686	291	313	625	205	155	402	346	174	96	254	138	216	97	228	292	79	81	43	180	44	221	104	61	60	135	62	15	43	130	74	26	39	54	11	13	17	35	15	10	33	34	35	24	12	66	7	16	24	9	3	7	6	6	11	21	22	9	9	19	2	8	15	9	6	17	2	3	5	1	3	9	5	6	8	1	2	6	5	11	3	2	3	0	1	1	2	2	1	1	0	6	5	1	3	5	1	1	1	0	0	1	1	0	0	2	1	2	0	0	1	0	0	4	0	0	0	0	0	0	0	0	1	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	29000	11911	16246	11718	4760	5836	2848	3079	3519	2685	1706	1456	1291	1006	913	871	1053	705	669	862	514	457	636	523	369	340	415	303	343	240	317	358	208	187	190	243	116	256	169	153	116	183	110	99	93	140	114	65	91	81	59	49	53	70	53	36	49	56	51	40	30	67	28	33	44	20	22	17	21	17	19	15	30	18	14	32	6	12	21	11	12	22	7	7	9	6	7	11	14	7	12	21	4	8	5	17	15	2	6	2	6	4	8	4	5	2	1	7	5	0	5	4	3	3	2	2	0	1	1	0	1	3	1	3	6	0	2	0	1	4	1	1	0	2	0	0	0	2	1	1	0	9	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	2	1	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south40_active	80	15700	4049	13736	9905	2453	4515	1164	1913	2857	1993	850	839	664	298	288	346	698	286	330	637	200	149	433	341	165	99	276	135	212	94	218	288	71	83	52	173	33	196	114	79	55	139	52	16	42	103	77	22	44	52	15	12	19	43	19	8	32	38	34	29	10	50	10	12	30	10	4	4	7	6	10	9	27	9	10	28	1	8	15	3	6	19	3	4	4	2	5	9	6	4	10	17	0	6	2	12	13	2	5	1	0	1	8	2	3	0	1	6	5	0	2	3	1	2	1	0	0	1	1	0	0	1	1	2	5	0	2	0	0	4	0	0	0	0	0	0	0	0	1	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
