label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182	Otu183	Otu184	Otu185	Otu186	Otu187	Otu188	Otu189	Otu190	Otu191	Otu192	Otu193
0.03	north10_all	80	41579	19753	8087	10418	4601	5215	2899	4670	2128	1676	1552	1307	2130	1062	992	816	1209	702	1111	561	521	675	461	457	381	582	760	267	508	236	236	209	262	328	222	283	229	147	150	137	239	152	103	113	102	85	80	75	60	107	143	44	43	70	55	60	68	72	48	39	41	29	64	27	64	68	39	26	13	14	13	57	29	27	19	20	10	8	13	13	17	7	17	17	20	13	11	7	4	9	4	5	7	9	7	9	7	10	4	0	0	11	9	2	3	1	2	3	3	0	2	4	2	3	1	2	7	0	0	1	2	2	2	1	0	2	0	2	2	0	0	2	0	0	1	1	0	0	1	4	1	3	1	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	31982	15129	3454	8509	2292	3818	1287	3905	927	486	723	544	1736	432	416	273	895	297	902	143	212	436	213	168	180	459	669	63	431	81	78	42	169	266	148	219	177	50	69	47	201	94	39	46	53	35	22	37	24	84	124	16	26	53	34	37	52	59	23	17	19	10	56	5	52	61	23	13	1	5	8	52	18	22	14	14	6	5	7	2	13	3	11	15	15	1	4	0	1	6	3	5	3	5	3	4	2	10	1	0	0	8	9	0	2	0	1	3	1	0	1	1	1	2	0	2	5	0	0	1	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	3	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	41858	19746	8055	10280	4547	4896	2831	4594	2188	1673	1536	1362	2157	1080	914	807	1041	682	1182	581	481	636	481	393	367	563	656	297	492	262	194	204	279	346	257	278	328	135	142	128	222	134	102	100	107	69	79	76	79	95	122	46	72	113	51	62	105	91	55	50	33	27	55	24	87	54	22	24	16	25	8	36	15	27	13	29	28	19	17	6	14	9	8	14	5	9	12	8	14	5	6	7	3	3	6	4	7	12	5	4	0	11	6	5	3	2	5	4	4	5	4	0	0	4	1	5	1	3	0	1	0	1	2	2	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	32239	15103	3438	8419	2153	3541	1253	3827	963	507	676	553	1762	468	374	233	736	284	961	142	215	445	199	170	169	416	539	93	406	94	67	42	200	283	176	232	262	48	68	45	191	90	37	55	58	29	23	40	31	66	100	12	45	85	43	43	92	66	25	27	12	13	46	4	73	52	10	13	3	12	1	31	12	23	9	24	24	8	6	0	9	2	4	8	1	4	2	0	4	3	4	5	1	1	2	2	1	11	3	3	0	8	4	4	1	1	0	3	4	1	4	0	0	3	1	3	0	2	0	0	0	0	2	1	0	0	0	1	0	0	1	0	0	0	1	1	1	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	42038	19801	7998	9985	4550	4848	2855	4605	2195	1642	1547	1307	2163	1071	905	808	1050	665	1180	609	516	671	435	417	395	533	615	306	527	259	201	196	253	358	264	276	305	127	136	137	209	129	99	96	109	83	73	81	87	80	147	47	58	117	64	45	95	85	54	45	38	23	66	22	66	70	26	22	17	21	9	42	15	20	13	11	34	19	16	7	19	11	7	13	3	6	13	6	11	7	5	7	6	1	7	4	6	19	3	7	1	14	7	5	4	1	3	3	1	4	3	0	3	2	0	3	3	3	1	1	0	3	2	2	0	0	0	1	2	1	0	3	0	0	1	0	1	1	1	0	1	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	32298	15192	3402	8178	2198	3481	1249	3830	979	502	653	538	1774	462	353	225	772	279	935	152	223	474	176	183	169	394	511	99	446	86	72	37	170	294	185	227	242	47	59	43	170	76	36	46	57	34	19	41	30	55	127	16	37	89	48	28	79	58	19	27	13	10	53	4	55	66	15	11	2	8	6	36	10	15	9	8	27	7	7	1	13	1	5	7	0	2	4	0	3	5	3	5	2	1	2	1	1	18	1	3	0	11	6	4	2	1	0	3	1	0	2	0	3	1	0	2	2	1	0	0	0	1	2	1	0	0	0	1	2	0	0	2	0	0	1	0	1	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	42063	19747	8030	10129	4678	4838	2879	4669	2192	1683	1583	1333	2187	1067	914	776	1043	722	1182	578	548	700	446	430	413	562	565	302	496	270	206	195	240	358	246	314	321	129	141	125	216	133	88	84	96	83	72	94	74	75	150	62	63	85	64	37	69	87	44	42	38	30	79	23	56	84	31	27	11	25	14	41	17	27	22	15	36	19	12	13	32	9	12	10	13	6	13	3	3	8	9	6	8	4	6	3	5	24	1	8	2	12	22	1	4	2	1	1	1	4	3	2	3	3	1	2	3	2	2	3	1	3	2	2	0	0	1	1	2	2	0	2	0	0	2	1	3	1	1	0	1	0	0	1	1	0	0	1	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0
0.03	north13_active	80	32286	15237	3388	8346	2292	3495	1249	3907	971	526	679	551	1789	446	353	228	770	280	946	134	224	499	185	190	182	434	480	87	421	84	74	36	164	290	173	262	262	40	57	38	174	80	30	38	52	34	21	47	21	54	134	17	36	58	40	19	59	61	18	24	12	12	66	3	44	78	13	14	2	13	9	35	13	20	18	10	26	10	6	1	27	1	9	6	9	2	6	0	2	5	5	2	5	0	2	1	1	23	0	4	1	11	22	1	2	2	0	1	1	0	2	0	3	1	0	2	2	1	0	1	0	1	1	1	0	0	0	1	2	1	0	2	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0
0.03	north14_all	80	41795	19567	8050	10273	4669	4926	2912	4833	2148	1759	1581	1333	2133	1035	940	766	1043	721	1119	572	532	687	445	413	414	586	545	287	490	268	208	203	230	388	224	348	295	129	150	143	189	132	98	102	100	94	66	95	76	82	147	63	60	69	79	44	50	72	34	40	31	28	70	22	66	74	28	35	16	19	20	35	19	17	27	16	28	13	11	13	30	10	11	9	13	8	11	2	0	9	8	4	7	4	3	3	3	20	0	6	3	19	19	1	2	5	1	4	1	3	6	2	3	2	1	0	3	1	2	5	1	3	1	0	1	0	1	0	2	3	0	2	0	0	1	4	2	3	1	1	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0
0.03	north14_active	80	32029	15026	3429	8450	2343	3538	1263	4065	956	531	680	554	1741	445	371	227	769	291	899	142	195	461	201	177	190	465	461	83	417	86	75	35	157	323	153	294	229	42	62	42	152	82	40	46	50	33	18	46	16	52	129	20	28	55	52	25	39	45	16	23	9	10	58	4	57	68	10	17	5	7	12	29	13	10	23	11	17	8	6	1	27	1	9	5	10	2	6	0	0	6	4	1	5	0	1	1	0	19	0	3	2	18	19	1	2	5	0	4	1	1	5	0	3	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	2	1	0	2	0	0	0	3	0	3	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0
0.03	north15_all	80	41371	19717	8051	10487	4745	4965	2935	4853	2068	1728	1547	1356	2122	1052	923	747	1054	726	1139	555	543	717	468	402	421	586	553	283	505	264	222	201	223	374	211	344	285	126	154	132	235	155	110	106	94	98	73	100	62	89	128	65	64	72	66	60	47	62	32	32	32	31	83	23	70	63	32	32	18	24	20	26	22	33	27	16	14	13	11	14	28	11	16	11	16	8	9	3	4	11	7	5	4	6	2	3	5	16	1	6	4	16	20	0	2	23	1	3	1	3	9	3	0	2	1	2	5	2	1	4	1	1	2	2	2	3	2	1	2	3	1	2	0	0	1	4	2	3	2	1	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0
