label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182	Otu183	Otu184	Otu185	Otu186	Otu187	Otu188
0.03	south32_all	80	38317	18805	10226	5571	5264	4069	2888	2954	2519	1882	1340	1565	1033	1892	1081	943	762	865	1158	1049	528	396	885	350	734	298	456	354	335	469	287	214	305	267	249	164	161	132	121	218	216	89	165	98	141	70	64	65	59	67	70	63	92	39	71	47	68	60	80	51	52	48	26	21	49	19	20	20	24	17	42	41	14	23	24	21	18	15	10	22	9	15	12	7	8	6	5	9	10	9	8	16	7	4	9	13	7	3	4	21	3	4	3	3	3	3	3	3	11	7	3	3	1	2	1	5	1	7	1	0	0	0	2	1	2	9	5	1	6	0	0	1	1	1	0	0	0	0	0	3	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0
0.03	south32_active	80	23141	11355	5893	2840	2941	2246	1471	1678	1387	991	647	908	476	1158	586	490	387	486	732	642	251	174	572	159	474	137	257	202	185	285	159	115	157	161	139	88	85	48	65	144	113	52	79	46	84	33	36	33	26	35	47	30	58	24	50	27	36	41	60	26	28	28	10	10	29	12	13	13	11	8	27	26	8	10	11	10	11	7	5	19	5	9	5	5	3	4	1	4	6	5	6	10	4	1	4	11	3	1	3	18	1	0	2	2	0	2	3	1	7	6	0	3	1	2	1	5	1	0	1	0	0	0	2	0	1	9	5	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
0.03	south33_all	80	38292	18987	10300	5503	5286	4056	2868	2973	2516	1869	1330	1545	1076	1903	1050	945	715	861	1172	1077	500	391	869	363	700	295	457	364	321	463	281	234	309	244	311	154	145	124	123	226	231	91	169	95	148	76	64	65	57	64	74	56	100	42	56	46	65	56	68	48	35	38	26	26	45	26	20	19	25	18	35	34	18	22	27	15	17	19	12	22	11	11	16	9	6	12	4	8	8	9	9	16	6	2	6	13	7	4	5	17	7	7	2	3	1	3	4	3	14	8	3	5	1	0	0	0	2	2	0	0	0	0	4	1	1	9	5	1	6	0	0	1	1	2	1	1	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south33_active	80	22944	11341	5907	2770	2974	2254	1427	1675	1390	999	626	920	479	1152	553	479	362	481	722	654	234	174	575	160	452	122	273	207	162	277	153	124	167	142	169	75	78	62	63	144	140	51	77	45	88	40	31	30	27	36	51	26	57	21	38	26	33	43	49	27	20	25	14	9	27	16	12	10	12	9	26	19	11	11	13	5	8	10	7	18	7	5	5	6	2	7	2	4	4	6	8	14	3	1	2	10	4	2	3	15	6	3	1	2	0	1	3	2	7	6	0	3	1	0	0	0	1	1	0	0	0	0	2	0	0	9	5	0	4	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south34_all	80	38259	19192	10296	5555	5363	4082	2940	2972	2473	1864	1335	1534	1079	1909	995	991	727	886	1207	1118	491	420	840	391	666	324	426	358	309	508	315	217	308	218	287	152	158	119	128	206	214	93	187	96	149	72	72	72	52	69	98	59	96	43	53	47	41	67	76	38	37	41	28	31	46	30	19	16	22	13	23	45	15	16	36	10	21	15	16	10	13	10	13	7	4	14	7	6	7	12	9	15	4	2	6	11	5	4	3	16	11	5	4	2	0	3	3	3	8	4	2	2	0	2	0	1	3	6	0	1	0	1	2	4	1	2	2	0	2	0	2	1	1	1	1	1	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	22814	11637	5904	2771	3034	2303	1477	1693	1383	994	611	893	489	1186	515	513	370	503	779	681	231	195	546	197	424	139	246	200	167	312	166	116	159	129	161	83	88	56	67	114	125	49	114	50	90	37	32	33	24	41	51	29	57	20	36	25	23	51	59	19	23	27	14	9	31	17	11	7	11	8	17	27	8	9	18	5	7	9	8	6	9	8	1	4	1	9	3	2	4	9	8	14	2	1	2	8	2	2	2	14	8	3	1	1	0	2	2	2	3	2	0	0	0	1	0	1	2	1	0	0	0	0	0	3	0	2	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	38277	19056	10162	5600	5455	4156	2933	2978	2424	1906	1356	1511	1056	1935	1026	1031	698	905	1171	1031	469	406	803	374	659	328	440	364	319	528	308	228	327	209	292	138	172	113	126	201	215	92	199	85	143	78	72	76	51	65	98	56	102	44	60	56	58	79	75	42	39	27	30	34	43	35	17	17	21	12	16	33	12	15	41	11	19	16	17	12	15	6	14	8	3	15	5	5	8	14	7	11	4	2	3	9	3	3	5	16	11	3	5	4	0	2	1	3	6	3	1	2	0	2	0	2	2	6	0	1	0	2	2	4	2	1	4	1	0	0	2	1	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	22810	11686	5885	2824	3099	2355	1478	1652	1362	989	638	849	484	1223	529	540	346	517	769	641	212	182	532	191	421	146	252	213	172	311	163	108	157	120	176	68	95	54	63	115	129	47	129	39	93	39	29	28	19	39	54	31	62	19	42	30	38	51	47	23	21	15	13	14	28	16	9	8	9	6	9	20	6	8	25	6	4	11	9	5	11	4	4	6	2	8	2	2	5	12	6	8	2	1	0	6	1	1	3	14	9	3	3	2	0	1	0	2	3	2	0	0	0	1	0	1	1	1	0	0	0	1	0	3	1	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	38334	19035	10079	5697	5404	4060	2917	2930	2473	1936	1371	1585	1029	1827	1059	1044	730	879	1293	953	455	435	779	391	694	342	450	367	309	533	317	236	343	212	277	153	182	104	133	223	187	88	184	89	132	86	71	74	55	73	108	63	101	55	63	61	62	79	73	40	50	26	25	31	51	35	16	17	30	16	19	40	11	25	41	6	17	16	17	9	16	7	14	10	2	17	6	3	8	14	6	9	0	3	3	9	4	4	5	3	8	2	4	4	0	3	1	2	8	1	1	2	0	2	2	3	6	5	0	1	0	2	1	5	2	0	4	1	0	1	3	1	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	22894	11782	5861	2864	3084	2303	1493	1633	1389	996	642	862	510	1191	538	566	354	525	849	575	199	192	519	205	448	152	240	195	177	302	176	120	173	130	177	75	97	42	64	150	114	42	122	40	84	39	31	28	24	42	46	24	71	24	47	33	45	43	43	22	31	12	13	13	32	18	10	5	13	7	13	28	5	11	23	4	6	11	9	4	14	5	6	6	1	13	2	2	5	10	5	5	0	3	2	6	1	0	3	1	6	0	2	2	0	3	0	2	3	1	0	0	0	1	1	2	6	1	0	0	0	1	0	3	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	38410	18887	9946	5728	5364	4150	2926	2908	2524	1940	1338	1590	1015	1858	1075	999	775	922	1225	914	459	422	730	375	669	348	434	372	329	484	306	237	331	223	258	152	169	103	135	217	186	87	170	81	139	80	76	61	56	62	125	51	103	52	70	66	65	73	72	49	50	20	21	28	42	33	17	14	28	23	27	40	15	37	41	6	16	16	23	5	13	10	20	13	4	11	4	5	8	13	9	7	2	4	3	9	6	6	6	3	2	2	2	4	1	5	1	2	7	2	2	3	4	1	2	3	6	2	0	0	2	2	1	2	1	0	2	2	0	2	2	1	0	0	1	1	1	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	23020	11666	5678	2911	3123	2396	1518	1646	1399	1028	601	866	493	1200	549	558	386	573	793	543	200	174	438	196	443	158	234	190	194	277	175	112	188	139	173	70	91	44	66	163	126	40	109	41	90	34	41	24	23	34	73	14	68	21	56	40	49	35	37	29	34	8	9	9	24	16	11	4	12	13	18	27	8	21	28	2	10	10	18	2	11	8	9	8	3	5	1	3	4	10	7	3	2	4	2	6	1	2	4	1	2	0	2	1	0	4	0	1	4	2	1	0	2	1	1	2	6	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	38485	18676	9946	5671	5319	4188	2866	2988	2435	1893	1282	1581	1018	1802	1066	989	793	893	1185	931	456	431	700	366	620	329	430	394	330	484	287	250	340	216	284	168	161	120	133	215	168	80	143	87	143	84	76	65	56	73	128	46	112	47	87	69	71	67	87	50	62	23	19	24	38	32	16	13	27	24	39	33	15	36	28	6	15	15	26	4	10	11	16	13	4	14	5	9	13	11	9	4	3	3	4	4	6	6	3	5	3	2	2	3	3	5	3	2	7	1	4	5	5	2	2	2	6	1	7	0	2	2	3	2	1	0	0	2	0	3	1	0	0	0	1	1	1	0	2	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south38_active	80	23103	11325	5713	2831	3054	2409	1465	1722	1332	1014	565	871	488	1192	550	555	394	546	727	552	209	187	413	190	397	144	237	225	197	291	168	122	214	129	187	83	84	56	69	156	112	37	74	43	93	42	43	25	32	37	80	15	79	16	69	41	55	37	48	29	41	12	8	7	21	21	7	4	14	14	25	27	7	22	19	1	10	7	15	2	9	7	6	5	3	10	2	5	9	7	6	1	2	3	3	2	3	3	2	2	1	0	1	1	1	3	0	1	4	1	3	0	3	0	1	2	6	1	5	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	38447	18171	9832	5602	5195	4111	2821	2954	2403	1851	1253	1542	1012	1778	1040	984	806	923	1174	988	467	419	760	348	597	310	414	401	337	522	304	215	326	222	287	173	153	129	138	182	150	80	138	91	133	81	93	67	54	80	115	36	93	44	109	63	54	51	69	47	51	21	29	28	29	31	16	16	28	26	39	24	23	40	21	9	14	15	26	6	6	14	19	22	5	10	5	11	14	9	9	6	5	2	6	3	7	8	5	4	6	3	3	1	4	5	5	2	5	1	5	6	9	2	2	1	6	2	7	0	3	1	5	2	0	1	0	1	0	2	0	0	0	0	0	1	0	0	3	0	1	0	0	1	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
0.03	south39_active	80	23123	10818	5565	2829	2988	2338	1450	1705	1338	961	539	853	463	1136	535	532	413	557	749	582	231	178	455	190	376	144	239	233	189	330	181	112	223	126	186	97	83	63	74	116	88	33	66	49	82	39	57	27	32	42	78	11	59	14	77	38	38	35	35	23	28	12	16	10	21	22	6	7	20	16	26	17	13	25	16	1	12	5	15	3	4	7	7	9	3	7	4	5	9	6	6	5	3	1	5	2	4	7	3	1	0	0	0	0	1	3	2	1	5	1	3	0	4	0	1	1	6	2	5	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	38388	18269	9898	5504	5205	4103	2823	3035	2437	1888	1251	1480	1021	1855	1042	993	740	876	1123	1034	451	413	786	348	632	305	435	404	338	557	265	220	325	233	293	156	160	132	149	165	177	76	149	79	146	88	94	69	57	81	129	50	83	48	119	54	50	54	79	45	49	35	36	28	32	27	21	21	22	17	36	21	23	32	19	13	16	12	25	8	10	16	14	21	6	7	3	12	14	5	6	6	6	1	7	8	8	7	2	3	6	5	5	1	4	2	5	3	3	1	3	4	7	2	6	1	2	6	7	0	2	0	4	1	0	1	0	1	0	1	0	5	0	0	0	0	0	0	3	0	3	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
0.03	south40_active	80	23049	10786	5638	2756	2980	2329	1432	1732	1363	961	565	811	455	1193	554	521	382	491	692	623	232	176	490	167	390	150	246	247	181	378	154	120	229	123	190	87	83	65	80	93	109	30	71	42	90	42	57	29	37	42	86	26	50	17	88	32	37	32	47	22	24	22	17	15	23	21	7	10	14	7	24	14	11	19	16	4	14	5	15	5	5	7	6	9	3	7	3	6	8	3	3	6	4	0	4	6	4	7	1	1	0	1	1	0	1	1	2	1	3	1	2	0	2	0	3	1	1	6	5	0	1	0	1	1	0	1	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
