label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38
0.03	north18_all	80	5907	1776	1262	621	439	845	547	336	79	66	78	67	43	24	15	17	16	5	8	15	4	6	3	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0
0.03	north18_active	80	3191	801	688	296	230	512	343	205	37	24	46	41	26	10	8	12	7	2	8	11	1	5	3	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north19_all	80	5715	1721	1245	604	419	818	490	297	93	66	82	65	43	19	11	14	12	9	6	12	3	7	4	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0
0.03	north19_active	80	3050	799	668	295	211	528	319	179	43	25	48	39	25	8	4	10	6	3	4	8	1	5	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north20_all	80	5557	1673	1229	568	412	800	462	277	84	53	75	57	35	16	16	10	16	9	12	10	4	4	5	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0
0.03	north20_active	80	2904	779	658	270	218	524	291	169	42	18	42	29	19	8	5	6	11	4	8	6	3	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	9387	2439	1208	1071	940	261	365	132	188	97	54	41	45	39	21	22	31	8	17	6	4	4	2	1	3	1	1	0	0	0	1	0	0	0	0	1	0	0	0
0.03	south21_active	80	5809	1298	667	630	583	112	231	64	126	54	22	19	28	24	10	12	20	5	14	3	3	1	1	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	0
0.03	south22_all	80	9437	2396	1223	1066	942	253	382	127	165	97	56	40	55	39	24	26	37	15	9	3	3	4	1	1	4	1	2	3	0	0	1	0	0	0	0	1	0	1	0
0.03	south22_active	80	5925	1317	682	617	619	104	223	69	107	58	25	19	34	25	12	11	26	12	6	1	2	2	0	0	4	0	1	0	0	0	1	0	0	0	0	1	0	0	0
0.03	south23_all	80	9453	2390	1268	1011	929	249	408	142	154	78	63	38	50	38	22	25	31	18	10	3	3	7	2	1	4	0	1	4	2	0	0	1	0	0	1	0	0	1	0
0.03	south23_active	80	5899	1311	713	583	617	114	241	75	96	48	30	14	29	25	14	13	26	14	8	1	1	5	0	0	3	0	1	1	2	0	0	1	0	0	1	0	0	0	0
0.03	south24_all	80	9425	2314	1248	986	908	263	435	144	153	85	56	36	51	38	31	20	24	26	11	2	3	7	2	0	3	1	2	5	2	0	0	1	0	0	1	0	0	1	0
0.03	south24_active	80	5940	1252	696	584	598	125	259	72	94	45	25	12	34	22	19	10	20	19	7	1	0	4	1	0	1	1	1	1	2	0	0	1	0	0	1	0	0	0	0
0.03	south25_all	80	8970	2232	1282	966	831	254	428	146	146	84	47	34	47	29	25	18	14	17	11	4	3	6	2	0	3	1	3	2	2	0	0	2	0	0	1	0	0	0	0
0.03	south25_active	80	5542	1189	699	578	532	131	276	70	85	43	20	10	26	18	17	14	11	11	4	2	1	3	1	0	1	1	1	1	2	0	0	1	0	0	1	0	0	0	0
0.03	south26_all	80	8478	2179	1241	971	858	254	362	141	135	84	44	28	41	33	30	16	13	23	15	6	3	7	2	0	1	3	2	2	3	0	0	2	0	0	0	0	0	0	0
0.03	south26_active	80	5195	1153	674	583	550	129	237	59	74	33	17	12	17	18	20	10	9	17	7	3	1	5	1	0	0	3	0	1	3	0	0	1	0	0	0	0	0	0	0
0.03	south27_all	80	8076	2118	1212	929	791	258	342	137	132	79	43	29	34	32	30	19	13	24	13	7	2	8	2	2	2	3	1	0	1	0	0	1	0	0	0	0	0	0	2
0.03	south27_active	80	4933	1111	669	559	498	128	221	57	68	32	20	18	13	19	18	8	10	19	7	3	1	5	2	2	1	3	0	0	1	0	0	0	0	0	0	0	0	0	2
0.03	south28_all	80	7672	2134	1211	880	752	275	319	136	141	73	51	25	37	30	28	22	14	32	7	9	3	8	2	2	4	3	0	0	1	0	0	0	0	0	0	0	0	0	2
0.03	south28_active	80	4631	1118	652	536	482	135	195	58	64	31	24	15	20	15	12	11	9	23	6	4	1	7	1	2	1	3	0	0	1	0	0	0	0	0	0	0	0	0	2
0.03	south29_all	80	7719	2171	1195	877	726	278	312	135	142	74	57	27	40	27	30	26	12	24	7	8	4	7	2	2	5	3	0	0	0	0	0	0	0	0	1	0	0	0	2
0.03	south29_active	80	4701	1106	627	534	440	129	190	63	69	32	28	13	29	14	13	15	8	14	6	3	0	6	1	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	south30_all	80	7606	2180	1187	900	724	262	294	128	157	80	53	34	41	22	24	24	12	20	4	6	4	2	1	2	4	0	0	1	0	1	1	0	0	0	1	0	0	0	0
0.03	south30_active	80	4618	1116	624	533	445	124	176	63	80	41	27	16	27	11	12	19	8	11	3	2	0	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	9170	2311	1281	1067	925	241	362	151	172	84	50	33	35	37	20	26	21	18	13	4	0	9	3	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	5716	1221	693	635	588	119	233	82	115	46	26	22	23	23	9	13	14	9	10	2	0	6	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	9226	2261	1312	1111	928	224	370	142	140	76	55	32	34	47	26	34	24	17	19	4	2	6	2	1	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	5735	1208	714	649	620	106	256	73	91	41	27	18	19	33	14	21	14	8	15	2	0	3	0	1	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	9454	2302	1328	1126	954	217	400	128	154	96	46	30	33	47	27	31	31	21	17	5	3	6	2	0	0	5	2	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south33_active	80	5920	1227	717	659	629	99	276	64	96	52	22	17	19	29	17	17	19	14	15	4	1	3	0	0	0	4	2	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south34_all	80	9542	2342	1304	1140	947	241	412	135	139	99	45	38	41	30	23	37	13	24	18	7	4	6	2	0	1	5	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south34_active	80	5960	1285	704	657	625	101	269	72	86	56	18	16	24	18	13	21	8	11	13	7	1	1	0	0	1	4	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south35_all	80	9384	2373	1220	1063	911	260	398	135	171	97	38	35	40	26	21	41	17	32	18	8	3	7	3	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south35_active	80	5780	1285	644	637	593	115	248	69	114	54	12	10	19	15	13	25	11	17	12	7	2	3	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south36_all	80	8921	2303	1163	991	870	272	342	120	153	88	39	37	44	17	20	31	11	26	12	8	3	6	1	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	5442	1225	604	587	557	126	208	61	88	46	15	11	18	10	11	19	9	15	6	6	2	3	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	8186	2205	1158	954	835	261	335	119	166	77	39	35	40	16	21	36	10	30	12	5	1	6	2	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	4876	1125	617	568	532	114	209	63	96	41	14	8	18	9	11	26	7	14	3	2	1	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	7695	2145	1118	929	799	259	337	115	140	93	44	36	32	21	22	29	8	24	14	7	4	3	3	2	2	0	0	0	2	0	0	0	0	0	1	0	0	0	0
0.03	south38_active	80	4544	1090	593	546	500	120	217	62	65	50	21	8	17	11	9	24	7	15	2	3	4	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	7611	2119	1141	1021	746	264	353	118	160	93	44	39	30	20	23	30	13	16	18	7	3	2	3	2	2	0	0	0	0	0	1	0	0	0	2	0	1	0	0
0.03	south39_active	80	4521	1081	590	607	462	114	222	70	78	50	22	9	15	11	11	20	9	10	6	2	3	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south40_all	80	7808	2162	1108	1003	759	281	344	118	141	101	45	39	30	28	28	31	18	16	15	6	4	3	8	1	1	0	1	0	0	0	1	0	0	0	2	0	1	0	0
0.03	south40_active	80	4703	1076	571	599	470	121	219	67	72	57	22	7	14	14	13	18	12	11	8	2	4	2	6	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
