label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37
0.03	north13_all	80	2430	689	959	267	297	197	80	206	47	100	49	66	28	10	56	9	3	6	11	2	0	1	1	2	0	3	0	0	0	0	1	0	0	0	1	0	0	0
0.03	north13_active	80	1407	319	628	124	168	120	44	142	25	69	28	46	18	7	34	6	1	3	6	2	0	0	1	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north14_all	80	2345	688	972	250	279	168	86	187	45	89	41	69	29	8	55	8	3	3	9	2	0	0	1	2	0	3	0	0	0	0	1	0	0	0	1	0	0	0
0.03	north14_active	80	1361	311	621	123	170	101	47	116	22	68	20	45	17	6	36	6	2	1	3	2	0	0	1	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north15_all	80	2346	683	1018	270	286	155	96	155	51	94	46	81	27	8	44	9	4	6	18	3	1	0	1	2	0	3	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north15_active	80	1335	303	662	131	171	91	52	97	26	70	33	50	15	5	26	8	2	1	9	3	1	0	1	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north16_all	80	2337	664	1064	255	289	152	108	149	36	83	49	72	27	4	22	7	2	5	15	3	3	1	1	0	2	3	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	1327	301	659	131	171	82	61	96	20	58	27	46	13	2	13	6	1	0	8	3	3	1	1	0	2	3	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	2380	659	1018	239	298	143	112	149	41	94	62	55	31	8	16	8	2	6	15	2	3	2	2	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north17_active	80	1348	297	618	118	168	81	66	104	23	61	43	41	17	4	12	5	1	0	10	1	3	1	2	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north18_all	80	2380	654	1014	230	317	160	99	189	34	105	66	54	32	11	16	7	2	7	7	1	2	2	2	0	2	0	0	0	1	1	0	0	0	1	0	0	0	0
0.03	north18_active	80	1344	304	626	119	182	92	56	133	18	71	39	39	17	8	11	3	1	2	4	0	2	1	2	0	2	0	0	0	1	1	0	0	0	1	0	0	0	0
0.03	north19_all	80	2302	670	901	212	293	158	91	192	35	121	56	53	36	16	17	7	6	5	8	1	2	1	2	0	2	0	0	0	1	1	1	0	0	1	0	0	0	0
0.03	north19_active	80	1316	323	545	114	164	99	48	133	19	78	35	29	19	12	11	2	4	2	6	0	2	0	2	0	2	0	0	0	1	1	0	0	0	1	0	0	0	0
0.03	north20_all	80	2214	660	840	206	265	169	74	177	32	116	47	63	28	17	22	8	8	4	6	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
0.03	north20_active	80	1249	310	526	108	140	110	35	114	20	80	30	37	18	14	14	4	5	2	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south21_all	80	1949	662	762	230	141	94	126	69	54	41	25	81	21	13	16	8	4	10	3	4	3	3	0	2	14	0	0	0	1	0	0	0	1	0	0	0	0	0
0.03	south21_active	80	995	302	455	107	70	41	74	39	25	19	16	59	8	5	7	4	1	4	0	1	3	3	0	2	14	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south22_all	80	1913	681	727	241	142	104	118	59	45	29	28	72	19	16	13	7	5	8	2	4	3	7	0	1	6	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	968	313	426	122	74	53	66	30	23	14	14	51	9	6	5	2	3	5	0	1	3	7	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	1908	702	753	233	134	111	126	71	40	25	32	66	21	15	12	4	7	8	3	5	5	6	2	1	6	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	south23_active	80	951	330	459	119	66	64	74	39	20	9	14	54	14	4	5	0	3	7	0	1	3	6	1	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	1862	703	757	231	137	115	115	71	36	25	30	59	25	11	10	4	7	9	2	4	4	6	4	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	south24_active	80	910	322	479	118	72	64	70	38	24	7	10	41	14	3	5	1	5	8	0	1	2	6	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	1813	679	759	230	133	110	111	75	38	24	33	63	22	12	7	4	7	7	1	4	4	3	4	1	1	0	2	1	1	1	0	0	0	0	0	0	0	2
0.03	south25_active	80	888	325	480	113	69	55	67	39	20	11	10	42	12	2	3	2	4	6	0	1	2	3	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	2
0.03	south26_all	80	1863	648	760	221	156	98	112	69	44	25	29	71	22	15	4	5	6	2	4	2	2	0	2	1	4	0	2	1	2	0	0	0	0	0	0	0	0	2
0.03	south26_active	80	935	306	471	107	79	52	66	31	22	13	10	52	10	4	1	2	4	1	1	1	2	0	1	0	1	0	2	0	1	0	0	0	0	0	0	0	0	2
0.03	south27_all	80	1892	637	769	229	160	92	126	53	48	32	34	59	12	16	6	5	3	3	4	1	1	4	0	1	5	1	2	1	1	0	0	0	0	0	0	0	0	2
0.03	south27_active	80	963	301	475	114	77	48	76	24	19	19	17	37	4	7	3	3	1	2	1	1	1	1	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	2
0.03	south28_all	80	1877	696	787	220	164	96	141	52	42	30	31	83	10	16	8	5	3	3	5	4	0	4	0	1	4	1	0	1	1	0	0	0	0	0	0	0	0	2
0.03	south28_active	80	965	320	498	108	78	53	82	27	18	16	19	42	4	8	5	2	2	2	1	2	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	2
0.03	south29_all	80	1872	706	773	219	157	94	138	55	43	29	31	100	12	16	12	6	3	3	4	4	1	5	1	1	6	1	0	0	1	0	0	1	0	0	0	0	0	0
0.03	south29_active	80	962	329	472	105	72	46	81	27	18	14	20	55	6	8	7	2	2	2	1	2	1	1	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south30_all	80	1842	689	811	208	156	103	141	70	50	27	31	110	12	13	10	6	5	1	4	5	2	3	1	1	5	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	south30_active	80	935	329	510	102	73	43	77	36	26	14	19	68	5	6	5	1	3	0	1	2	1	2	0	1	4	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south31_all	80	1887	678	789	238	167	122	129	61	43	23	31	107	10	6	10	10	3	6	2	1	1	2	0	2	2	2	0	1	0	0	0	0	1	0	0	0	0	0
0.03	south31_active	80	966	313	500	117	83	57	82	29	18	9	15	74	4	1	5	3	0	4	1	0	0	2	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	1870	661	757	242	162	104	146	64	41	22	28	96	8	5	13	10	3	8	0	2	2	2	0	0	2	4	1	1	0	0	0	0	1	0	0	0	0	0
0.03	south32_active	80	944	300	479	113	75	49	91	36	17	9	14	62	2	2	8	3	0	6	0	0	1	2	0	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	1941	678	742	225	144	111	136	65	38	29	28	83	10	6	14	10	6	6	1	3	2	2	0	0	8	3	1	1	0	0	0	0	1	0	0	0	0	0
0.03	south33_active	80	996	317	463	97	66	52	86	41	18	14	17	53	4	2	8	3	2	4	1	1	1	2	0	0	7	3	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	1954	682	728	216	148	118	136	58	42	33	27	82	10	12	14	13	5	6	1	3	4	0	0	0	11	4	1	0	0	1	0	1	1	0	0	0	0	0
0.03	south34_active	80	1014	334	450	82	64	62	86	35	25	19	15	51	5	8	6	4	2	4	1	1	3	0	0	0	10	4	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	1934	695	712	223	161	133	139	66	53	32	31	67	15	12	7	14	5	6	1	8	4	1	0	0	13	2	1	0	0	1	0	1	0	0	0	0	0	0
0.03	south35_active	80	986	350	441	90	73	64	85	36	30	18	17	41	8	7	2	3	4	6	1	5	3	1	0	0	12	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	1922	683	726	226	169	126	136	73	56	26	28	73	20	12	6	12	6	5	1	5	7	2	1	2	7	3	2	0	1	3	0	1	0	0	0	0	0	0
0.03	south36_active	80	977	347	460	94	81	60	78	34	29	13	16	51	12	9	1	3	4	5	0	4	5	1	1	2	7	3	2	0	0	2	0	0	0	0	0	0	0	0
0.03	south37_all	80	1866	691	738	226	156	120	117	71	56	30	29	67	23	10	6	5	6	5	1	5	7	2	1	2	5	3	2	0	1	4	0	0	0	0	0	0	0	0
0.03	south37_active	80	937	359	473	95	73	57	71	30	31	12	16	46	15	7	3	1	3	5	0	4	5	1	1	2	5	3	2	0	0	2	0	0	0	0	0	0	0	0
0.03	south38_all	80	1848	709	769	212	150	107	115	66	52	27	34	93	23	11	7	4	5	4	1	1	7	3	1	3	1	2	3	0	1	4	0	0	0	0	0	0	2	0
0.03	south38_active	80	947	351	488	96	75	51	79	30	29	11	19	71	14	7	3	2	1	4	0	0	5	1	1	3	1	2	2	0	0	3	0	0	0	0	0	0	2	0
0.03	south39_all	80	1808	692	791	222	147	106	111	73	53	34	28	98	21	7	12	5	3	0	0	0	5	3	1	2	2	0	2	0	1	4	0	0	0	0	0	0	2	0
0.03	south39_active	80	932	332	510	97	72	49	70	39	32	17	15	69	12	5	3	2	0	0	0	0	3	1	0	2	2	0	1	0	0	3	0	0	0	0	0	0	2	0
0.03	south40_all	80	1768	671	776	237	167	107	124	77	45	37	29	93	19	9	10	4	6	4	2	1	1	3	2	1	2	0	1	0	0	1	0	0	0	0	0	0	2	0
0.03	south40_active	80	900	312	498	112	91	51	76	46	26	21	15	68	9	6	1	2	2	4	0	0	0	1	0	1	2	0	0	0	0	1	0	0	0	0	0	0	2	0
