label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148
0.03	north6_all	80	14802	3055	2557	1313	906	1643	590	445	424	366	739	275	245	228	272	177	181	144	123	123	150	76	78	150	147	72	56	53	125	107	65	74	41	44	28	25	32	25	23	82	48	21	53	16	17	14	13	20	12	14	25	13	15	4	15	13	10	7	4	6	13	3	4	3	15	8	2	8	3	5	0	9	3	2	3	2	3	5	6	2	2	8	3	0	5	0	1	1	0	2	3	2	1	2	1	0	0	1	1	0	2	0	0	0	2	0	0	0	1	0	2	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0
0.03	north6_active	80	13012	1784	1789	599	307	1417	175	122	199	146	639	80	76	77	185	73	99	69	39	42	103	30	19	117	122	12	13	15	112	86	60	52	23	27	16	6	13	5	11	80	42	15	46	6	7	4	6	10	8	10	20	9	12	2	11	8	8	5	1	4	13	2	2	3	15	6	1	4	0	3	0	8	2	0	3	0	1	5	5	0	2	6	1	0	4	0	0	1	0	2	1	0	1	1	0	0	0	1	0	0	2	0	0	0	1	0	0	0	1	0	1	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	14867	3078	2552	1275	932	1665	589	455	427	377	772	283	244	217	258	188	172	137	129	122	156	88	74	159	139	65	61	54	165	102	95	63	40	35	39	24	33	25	23	80	46	22	65	14	19	13	15	17	11	14	29	18	15	3	20	15	6	7	4	6	17	3	6	2	13	11	4	4	4	4	0	7	3	2	7	4	2	3	2	0	2	4	4	0	5	0	1	3	0	0	1	2	0	1	2	0	0	0	1	1	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0
0.03	north7_active	80	13077	1807	1794	586	327	1424	169	123	188	142	678	77	81	83	173	75	93	67	43	40	103	31	18	121	110	12	12	12	151	82	86	46	24	17	22	7	9	6	13	78	41	11	58	5	7	2	10	9	9	10	25	12	12	2	15	8	5	6	1	3	16	3	2	2	13	6	0	1	1	3	0	6	2	0	7	2	1	3	1	0	2	2	1	0	4	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	14577	3118	2556	1258	941	1667	604	456	461	367	811	273	232	210	286	181	165	140	148	112	158	95	81	150	145	62	57	51	144	98	103	52	37	35	33	32	28	26	26	96	48	21	65	16	17	10	18	13	8	16	29	25	12	4	22	18	8	7	3	4	18	4	7	4	7	7	7	4	6	7	5	14	3	4	7	2	2	2	4	0	1	2	5	0	4	1	0	3	0	0	1	1	0	0	2	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	12784	1836	1761	530	324	1384	154	123	205	146	716	78	80	81	182	70	82	62	46	39	103	34	17	109	120	16	9	9	129	81	90	34	21	16	17	8	3	6	12	91	44	10	58	6	7	1	12	6	7	10	26	16	8	3	15	9	7	5	1	1	17	4	2	3	6	2	0	1	2	5	4	12	2	0	6	2	0	1	3	0	1	1	3	0	3	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	14571	3117	2535	1255	924	1678	601	455	464	386	852	286	249	222	276	160	157	140	135	112	165	94	75	116	150	55	64	47	153	88	104	53	48	30	38	32	28	28	27	86	48	21	49	10	16	15	17	6	11	19	27	25	11	7	17	14	14	10	2	5	23	4	6	4	6	7	10	4	5	7	6	15	1	3	10	3	1	5	4	1	0	2	4	0	0	1	1	3	0	0	1	0	0	0	1	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	12818	1825	1733	521	307	1387	159	120	204	158	759	71	90	85	179	62	68	58	34	39	111	34	16	79	122	11	12	8	139	75	86	38	26	14	16	7	1	6	16	79	43	10	43	5	7	4	12	3	7	13	25	16	7	3	12	8	12	7	1	3	22	4	1	3	5	2	1	2	2	6	4	13	1	0	9	3	0	3	3	0	0	1	3	0	0	1	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	14710	3101	2451	1283	847	1648	606	485	478	382	864	287	259	219	264	136	154	142	136	107	169	87	75	97	169	61	70	59	166	101	91	67	51	36	37	35	26	21	34	99	47	27	63	13	19	15	17	8	15	14	27	19	14	11	14	8	11	7	1	8	23	2	3	8	7	4	8	7	5	13	7	17	5	4	8	3	1	4	5	2	2	1	2	0	2	1	2	1	0	1	1	0	0	1	1	1	2	1	0	1	1	2	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	12911	1844	1712	547	259	1358	154	125	208	154	771	76	83	84	177	56	66	56	39	40	110	39	15	64	143	15	9	12	147	85	72	51	26	19	17	7	2	4	20	91	41	14	57	8	10	4	10	5	6	10	24	10	10	4	10	3	9	5	1	4	23	2	0	6	6	1	1	5	2	12	5	15	5	1	7	2	0	2	4	0	2	0	2	0	2	1	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	14862	3085	2498	1260	866	1780	563	484	449	384	839	268	250	198	275	168	154	140	125	111	126	81	74	125	148	59	51	54	157	100	96	75	47	54	39	23	34	30	29	83	29	29	54	17	20	15	15	23	13	16	19	28	22	8	7	5	8	10	5	7	18	5	6	11	4	5	1	7	2	8	4	12	18	2	2	2	6	1	6	2	2	3	5	0	3	3	0	2	1	0	2	1	1	4	0	0	1	1	0	2	0	1	2	1	1	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	12980	1769	1764	560	295	1530	129	140	198	133	712	73	95	76	197	73	75	73	50	38	77	27	18	91	126	14	8	14	142	84	79	50	21	21	20	5	8	9	15	75	23	16	50	10	6	4	5	19	4	7	17	25	16	2	6	4	6	9	4	0	18	2	3	5	2	2	0	6	0	7	4	10	17	2	1	2	4	0	5	0	1	3	4	0	3	2	0	1	0	0	1	1	0	4	0	0	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	14760	3060	2483	1247	867	1763	574	465	474	406	864	267	245	215	289	182	144	147	116	116	122	80	81	138	141	54	56	49	135	95	91	71	46	47	41	23	39	29	37	98	21	31	47	19	21	10	17	19	9	19	23	25	30	13	9	7	5	11	5	6	9	9	9	15	5	4	1	8	2	6	7	12	5	2	5	0	5	2	10	2	1	10	5	0	3	3	1	3	1	0	0	0	1	4	0	1	1	1	0	0	0	2	1	0	0	1	1	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	12917	1776	1759	543	281	1493	145	141	225	153	741	67	84	81	210	84	73	75	45	39	75	29	23	107	114	15	13	15	119	79	76	47	23	16	20	6	10	8	20	89	16	15	45	8	9	3	8	15	5	7	20	23	23	4	6	5	3	9	3	0	9	4	3	10	2	2	0	6	0	5	7	10	4	2	4	0	3	1	8	0	0	9	4	0	3	2	1	1	0	0	0	0	0	4	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	14915	3073	2430	1265	873	1689	564	476	457	407	879	273	266	221	264	197	143	151	128	127	131	76	81	145	132	56	64	43	102	101	91	67	36	44	40	31	33	31	33	106	21	20	51	21	22	13	17	17	8	14	21	20	24	11	13	6	5	9	3	4	9	9	8	20	8	4	2	4	1	6	7	11	5	2	5	0	2	2	7	2	1	9	2	0	1	2	1	2	0	0	1	1	1	0	0	1	1	0	0	1	0	2	0	0	0	6	0	2	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	13066	1746	1702	567	291	1420	156	144	209	152	760	64	90	87	175	97	79	80	38	47	75	30	22	114	103	18	13	13	87	80	77	46	16	16	18	8	6	9	17	95	17	7	47	7	8	4	9	12	6	5	19	17	21	5	9	4	3	6	1	0	9	6	3	15	5	2	0	1	1	5	6	10	4	2	4	0	1	1	5	0	0	8	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	14822	3153	2456	1251	855	1694	579	482	445	402	902	267	243	229	276	188	148	148	128	129	129	84	82	147	160	56	63	46	123	106	87	59	33	46	33	34	27	29	36	94	24	25	38	21	23	18	14	17	9	11	16	21	24	11	13	9	9	10	8	4	7	16	5	16	13	4	4	6	2	6	9	5	4	1	4	1	4	2	8	1	1	9	1	0	0	1	2	1	0	0	1	1	0	0	0	1	2	0	0	1	0	2	0	0	0	5	0	1	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	13011	1808	1723	583	284	1416	165	131	203	144	785	62	77	84	185	97	75	74	34	46	75	31	18	117	130	19	16	17	107	88	72	44	15	22	14	8	4	10	23	85	18	5	33	6	8	8	7	12	3	4	11	19	21	6	8	6	5	8	3	1	5	12	2	12	9	3	0	3	2	5	8	4	4	1	3	1	3	1	7	0	1	8	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	15015	3247	2440	1293	900	1646	528	491	432	361	887	267	233	216	263	175	169	149	135	120	134	87	82	146	153	64	68	49	112	112	95	61	36	58	30	29	24	27	36	92	30	21	43	18	19	19	13	16	9	17	26	21	19	11	18	10	11	12	9	7	7	14	4	6	17	4	4	12	2	5	7	4	6	1	7	2	4	0	6	3	1	6	1	1	0	2	1	0	1	0	1	1	0	0	0	0	2	0	0	1	1	1	0	1	0	7	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
0.03	north15_active	80	13206	1857	1735	620	290	1386	153	132	196	122	774	60	71	79	166	87	90	79	40	37	85	30	20	109	121	20	17	17	101	86	79	50	16	33	16	5	5	7	25	85	22	5	38	4	5	9	3	10	3	13	21	16	13	7	14	6	7	9	4	4	5	12	2	6	12	3	0	5	2	4	5	3	6	1	6	1	3	0	5	0	1	6	0	1	0	1	1	0	1	0	0	0	0	0	0	0	2	0	0	0	1	1	0	1	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north16_all	80	14656	3303	2385	1335	904	1717	540	486	423	352	924	272	235	201	285	170	195	147	128	116	142	97	86	142	144	69	60	53	136	98	102	63	46	60	24	31	21	31	37	77	38	20	52	17	18	17	15	21	7	23	23	16	15	10	15	14	13	11	9	7	9	17	9	2	12	6	4	14	4	5	7	3	4	4	6	2	4	1	6	4	4	7	3	2	0	2	1	2	1	0	1	2	0	0	0	0	2	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
0.03	north16_active	80	12821	1871	1715	667	293	1470	155	122	193	120	816	65	78	72	193	78	102	72	40	31	98	35	20	95	114	23	15	17	123	76	83	50	20	35	13	4	3	8	18	70	31	5	47	4	4	8	4	15	1	16	19	11	9	5	10	8	11	8	5	5	7	15	2	2	9	5	0	7	1	4	6	3	4	1	5	1	3	1	5	0	2	7	1	2	0	1	1	2	1	0	1	0	0	0	0	0	2	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north17_all	80	14803	3229	2410	1330	903	1716	539	503	431	370	864	264	239	219	276	169	200	139	128	115	136	106	80	140	133	82	67	57	158	96	96	64	40	51	28	28	23	30	39	65	29	21	56	11	14	19	14	18	5	30	25	12	11	7	14	14	13	11	4	6	7	9	11	4	7	2	2	13	5	11	7	5	4	4	9	1	3	1	7	4	4	6	3	2	0	2	1	3	1	0	1	2	0	1	0	2	1	0	0	0	1	0	0	2	1	2	1	0	0	1	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
0.03	north17_active	80	12985	1848	1760	659	293	1456	155	128	209	126	767	65	79	76	187	71	120	69	40	28	96	37	19	93	103	27	17	20	142	74	76	45	15	29	14	7	4	9	21	59	21	5	51	1	4	6	4	13	2	23	24	7	5	2	11	8	11	7	2	4	7	7	1	3	4	2	0	6	1	10	6	4	4	1	8	0	2	1	6	0	1	6	2	2	0	0	1	3	1	0	1	0	0	1	0	1	1	0	0	0	1	0	0	1	0	2	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north18_all	80	14695	3187	2384	1272	879	1740	594	505	448	376	862	273	232	224	269	179	186	147	123	118	131	105	84	137	148	80	62	50	150	91	90	73	45	42	34	30	24	24	37	54	37	22	56	18	14	17	12	15	7	19	25	12	14	5	9	13	11	8	9	4	5	13	10	6	2	4	3	9	4	17	4	5	4	4	9	2	4	4	2	2	4	6	3	2	5	5	4	4	1	0	1	2	0	1	1	4	0	0	0	0	0	2	0	1	1	0	2	0	1	1	2	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north18_active	80	12883	1816	1707	625	301	1467	162	131	226	135	764	67	86	79	181	78	103	70	38	31	88	38	18	95	124	20	13	15	131	75	75	48	14	24	16	8	5	9	21	46	28	7	47	4	3	5	7	11	5	13	24	5	10	0	4	9	8	4	3	2	5	9	1	4	1	3	1	4	0	16	4	4	4	1	8	0	3	4	2	1	1	6	2	2	5	4	3	3	1	0	1	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	14751	3083	2433	1198	875	1718	598	509	478	371	834	268	244	213	273	183	182	136	123	128	140	96	102	124	154	78	60	59	154	99	94	76	39	38	36	30	26	18	35	79	30	20	48	20	11	17	10	9	15	14	23	10	15	7	12	13	7	8	6	7	3	14	7	4	1	3	4	3	1	17	5	4	2	2	6	1	4	4	3	1	2	3	1	1	6	5	5	3	0	1	0	2	0	1	1	4	0	0	0	0	4	2	0	1	1	0	2	0	4	1	2	2	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north19_active	80	12961	1781	1730	564	299	1442	162	139	230	133	742	65	78	77	195	81	101	70	35	39	96	39	22	91	125	22	14	17	131	86	78	54	10	18	16	8	5	9	21	69	22	6	37	3	3	5	8	5	9	9	22	3	12	1	7	10	4	5	1	2	3	10	2	2	0	2	1	1	0	17	5	3	2	1	5	0	3	3	2	1	0	3	1	1	5	4	3	2	0	1	0	0	0	1	0	2	0	0	0	0	4	2	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	14715	3035	2390	1174	893	1708	579	509	521	340	881	266	250	214	288	173	158	158	125	124	138	83	104	101	149	67	56	58	138	93	86	74	46	34	32	34	27	20	26	83	39	20	37	22	11	18	14	11	18	9	20	15	14	9	12	12	14	10	8	7	4	10	6	3	1	7	5	0	1	12	2	3	2	2	3	1	4	5	1	2	2	7	2	0	10	6	5	1	0	1	0	0	0	1	1	3	0	1	0	0	5	2	0	1	1	0	2	0	4	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
