label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30
0.03	south32_all	80	24	15	9	6	5	0	1	5	3	5	0	0	4	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0
0.03	south32_active	80	10	13	4	4	4	0	0	2	2	2	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	27	17	8	9	4	0	2	6	3	5	0	0	1	0	0	0	2	1	0	0	0	1	0	0	0	0	1	0	1	0	0
0.03	south33_active	80	14	12	5	6	3	0	2	1	3	2	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0
0.03	south34_all	80	24	16	9	8	4	0	2	7	1	4	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	1	0	0
0.03	south34_active	80	15	7	4	5	1	0	2	4	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south35_all	80	31	18	7	9	3	0	3	7	2	4	0	0	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south35_active	80	20	10	4	6	0	0	2	4	2	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south36_all	80	32	18	4	5	5	0	2	4	6	3	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	16	7	2	4	3	0	1	3	6	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	30	21	4	3	6	0	2	1	7	6	0	0	1	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	15	13	4	3	3	0	1	1	7	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	20	26	8	3	5	4	3	2	6	4	0	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	8	18	5	3	3	3	2	1	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	13	29	9	2	2	4	2	4	1	4	2	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south39_active	80	5	21	5	1	0	3	2	3	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	14	20	9	2	3	5	2	3	4	1	2	1	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south40_active	80	4	14	4	1	1	4	1	2	4	1	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
