label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39
0.03	north9_active	80	1037	1710	653	138	123	77	173	61	29	16	19	19	9	18	3	6	23	2	2	2	0	1	1	1	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north10_all	80	2158	2653	985	292	201	148	274	92	61	38	43	35	22	23	7	11	35	3	2	2	1	2	1	3	0	1	0	0	3	0	3	2	0	0	0	0	0	0	0	0
0.03	north10_active	80	1038	1717	626	135	108	85	167	47	25	14	27	21	10	14	3	5	27	0	1	0	0	1	1	0	0	1	0	0	1	0	3	2	0	0	0	0	0	0	0	0
0.03	north11_all	80	2257	2698	1000	281	217	177	278	88	58	41	47	16	27	14	10	12	12	2	3	3	3	1	2	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	1043	1808	590	133	104	93	148	43	37	22	27	7	13	8	5	10	6	1	0	1	2	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	2202	2524	989	263	226	155	278	92	63	45	40	28	32	14	10	11	14	1	4	1	3	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	1049	1646	581	122	110	78	162	51	36	27	24	12	19	9	6	10	8	1	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	2193	2404	991	293	206	161	282	90	63	43	40	26	30	14	6	8	19	2	3	3	5	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	1051	1523	571	134	104	82	163	49	39	24	23	11	19	9	4	8	13	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	2111	2112	985	292	208	151	257	72	51	42	49	28	31	12	6	7	20	5	1	3	4	1	2	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	1012	1324	574	126	101	77	166	36	24	21	30	13	20	9	3	7	16	2	0	1	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	2065	2031	910	297	200	151	253	71	62	33	52	22	24	13	7	6	17	8	0	3	2	0	1	2	2	2	2	0	1	1	2	0	0	1	0	1	0	0	0	0
0.03	north15_active	80	979	1256	542	124	96	73	165	38	31	14	31	12	15	9	3	6	14	3	0	1	1	0	0	2	1	1	0	0	1	1	2	0	0	1	0	0	0	0	0	0
0.03	north16_all	80	2051	2065	868	288	220	146	237	71	69	28	53	20	24	10	10	6	8	6	1	3	1	0	1	2	2	2	2	0	1	1	2	0	0	1	1	1	0	0	1	0
0.03	north16_active	80	966	1296	520	128	104	70	151	37	32	10	31	9	17	7	5	5	7	2	0	1	1	0	0	2	1	1	0	0	1	1	2	0	0	1	0	0	0	0	1	0
0.03	north17_all	80	2136	2302	895	284	220	144	268	75	77	35	45	21	23	16	10	10	9	5	3	3	1	0	1	2	2	1	0	0	0	0	2	0	0	1	1	1	0	0	1	0
0.03	north17_active	80	1017	1474	584	126	107	71	168	37	38	20	28	8	17	10	5	3	6	1	1	1	1	0	1	2	1	1	0	0	0	0	2	0	0	1	0	0	0	0	1	0
0.03	north18_all	80	2178	2482	962	301	242	160	263	71	78	44	47	21	21	28	9	14	11	5	5	6	4	0	3	6	1	0	0	0	0	1	2	0	0	0	1	0	0	0	1	0
0.03	north18_active	80	1029	1589	629	145	117	81	166	32	43	26	31	7	17	21	4	6	9	2	1	3	2	0	2	5	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
0.03	north19_all	80	2177	2555	962	285	238	160	279	72	69	53	48	22	28	26	17	18	16	5	6	7	4	1	3	4	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	1033	1693	627	132	115	81	176	30	41	33	34	4	22	19	10	8	13	2	2	5	2	1	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	2150	2487	963	304	244	147	312	60	66	57	51	20	20	26	16	13	19	6	4	5	3	1	2	4	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	1025	1611	617	152	125	79	213	27	42	30	34	8	15	17	9	6	16	2	1	4	1	1	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	2165	2401	982	304	227	162	278	75	62	44	42	21	20	16	14	7	12	4	4	5	1	1	0	3	4	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	994	1538	606	139	122	81	179	38	35	26	22	11	13	6	8	4	10	2	1	3	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	2075	2100	942	304	222	154	276	74	59	45	40	20	29	20	13	8	12	5	3	5	1	2	0	3	5	0	1	1	1	0	3	0	0	1	0	0	0	2	0	0
0.03	south22_active	80	960	1288	573	129	110	79	178	32	33	24	20	12	17	7	6	5	10	3	1	2	1	2	0	1	2	0	1	0	0	0	3	0	0	0	0	0	0	2	0	0
0.03	south23_all	80	2059	1903	819	281	201	158	224	68	54	44	39	23	30	21	7	7	13	5	3	4	1	2	1	2	2	0	2	1	1	1	3	1	0	1	0	0	0	2	0	0
0.03	south23_active	80	945	1157	463	127	97	78	141	28	29	23	15	12	17	8	2	4	12	2	3	1	1	2	0	1	1	0	2	0	0	1	3	1	0	0	0	0	0	2	0	0
0.03	south24_all	80	2091	1876	772	266	204	163	251	76	57	42	41	27	25	18	5	9	22	6	2	1	2	2	1	2	2	0	3	0	1	1	4	1	0	1	0	0	0	2	0	0
0.03	south24_active	80	992	1152	436	108	98	81	161	28	28	22	15	14	13	8	1	5	19	3	2	0	1	2	0	1	1	0	2	0	0	1	4	1	0	0	0	0	0	2	0	0
0.03	south25_all	80	2106	1831	768	256	198	160	255	71	66	41	38	33	21	15	7	6	23	6	3	0	1	1	1	1	2	0	3	1	0	2	1	1	2	0	0	1	0	2	0	0
0.03	south25_active	80	988	1115	441	99	92	76	162	24	35	23	18	17	14	6	2	2	20	3	2	0	0	1	0	0	0	0	1	0	0	2	1	1	2	0	0	1	0	2	0	0
0.03	south26_all	80	2121	1890	783	269	202	162	248	75	69	44	40	34	20	10	6	8	24	5	2	2	1	1	2	1	3	0	3	2	0	1	1	0	2	0	0	1	0	0	0	0
0.03	south26_active	80	989	1173	465	109	99	72	164	26	34	21	17	17	14	6	3	5	19	3	1	1	0	1	0	0	0	0	1	0	0	1	1	0	2	0	0	1	0	0	0	0
0.03	south27_all	80	2113	1921	814	256	196	147	243	72	70	38	45	30	29	12	7	7	19	4	2	2	3	5	1	2	3	0	1	2	0	1	1	0	2	0	0	1	0	0	0	0
0.03	south27_active	80	969	1211	518	106	97	61	174	31	34	19	23	17	20	6	3	4	13	3	1	1	0	3	0	0	0	0	0	0	0	1	1	0	2	0	0	1	0	0	0	0
0.03	south28_all	80	2161	2137	871	251	215	163	260	80	54	38	34	22	29	20	9	5	21	4	3	2	3	4	1	1	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
0.03	south28_active	80	1016	1354	546	113	113	74	176	41	26	17	18	14	20	12	4	3	9	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	south29_all	80	2222	2287	956	273	229	154	311	83	56	42	46	25	28	24	13	5	19	3	2	1	3	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	1057	1471	597	129	110	68	217	47	31	20	22	12	20	14	7	2	5	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	2294	2529	1034	274	239	181	310	73	59	47	38	20	18	23	14	7	16	3	4	1	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	1128	1619	641	129	109	98	198	40	32	24	18	12	13	13	8	3	5	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	2168	2483	905	269	214	171	295	73	71	37	54	25	22	17	13	12	28	2	6	3	1	2	3	1	2	0	1	0	0	1	0	0	1	0	0	0	0	0	4	0
0.03	south31_active	80	1010	1595	520	107	125	95	205	35	35	15	27	10	15	9	4	6	15	0	4	3	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0
0.03	south32_all	80	2106	2202	858	278	215	168	263	73	64	50	44	21	25	17	12	11	29	3	5	2	2	3	4	3	2	1	1	0	0	2	0	0	0	0	0	0	0	0	1	0
0.03	south32_active	80	994	1373	490	110	117	92	183	32	31	23	21	8	15	9	3	7	19	0	2	1	0	1	3	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	2108	1975	784	265	212	165	226	78	54	43	44	20	24	17	9	14	24	5	6	3	2	2	3	4	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	982	1221	460	114	107	98	148	35	29	19	19	8	11	9	4	10	19	0	1	2	0	1	2	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	2061	1804	783	257	204	130	235	76	58	37	39	31	30	18	8	13	21	7	5	3	3	4	3	4	0	1	2	2	0	4	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	959	1118	471	111	99	74	148	38	28	18	19	15	13	9	4	9	15	1	0	2	0	2	2	4	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	2102	1880	799	252	187	125	237	77	49	38	32	36	27	20	10	10	18	6	5	1	2	3	1	1	1	0	1	2	0	4	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	965	1181	478	103	81	72	145	48	22	18	16	20	13	12	5	7	11	1	2	1	0	1	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	2114	1944	794	255	188	121	225	64	45	34	36	30	22	25	14	6	14	7	4	1	2	3	1	1	2	0	1	2	0	3	0	0	0	0	0	0	0	0	0	3
0.03	south36_active	80	968	1225	473	107	89	72	148	39	23	14	20	17	10	14	8	3	8	3	2	0	0	1	1	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	3
0.03	south37_all	80	2153	2205	861	289	173	130	211	76	43	35	37	22	17	24	13	5	11	5	6	2	2	1	1	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
0.03	south37_active	80	994	1431	543	121	85	68	145	40	23	14	23	11	10	14	6	2	4	2	4	0	1	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
0.03	south38_all	80	2210	2319	916	297	196	147	241	81	47	33	41	16	20	16	10	3	16	4	4	2	1	1	3	1	3	2	1	5	0	0	2	0	0	0	0	0	0	0	0	3
0.03	south38_active	80	1018	1499	598	137	98	79	156	43	27	13	26	9	11	11	5	2	11	2	2	0	1	1	1	1	1	0	1	4	0	0	2	0	0	0	0	0	0	0	0	3
0.03	south39_all	80	2233	2453	1002	305	209	158	272	100	53	37	40	21	29	13	7	6	14	4	4	1	1	2	4	0	2	2	1	5	0	0	4	0	0	0	1	0	0	0	0	0
0.03	south39_active	80	1031	1614	641	149	96	84	160	54	30	19	25	10	19	10	3	5	10	1	2	0	1	2	2	0	1	0	1	4	0	0	4	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	2266	2522	1066	311	206	151	297	106	58	47	31	23	36	17	12	10	21	5	1	2	0	4	3	0	2	2	1	5	0	0	4	0	0	0	2	0	0	0	0	0
0.03	south40_active	80	1060	1666	653	147	88	86	167	50	32	27	18	13	23	9	7	5	14	2	1	1	0	2	1	0	1	0	1	4	0	0	4	0	0	0	0	0	0	0	0	0
