label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172
0.03	north6_all	80	36612	13634	11536	4671	3823	7224	2305	2708	1728	1610	1416	1626	1657	951	870	1276	1406	550	490	536	529	594	382	308	294	410	643	298	394	324	193	173	286	120	102	262	112	130	111	89	83	186	77	77	65	71	113	55	58	47	36	88	46	38	39	28	30	38	46	81	28	16	27	18	16	26	17	21	18	20	44	28	18	10	7	6	6	6	7	11	9	5	7	7	7	8	12	1	6	7	6	7	2	3	4	7	6	5	3	2	0	4	13	0	5	1	0	20	1	0	0	1	2	0	1	0	4	1	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	4	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	5	0
0.03	north6_active	80	27913	8475	8911	1256	1579	6296	553	1805	777	745	708	1207	1297	454	500	1061	1213	175	124	291	292	436	224	66	77	329	577	175	341	248	102	37	234	20	32	226	23	78	49	33	33	157	49	37	25	42	96	31	22	23	8	74	7	10	16	4	6	19	28	76	10	5	12	12	2	18	9	14	4	13	37	23	12	7	6	4	0	2	3	7	8	2	6	2	2	8	10	1	1	0	0	3	1	0	1	2	3	3	2	0	0	1	11	0	1	1	0	20	0	0	0	1	1	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	5	0
0.03	north7_all	80	35580	13450	11177	4537	3801	7020	2354	2746	1725	1550	1343	1675	1603	937	843	1242	1299	560	466	522	484	552	386	327	306	418	582	321	405	330	182	165	269	129	101	228	103	129	129	95	87	186	81	68	66	76	79	51	66	44	29	90	42	35	34	30	33	26	48	82	25	16	19	22	14	22	20	20	10	17	39	25	13	13	4	6	8	10	4	13	6	6	5	8	8	1	18	4	5	8	2	8	4	4	3	8	4	3	2	4	2	4	3	0	3	2	1	20	2	0	0	1	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
0.03	north7_active	80	26571	8183	8512	1175	1532	6029	518	1777	790	697	652	1230	1205	419	455	1011	1119	176	120	288	262	402	225	72	69	319	522	183	363	246	96	37	208	23	31	195	22	78	60	34	27	157	51	33	25	35	63	22	25	20	5	75	5	9	11	5	10	12	28	76	10	6	7	13	2	14	10	9	1	10	33	20	7	10	3	4	0	2	0	11	4	3	4	2	2	1	16	2	1	1	0	3	3	1	0	2	2	1	1	0	0	1	2	0	0	2	0	20	0	0	0	1	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
0.03	north8_all	80	34807	13217	10967	4555	3790	6817	2291	2679	1697	1497	1340	1731	1590	914	821	1175	1273	581	455	570	472	555	386	313	296	430	561	311	380	308	179	164	243	133	111	201	100	126	137	95	92	203	76	77	66	74	58	45	49	50	30	83	36	33	26	34	34	30	37	51	25	18	16	18	16	25	18	17	13	11	36	22	25	15	3	10	11	8	3	26	14	7	7	8	4	2	14	7	4	4	2	8	4	3	2	6	4	2	3	3	2	3	3	3	2	3	2	1	5	0	3	0	0	0	0	0	4	1	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0
0.03	north8_active	80	25598	7857	8228	1108	1485	5824	481	1709	722	664	638	1225	1180	397	431	938	1088	167	113	298	251	390	217	69	64	323	493	183	330	222	94	35	176	24	31	169	23	75	68	32	23	171	45	40	23	34	46	18	18	16	6	63	8	10	8	9	12	13	24	43	7	6	5	12	2	19	6	8	4	4	31	16	20	13	2	7	0	1	1	25	12	2	5	2	1	2	13	4	2	1	0	3	4	1	0	1	0	1	3	0	0	0	2	1	0	3	1	1	3	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0
0.03	north9_all	80	35298	13251	10986	4588	3788	6513	2320	2604	1751	1495	1354	1709	1599	917	815	1210	1303	580	437	551	440	586	401	319	272	438	586	299	466	293	187	170	261	135	130	208	101	131	121	107	93	166	82	71	67	69	77	63	43	58	27	94	38	35	28	38	33	26	25	63	28	19	16	14	13	26	18	17	15	13	15	10	21	17	7	8	12	9	3	26	15	11	22	8	4	1	15	7	5	4	2	6	7	1	1	4	4	1	2	3	3	2	2	3	0	4	2	0	5	0	6	0	0	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	2	0	0	0	2	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0
0.03	north9_active	80	26082	7972	8256	1129	1493	5499	486	1636	740	691	642	1206	1170	409	435	960	1119	171	107	273	230	408	220	68	60	311	506	183	413	197	99	38	192	28	34	170	22	81	56	35	22	141	43	47	27	33	65	33	18	18	5	73	6	10	11	8	12	13	18	57	9	4	2	7	3	21	8	9	4	7	10	5	18	15	5	5	1	2	1	24	12	2	19	1	0	1	14	4	3	1	0	2	7	1	0	1	0	1	2	0	0	0	1	1	0	4	1	0	3	0	4	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0
0.03	north10_all	80	35455	13276	11001	4579	3789	6452	2304	2590	1756	1501	1324	1747	1640	895	810	1179	1320	574	437	551	412	574	410	302	284	452	613	274	497	309	190	173	254	142	151	197	103	127	106	103	93	153	82	73	67	71	81	67	37	61	34	94	34	30	31	36	33	32	20	61	29	22	17	11	17	25	16	13	14	15	12	8	25	14	13	8	11	6	6	30	28	7	20	6	5	6	11	11	9	3	0	4	6	1	1	2	5	3	2	1	2	0	1	3	0	5	3	0	3	1	6	0	1	1	0	1	2	1	1	2	1	1	0	1	0	3	0	1	0	2	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	3	0	0	0
0.03	north10_active	80	26309	8005	8268	1119	1579	5481	495	1654	726	691	627	1206	1241	412	435	921	1124	175	107	271	207	397	211	62	71	330	537	178	426	216	107	32	187	31	36	153	30	72	49	40	22	130	44	45	23	39	71	38	18	18	7	73	6	8	13	6	12	16	16	52	11	6	2	7	1	21	9	7	4	8	9	3	25	13	9	5	1	2	3	28	25	1	18	1	1	6	10	8	3	0	0	0	5	1	0	1	0	3	2	0	0	0	1	1	0	4	2	0	3	0	4	0	0	1	0	1	1	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0
0.03	north11_all	80	36513	13404	11675	4620	3822	6702	2255	2569	1795	1596	1434	1663	1712	941	854	1284	1233	565	520	562	476	532	402	297	282	416	528	318	433	288	205	165	219	135	108	183	121	128	114	90	93	146	93	85	57	92	88	61	42	43	39	60	42	31	38	23	24	28	28	60	27	20	19	24	11	30	11	27	18	19	19	15	17	11	25	8	4	7	16	13	13	10	41	8	3	10	5	10	1	2	6	0	7	7	2	1	8	12	3	0	7	2	1	3	1	1	25	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	1	2	0	0	0	0	0	1	0	0	1	1	1	0	0	2	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	27596	8239	9045	1177	1615	5799	517	1656	800	691	675	1229	1328	423	464	1000	1045	152	123	274	257	355	226	56	83	287	467	217	375	209	113	36	154	35	31	144	28	84	43	22	28	119	58	50	20	54	71	35	14	15	8	41	12	11	23	6	6	13	18	54	5	6	11	13	3	27	3	17	5	12	12	11	16	7	23	7	0	1	14	11	13	7	40	3	2	9	5	4	0	0	3	0	6	1	0	0	6	11	2	0	7	1	0	0	1	0	24	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	38602	13903	12238	4606	3903	7095	2220	2716	1894	1608	1459	1749	1745	956	863	1354	1328	543	482	551	507	597	417	315	291	430	560	297	474	328	209	173	232	160	109	189	135	119	127	91	96	147	105	79	70	81	89	55	45	42	38	43	32	33	48	21	25	32	22	46	29	20	16	30	16	35	14	19	21	14	36	13	20	14	12	3	4	8	15	23	19	7	25	10	7	10	4	7	4	2	3	1	6	5	3	2	8	14	5	1	6	2	8	1	1	1	25	1	0	0	0	0	0	2	0	1	0	1	0	0	0	1	0	2	0	0	1	2	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	30103	8778	9808	1243	1737	6225	532	1827	861	727	755	1317	1386	471	499	1084	1155	158	114	284	296	435	241	69	95	322	493	208	414	250	128	36	176	33	32	160	31	77	49	23	31	125	73	45	22	48	75	28	15	13	5	28	12	8	33	5	5	18	14	41	9	7	11	16	6	32	4	9	7	11	28	10	17	10	11	2	1	2	14	21	18	5	24	5	4	9	3	1	1	0	1	1	6	1	0	0	5	13	3	0	5	1	7	0	0	0	24	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	38995	13994	12170	4604	3935	7544	2227	2725	1919	1597	1448	1842	1739	959	896	1298	1212	551	463	547	498	628	412	329	300	443	549	306	519	339	226	163	269	145	123	191	129	128	118	92	92	139	102	88	76	75	105	64	56	45	34	34	21	35	48	17	29	36	23	52	22	18	21	26	18	27	22	14	14	14	28	9	24	18	17	5	6	10	19	17	41	8	25	8	9	11	4	6	5	2	2	2	3	1	2	2	8	13	9	1	5	1	14	0	1	2	25	1	4	2	2	2	1	2	2	1	0	2	0	0	0	0	0	2	0	0	1	2	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	30605	8867	9758	1256	1757	6644	532	1822	885	728	743	1358	1389	487	538	1070	1042	177	119	278	291	474	240	81	99	334	471	213	448	245	130	27	215	31	37	166	27	84	44	31	37	118	64	53	22	42	88	38	22	21	6	26	6	13	30	5	7	21	15	48	10	5	14	14	8	26	10	9	8	11	22	7	20	12	15	3	1	3	19	15	40	7	24	3	4	10	2	2	1	0	0	2	3	0	0	0	6	13	5	0	4	0	14	0	0	0	24	0	2	1	2	1	1	0	2	1	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	39309	13848	12419	4679	3963	7543	2251	2825	1869	1550	1470	1822	1708	983	882	1256	1269	545	452	567	485	646	394	305	304	480	567	295	450	318	222	151	263	145	137	264	113	146	123	87	95	175	97	106	75	78	165	59	45	51	34	48	26	26	42	23	29	30	26	54	16	25	25	28	18	43	24	20	12	6	32	10	27	18	24	9	5	8	10	34	30	6	10	7	8	11	3	4	6	5	2	4	2	2	2	3	3	2	7	2	6	1	17	1	2	2	20	0	4	3	2	2	1	1	2	0	0	3	0	0	2	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	30923	8844	10041	1239	1779	6685	546	1907	856	727	788	1350	1318	477	534	1041	1094	196	110	311	271	499	230	80	101	370	492	198	381	233	126	26	201	31	43	231	24	96	48	29	39	144	61	69	23	48	148	31	15	29	9	40	8	10	25	4	7	17	14	46	7	5	20	15	7	39	17	12	7	4	27	7	22	11	22	6	1	3	10	30	28	5	9	3	3	10	1	1	1	0	0	3	2	0	0	0	2	2	4	1	3	0	17	1	0	0	20	0	2	1	2	1	1	0	2	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	39143	13824	12052	4686	3879	7668	2297	2765	1856	1570	1389	1783	1672	921	914	1302	1345	567	475	529	509	655	405	319	307	476	592	327	462	273	230	164	266	126	137	261	103	148	102	89	100	219	80	95	76	70	168	63	44	42	35	63	26	24	41	22	33	32	29	51	12	27	32	25	18	46	24	26	10	9	17	17	32	13	29	14	6	8	13	28	29	7	12	4	4	7	2	3	7	4	2	4	2	3	1	2	3	3	5	1	3	0	17	2	2	3	4	1	5	4	2	4	1	0	2	0	0	3	0	1	2	2	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	30774	8906	9655	1244	1761	6795	549	1856	853	766	698	1330	1298	431	533	1081	1157	209	123	301	292	519	231	92	100	350	521	231	394	198	139	27	202	31	42	226	22	100	46	34	37	189	46	65	25	48	149	35	11	30	9	45	8	11	23	6	10	18	16	44	5	5	19	17	5	41	17	20	7	6	16	14	28	8	27	9	1	2	11	25	24	5	11	1	1	7	1	1	3	0	0	3	2	1	0	0	2	3	2	1	0	0	17	1	0	1	4	0	2	1	2	3	1	0	2	0	0	2	0	0	2	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	38964	13929	12157	4674	3853	7529	2351	2746	1825	1555	1367	1758	1773	919	923	1301	1466	571	468	505	522	657	405	302	303	480	610	325	459	281	227	163	200	124	152	259	107	146	95	91	89	230	70	93	72	63	196	63	41	39	34	78	30	28	39	27	26	32	29	42	11	30	27	24	16	50	26	25	13	14	14	23	39	13	35	14	3	6	11	28	24	3	15	3	2	7	1	0	4	3	3	3	2	8	0	2	2	1	3	1	4	1	3	2	1	1	4	2	19	4	0	2	0	2	0	0	3	2	0	3	2	2	0	2	0	0	0	0	3	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	4	0	1	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	30709	9088	9671	1216	1768	6684	547	1846	832	792	713	1315	1415	422	531	1047	1289	210	135	286	285	508	217	87	88	349	525	229	396	211	138	27	152	28	43	217	25	103	47	33	24	191	35	63	24	45	176	33	12	27	8	55	8	11	24	8	8	15	16	34	3	7	16	19	3	42	18	19	8	10	11	16	34	10	33	9	1	0	7	25	18	1	14	1	1	6	0	0	2	0	0	2	2	4	0	0	1	1	0	1	1	1	3	1	0	1	4	1	17	0	0	2	0	1	0	0	3	1	0	2	2	0	0	2	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	38768	13968	11884	4712	3891	7650	2316	2709	1897	1531	1351	1819	1752	908	953	1332	1492	567	495	495	516	671	411	321	297	441	675	320	505	265	244	168	232	132	126	278	102	142	95	95	92	190	70	84	74	56	167	53	42	37	35	95	38	32	35	28	23	41	35	37	12	23	26	29	19	41	22	22	15	21	11	25	32	11	28	13	6	6	11	12	40	7	9	2	1	10	0	1	4	3	5	5	1	6	0	3	2	1	1	1	4	1	0	1	2	1	9	2	18	2	0	2	1	2	0	0	3	1	0	3	0	3	1	2	1	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
