label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176
0.03	south28_all	80	27494	11883	6774	4208	2909	6348	4306	3972	1777	1554	1183	824	896	778	1146	1225	637	537	452	640	633	746	408	288	226	311	301	231	168	312	280	259	309	114	203	179	92	191	194	86	87	79	109	116	88	68	48	67	33	41	36	40	30	33	120	56	22	22	27	32	24	80	16	40	25	18	33	9	12	19	20	24	8	12	8	6	6	14	11	24	15	7	2	7	5	6	6	7	4	8	2	3	5	17	1	8	0	3	4	13	2	1	4	2	0	5	2	1	0	1	0	1	0	0	0	0	1	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	15696	6385	3567	1985	1324	4009	2663	2553	941	838	566	380	416	364	665	784	320	261	226	373	394	454	241	148	102	170	197	112	63	196	164	148	192	56	106	99	45	128	112	48	55	31	62	57	45	42	26	41	17	16	20	26	13	18	78	39	10	7	10	19	14	46	6	23	13	14	26	6	7	5	14	21	3	8	4	3	3	7	5	20	12	3	0	3	2	4	1	6	3	7	1	2	3	9	1	6	0	2	4	10	0	1	3	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	27649	11797	6751	4266	2939	6257	4336	3892	1816	1590	1150	842	880	763	1135	1210	604	537	441	651	678	805	428	290	212	304	332	239	186	313	322	249	289	120	182	173	104	151	208	97	90	75	94	124	99	69	38	82	29	58	41	73	30	32	109	50	22	16	32	29	20	92	12	38	25	18	37	10	9	16	16	23	8	16	4	7	5	20	32	34	21	8	5	11	7	4	6	3	5	1	2	2	3	16	2	10	0	1	3	4	1	2	5	3	0	7	3	1	0	1	0	1	0	0	0	1	1	0	0	1	0	3	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south29_active	80	15632	6284	3527	2023	1324	3856	2689	2506	951	872	549	389	427	333	681	727	301	261	219	369	421	452	240	157	96	168	204	114	68	203	162	141	197	52	98	103	54	102	121	52	53	33	52	64	58	46	24	39	13	29	20	42	12	18	68	33	12	4	9	16	16	51	5	22	12	12	29	8	6	2	10	18	4	12	0	4	2	14	22	31	17	4	1	3	3	3	1	2	2	1	2	1	1	9	2	7	0	1	2	1	0	2	3	2	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south30_all	80	27480	11716	6787	4268	2984	6289	4426	3862	1761	1594	1111	852	885	762	1148	1130	602	528	435	664	660	787	424	270	211	299	346	221	201	297	329	263	262	113	162	159	105	144	208	88	81	83	107	115	104	66	47	129	36	66	45	87	31	29	65	44	29	16	29	30	24	98	20	36	21	22	46	14	8	26	15	20	9	15	5	4	4	21	25	35	20	12	6	18	6	7	4	6	5	3	3	3	5	18	2	3	0	1	4	5	2	4	4	6	2	2	2	1	7	0	0	1	0	0	0	1	1	0	0	0	0	2	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south30_active	80	15352	6278	3537	2055	1322	3854	2749	2487	888	902	510	382	440	360	702	691	300	253	219	390	390	443	252	157	94	165	215	104	83	199	172	156	175	46	92	100	55	92	141	39	45	44	65	64	61	40	26	63	15	29	19	51	12	14	44	27	18	5	10	15	16	40	10	16	12	11	32	11	5	14	4	16	5	11	1	3	2	15	19	32	15	7	1	8	2	4	0	5	2	2	2	1	3	11	2	1	0	1	3	2	2	2	2	5	2	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south31_all	80	26416	11530	6696	4139	2933	6446	4584	3721	1786	1494	1085	855	899	688	1088	1115	578	540	384	657	592	721	382	280	220	322	310	236	177	298	300	274	256	126	176	208	123	161	208	85	71	75	98	139	68	92	44	63	43	60	40	75	31	41	85	50	26	36	25	28	23	31	18	44	15	14	23	19	7	31	10	16	14	8	12	5	6	7	16	9	11	10	1	4	5	2	5	3	6	9	6	1	4	3	6	2	0	2	4	4	2	4	0	4	0	0	3	3	2	2	0	2	1	9	1	1	0	1	1	1	0	0	1	1	0	0	2	1	6	3	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
0.03	south31_active	80	14742	6177	3450	1936	1287	4034	2879	2331	979	791	510	372	485	309	688	707	280	255	174	372	329	426	216	123	109	181	148	118	91	181	180	156	155	62	105	141	66	85	116	45	28	33	67	82	35	51	18	41	19	33	25	43	14	24	54	32	14	20	12	15	10	26	9	21	3	11	18	16	4	26	3	12	7	6	9	4	0	4	11	5	9	3	0	1	4	0	2	0	2	5	3	0	3	2	3	0	0	2	4	4	0	1	0	4	0	0	2	2	1	1	0	0	0	2	0	1	0	1	0	1	0	0	0	0	0	0	2	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south32_all	80	27304	11826	6814	4173	2873	6675	4775	3903	1774	1489	1077	872	921	688	1155	1151	599	523	421	707	614	778	387	295	235	345	316	266	179	323	318	238	260	107	199	208	114	168	175	99	74	76	87	127	66	109	49	78	41	56	43	77	30	43	74	50	29	39	23	28	31	56	17	69	19	13	25	28	6	38	17	17	12	8	11	6	8	6	13	8	16	11	4	5	5	4	5	7	1	9	4	1	1	5	6	3	1	1	5	5	2	3	0	5	0	0	1	2	1	1	0	2	1	0	1	0	0	1	1	1	0	0	1	1	4	2	2	0	6	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south32_active	80	15477	6431	3544	1960	1268	4218	3063	2531	969	791	517	397	500	318	763	691	294	256	201	410	352	475	203	148	114	202	164	148	90	204	189	143	152	51	129	132	62	83	102	51	33	33	56	78	29	64	18	54	22	34	24	43	12	24	44	34	15	24	12	14	18	28	12	27	6	10	21	24	3	29	5	12	7	6	9	4	0	3	5	3	13	5	0	2	4	1	3	4	1	6	1	1	1	3	2	2	0	1	5	5	0	0	0	4	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	27174	11893	6855	4251	2914	6696	4588	3934	1686	1521	1081	859	948	701	1173	1078	556	522	426	687	611	759	377	280	233	313	331	248	169	313	297	208	272	97	189	195	111	175	149	101	84	72	84	146	76	121	65	97	44	49	43	86	24	43	83	48	26	34	20	18	32	58	15	67	17	21	26	34	7	33	18	19	8	9	9	6	7	10	17	9	18	9	3	5	7	7	3	7	16	8	2	3	1	5	8	3	2	2	4	3	0	4	0	9	1	1	1	5	0	0	0	2	0	0	1	0	0	3	0	1	0	1	1	1	4	2	4	0	4	0	0	2	0	0	3	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south33_active	80	15377	6439	3575	2032	1292	4301	2918	2526	903	820	534	397	513	334	758	626	270	255	212	413	365	479	201	144	103	179	178	140	78	189	168	135	154	46	122	129	62	100	84	53	35	41	48	96	36	59	29	75	26	29	21	51	10	20	52	28	15	20	11	7	21	28	12	31	10	16	19	30	3	21	6	12	5	7	6	3	0	7	7	3	14	4	0	3	5	5	2	4	16	5	0	3	1	3	4	2	0	1	4	3	0	1	0	8	0	0	0	5	0	0	0	0	0	0	1	0	0	2	0	1	0	1	0	0	0	2	4	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	27059	11930	6897	4259	3016	6561	4532	4097	1667	1499	1072	846	907	727	1149	1035	580	498	412	672	650	723	392	289	235	291	316	241	158	298	285	203	243	97	181	216	109	151	178	112	86	84	89	140	80	110	61	112	46	51	40	79	25	43	73	34	30	33	19	17	28	55	15	79	19	23	26	26	9	38	20	22	9	10	6	6	7	10	17	8	22	10	7	6	6	7	7	15	17	4	2	5	1	16	5	6	6	2	2	4	0	5	1	6	1	1	1	4	0	0	0	1	0	0	1	0	1	2	0	0	1	1	1	1	6	2	4	0	1	0	0	2	0	0	3	2	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0
0.03	south34_active	80	15347	6428	3620	2026	1353	4210	2833	2625	853	799	519	395	487	362	739	582	298	250	199	404	391	437	220	147	105	160	176	146	73	187	159	133	125	50	113	133	50	81	106	57	38	46	57	90	30	59	28	82	27	25	21	49	13	19	43	12	15	21	11	5	16	21	13	31	12	18	17	22	3	24	8	15	6	7	3	1	3	7	9	3	18	7	1	3	2	6	2	6	17	4	0	5	1	14	3	5	4	1	2	4	0	2	0	5	0	0	0	4	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	2	2	4	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	27130	11938	6850	4309	2951	6396	4450	4102	1682	1562	1107	857	930	731	1166	1032	589	499	409	635	658	660	379	293	221	264	338	238	168	320	338	213	243	110	150	224	106	147	179	118	102	91	83	142	76	99	51	100	47	51	34	67	25	42	67	34	21	17	18	16	17	38	17	80	16	29	18	23	11	40	16	22	10	12	5	12	15	16	18	9	18	13	8	8	6	8	6	12	24	7	2	5	2	15	5	3	8	1	0	2	3	3	1	11	2	1	1	4	0	0	0	0	0	0	1	0	1	3	0	0	1	2	0	0	3	2	2	0	1	0	0	2	0	4	3	2	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	15312	6433	3551	2073	1319	4143	2720	2562	832	858	516	390	488	373	716	630	305	256	200	365	394	383	221	161	100	134	202	141	76	193	222	136	139	61	87	109	47	81	109	59	45	53	49	94	34	55	29	67	23	27	18	48	10	17	47	14	10	10	9	5	9	18	13	38	11	21	7	20	3	25	9	15	5	7	2	5	9	13	11	4	13	6	2	4	1	5	1	3	22	7	0	5	1	14	3	3	4	0	0	2	3	2	0	10	1	0	0	4	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	2	2	2	0	1	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	27397	11766	6801	4351	2883	6516	4539	4042	1719	1560	1097	823	922	754	1120	1039	593	542	409	609	644	666	412	306	232	268	327	225	171	308	384	239	251	111	134	218	108	135	223	99	102	88	83	140	75	89	41	97	48	59	31	52	34	33	73	28	24	20	20	20	19	33	14	62	15	26	21	18	15	29	14	16	12	18	6	14	20	10	17	13	17	12	10	8	9	3	8	11	13	4	2	3	2	15	2	7	7	0	1	2	12	1	3	5	1	0	0	4	0	0	0	1	1	0	1	0	1	3	0	2	1	2	0	0	3	2	0	2	1	5	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	15373	6396	3504	2075	1312	4196	2725	2484	888	849	497	363	478	377	677	654	296	276	183	351	390	391	238	161	114	135	200	118	72	179	264	146	162	60	68	110	50	75	146	52	47	52	53	86	36	58	24	62	24	26	13	35	16	15	52	10	11	9	8	8	10	16	10	29	11	18	9	12	5	20	5	12	8	6	2	5	12	8	12	10	14	5	2	4	3	1	2	3	11	4	1	2	1	14	0	6	4	0	1	2	3	1	2	5	1	0	0	4	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	2	2	0	0	1	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	27278	11691	6734	4337	2829	6499	4447	3986	1763	1531	1107	834	899	744	1144	1045	567	535	416	635	620	694	414	322	229	283	301	217	171	307	397	238	236	121	152	217	109	140	253	85	98	73	73	126	71	89	39	101	49	51	33	79	37	24	88	30	19	17	30	25	26	35	17	58	19	25	26	21	15	21	13	15	11	19	6	15	16	9	32	11	14	15	8	6	7	6	3	5	10	4	2	2	2	3	7	8	5	0	2	0	14	0	2	6	1	0	1	1	0	2	1	2	2	0	0	0	0	3	0	2	0	1	0	0	1	2	0	2	0	6	0	0	0	5	0	1	1	1	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	15362	6370	3475	2045	1278	4161	2729	2430	928	805	502	380	457	367	686	670	276	264	193	358	373	411	240	171	108	154	185	110	64	171	269	138	153	63	79	105	58	85	152	46	51	49	40	74	35	59	24	57	19	24	19	40	16	9	65	14	11	8	13	12	19	26	9	40	11	20	14	11	7	11	5	13	8	9	3	5	9	8	26	8	10	9	1	3	2	1	1	4	8	4	2	1	1	2	4	7	2	0	2	0	3	0	2	5	1	0	1	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	27414	11641	6746	4319	2792	6503	4474	3993	1808	1484	1077	830	908	739	1140	1100	568	564	420	658	625	818	435	321	227	280	314	198	173	290	326	236	227	121	157	190	111	142	250	74	112	60	87	122	70	101	42	124	40	53	30	99	44	28	86	39	25	20	36	24	29	43	14	42	17	23	42	35	15	17	18	10	11	19	6	7	11	7	31	22	15	7	7	7	6	5	5	3	9	3	3	1	1	10	7	10	4	2	3	0	11	0	3	4	0	0	3	0	1	2	1	2	3	0	0	0	0	2	0	2	0	0	1	0	0	4	0	2	0	6	0	0	0	5	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	1	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	15416	6338	3492	2032	1242	4199	2811	2447	972	760	509	374	463	363	700	705	291	264	196	386	377	522	246	164	99	154	189	100	69	148	204	128	144	64	87	121	62	90	151	44	61	43	45	67	36	65	25	91	13	25	16	57	19	8	54	22	15	9	14	13	20	29	6	26	11	20	24	22	9	10	10	5	10	8	2	2	3	6	26	17	12	4	2	3	2	0	3	1	7	2	2	0	1	6	4	9	1	1	3	0	0	0	2	3	0	0	3	0	0	1	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	5	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	26858	11416	6625	4166	2831	6307	4268	3997	1819	1455	1099	844	901	727	1162	1084	552	545	408	700	599	778	422	316	243	269	309	197	181	284	291	238	212	116	176	217	107	157	194	86	94	65	85	124	66	87	47	126	39	52	35	110	35	25	83	50	19	21	35	25	30	43	14	47	19	11	35	35	15	22	19	10	8	12	7	8	17	8	29	19	10	7	3	8	6	5	3	8	10	4	2	0	2	8	7	7	3	2	6	0	2	0	2	7	0	1	3	0	1	2	1	1	3	0	0	0	0	2	1	1	0	1	1	0	0	2	0	2	0	2	1	0	4	0	0	1	1	1	0	0	0	2	0	0	1	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south39_active	80	14976	6174	3433	1965	1259	4089	2773	2459	942	741	529	378	463	356	701	663	275	251	202	406	350	511	255	156	98	148	190	104	80	151	170	130	130	53	95	149	57	105	101	49	54	39	43	79	40	53	30	92	14	28	23	65	13	5	47	33	12	12	11	15	20	28	6	35	13	9	18	25	11	12	11	5	7	7	2	5	5	5	24	14	5	6	1	3	2	0	2	5	8	2	1	0	2	5	5	6	1	1	6	0	0	0	1	6	0	1	3	0	0	1	1	0	2	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south40_all	80	26494	11454	6526	4172	2901	5981	4271	3816	1832	1434	1081	871	927	707	1150	1106	563	524	385	686	573	766	410	289	248	286	298	205	195	268	289	243	269	108	170	186	85	145	173	97	93	90	104	137	67	78	46	117	36	52	44	105	29	33	57	48	18	21	24	24	27	38	19	53	12	12	34	39	18	20	22	14	12	6	9	8	16	10	11	22	8	3	4	10	4	2	4	12	16	4	2	0	3	9	6	5	4	2	5	0	3	1	3	7	1	2	2	1	4	1	0	2	2	0	0	0	0	2	1	1	0	1	1	0	0	2	0	1	0	2	1	1	5	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south40_active	80	14535	6160	3336	1980	1321	3819	2704	2378	958	749	524	398	478	336	681	691	290	262	191	405	336	495	244	134	99	159	181	108	97	154	161	133	162	47	93	120	43	89	93	55	53	50	61	95	39	46	29	87	13	26	29	72	12	13	22	35	9	13	8	13	18	23	7	41	9	7	14	26	10	7	11	6	7	2	2	5	7	8	5	18	5	2	2	5	1	0	3	9	7	2	1	0	2	6	4	5	1	1	5	0	1	1	1	6	0	2	2	0	3	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
