label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177
0.03	south28_all	80	30175	10742	8200	4673	5886	3543	2791	2150	2647	1471	1654	1070	873	908	752	716	1058	535	1019	1035	684	381	533	321	340	560	268	206	201	171	209	196	148	129	125	142	197	107	117	101	85	143	78	71	100	82	45	69	36	56	47	77	24	41	24	28	30	36	27	37	22	18	27	24	15	21	16	15	12	28	10	13	15	6	10	5	10	7	7	11	7	6	10	6	4	9	4	6	3	5	4	4	5	4	5	2	3	3	3	1	2	5	1	5	1	1	0	1	0	2	4	2	7	0	4	1	1	0	2	0	3	0	1	0	1	2	0	0	3	0	1	0	0	0	0	0	0	0	0	0	3	1	1	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	20004	4193	4678	1070	4459	1967	1536	1048	1940	318	1078	304	226	379	244	252	827	197	831	882	467	73	367	113	218	459	106	86	31	40	90	89	35	37	40	59	157	51	72	22	22	115	18	12	82	54	14	37	6	44	23	61	6	10	15	12	4	21	10	26	3	5	21	15	5	5	7	10	5	25	2	6	10	2	7	0	1	5	1	6	1	1	2	1	3	6	3	5	2	2	2	2	4	1	3	0	0	2	2	1	0	3	0	5	0	0	0	0	0	2	2	0	7	0	4	0	1	0	2	0	3	0	0	0	0	2	0	0	3	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	29987	10747	8013	4606	5873	3569	2893	2181	2739	1495	1735	1073	881	931	729	682	1095	528	1072	1018	671	377	466	314	388	485	280	215	219	191	211	173	131	125	134	136	227	120	112	103	86	149	78	74	107	70	40	64	39	65	55	65	24	42	37	26	29	31	23	40	25	19	37	21	13	20	14	17	10	37	11	12	14	8	12	7	7	6	5	9	7	4	5	8	6	6	6	8	3	8	4	3	5	6	2	2	4	0	3	2	2	3	1	4	0	1	1	0	0	3	5	0	10	0	2	0	1	0	2	0	3	0	1	0	1	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	19787	4179	4530	1055	4423	2032	1582	1063	2002	324	1098	311	226	393	226	247	875	178	893	857	464	64	327	111	254	390	111	85	42	52	89	82	25	32	43	52	175	53	66	21	24	116	19	12	87	45	15	37	5	47	25	44	7	13	25	6	4	16	11	26	5	4	32	11	3	6	5	11	4	35	2	7	10	3	7	0	1	6	1	3	1	1	1	2	5	3	3	5	3	3	2	1	3	2	1	0	1	0	1	1	0	2	0	4	0	0	0	0	0	2	2	0	10	0	1	0	1	0	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	30020	10775	7951	4647	5915	3498	2877	2209	2706	1446	1750	1137	934	954	723	676	1120	530	1064	944	618	402	451	310	423	456	263	216	224	201	200	174	134	134	136	135	220	106	114	84	91	159	75	81	92	74	39	57	32	68	53	62	29	34	38	27	26	37	26	47	29	25	47	28	15	23	14	12	12	41	10	10	8	13	14	9	4	2	6	9	8	0	2	6	4	4	9	4	2	8	2	4	5	6	2	3	5	2	4	4	3	4	0	4	2	0	1	1	1	3	5	1	6	0	2	0	1	1	2	0	0	0	0	0	1	2	0	1	3	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south30_active	80	19780	4146	4566	1080	4414	2038	1573	1072	1966	302	1097	325	228	403	234	247	871	182	882	779	440	70	303	108	271	370	95	88	42	55	83	80	22	34	44	59	168	51	67	13	27	124	19	10	67	50	15	29	6	50	25	39	9	13	24	10	3	19	13	36	6	7	39	16	3	9	2	8	4	38	1	6	3	7	8	0	1	2	1	1	1	0	0	2	3	2	5	1	2	3	0	1	3	4	1	0	2	0	3	3	0	2	0	4	0	0	0	0	0	2	2	1	6	0	1	0	1	1	2	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	32200	10993	8560	4547	6294	3615	2852	2186	2708	1416	1774	1011	941	818	788	714	1309	536	1342	1135	613	332	534	303	432	521	251	259	209	172	191	181	165	168	126	129	171	118	129	83	78	153	71	65	97	70	52	53	31	87	48	57	31	39	49	44	27	29	24	68	17	17	24	25	22	20	14	5	21	21	8	22	13	15	9	11	5	19	9	7	5	4	6	6	6	1	4	8	2	5	4	4	2	3	5	1	0	3	1	9	2	4	3	5	1	0	1	1	0	0	1	0	2	1	0	1	1	0	1	1	0	2	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	7	0	0	3	0	0	0	0	0	0	0	0
0.03	south31_active	80	22372	4671	5168	1218	4818	2105	1654	1078	2021	368	1230	297	254	363	232	311	1098	183	1158	958	446	84	387	104	283	410	78	102	47	55	90	100	35	37	42	54	118	55	82	28	22	129	17	17	77	36	15	22	10	64	20	41	4	14	23	24	6	7	9	60	5	8	19	15	5	11	5	2	7	16	0	14	10	9	7	1	1	15	3	2	1	2	0	1	3	0	1	7	1	3	4	2	1	2	2	1	0	3	0	8	0	4	2	4	1	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	7	0	0	3	0	0	0	0	0	0	0	0
0.03	south32_all	80	33262	11260	8922	4547	6611	3689	2924	2218	2869	1420	1852	1035	928	880	785	726	1305	573	1348	1205	617	359	600	312	462	525	233	253	199	174	182	185	154	151	125	145	201	109	120	77	88	171	66	63	134	71	60	57	40	88	50	79	34	31	50	35	25	37	24	90	23	17	23	18	20	15	16	14	18	17	10	25	16	14	12	13	7	24	7	6	8	6	6	8	7	4	3	10	4	6	2	4	4	3	5	1	0	2	1	10	2	0	3	4	1	0	1	1	0	0	1	0	1	1	0	1	0	0	1	1	0	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	3	0	0	0	0	0	0	0	0
0.03	south32_active	80	23887	5096	5607	1242	5244	2269	1759	1164	2227	388	1326	332	273	394	253	336	1095	212	1178	1042	455	99	441	106	316	430	89	105	45	59	99	102	35	32	47	67	160	49	82	26	22	149	18	15	114	44	16	26	12	68	24	68	6	15	29	19	6	17	12	82	7	9	17	10	3	11	5	10	5	9	2	18	14	8	11	3	1	13	2	2	2	2	1	0	2	2	1	8	1	1	1	3	2	2	2	1	0	2	0	8	0	0	2	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	3	0	0	0	0	0	0	0	0
0.03	south33_all	80	35054	11510	9289	4644	6994	3756	3040	2387	2997	1424	1856	1038	959	918	739	725	1452	608	1386	1262	696	366	629	316	482	566	263	261	211	173	187	199	136	143	127	148	227	113	129	84	89	159	63	64	121	79	70	68	45	74	64	81	37	32	47	40	30	45	19	75	22	20	31	15	18	16	16	17	18	36	10	25	14	17	10	10	8	19	7	6	8	7	3	6	9	5	3	9	5	4	2	3	7	5	4	0	2	3	1	7	3	0	2	4	1	0	1	1	0	0	1	0	1	1	1	2	1	1	0	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	3	0	0	0	0	0	0	0	0
0.03	south33_active	80	26060	5485	6079	1360	5679	2386	1946	1347	2447	388	1356	346	308	413	260	372	1273	234	1230	1133	539	108	486	109	347	469	107	118	44	60	111	109	38	26	48	62	193	48	90	26	26	138	12	15	103	54	23	40	13	58	32	73	6	12	24	26	10	28	12	69	4	11	26	4	3	10	6	13	4	30	2	18	12	11	9	3	2	10	2	3	3	3	1	0	2	4	1	7	1	1	1	2	5	3	2	0	0	3	0	6	1	0	1	3	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	3	0	0	0	0	0	0	0	0
0.03	south34_all	80	35469	11497	9180	4672	6981	3906	3063	2424	3091	1401	1940	1077	952	902	754	703	1485	575	1485	1197	699	377	608	322	448	616	253	259	218	179	191	194	138	136	138	144	233	108	144	90	87	161	62	55	111	80	73	72	42	88	57	93	40	32	47	41	28	39	25	67	25	21	30	16	15	15	20	17	11	39	14	22	16	18	10	8	10	15	9	2	8	12	5	6	8	7	2	14	5	6	1	4	8	5	2	1	2	5	2	7	1	0	3	1	1	0	1	1	0	0	1	1	0	1	2	1	2	1	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	26575	5466	5974	1394	5660	2510	1963	1385	2535	381	1420	350	296	380	289	368	1304	210	1341	1068	547	113	482	117	337	524	111	123	45	61	108	102	38	24	52	66	191	53	98	23	25	140	8	12	91	54	24	40	13	68	29	84	7	10	26	28	9	30	15	61	6	10	27	6	3	6	8	13	3	35	4	17	15	10	8	2	2	4	2	2	3	5	1	0	1	4	2	12	1	2	0	1	6	2	1	0	0	3	2	6	1	0	2	0	0	0	1	0	0	0	0	1	0	0	1	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	35305	11360	9040	4713	6965	3884	3092	2490	3199	1452	1904	1065	984	954	759	749	1592	559	1504	1041	736	360	596	310	451	597	274	257	232	174	179	184	130	132	142	142	241	111	164	102	90	142	65	66	103	83	59	85	38	87	50	91	36	34	42	51	30	40	29	44	18	25	29	18	17	13	14	13	14	41	10	16	12	19	9	15	9	11	8	2	9	13	6	4	8	5	4	12	6	5	0	6	7	4	1	1	3	5	2	1	5	0	2	0	4	0	3	4	1	1	1	5	0	0	4	1	2	2	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	26370	5420	5866	1436	5636	2488	1976	1440	2617	372	1352	345	312	423	286	397	1401	209	1361	900	581	113	475	120	335	509	116	123	58	58	95	86	37	24	49	60	200	54	107	20	25	119	10	16	87	56	21	41	8	67	20	84	10	15	25	34	13	32	15	36	3	9	22	5	5	6	6	12	4	37	4	10	10	11	6	2	3	3	4	1	4	5	0	0	1	3	2	10	1	3	0	3	6	1	1	0	1	2	2	0	3	0	2	0	1	0	1	3	1	1	0	5	0	0	3	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	33961	11117	8744	4733	6602	3716	2970	2390	3052	1425	1829	1132	1016	949	753	749	1456	523	1363	1036	712	338	559	310	408	543	282	250	207	197	172	163	147	124	142	139	187	106	176	108	103	142	71	67	106	77	48	68	34	106	45	99	32	33	31	50	25	39	29	27	20	21	35	18	17	17	16	4	13	38	11	11	18	12	7	15	6	11	9	4	8	11	6	5	4	6	5	12	5	4	12	9	3	5	4	2	3	4	2	2	7	2	2	0	6	0	2	4	1	2	1	5	1	0	3	1	2	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	1	1	4	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	24734	5037	5501	1334	5227	2305	1808	1315	2418	362	1265	338	315	416	266	361	1265	181	1204	887	537	96	428	122	299	451	118	124	55	70	82	83	32	27	50	66	151	56	107	19	28	117	11	18	87	51	16	28	7	86	22	89	11	15	15	33	10	30	14	18	2	6	27	8	5	11	5	4	4	35	5	8	15	6	5	2	2	2	3	0	3	3	0	0	1	3	2	10	0	2	12	4	2	1	4	0	1	1	2	2	4	0	1	0	2	0	0	4	1	1	0	5	1	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	4	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	32204	10911	8559	4692	6263	3652	2806	2301	2840	1402	1746	1138	979	969	761	744	1317	526	1169	926	660	357	530	317	388	531	267	228	197	198	159	174	139	134	148	146	182	116	148	111	100	125	73	64	117	72	52	65	38	95	46	110	26	34	39	40	27	33	28	40	17	24	27	18	18	20	13	10	9	21	10	12	21	5	10	15	6	7	7	7	9	11	5	6	4	4	7	8	6	2	13	10	2	4	4	2	3	2	1	2	7	4	2	0	6	0	3	5	1	3	2	4	1	0	3	1	0	1	6	1	0	2	0	0	0	0	0	1	1	0	0	0	0	0	1	1	5	1	0	1	1	4	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	22520	4700	5145	1217	4858	2182	1601	1188	2191	332	1139	312	293	417	244	332	1114	176	1012	777	483	97	386	112	254	438	106	98	52	65	73	78	21	30	54	67	141	50	86	19	21	99	12	14	98	49	18	31	9	81	23	98	9	17	20	26	10	25	11	30	3	7	18	8	5	12	2	7	3	16	4	9	17	3	7	2	3	2	3	1	3	2	0	1	2	2	4	6	0	1	13	5	1	1	4	0	1	1	0	2	3	1	1	0	2	0	1	4	1	2	0	4	1	0	2	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	4	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	30543	10647	8227	4651	6084	3532	2764	2169	2603	1390	1646	1115	991	928	722	706	1192	521	1033	984	635	363	472	313	356	469	269	215	187	216	176	164	152	144	135	140	173	119	109	111	98	137	63	62	114	65	56	53	39	72	48	101	32	33	33	37	28	32	30	44	21	18	33	15	16	18	19	11	8	27	10	14	34	8	6	12	8	8	9	9	11	7	3	7	4	4	9	7	8	1	17	6	2	2	5	1	2	4	1	2	6	5	2	0	3	0	2	2	1	2	2	1	2	0	2	1	0	1	6	1	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	1	5	1	0	0	0	4	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	20517	4331	4695	1106	4594	2030	1494	1057	1929	310	1031	293	258	367	209	290	997	161	851	825	457	85	325	101	200	372	106	88	43	66	80	72	24	34	40	62	125	53	57	18	26	106	11	11	90	43	18	29	9	56	26	86	11	13	15	25	8	24	13	33	3	5	21	7	4	13	5	6	2	24	3	9	30	4	5	1	5	2	1	1	4	0	0	1	3	3	3	7	0	0	17	2	0	1	5	0	0	0	0	2	1	2	1	0	1	0	1	1	1	1	0	1	2	0	2	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	4	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	30079	10557	8078	4711	5933	3531	2717	2141	2507	1426	1652	1077	938	906	736	735	1118	522	1063	917	642	376	465	301	356	485	229	225	217	205	184	192	148	141	140	131	183	120	107	93	83	130	64	61	121	60	70	68	45	52	46	107	31	32	41	27	28	38	30	53	25	24	34	13	17	14	18	16	8	31	10	17	29	11	8	13	9	3	8	8	8	8	3	6	2	4	9	8	7	0	8	5	4	2	2	1	1	5	3	3	2	3	3	0	3	0	3	3	2	1	2	4	2	1	0	0	0	2	6	0	1	2	0	1	1	0	1	0	1	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	19938	4208	4520	1093	4406	1991	1443	1031	1846	303	1034	292	228	336	214	291	897	162	874	761	473	92	322	91	198	388	92	87	38	61	81	89	23	31	42	62	123	52	61	13	20	100	11	11	91	37	19	42	10	38	31	89	9	9	20	21	7	21	12	41	5	5	21	7	5	5	6	10	1	28	2	11	24	9	5	1	4	2	1	3	3	1	0	2	2	3	4	7	0	0	7	1	1	0	2	0	0	0	0	3	0	2	1	0	0	0	2	1	2	1	0	4	2	1	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	30110	10682	7919	4770	5887	3492	2801	2123	2592	1454	1687	1016	928	904	739	720	1115	525	1116	938	637	366	501	302	378	454	226	223	219	200	185	178	150	139	124	121	208	123	107	84	80	146	64	49	116	72	70	70	43	49	46	88	34	28	39	30	24	30	28	56	27	26	34	16	18	14	18	18	12	42	7	14	26	14	11	11	9	4	9	5	7	6	3	5	4	8	14	8	5	2	8	4	4	1	6	2	2	6	3	2	2	3	3	1	2	2	2	2	4	0	1	4	1	1	0	0	1	2	0	0	1	0	0	1	4	1	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	20017	4273	4467	1086	4355	1910	1526	1028	1889	293	1074	291	224	342	216	284	889	169	912	773	469	82	352	79	219	361	87	85	33	62	76	72	29	27	33	56	145	52	67	12	24	116	10	11	85	42	18	36	9	33	27	74	10	10	21	19	6	16	10	45	6	8	20	11	8	7	7	11	3	38	1	7	22	11	6	2	3	2	3	2	3	1	0	2	2	6	3	7	0	1	7	0	1	0	5	0	0	0	0	1	0	3	2	0	0	0	1	0	4	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
