label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58
0.03	north8_all	80	28094	6871	2699	2099	1381	1859	1462	439	341	262	221	150	114	111	150	158	167	116	63	29	36	23	31	14	8	6	11	3	4	7	10	1	1	0	2	3	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	24698	4977	1306	1357	779	1584	1249	84	148	77	95	51	40	54	122	134	149	101	57	18	29	15	24	4	4	2	4	2	1	3	10	0	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	28350	6885	2719	2150	1367	1838	1454	408	361	258	232	128	101	120	155	176	167	114	70	31	43	23	33	15	8	6	10	4	4	7	6	3	2	0	1	3	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	24910	5001	1330	1393	741	1558	1227	81	156	77	103	44	32	57	130	154	146	96	56	22	33	16	26	6	3	2	4	1	1	3	5	2	2	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	28297	7005	2848	2153	1297	1885	1436	378	359	247	230	112	116	119	152	179	140	80	88	43	28	22	28	17	9	11	12	4	5	8	4	2	2	0	2	3	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north10_active	80	24760	5074	1386	1399	733	1600	1214	79	140	74	91	44	42	55	133	158	121	65	70	31	20	17	21	8	2	5	4	1	1	3	2	2	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	28089	6904	2820	2160	1311	1906	1351	426	375	287	203	177	136	124	161	201	138	132	69	34	32	27	32	17	15	9	8	15	8	2	5	0	1	4	0	1	1	0	0	0	0	1	1	0	2	0	0	0	1	0	0	0	1	1	0	0	0	0	0
0.03	north11_active	80	24667	4985	1353	1392	703	1620	1156	103	160	93	79	50	52	71	140	173	113	119	54	24	22	17	30	8	8	4	1	13	5	1	5	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
0.03	north12_all	80	27860	6863	2864	2259	1325	1804	1416	429	356	284	210	163	145	115	193	187	121	114	56	39	45	28	33	13	11	7	6	14	10	1	7	6	1	2	1	2	1	0	0	0	0	0	7	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0
0.03	north12_active	80	24377	4978	1390	1482	742	1537	1217	106	150	91	86	44	60	57	167	156	99	100	44	29	33	19	28	8	7	3	1	12	5	0	7	5	0	0	1	2	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
0.03	north13_all	80	27982	6808	2885	2216	1353	1782	1368	428	338	281	207	152	149	118	182	196	124	123	68	40	43	26	22	14	9	7	8	8	8	1	8	8	2	4	2	2	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	24482	4902	1400	1448	763	1530	1172	99	141	91	90	46	58	56	158	171	101	113	55	30	31	18	18	6	6	4	1	7	4	0	7	7	1	0	2	1	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	28264	6834	2837	2179	1356	1787	1326	436	348	266	211	153	136	103	200	171	149	133	57	44	46	28	37	13	10	8	8	10	5	5	11	8	2	4	4	3	3	1	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	24726	4920	1348	1420	803	1538	1129	100	141	81	90	51	58	48	169	144	120	123	43	28	34	18	28	3	6	4	0	9	0	3	10	7	1	0	4	2	2	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	28803	7065	2792	2117	1398	1813	1252	452	346	250	215	153	124	113	170	180	159	137	73	49	35	30	29	15	16	8	9	7	5	4	11	2	2	5	4	2	2	2	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north15_active	80	25257	5088	1322	1337	818	1552	1073	100	145	85	84	63	52	59	148	157	132	127	52	36	24	20	23	2	7	3	0	7	0	3	9	2	2	0	3	1	1	1	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north16_all	80	28986	7223	2786	2133	1404	1799	1220	441	351	244	223	144	132	112	160	193	146	139	75	50	33	27	26	16	15	5	8	6	6	5	8	3	4	4	5	2	1	3	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north16_active	80	25523	5249	1321	1327	802	1546	1046	103	151	79	80	51	55	58	131	166	127	129	55	39	23	16	19	5	4	1	1	6	0	3	7	3	3	0	3	2	1	1	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north17_all	80	28582	7276	2867	2071	1398	1801	1226	455	339	250	228	147	137	107	141	166	115	123	68	50	23	18	17	14	15	2	4	4	6	3	10	4	6	4	4	2	0	3	2	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north17_active	80	25170	5377	1376	1289	793	1538	1057	119	143	94	84	53	58	51	107	139	98	113	52	43	15	14	11	7	3	0	1	3	0	2	8	4	3	1	2	2	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north18_all	80	27894	7158	2862	2109	1366	1759	1346	427	333	259	202	159	138	105	141	166	124	107	72	62	22	19	16	17	12	3	6	3	7	1	7	6	7	1	2	3	0	4	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	24433	5292	1360	1325	763	1503	1176	111	144	93	78	50	57	49	114	141	109	91	55	49	14	11	12	11	6	1	2	2	2	0	5	5	3	1	0	2	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	27664	7126	2837	2073	1350	1857	1381	441	327	257	203	162	138	96	138	129	95	104	69	60	26	22	17	15	15	2	8	5	8	2	9	6	4	1	2	2	0	2	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	24120	5271	1434	1327	759	1590	1194	108	142	87	81	47	51	44	114	101	81	85	56	44	20	12	11	6	8	1	2	2	3	1	7	5	0	1	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	27514	6965	2822	2048	1325	1858	1405	461	342	276	194	177	122	104	157	170	103	108	72	56	34	23	22	20	15	4	8	3	6	3	9	7	6	1	1	1	0	1	1	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	23944	5107	1410	1325	759	1603	1211	115	140	84	84	52	42	48	135	144	91	82	61	38	26	11	14	10	9	3	2	1	3	1	7	5	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	27981	7027	2717	1969	1312	1855	1327	438	371	236	206	163	130	100	141	193	113	87	74	52	24	24	9	12	12	13	8	14	5	2	9	3	9	3	0	2	2	1	1	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south21_active	80	24435	5045	1290	1239	741	1550	1113	113	143	65	86	44	51	71	116	170	90	79	64	37	18	16	6	7	8	6	4	13	3	1	6	1	6	1	0	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	27649	7017	2776	2122	1308	1863	1352	443	380	233	195	132	133	107	145	169	127	78	67	46	25	24	8	10	15	14	7	12	5	4	7	5	5	1	0	4	3	1	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south22_active	80	24127	5031	1323	1342	720	1567	1161	115	140	65	83	36	60	69	126	144	105	65	56	27	16	17	6	6	8	7	3	11	3	3	4	2	2	1	0	3	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	27653	7035	2879	2143	1323	1911	1378	418	364	236	204	148	125	97	175	205	132	85	45	55	19	28	14	11	11	10	1	11	4	4	4	5	4	1	0	5	3	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south23_active	80	24148	5056	1394	1324	735	1612	1172	108	136	65	81	41	54	58	151	179	110	73	37	32	10	17	10	6	5	5	0	10	1	3	3	1	1	0	0	4	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	27522	7011	2961	2237	1351	1916	1379	420	353	250	207	144	139	104	221	199	169	100	44	61	19	24	21	11	10	9	0	9	4	6	11	4	3	1	0	4	1	1	1	9	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south24_active	80	24015	5054	1479	1389	759	1632	1171	98	132	63	75	33	61	57	191	177	138	91	38	34	12	11	17	7	3	4	0	8	1	3	10	1	3	0	0	3	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	27574	6951	2991	2279	1332	1857	1381	410	324	269	219	154	132	108	245	224	174	126	42	57	20	28	25	13	7	8	2	11	4	3	8	3	6	2	0	4	0	1	1	12	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	24137	4990	1476	1421	745	1574	1157	98	126	81	72	36	51	59	213	204	141	115	34	36	12	13	19	9	2	4	0	10	1	1	7	1	4	0	0	4	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	27699	7001	2928	2201	1335	1837	1425	422	331	274	215	136	133	106	247	212	153	116	53	56	24	28	23	13	15	9	3	9	3	4	9	2	7	2	0	1	1	1	1	12	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	24198	5115	1446	1382	738	1579	1210	105	133	88	80	34	51	59	215	187	121	104	46	39	18	12	14	11	7	5	0	8	1	0	8	1	4	1	0	1	0	0	1	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	27636	7143	2880	2168	1273	1865	1457	440	323	265	204	126	141	97	210	189	133	110	60	59	30	27	26	9	16	9	5	11	3	5	6	1	5	2	2	1	2	1	0	5	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	24088	5206	1404	1378	712	1617	1260	114	129	91	86	35	53	54	177	168	109	93	51	44	20	13	17	8	8	6	0	9	1	1	5	1	2	1	0	1	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	27582	7228	2858	2164	1274	1965	1530	467	359	253	224	140	133	101	184	168	134	114	60	52	32	26	26	8	14	8	4	11	5	5	5	0	6	2	5	0	2	0	1	4	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	24046	5264	1408	1390	718	1680	1327	119	140	87	105	41	48	49	153	151	118	96	53	36	21	10	17	6	7	4	0	9	1	1	5	0	4	1	2	0	0	0	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	27683	7191	2818	2173	1274	1925	1599	462	358	260	202	152	146	106	157	130	121	159	57	51	29	18	28	14	8	8	5	13	5	7	6	0	3	2	5	0	4	0	2	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	24137	5244	1394	1399	714	1642	1395	114	150	83	92	41	50	50	130	113	102	141	47	35	19	6	21	7	3	4	0	12	1	4	4	0	3	1	2	0	3	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	27873	7079	2809	2198	1255	1892	1534	470	372	268	208	161	130	102	149	151	108	174	65	40	28	17	25	20	4	6	4	12	7	5	7	1	2	1	3	0	5	0	2	8	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	24290	5138	1418	1368	673	1621	1316	108	152	80	80	41	42	46	123	131	90	160	48	31	18	7	20	12	0	4	0	12	1	4	5	0	2	0	2	0	4	0	2	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	27611	7084	2821	2146	1304	1966	1341	425	341	241	207	154	130	98	165	143	119	105	58	37	30	22	16	22	10	6	9	4	6	6	11	1	3	2	3	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0
0.03	south31_active	80	24212	5103	1401	1335	713	1683	1148	92	145	87	89	42	44	45	145	121	105	92	41	27	15	8	11	14	7	3	2	2	2	2	6	0	3	1	3	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	27925	7063	2787	2128	1325	1999	1330	446	323	259	208	157	139	103	156	177	100	119	51	38	28	26	20	22	6	6	8	6	7	5	11	1	5	3	4	2	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	south32_active	80	24445	5136	1375	1341	724	1695	1124	99	147	91	89	48	43	45	136	154	86	106	35	30	17	11	16	13	4	2	2	4	2	2	7	0	5	2	4	1	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	28348	6998	2741	2135	1378	2002	1377	434	326	271	206	158	140	117	163	192	128	137	70	31	24	28	23	20	6	7	7	7	8	4	11	2	5	3	2	2	0	1	0	0	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	south33_active	80	24875	4997	1341	1341	762	1693	1184	105	153	94	82	56	46	59	136	167	109	125	55	24	18	11	18	10	5	3	3	4	2	0	8	1	5	2	2	1	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	27981	6976	2693	2129	1346	1911	1389	429	337	265	200	151	134	120	158	194	122	118	74	34	25	22	19	17	9	11	5	12	5	5	9	1	5	3	1	1	0	1	1	0	1	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south34_active	80	24464	4998	1289	1347	757	1595	1188	113	150	89	73	48	50	61	131	168	105	109	57	25	15	10	11	8	6	6	2	11	1	0	6	1	5	2	1	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	25902	6563	2654	2048	1338	1763	1261	405	333	262	194	171	120	124	136	180	106	106	75	30	22	21	28	14	10	11	5	11	4	3	6	3	3	2	1	1	2	2	1	0	0	1	2	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	south35_active	80	22251	4515	1214	1219	707	1461	1065	118	140	79	66	50	44	62	109	154	83	96	58	23	10	9	16	5	6	5	1	10	0	0	3	3	3	2	1	1	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	23305	6269	2603	2016	1258	1570	1173	432	329	252	177	166	110	123	138	139	79	71	77	43	29	20	17	9	9	10	7	14	5	2	3	3	3	0	1	0	2	3	1	0	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	south36_active	80	19472	4163	1128	1130	647	1262	961	121	127	64	56	35	37	56	114	118	57	62	55	30	11	9	9	6	5	4	2	11	0	0	1	3	3	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	21068	5881	2563	1954	1239	1457	1082	462	325	272	189	162	114	121	129	146	87	69	63	47	34	25	20	13	1	7	8	11	3	0	4	2	0	0	1	1	3	2	1	0	1	0	0	0	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	south37_active	80	17129	3772	1088	1019	589	1139	845	124	113	74	59	36	37	44	104	126	65	58	43	33	14	14	14	7	0	2	2	7	0	0	1	2	0	0	1	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	20700	5822	2675	1966	1189	1370	1105	474	311	290	198	154	117	98	121	145	91	83	59	42	36	22	14	9	2	6	11	9	5	2	3	2	0	0	1	1	1	2	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	16769	3696	1102	1048	549	1045	851	137	100	79	64	37	34	35	101	119	71	70	43	27	14	14	10	5	1	2	4	3	0	1	1	2	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	20461	5711	2677	2010	1188	1389	1133	447	299	280	218	144	126	106	118	139	95	88	42	46	35	23	17	13	5	3	13	11	4	5	3	2	1	1	0	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	16518	3613	1101	1069	550	1067	877	126	83	71	76	34	37	32	99	113	75	73	30	31	15	13	12	8	4	1	5	5	0	3	2	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	20653	5808	2698	2043	1212	1331	1090	426	294	282	214	145	124	101	123	128	97	88	40	47	33	18	20	10	9	2	11	5	4	7	4	3	3	2	0	1	1	0	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	16738	3677	1070	1119	562	1022	840	128	85	76	76	29	34	26	101	103	77	73	26	32	19	10	15	6	5	0	4	2	0	4	4	1	3	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
