label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37
0.03	north9_all	80	926	889	567	180	259	72	179	173	56	59	24	14	11	5	4	16	6	6	2	1	6	0	1	0	0	5	0	1	1	2	0	0	0	0	0	0	0	0
0.03	north9_active	80	412	550	357	90	177	34	117	121	33	43	14	7	8	2	2	3	5	1	2	0	2	0	1	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north10_all	80	994	934	620	166	303	71	209	192	66	73	25	11	12	6	3	22	5	5	2	1	6	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north10_active	80	478	579	404	86	214	34	132	124	44	51	13	8	7	4	2	7	3	1	2	1	1	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north11_all	80	921	729	491	149	219	74	156	172	57	57	24	11	12	17	5	5	8	1	3	5	6	1	0	6	0	0	2	1	2	0	0	0	0	0	2	0	0	0
0.03	north11_active	80	414	456	310	71	122	35	93	116	36	34	15	6	8	15	4	3	6	1	0	3	1	1	0	4	0	0	1	1	2	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	928	761	505	149	226	65	147	146	60	51	25	12	14	15	4	4	7	1	2	5	4	2	1	6	0	0	2	1	1	0	0	0	0	0	1	0	0	0
0.03	north12_active	80	414	475	316	71	140	30	83	112	38	37	15	5	7	11	3	2	5	1	0	2	1	2	0	4	0	0	1	1	1	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	969	771	474	156	254	69	144	119	52	45	23	13	13	16	3	8	7	0	2	4	3	1	1	6	0	0	1	1	1	0	0	0	0	0	0	1	0	0
0.03	north13_active	80	439	453	287	78	144	38	86	86	32	32	14	4	7	12	1	3	5	0	0	1	1	1	0	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	971	791	557	175	286	72	174	154	57	57	26	9	14	12	8	8	5	0	1	4	2	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0
0.03	north14_active	80	443	462	331	87	182	37	111	112	39	38	13	3	7	7	3	3	3	0	0	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	964	827	578	190	288	71	198	154	59	82	26	10	11	7	6	10	3	1	1	4	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north15_active	80	448	463	345	103	177	30	138	116	39	56	12	7	5	5	2	4	1	1	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	946	907	633	187	310	67	187	179	51	91	27	15	8	8	7	13	3	2	1	6	10	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	443	530	394	97	195	19	133	132	35	63	13	12	3	6	3	6	2	1	0	4	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	907	912	608	178	281	71	170	173	46	99	21	19	7	10	6	7	6	3	0	5	10	1	1	0	1	1	2	1	1	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	432	528	393	92	191	19	116	124	33	71	11	18	2	6	2	4	2	2	0	3	9	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	884	906	569	168	246	69	167	158	55	96	20	22	5	9	4	4	7	2	0	5	12	2	1	0	1	1	2	1	1	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	416	531	364	80	170	21	117	113	33	74	8	19	1	5	2	3	3	1	0	1	12	2	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	886	863	588	176	223	53	186	139	74	93	28	22	4	5	6	6	7	2	0	2	9	2	2	1	1	1	2	1	1	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	407	497	378	89	150	22	127	97	47	68	13	14	1	2	2	4	2	2	0	0	9	2	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	921	880	606	182	262	66	249	133	93	72	26	19	5	5	8	6	5	4	1	3	8	2	1	2	1	5	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north20_active	80	415	518	377	94	164	35	174	94	59	53	10	8	3	3	3	5	1	4	0	1	8	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	1153	476	241	352	160	107	92	40	26	23	65	25	18	6	7	3	14	22	1	2	8	1	1	0	0	0	0	3	1	2	0	0	1	1	0	0	0	0
0.03	south21_active	80	574	239	104	228	87	64	58	19	11	10	46	11	16	0	1	1	9	11	1	1	4	1	0	0	0	0	0	3	0	1	0	0	0	1	0	0	0	0
0.03	south22_all	80	1152	463	211	348	154	105	89	44	23	20	63	24	15	5	8	3	16	21	0	2	7	0	0	0	3	0	0	2	1	2	0	0	1	1	0	0	1	0
0.03	south22_active	80	574	212	97	223	90	67	54	26	11	8	47	10	13	0	2	1	10	20	0	1	3	0	0	0	3	0	0	2	0	1	0	0	0	1	0	0	0	0
0.03	south23_all	80	1139	493	209	364	154	106	88	43	26	16	55	16	15	6	5	5	12	31	1	3	4	1	0	0	3	0	0	0	1	2	0	0	0	0	0	0	1	0
0.03	south23_active	80	534	246	96	217	88	65	44	24	6	8	39	5	12	0	2	2	7	26	1	1	2	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south24_all	80	1142	498	188	398	138	105	74	41	29	19	52	13	12	4	4	8	9	25	1	1	1	3	2	2	3	2	0	0	1	0	0	0	0	0	0	0	1	0
0.03	south24_active	80	554	251	81	250	73	57	35	25	6	12	35	1	9	1	3	5	4	20	1	0	1	2	2	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	1144	462	204	417	133	101	86	38	32	21	47	13	13	6	5	8	6	16	3	3	2	4	2	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	566	231	90	262	83	55	45	20	5	14	31	2	8	2	4	5	4	10	3	1	2	2	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	1157	459	216	455	133	111	77	34	27	27	61	15	11	5	9	11	9	15	4	3	3	4	2	2	1	2	0	0	0	0	0	0	1	0	0	0	0	2
0.03	south26_active	80	590	230	90	293	81	59	45	21	6	19	46	5	6	2	8	5	7	9	4	1	3	2	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	2
0.03	south27_all	80	1115	455	217	429	140	115	85	35	27	28	66	13	17	4	9	11	7	8	5	2	5	3	0	2	2	2	0	0	0	0	0	2	1	0	0	0	0	2
0.03	south27_active	80	597	226	91	273	92	69	53	21	6	15	48	7	10	2	8	6	6	4	4	1	4	2	0	1	1	2	0	0	0	0	0	1	0	0	0	0	0	2
0.03	south28_all	80	1055	455	238	401	138	111	78	34	26	29	60	12	14	4	7	6	16	20	4	0	5	0	1	1	2	0	0	0	0	0	0	2	1	0	0	0	0	2
0.03	south28_active	80	556	228	104	263	87	64	49	21	6	14	41	7	9	2	5	2	14	15	2	0	4	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	2
0.03	south29_all	80	1068	477	223	373	145	110	72	37	29	28	51	13	13	5	3	3	13	18	3	0	2	0	1	2	2	0	0	0	0	0	0	2	1	0	0	0	0	2
0.03	south29_active	80	567	238	98	249	90	60	38	21	8	11	32	8	8	3	1	1	10	14	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2
0.03	south30_all	80	1030	474	233	376	141	80	71	42	28	25	48	18	16	11	6	4	19	14	1	0	4	1	1	2	1	0	0	0	0	0	0	1	0	0	0	1	0	0
0.03	south30_active	80	532	235	102	244	85	39	34	26	9	9	28	11	10	6	2	1	16	13	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	1087	479	250	442	148	97	89	38	31	34	52	24	11	8	3	6	5	16	3	2	0	0	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0
0.03	south31_active	80	539	228	108	274	80	59	60	17	17	17	38	15	6	2	3	6	4	12	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	1126	479	248	419	148	94	86	40	27	38	63	30	10	6	5	6	8	12	2	2	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	572	236	110	254	86	52	53	17	15	23	44	16	7	1	4	5	7	12	2	1	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	1108	504	239	395	123	88	73	47	22	33	59	28	14	5	5	4	8	8	1	3	0	0	3	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	576	252	112	254	72	45	41	23	15	17	44	11	8	0	3	3	8	7	1	1	0	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	1121	502	224	346	125	81	71	48	22	26	53	24	14	4	3	5	10	5	1	2	1	1	3	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	606	250	100	214	65	36	38	23	8	12	35	7	8	0	1	3	9	4	0	1	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	1097	489	225	360	110	78	71	53	22	25	45	16	13	4	5	3	7	9	2	1	1	1	3	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	568	235	93	224	51	35	43	26	7	11	34	4	5	2	2	1	6	8	1	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	1104	470	205	352	130	80	81	48	26	22	48	13	11	3	4	3	8	17	3	0	2	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	564	226	86	227	59	42	48	25	9	10	36	4	2	2	2	1	7	13	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	1084	457	208	357	131	99	92	45	18	27	52	19	8	3	8	2	8	16	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	554	236	88	223	62	62	58	23	7	11	35	9	2	2	5	1	6	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	1089	474	199	380	128	96	97	33	20	29	52	22	13	4	7	1	4	14	2	2	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	555	253	93	251	68	59	61	18	10	11	34	13	8	0	4	1	2	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	1074	475	210	399	128	106	95	27	24	24	48	20	16	5	11	3	5	10	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	535	260	97	265	76	60	62	14	13	8	31	14	13	1	5	2	3	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	1057	496	222	412	135	112	90	44	25	17	43	19	15	7	10	4	11	12	2	2	0	0	0	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	531	255	112	263	76	57	59	24	14	6	31	14	12	3	3	2	7	10	2	1	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0
