label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173
0.03	north6_all	80	8538	2542	1654	1269	1003	815	566	737	1172	375	425	399	403	231	240	302	160	252	246	110	161	232	123	165	113	118	77	68	74	176	61	38	88	45	66	32	40	90	46	47	25	24	27	19	48	31	21	26	24	22	26	41	12	10	17	13	15	9	13	4	7	14	9	6	8	6	14	9	3	7	12	11	6	8	4	2	2	2	3	7	4	18	4	3	3	3	2	3	1	1	2	3	2	2	1	4	5	6	1	0	2	1	1	0	0	2	2	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	6223	684	595	343	523	426	126	483	1025	112	247	262	297	59	130	208	60	190	204	43	90	178	53	120	70	95	18	38	41	146	16	13	75	21	47	11	11	71	30	30	8	8	9	6	39	23	14	22	10	11	21	36	4	4	5	5	9	0	3	1	3	11	2	4	5	1	8	5	0	1	9	5	1	4	2	2	1	0	1	7	2	16	3	3	1	2	1	1	0	1	1	1	1	1	0	2	2	2	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	9467	2544	1707	1205	1057	826	598	777	1389	365	441	423	440	245	275	330	164	285	305	122	168	282	132	168	116	138	77	71	69	216	65	41	107	37	74	45	45	91	51	49	23	24	24	20	67	40	23	31	26	21	23	37	22	11	14	10	16	7	11	6	5	22	6	5	11	6	14	6	6	6	11	11	8	6	2	6	2	3	2	10	5	17	3	3	3	2	1	4	2	2	3	3	3	3	1	3	5	6	1	1	1	1	1	1	0	2	2	0	0	0	3	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north7_active	80	7312	592	640	362	598	461	138	548	1243	107	272	291	327	56	162	247	78	236	265	59	107	229	62	124	81	122	21	44	41	188	16	14	93	21	58	16	11	76	35	32	6	10	6	6	61	34	16	26	12	9	22	34	15	3	5	4	8	0	2	1	3	21	1	3	5	2	8	3	1	1	9	5	2	3	1	4	1	0	0	9	2	16	3	3	2	1	1	1	2	2	1	0	2	2	0	2	2	2	0	1	1	0	0	0	0	1	0	0	0	0	3	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north8_all	80	9922	2512	1721	1164	1118	866	619	815	1485	354	453	438	477	256	286	374	170	285	328	134	167	299	138	165	129	150	76	87	65	240	63	44	109	38	79	42	36	108	60	42	26	20	23	19	49	34	27	30	26	22	23	36	20	14	9	12	12	8	10	8	6	19	6	8	8	7	13	9	7	6	11	5	4	7	3	7	0	4	2	3	5	17	2	2	3	4	0	3	2	2	5	3	4	2	2	3	2	2	2	9	0	0	0	3	0	2	1	0	0	0	3	1	0	3	1	0	2	0	1	0	0	0	0	0	0	0	0	1	0	1	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north8_active	80	7791	557	671	390	674	493	151	599	1347	96	293	312	361	57	173	295	88	236	280	65	118	251	65	130	91	128	19	56	39	222	15	22	93	25	65	18	9	94	45	27	12	9	7	8	43	26	18	27	15	9	19	32	13	3	3	4	6	2	2	1	2	18	2	4	3	2	6	1	2	1	7	4	2	1	1	5	0	0	0	2	2	16	2	2	2	3	0	0	2	2	1	0	3	2	1	2	0	1	0	9	0	0	0	0	0	1	0	0	0	0	3	1	0	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north9_all	80	10149	2525	1762	1140	1107	856	615	777	1494	367	448	422	493	251	265	346	171	278	338	145	174	286	133	202	135	157	66	88	68	206	60	46	107	39	69	43	34	94	57	46	29	30	25	18	57	35	24	35	23	19	19	41	25	15	9	9	10	7	10	15	6	13	8	9	11	8	12	9	7	3	9	6	4	4	2	10	2	5	4	8	6	2	0	2	1	11	1	4	2	3	4	4	2	1	1	3	1	1	3	10	0	0	0	3	1	2	1	0	0	0	3	1	2	3	1	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north9_active	80	7982	552	674	389	658	469	150	566	1373	107	294	290	377	60	163	279	88	227	288	70	129	241	65	162	97	136	16	50	45	193	15	24	85	26	57	20	11	85	37	31	16	13	8	7	47	29	16	32	16	5	14	35	19	2	2	3	6	3	3	1	2	13	1	3	4	3	9	1	2	0	6	6	2	0	0	7	0	1	0	7	3	1	0	2	1	11	0	0	2	3	1	0	2	1	1	2	0	0	2	10	0	0	0	0	1	1	0	0	0	0	3	1	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north10_all	80	10234	2495	1722	1146	1068	839	620	748	1546	370	452	433	478	242	257	360	170	266	346	141	165	294	124	217	141	183	67	89	76	193	49	51	112	44	70	36	35	81	69	49	23	33	29	21	45	32	28	35	21	13	15	36	29	18	11	8	12	10	12	17	9	7	7	6	8	9	12	12	4	4	8	8	2	5	3	6	4	4	5	8	4	12	0	5	0	11	2	2	2	4	4	2	2	1	1	0	0	1	5	11	0	0	2	2	1	0	1	0	0	1	0	0	4	5	3	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	8032	552	672	379	635	462	156	545	1412	91	310	300	372	66	155	285	82	203	293	66	120	243	61	183	105	159	15	50	51	182	8	29	89	25	54	12	13	72	43	33	15	17	9	8	36	26	18	31	16	4	10	30	22	3	3	2	11	5	3	1	5	7	1	2	4	2	9	4	1	0	5	7	2	1	0	5	0	3	0	8	1	11	0	4	0	11	0	0	2	4	1	0	2	1	1	0	0	0	4	9	0	0	1	0	1	0	1	0	0	0	0	0	4	4	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	10247	2546	1671	1186	1150	943	575	725	1764	346	428	486	537	201	259	296	180	264	370	128	148	289	106	185	151	139	75	87	96	264	61	56	95	51	63	34	31	88	64	66	23	29	22	20	43	31	26	43	23	15	23	28	34	13	13	9	14	12	13	4	10	14	9	4	6	5	12	1	4	4	14	5	7	5	6	7	3	4	6	3	3	13	12	5	3	3	2	1	5	3	5	1	3	0	1	0	1	1	2	3	0	5	0	0	4	0	2	0	2	0	1	1	2	1	2	2	3	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0
0.03	north11_active	80	8151	537	713	367	646	540	146	501	1591	98	293	337	437	47	154	212	86	201	320	50	105	249	49	150	113	116	20	61	57	243	17	21	72	33	48	13	6	81	49	53	10	11	9	2	41	16	22	35	14	10	20	24	31	2	1	3	6	6	4	0	7	11	1	3	2	3	8	0	1	0	10	3	5	1	2	5	1	2	1	3	1	12	10	1	2	3	1	0	4	2	0	0	2	0	1	0	0	1	2	3	0	5	0	0	3	0	1	0	2	0	1	0	1	1	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
0.03	north12_all	80	10217	2545	1694	1187	1144	926	563	781	1617	366	444	494	569	198	280	329	197	273	355	126	164	301	96	218	154	153	75	89	82	239	54	52	79	40	80	38	38	135	65	64	23	23	20	24	42	27	28	31	24	15	18	28	31	13	12	9	18	9	11	9	14	22	9	7	6	1	12	2	4	8	15	5	5	4	8	7	4	5	7	9	6	5	10	6	4	5	2	1	3	5	4	2	2	0	1	0	1	1	2	2	0	4	0	0	5	0	2	0	2	0	1	2	1	1	2	0	3	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	1	0	5	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
0.03	north12_active	80	8131	589	712	359	643	531	137	560	1460	110	298	356	455	45	176	233	104	199	310	64	111	257	45	172	113	133	19	61	49	214	14	19	57	20	65	17	11	127	50	49	10	9	8	2	41	20	23	24	16	5	16	22	29	3	2	4	9	5	4	3	8	19	3	3	2	0	7	0	0	2	11	3	3	0	3	5	0	1	2	7	3	5	8	1	2	5	2	0	1	4	1	1	2	0	0	0	0	1	2	2	0	4	0	0	3	0	1	0	2	0	1	0	1	1	2	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
0.03	north13_all	80	10286	2554	1736	1167	1179	883	585	759	1668	374	485	474	511	204	292	332	195	269	372	133	167	305	112	200	124	172	78	94	76	227	46	43	90	55	72	39	38	135	64	50	31	29	20	24	45	22	29	32	23	21	14	30	28	16	15	8	22	8	11	11	11	22	11	10	7	2	7	1	8	8	13	4	5	3	8	6	4	5	5	10	5	4	10	3	3	9	2	1	4	4	4	2	2	0	2	0	0	0	7	0	0	4	0	2	6	0	1	1	1	0	1	1	1	1	1	1	2	1	1	0	0	2	0	1	1	0	5	0	0	1	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	8121	598	744	366	675	499	155	547	1513	103	331	346	404	49	180	241	108	200	325	72	114	264	56	162	82	151	21	62	51	196	12	14	69	31	59	16	13	128	48	41	12	13	7	3	43	16	24	24	15	9	11	25	25	5	2	6	10	4	2	3	4	19	5	4	2	0	4	0	0	3	9	2	3	0	5	4	0	1	2	7	2	4	9	0	1	9	2	0	2	3	1	1	2	0	0	0	0	0	6	0	0	4	0	2	5	0	0	0	1	0	1	0	1	1	1	0	1	0	1	0	0	2	0	0	1	0	5	0	0	1	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	10299	2568	1737	1221	1132	825	586	766	1568	367	492	474	531	221	284	322	165	239	393	134	169	286	114	197	104	175	74	102	75	169	50	37	89	55	74	38	40	144	52	44	27	25	22	24	48	29	33	41	20	18	17	29	32	13	14	10	20	7	9	14	14	23	13	17	5	4	2	3	8	7	10	3	3	3	9	3	4	5	4	10	5	4	12	2	2	9	2	1	3	5	2	1	2	0	2	1	0	0	6	1	0	3	0	2	4	0	0	1	1	0	0	1	0	1	1	1	2	1	1	1	0	2	0	1	1	0	5	0	0	1	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	8175	612	737	371	657	452	163	579	1417	100	336	344	422	49	174	235	94	168	334	71	111	249	60	159	71	153	22	66	48	142	13	11	71	31	58	13	15	136	42	33	7	9	8	5	45	18	22	34	9	7	13	25	30	5	2	8	10	3	1	4	5	18	8	6	1	0	0	1	0	3	6	2	2	3	5	1	0	0	2	7	2	4	12	0	0	9	2	0	1	4	1	1	2	0	0	1	0	0	5	1	0	3	0	2	2	0	0	0	1	0	0	0	0	1	1	0	1	0	1	1	0	2	0	0	1	0	5	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	10183	2494	1747	1191	1137	789	625	760	1567	344	500	434	539	244	270	314	155	260	393	130	173	309	131	172	105	178	67	101	74	161	64	52	98	55	61	45	41	144	43	26	29	30	24	25	56	36	36	48	15	17	25	23	40	12	11	11	24	12	12	13	16	11	14	13	7	8	8	3	10	6	6	3	1	6	9	2	2	3	3	9	1	1	11	2	3	7	1	0	4	3	2	0	0	1	2	2	0	0	5	1	0	1	1	2	3	0	0	1	1	0	0	0	0	2	0	1	1	1	0	1	0	0	0	2	1	2	5	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	8065	580	749	383	669	440	176	566	1427	94	344	321	430	51	166	239	80	189	332	64	114	274	68	138	78	154	22	63	49	143	19	16	77	36	47	16	14	134	31	18	9	14	14	5	48	26	23	40	5	7	18	19	36	3	1	6	12	7	3	2	6	5	7	4	1	1	7	2	0	3	5	2	1	5	6	0	0	0	2	4	1	1	11	0	2	6	1	0	4	3	0	0	0	0	1	2	0	0	4	1	0	1	1	2	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	2	5	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	10084	2442	1726	1162	1128	785	608	764	1509	356	497	385	524	241	256	323	174	265	357	147	177	275	126	167	111	181	61	80	86	169	64	56	106	58	67	42	39	135	34	33	26	30	21	24	62	41	35	49	10	11	32	26	42	6	13	12	15	15	14	12	13	10	12	11	10	7	12	4	8	4	6	3	1	8	7	2	2	3	2	5	0	0	9	5	4	7	1	1	4	3	1	1	2	2	2	2	0	0	0	1	0	0	1	2	2	0	0	2	4	0	1	0	0	2	0	1	1	0	3	1	0	0	0	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	7944	571	708	367	674	451	161	566	1370	106	355	284	414	49	146	257	92	193	295	65	123	249	60	133	84	143	18	42	57	156	22	15	83	42	47	8	13	124	24	27	9	9	15	8	55	29	20	42	3	4	24	22	36	0	1	5	6	5	5	1	7	5	6	5	4	1	11	3	0	2	5	2	1	7	5	1	0	0	1	2	0	0	9	3	2	6	1	1	4	3	0	1	1	1	1	2	0	0	0	1	0	0	1	2	1	0	0	1	1	0	0	0	0	1	0	0	1	0	3	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	10084	2447	1688	1114	1158	875	612	803	1542	368	502	403	542	236	254	322	181	306	312	153	176	283	117	193	120	151	74	72	83	200	63	67	107	61	93	40	40	111	38	35	31	24	23	24	66	44	31	57	12	17	36	32	24	4	17	9	15	16	12	9	13	9	13	10	11	7	12	5	5	5	6	4	2	8	5	3	3	3	2	7	0	1	3	6	5	6	0	3	3	3	1	1	4	3	1	4	0	0	0	1	0	0	1	0	0	0	0	1	4	0	1	0	0	1	0	0	0	1	3	0	1	0	0	1	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
