label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106
0.03	north6_all	80	29223	16619	6514	4536	5415	5546	2173	2633	1650	1162	1048	1703	897	582	645	486	450	342	289	226	262	522	158	150	337	132	119	95	212	76	54	73	55	91	66	50	66	25	40	32	25	23	14	16	32	19	10	27	9	17	16	16	6	19	11	12	5	7	3	23	3	7	10	4	2	0	0	1	0	2	3	6	2	0	1	2	2	1	0	0	0	0	1	3	1	0	0	2	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
0.03	north6_active	80	15301	9526	2970	2067	3023	3408	1048	1541	854	556	518	1019	463	227	356	232	212	148	124	86	120	301	75	71	206	49	45	39	138	39	27	31	21	44	38	21	37	10	20	12	12	10	4	9	22	10	4	19	5	14	4	4	1	10	7	2	3	4	2	8	3	4	10	1	2	0	0	1	0	1	0	0	1	0	0	2	2	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north7_all	80	30139	17194	6557	4460	5714	5785	2250	2741	1701	1255	1061	1837	936	604	671	473	421	358	309	236	286	552	152	152	357	140	107	99	201	85	55	60	58	88	70	56	69	32	27	33	35	29	14	16	29	22	15	27	9	16	17	10	4	14	20	15	7	14	3	6	5	6	5	3	4	1	0	3	0	3	3	5	2	0	3	0	2	1	1	0	0	0	1	2	0	0	0	1	1	0	3	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0
0.03	north7_active	80	15998	10002	3043	1993	3350	3518	1089	1601	891	599	530	1177	490	252	374	235	197	150	130	96	141	326	83	74	195	57	36	38	129	44	26	24	18	47	42	24	35	17	12	17	17	13	6	9	23	11	6	16	4	15	5	3	0	2	8	7	4	11	2	4	5	3	5	1	4	0	0	2	0	1	1	0	1	0	1	0	1	1	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north8_all	80	30065	16983	6593	4423	5745	5715	2248	2727	1648	1268	1054	1873	961	624	681	480	413	350	288	240	267	562	156	159	332	144	107	94	192	87	76	62	62	71	88	70	60	37	26	29	35	27	15	16	40	23	16	19	9	22	18	8	5	18	25	11	5	23	2	17	4	3	6	3	5	1	0	5	0	2	3	5	1	5	3	0	1	1	1	0	0	0	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
0.03	north8_active	80	15878	9858	3014	1976	3376	3478	1084	1582	901	597	544	1237	500	285	376	228	196	156	131	109	140	354	78	72	177	64	39	35	118	49	42	25	23	41	55	38	29	23	10	16	20	14	9	8	31	12	6	10	4	20	7	3	1	8	16	9	2	11	1	9	4	2	4	1	4	0	0	3	0	0	1	0	1	5	1	0	0	1	0	0	0	0	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	29789	17223	6595	4446	5773	5760	2254	2695	1692	1272	1046	1910	994	618	674	510	406	340	302	236	253	579	149	175	314	147	103	100	221	89	72	52	69	71	76	67	53	48	29	23	41	30	19	19	34	15	17	15	6	16	12	7	3	16	21	13	6	18	1	18	4	3	3	2	4	1	0	6	0	1	2	7	0	5	2	0	1	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north9_active	80	15689	10062	3041	1963	3451	3501	1078	1549	930	611	532	1241	518	307	371	241	185	152	143	107	132	363	66	74	159	66	40	32	147	52	36	23	29	45	43	37	29	36	12	13	24	17	10	11	15	7	7	8	1	14	6	4	2	10	10	8	3	7	1	9	4	2	0	2	3	0	0	4	0	0	1	2	0	5	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	29882	17211	6580	4366	5739	5635	2242	2646	1666	1261	1039	1844	993	600	649	490	401	332	293	232	255	567	175	161	294	151	102	96	238	77	76	60	61	63	96	53	50	50	33	18	37	29	21	19	40	16	13	18	7	16	15	4	9	14	12	19	4	12	4	20	3	4	6	2	4	0	1	4	0	2	2	4	1	5	1	0	1	0	0	0	4	0	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
0.03	north10_active	80	15916	10007	3032	1925	3428	3407	1064	1526	907	586	517	1166	512	281	337	232	189	161	135	108	140	367	75	69	163	74	39	30	159	39	42	24	27	40	54	31	25	34	19	10	23	18	11	10	19	6	4	12	1	14	7	1	6	11	9	12	1	2	3	12	3	2	3	2	1	0	0	2	0	1	1	3	0	5	0	0	0	0	0	0	3	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	28366	16195	6597	4551	5127	4975	2111	2582	1503	1225	1025	1798	926	621	631	488	384	324	291	278	247	436	180	185	300	176	98	83	215	69	70	72	55	89	72	62	58	37	27	40	31	14	22	10	46	19	12	18	14	15	20	11	6	18	18	9	4	11	8	7	2	1	3	2	8	3	1	1	2	1	2	0	0	4	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	14889	9212	2891	2001	2964	3074	1005	1471	775	570	489	1114	494	262	325	254	173	146	126	128	121	254	73	87	211	91	42	31	143	29	39	25	25	55	46	33	25	20	15	20	14	7	9	3	27	7	5	10	8	10	12	8	5	15	12	7	3	9	3	2	1	0	0	1	7	2	1	0	2	1	2	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	27679	15510	6519	4658	4768	4780	2088	2435	1456	1218	987	1715	903	578	642	465	381	319	278	250	233	412	185	172	312	173	107	89	211	68	66	69	52	75	72	66	62	31	29	39	28	13	26	8	38	17	14	24	16	19	21	9	6	11	15	6	5	9	8	2	2	2	3	3	7	1	1	2	0	1	3	0	1	3	0	0	0	0	0	0	0	0	2	1	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north12_active	80	14283	8680	2859	2097	2744	2902	977	1363	744	552	472	1055	491	247	319	234	172	144	111	115	120	265	76	74	217	94	48	39	148	20	39	21	23	49	47	39	30	12	13	18	12	6	10	1	28	8	6	13	9	9	11	6	5	8	8	5	3	7	3	2	1	0	1	2	7	0	1	0	0	1	2	0	1	3	0	0	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north13_all	80	26911	14811	6453	4795	4684	4622	2031	2387	1449	1214	985	1679	873	573	624	451	368	319	280	246	231	437	175	139	287	167	101	95	167	71	68	70	52	82	72	58	51	28	34	28	26	14	24	8	28	20	14	17	15	22	20	15	4	8	22	3	4	6	6	3	2	2	3	3	1	2	1	1	0	1	3	0	3	0	1	0	1	0	0	1	0	0	1	1	0	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north13_active	80	13666	8187	2858	2199	2663	2800	946	1299	723	528	462	1007	460	238	317	213	163	136	121	107	112	271	75	62	191	81	46	40	119	18	32	24	24	52	50	35	25	8	11	10	14	6	11	2	21	10	5	7	9	10	8	10	4	6	15	3	2	5	1	1	0	0	1	2	1	0	1	0	0	1	2	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north14_all	80	27150	14750	6470	4701	4728	4608	2047	2404	1484	1214	997	1630	827	565	611	461	379	326	271	249	233	437	173	138	256	168	102	112	202	72	71	79	53	76	61	61	44	25	36	29	27	19	25	11	18	17	14	21	15	20	13	15	4	7	21	5	5	4	4	4	4	2	1	4	2	2	0	2	0	1	2	1	4	0	1	0	1	0	0	1	0	0	1	2	0	3	2	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1
0.03	north14_active	80	13632	8161	2905	2114	2675	2757	939	1311	691	549	467	963	445	257	302	214	164	144	129	114	106	290	78	53	160	86	51	51	152	22	33	31	28	47	42	41	20	10	8	12	15	8	13	6	12	9	7	9	9	8	5	8	4	6	19	4	3	3	2	2	1	0	1	1	1	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
0.03	north15_all	80	27003	14859	6592	4632	4828	4714	2022	2374	1481	1222	985	1637	844	586	628	453	372	350	268	249	254	441	162	148	277	156	101	112	184	76	74	69	54	83	62	50	41	29	34	21	29	21	18	14	21	17	16	14	14	11	13	16	4	4	18	6	5	6	7	5	7	1	3	5	2	3	4	2	0	3	2	2	4	0	2	0	1	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north15_active	80	13522	8257	2989	2128	2716	2833	913	1311	695	551	453	956	455	266	317	203	163	150	139	124	111	276	63	60	164	79	50	55	135	32	28	30	31	54	38	31	17	13	8	8	14	8	13	7	13	8	11	9	7	4	6	9	2	4	18	5	4	5	4	2	3	0	2	2	1	0	4	1	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north16_all	80	27868	15674	6578	4542	5068	4885	2104	2503	1488	1240	999	1763	824	604	628	468	407	371	282	255	240	426	187	162	320	152	99	123	220	72	80	70	55	92	55	47	52	27	32	23	25	26	16	17	30	17	12	15	16	8	15	17	7	5	11	7	4	4	6	5	9	2	2	4	2	4	4	1	0	3	6	3	2	0	3	1	0	1	0	1	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north16_active	80	14235	8830	3022	2059	2835	2935	929	1430	687	597	468	1036	449	283	322	228	187	168	144	125	107	257	83	69	213	85	47	64	161	33	32	32	27	61	27	30	29	12	9	11	9	10	12	8	20	6	10	8	10	3	9	9	3	3	10	6	2	3	4	3	4	1	1	1	1	1	4	1	0	1	3	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north17_all	80	28969	16295	6651	4567	5201	5272	2143	2561	1528	1239	1019	1844	871	587	664	464	421	345	320	271	246	442	188	174	319	144	91	105	208	68	80	58	60	93	74	48	59	40	32	25	30	28	15	16	37	14	13	9	14	23	18	10	8	8	12	5	4	7	6	8	10	1	5	2	1	4	4	0	0	3	7	2	0	0	3	1	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north17_active	80	15036	9144	3088	2062	2954	3153	946	1527	752	593	493	1121	469	268	334	236	202	156	160	126	118	260	84	84	202	76	42	54	149	34	31	26	28	61	31	25	35	18	11	12	14	11	9	8	21	3	9	6	8	16	12	4	4	4	11	3	2	3	3	6	5	1	3	1	1	1	4	0	0	1	4	0	0	0	2	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	30007	17091	6642	4497	5451	5562	2141	2617	1573	1227	1014	1878	873	595	680	489	467	315	305	285	262	482	192	177	318	165	97	107	215	76	74	53	61	106	82	40	57	38	33	26	27	33	15	14	37	9	12	13	11	23	18	9	10	12	6	11	2	8	5	9	8	1	6	0	4	4	3	3	0	2	7	1	0	0	4	2	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north18_active	80	15798	9699	3093	2013	3137	3354	953	1514	780	592	482	1141	469	262	359	251	236	160	146	133	126	270	88	90	210	93	44	54	158	35	33	24	24	67	33	22	40	17	14	15	16	14	7	9	17	1	8	10	7	16	14	2	6	4	2	9	1	2	3	8	4	1	4	0	1	1	2	3	0	1	4	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	30307	17235	6625	4537	5557	5634	2165	2600	1596	1212	1038	1875	949	606	663	510	458	305	287	281	283	525	183	162	296	157	102	87	193	70	77	55	67	92	83	52	52	46	29	27	26	31	21	13	42	10	9	15	8	20	15	9	9	19	5	11	1	12	4	17	4	1	5	0	6	3	1	3	0	1	5	0	0	6	3	2	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north19_active	80	15940	9757	3115	2020	3223	3438	995	1481	830	592	489	1154	529	259	350	259	235	153	133	131	127	326	92	85	184	87	43	39	142	32	38	19	26	53	37	31	32	18	13	14	17	13	8	8	19	4	6	11	4	15	11	3	7	10	2	7	1	3	3	15	3	1	4	0	3	0	0	3	0	1	4	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	30099	17176	6708	4479	5555	5593	2126	2463	1644	1211	1059	1864	972	612	606	538	427	301	282	274	299	559	170	152	294	162	106	85	220	69	74	56	58	90	75	61	57	46	28	26	24	30	29	12	31	12	8	13	11	19	11	10	10	19	6	9	3	10	5	17	2	1	4	1	5	2	2	6	2	1	4	1	1	6	2	3	1	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north20_active	80	15957	9760	3121	1979	3225	3437	995	1364	852	589	489	1142	551	252	326	266	213	153	129	143	138	353	86	72	189	83	43	41	162	36	33	17	25	56	46	38	34	19	16	14	15	13	8	6	11	6	7	10	5	13	9	6	8	10	2	7	2	3	3	11	2	1	4	0	2	0	1	6	1	1	3	1	1	4	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	25030	26119	9610	10328	7030	5548	2247	2479	2124	2451	1294	1953	798	1506	660	583	389	348	762	474	505	203	426	369	180	224	207	90	113	85	99	62	64	50	54	45	40	32	62	32	59	38	54	17	17	27	15	40	7	20	16	5	13	10	8	4	4	5	6	4	4	1	1	8	3	3	1	5	0	6	2	3	0	2	2	1	0	2	0	0	0	2	5	0	0	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	12144	16367	5337	6618	4298	3489	1104	1410	1281	1477	714	1255	404	926	376	336	171	178	479	296	289	108	274	267	95	146	142	41	57	43	54	28	31	28	38	25	27	20	35	17	41	23	33	7	6	16	9	18	4	17	8	1	9	4	2	1	2	3	0	3	2	0	0	6	1	3	1	3	0	5	1	1	0	2	2	1	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	25023	26115	9610	10543	7012	5677	2244	2497	2108	2501	1294	1917	852	1439	689	609	391	380	722	445	516	203	423	362	169	217	209	77	117	79	115	63	63	47	55	37	32	33	68	26	41	38	51	19	18	26	16	42	6	23	25	4	20	6	7	4	5	6	5	4	4	0	1	11	2	3	1	8	0	7	1	0	1	3	1	2	0	2	0	1	0	2	5	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0
0.03	south22_active	80	12030	16281	5388	6834	4317	3604	1124	1429	1264	1492	709	1214	429	909	389	338	175	192	441	268	305	100	268	236	87	148	132	30	68	36	64	29	27	25	38	22	22	21	29	11	26	27	30	10	7	16	9	25	2	17	16	1	12	3	2	0	3	3	2	3	1	0	0	9	1	3	1	8	0	6	1	0	1	2	1	1	0	1	0	1	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	25063	25991	9535	10577	7015	5647	2221	2613	2125	2466	1215	1981	833	1511	699	596	398	384	751	476	571	195	443	331	171	221	241	89	102	62	110	64	59	55	67	34	32	35	57	27	36	24	27	23	20	21	14	23	11	18	23	4	16	3	6	5	3	10	3	3	3	2	1	8	2	1	2	8	1	6	1	0	2	2	1	2	0	1	0	1	0	0	5	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south23_active	80	11996	16268	5395	6870	4318	3622	1122	1515	1269	1499	667	1272	414	968	395	300	167	175	471	279	351	92	292	215	86	142	153	34	53	33	59	29	27	35	43	14	17	20	22	13	21	14	9	15	9	11	8	17	7	11	17	2	9	2	4	0	1	8	2	2	2	0	0	6	1	0	1	8	0	5	1	0	1	1	1	1	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	24971	26289	9471	10440	6953	5507	2124	2626	2162	2478	1233	1848	856	1597	674	616	399	392	694	474	551	189	435	269	186	196	231	92	93	65	100	56	65	50	69	34	34	34	54	27	33	21	38	24	19	18	17	52	11	19	29	6	15	5	7	6	2	10	3	1	3	3	1	5	1	1	1	7	1	3	0	4	2	1	0	1	0	1	0	1	0	0	5	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south24_active	80	11867	16412	5378	6601	4320	3471	1054	1516	1272	1507	658	1206	426	980	368	313	167	195	430	282	355	86	286	152	85	117	145	36	44	34	50	27	30	29	40	12	14	20	19	12	22	13	13	13	7	10	8	46	7	12	21	2	7	5	5	0	1	7	3	1	2	0	1	5	1	0	0	6	0	3	0	1	1	0	0	0	0	0	0	1	0	0	2	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	24749	25517	9162	10254	6816	5320	2070	2479	2107	2403	1259	1752	822	1557	641	579	400	370	724	511	508	206	418	319	200	186	225	94	99	75	102	54	71	50	54	37	40	42	48	30	30	15	71	22	16	9	27	51	12	24	39	5	7	8	8	5	3	8	3	2	3	3	1	3	1	2	2	1	1	2	1	5	2	3	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south25_active	80	11782	15803	5156	6293	4202	3269	1023	1409	1221	1498	684	1148	390	923	343	284	156	190	450	340	319	88	270	202	83	104	145	34	53	37	58	21	30	30	26	11	18	21	19	14	18	7	43	10	6	5	17	41	8	17	20	2	5	7	5	0	1	6	2	2	3	0	1	1	0	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	24284	24306	8940	9647	6556	5026	2033	2400	1979	2336	1243	1607	747	1441	624	590	392	358	717	497	469	199	390	316	196	190	216	84	97	90	96	50	72	48	53	39	56	43	31	31	33	17	87	19	14	17	28	53	13	28	31	5	6	8	10	3	1	5	5	1	5	5	2	3	2	2	2	1	1	1	1	5	0	3	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south26_active	80	11377	15258	4912	5840	4023	3077	972	1322	1130	1495	666	1042	343	855	340	321	159	177	484	337	285	82	230	209	90	115	141	34	46	45	54	21	32	24	29	16	31	22	14	13	22	9	56	7	4	11	17	40	5	22	14	2	4	6	5	0	0	2	2	1	5	0	2	1	1	2	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	23829	22799	8567	9275	6337	4994	2050	2247	1967	2273	1176	1574	694	1354	626	573	386	314	701	486	443	204	349	321	205	197	205	93	104	96	101	53	64	56	54	45	55	41	28	27	27	20	82	16	16	25	28	36	9	28	22	9	4	5	6	2	4	5	5	1	5	2	2	4	2	2	3	2	0	1	1	1	0	3	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south27_active	80	11006	14199	4602	5582	3870	3012	952	1212	1117	1381	638	981	308	885	338	335	167	144	466	321	241	75	217	212	97	118	123	37	50	44	59	25	28	30	27	23	32	15	15	10	16	10	59	6	7	15	18	23	1	18	8	3	2	3	2	2	2	3	2	1	3	0	2	2	1	2	2	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
