label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108
0.03	north6_all	80	38787	12798	13140	5552	5757	7066	2574	2643	1670	1272	1362	1504	835	697	698	554	470	532	336	717	416	248	231	159	346	167	193	111	95	193	176	99	90	107	52	46	110	33	42	36	23	34	28	20	31	25	16	8	10	26	10	8	9	9	7	24	4	4	4	1	3	2	1	1	1	2	2	3	3	3	0	6	0	3	2	2	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north6_active	80	26414	3890	10261	2321	4021	6068	1143	1703	723	365	694	1130	308	226	378	196	113	333	81	598	291	100	97	36	298	91	141	29	22	157	147	61	63	84	5	14	94	3	9	9	8	20	17	6	23	12	4	6	7	22	7	2	5	8	2	22	3	3	1	0	1	1	1	1	0	1	1	3	0	0	0	3	0	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	38518	12743	12991	5619	5951	7176	2620	2650	1673	1263	1353	1502	823	686	667	541	470	489	334	679	422	248	218	146	315	155	204	107	96	173	177	102	84	101	54	55	102	30	40	37	23	33	21	21	41	18	18	11	8	22	15	7	9	10	7	11	1	7	4	5	3	5	6	2	5	1	5	5	1	3	2	5	1	3	2	0	0	5	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north7_active	80	26057	3862	10134	2422	4169	6175	1188	1698	735	341	688	1104	313	225	340	193	107	313	76	563	299	111	93	29	270	81	156	26	23	141	143	65	59	78	8	16	82	5	10	10	9	18	12	5	33	10	4	9	5	19	10	2	5	8	1	10	0	3	1	3	2	3	5	1	2	1	5	5	0	0	0	3	0	1	1	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	38409	12747	12735	5552	5994	7264	2558	2728	1716	1270	1297	1566	854	679	630	539	451	460	329	672	401	240	220	144	370	149	179	107	106	175	191	104	91	98	51	46	87	32	37	42	27	34	18	20	52	29	15	12	21	7	16	7	19	11	10	12	3	5	4	8	3	5	12	2	4	1	5	5	1	3	2	4	2	2	2	0	0	5	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	25929	3903	9829	2348	4202	6257	1178	1761	798	331	649	1158	340	223	319	199	106	295	83	572	280	104	96	26	331	75	135	24	31	152	167	64	65	79	8	13	67	9	8	11	9	21	12	5	43	17	4	9	18	6	11	3	17	8	3	10	1	2	1	4	2	3	11	0	2	1	5	5	0	0	0	3	0	0	1	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	38146	12643	12911	5671	6174	7014	2572	2720	1739	1305	1273	1507	846	669	652	519	455	485	317	664	353	231	208	157	324	151	198	105	111	176	194	122	109	85	46	48	82	30	37	36	24	41	17	19	51	23	14	15	24	4	13	9	18	8	5	10	5	4	3	9	5	5	14	3	6	2	8	2	1	2	4	1	3	2	1	2	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	25671	3856	9920	2458	4375	5985	1172	1755	808	349	652	1100	343	216	312	178	109	311	80	574	236	104	85	29	288	84	153	23	35	155	163	78	85	69	11	12	62	11	7	9	6	27	12	6	42	14	5	11	19	3	8	4	17	5	2	8	3	1	0	4	5	3	11	1	3	1	7	2	0	0	0	1	0	0	1	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	38472	12566	12955	5612	6079	7196	2533	2723	1790	1344	1275	1515	852	706	670	535	444	494	306	671	315	231	207	174	376	159	181	112	110	205	195	114	110	74	49	45	68	31	33	29	30	34	19	22	37	33	16	15	24	7	10	12	26	6	6	7	6	2	3	7	8	5	12	4	4	2	8	3	4	1	3	1	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	26033	3846	9956	2373	4314	6145	1137	1780	858	359	647	1127	340	233	347	181	106	309	76	575	219	107	92	39	337	84	130	30	34	184	168	74	85	56	9	8	52	9	4	5	6	22	14	9	26	25	5	10	20	3	6	4	24	4	3	5	3	1	1	4	6	2	10	2	3	0	7	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	38651	12659	13280	5631	6023	7118	2594	2678	1825	1332	1204	1433	838	632	650	501	471	540	347	587	373	230	232	183	329	161	197	116	103	167	180	86	65	130	58	44	76	31	38	38	26	66	31	24	7	29	11	24	14	23	8	7	20	9	3	8	12	7	10	1	12	14	19	3	1	4	2	0	4	0	0	1	2	0	0	0	1	0	0	0	3	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north11_active	80	26060	3763	10163	2388	4231	6082	1149	1728	840	372	619	1050	318	202	302	158	99	334	76	505	249	89	123	47	274	76	141	28	36	137	144	57	47	113	12	10	51	5	11	6	11	47	15	7	4	21	1	17	9	20	3	1	13	3	1	3	3	5	2	1	5	9	19	1	0	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	38405	12681	13213	5679	5992	7275	2561	2765	1797	1336	1160	1428	850	630	642	531	467	517	325	612	385	229	202	190	342	166	204	103	107	147	178	78	99	134	58	38	61	32	39	32	24	54	23	27	22	31	15	24	11	13	10	9	18	11	6	8	8	7	10	0	9	9	6	2	2	4	2	0	2	0	1	1	2	0	1	1	1	0	0	0	2	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north12_active	80	25788	3784	10138	2437	4126	6241	1118	1766	833	377	569	1052	334	197	319	168	101	332	68	511	288	96	97	49	285	82	148	25	31	120	134	58	78	112	15	8	40	7	10	5	7	37	9	8	19	24	3	16	6	10	4	2	13	5	2	4	3	5	2	0	4	4	6	1	1	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	38419	12780	13119	5604	5839	7092	2542	2668	1854	1333	1141	1490	864	660	681	540	448	488	310	588	381	230	211	166	361	173	186	110	102	155	193	93	97	128	61	45	69	32	41	34	25	49	30	22	23	38	17	18	12	14	15	12	11	6	7	8	8	7	12	0	5	7	2	2	2	2	3	1	1	0	1	1	1	0	2	1	1	1	0	0	1	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	25848	3771	10048	2349	3985	6081	1085	1668	870	354	558	1077	329	195	325	173	101	312	67	479	285	92	102	47	304	82	141	32	30	126	154	72	72	100	19	9	52	8	8	5	6	33	13	7	20	30	4	11	10	10	6	3	7	5	4	5	3	4	2	0	3	3	2	1	1	2	3	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	38472	12843	13313	5667	5842	7109	2612	2588	1740	1311	1177	1470	857	672	644	591	457	496	310	593	376	229	204	155	385	185	205	107	114	201	177	104	102	136	57	46	74	33	38	30	24	38	32	15	32	33	19	11	22	12	13	11	13	8	13	10	2	7	7	2	4	6	2	2	2	3	2	1	1	1	1	1	1	0	3	1	0	1	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	1	0	0	1	5	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	25820	3849	10193	2412	3989	6103	1183	1613	818	371	578	1063	321	206	304	190	111	315	62	481	275	80	88	38	329	88	160	31	32	171	137	76	87	105	17	9	58	9	8	6	5	23	17	2	28	24	4	5	18	8	6	2	8	7	5	7	1	6	0	2	2	4	2	2	1	2	2	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	38424	12801	13273	5657	5911	7171	2598	2539	1723	1322	1261	1464	843	695	664	581	422	513	327	592	362	240	224	169	366	179	197	118	118	200	224	99	92	143	62	44	71	34	41	31	28	41	25	12	36	33	22	21	24	11	10	11	13	7	15	9	1	5	7	6	4	5	1	1	0	1	7	1	3	1	0	1	1	0	2	2	1	1	0	1	0	0	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1	5	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	25874	3829	10234	2426	4081	6196	1171	1604	796	374	619	1067	327	226	313	188	97	332	67	474	262	87	99	47	305	81	152	35	44	165	189	67	72	110	20	11	52	7	13	4	6	24	18	4	31	24	3	16	20	7	4	2	8	5	6	7	1	3	2	3	1	5	0	1	0	0	7	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	38451	12727	13371	5654	6066	7252	2617	2549	1676	1361	1293	1430	803	720	612	549	443	491	340	617	342	236	224	167	342	193	200	109	122	223	248	108	94	121	56	48	73	46	37	28	27	34	22	14	36	32	23	29	20	14	8	9	13	5	10	8	2	5	8	8	3	2	1	3	1	2	5	1	3	1	0	4	1	0	1	1	1	2	0	1	0	0	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	25969	3786	10293	2435	4208	6261	1169	1652	784	384	647	1051	321	269	281	180	104	326	70	517	236	87	98	46	283	77	146	26	44	174	211	72	73	95	14	12	55	10	12	4	6	19	16	3	32	24	1	25	17	10	5	2	7	3	3	7	0	3	3	4	1	2	0	2	1	0	5	1	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	38496	12673	13092	5743	6138	7040	2610	2566	1755	1388	1300	1447	811	732	616	521	404	508	361	655	340	252	202	150	336	174	207	116	117	194	228	117	93	120	50	42	108	48	36	28	25	36	25	19	33	24	23	28	19	14	14	13	11	4	10	7	4	5	6	7	3	3	1	2	1	2	5	2	3	2	0	4	0	1	0	1	2	1	0	1	0	0	1	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	25926	3782	10043	2452	4226	6072	1158	1672	836	379	679	1059	309	254	293	173	96	331	81	556	244	111	96	46	283	70	153	25	46	148	202	72	64	99	14	10	91	11	11	3	6	20	17	6	29	19	1	23	14	10	8	3	8	1	4	7	0	3	3	3	0	2	0	1	1	0	5	2	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	38578	12790	13059	5680	6045	7001	2651	2652	1775	1352	1289	1472	812	715	636	483	434	492	361	694	352	263	192	157	383	164	196	111	111	168	221	129	96	98	50	43	113	45	27	28	23	34	29	19	48	23	18	28	17	23	13	15	6	9	9	1	4	2	5	6	2	3	2	4	3	1	3	2	3	1	0	3	0	1	1	0	2	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	26073	3856	9937	2347	4135	6010	1176	1711	865	365	661	1087	295	256	327	165	92	312	81	599	241	111	94	37	331	70	139	29	43	125	200	87	65	78	11	9	98	11	6	2	10	20	17	6	41	18	1	22	14	19	8	5	5	6	3	1	0	1	2	2	0	2	1	2	2	0	3	2	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	38956	12817	13118	5769	5882	6793	2588	2663	1775	1335	1252	1572	799	726	631	494	443	496	364	671	329	260	200	154	401	151	203	109	100	165	190	132	102	100	40	48	112	34	27	28	21	36	34	19	46	28	15	20	24	23	12	17	4	8	7	3	5	4	5	1	4	4	1	6	2	1	0	4	2	1	0	3	0	1	3	0	1	0	0	0	0	1	5	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	26228	3891	10029	2373	4015	5787	1160	1711	858	377	644	1156	276	254	324	174	105	298	78	576	210	100	87	38	354	79	146	26	37	120	167	85	77	78	7	7	97	8	6	5	9	18	21	7	39	22	4	9	21	19	6	4	4	6	2	3	2	2	2	0	1	3	1	3	1	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	39020	12785	13089	5805	5837	6787	2586	2733	1773	1340	1273	1542	780	727	619	501	442	519	381	652	339	249	207	161	384	176	229	111	133	177	185	121	106	95	42	48	94	32	25	35	29	31	32	19	58	34	16	21	26	24	9	11	3	15	6	3	4	6	6	0	3	2	1	5	3	2	0	3	2	0	0	0	0	2	4	0	1	0	0	1	0	1	5	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north20_active	80	26367	3931	10043	2402	4001	5779	1148	1723	805	378	657	1137	275	249	329	181	108	318	76	556	217	92	83	37	343	96	169	28	50	139	157	90	84	71	4	10	83	9	5	6	16	15	21	5	49	29	4	10	24	19	4	2	2	13	2	3	4	3	3	0	1	2	1	2	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	38828	12604	13029	5653	5915	6943	2486	2624	1771	1361	1308	1590	842	672	662	542	442	499	316	685	333	234	219	186	363	151	222	100	121	177	229	98	109	69	51	60	76	36	36	24	31	22	14	22	58	34	9	6	29	14	6	15	16	17	6	8	6	8	3	6	3	1	8	5	3	3	1	1	0	1	2	1	3	2	1	2	1	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	26315	3887	10026	2382	4146	5944	1106	1688	787	370	651	1121	334	218	334	201	100	297	68	571	222	100	112	52	307	81	172	37	33	147	197	52	71	49	11	13	59	4	8	2	12	12	9	5	55	24	5	4	24	8	4	9	12	11	2	6	3	4	3	5	1	1	8	4	0	0	1	0	0	0	2	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	38939	12690	12962	5586	5859	7051	2473	2592	1747	1356	1285	1614	853	649	683	544	431	470	319	666	292	242	218	189	353	145	221	120	111	186	222	107	168	77	46	49	74	38	34	21	36	23	20	25	49	33	9	10	37	14	5	16	13	15	6	12	6	5	3	6	3	3	5	5	2	1	3	2	0	2	2	1	2	1	1	2	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	26349	3952	9959	2308	4105	6055	1085	1664	779	347	655	1124	348	208	329	195	86	286	71	563	190	96	118	56	297	83	175	39	44	157	198	70	99	56	6	13	60	4	6	0	13	14	11	6	48	18	3	7	31	8	3	7	8	10	2	10	1	2	3	4	1	2	5	4	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	38853	12730	13187	5596	5740	7212	2524	2633	1717	1339	1284	1600	840	651	644	519	434	459	326	638	330	234	225	166	361	157	217	122	102	180	217	118	170	66	34	42	61	33	29	28	40	30	19	25	12	33	9	16	32	17	6	15	17	10	6	11	5	3	4	5	2	3	3	4	1	1	3	3	1	2	0	3	1	1	1	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	26157	3870	10155	2304	4026	6224	1127	1709	764	331	644	1129	330	209	298	169	90	267	69	540	225	95	118	48	295	84	176	41	37	148	194	76	112	54	5	14	44	5	5	1	12	19	11	8	11	21	3	11	27	13	3	4	13	4	1	8	0	1	2	3	1	2	3	3	0	0	2	1	0	0	0	3	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	38974	12815	13182	5652	5761	7187	2579	2624	1688	1285	1321	1579	851	665	657	490	407	479	318	559	353	254	209	162	362	148	226	131	92	202	205	109	176	85	39	29	45	32	26	38	39	25	21	25	15	29	13	21	26	20	6	13	11	8	7	16	5	2	4	5	2	4	2	1	1	1	9	4	1	2	0	3	1	0	1	0	0	1	2	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	26322	3891	10162	2362	4088	6120	1134	1697	772	332	682	1117	340	210	297	146	77	282	74	461	243	100	105	42	300	78	184	37	35	162	182	78	121	67	7	10	32	8	4	2	13	17	12	9	12	14	3	14	22	17	4	2	8	5	2	13	1	1	2	2	0	2	2	1	1	0	8	1	0	0	0	3	1	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	38998	12809	12893	5674	5745	7318	2622	2654	1707	1334	1310	1540	845	696	633	530	421	503	312	500	373	241	223	169	393	163	217	131	93	230	131	112	132	143	46	34	53	33	23	40	32	26	17	21	17	32	14	23	19	26	7	12	14	11	6	8	3	3	6	5	1	4	4	2	2	2	8	4	2	2	0	3	1	0	1	1	0	3	1	2	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	26364	3904	9975	2440	4075	6301	1150	1736	785	354	667	1090	327	206	292	165	85	288	76	403	252	100	115	40	334	78	171	41	31	197	105	74	106	120	7	12	39	11	4	2	12	15	13	10	14	18	3	17	16	24	4	2	12	8	2	5	1	2	3	3	0	1	2	2	1	0	6	1	0	0	0	3	1	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	39067	12793	13129	5591	5786	7260	2610	2579	1758	1308	1297	1510	846	694	617	574	436	543	332	537	367	229	228	185	353	171	197	131	97	250	127	97	138	132	53	39	58	34	27	42	25	36	21	17	24	27	12	21	19	28	7	11	15	15	7	14	2	3	5	3	3	4	3	3	4	2	7	4	2	2	0	3	0	1	1	1	0	4	1	0	1	0	1	1	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
0.03	south26_active	80	26516	3920	10125	2463	4060	6263	1138	1660	804	368	660	1098	321	207	283	184	93	318	83	432	244	91	108	47	302	81	140	44	29	215	104	61	111	102	12	9	44	15	5	2	7	20	15	8	20	17	3	16	15	25	4	3	13	11	1	13	1	2	3	2	1	1	1	3	3	0	6	1	0	0	0	3	0	0	1	1	0	3	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south27_all	80	38606	12611	13262	5700	5768	7154	2671	2666	1808	1347	1288	1513	870	713	641	585	432	541	340	578	389	240	227	187	409	166	192	122	99	270	128	82	115	146	62	42	64	37	28	29	24	54	18	22	29	25	12	31	17	26	11	9	10	13	6	15	3	2	7	4	4	5	2	3	4	2	5	1	1	1	0	2	0	1	1	1	0	5	2	0	1	0	0	1	0	1	0	0	0	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
