label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87
0.03	south34_all	80	47294	27103	11903	7050	5121	2708	2598	2557	1313	1912	1630	1219	610	638	431	378	352	248	241	322	214	149	161	98	129	111	101	78	73	39	96	63	35	30	38	22	29	8	9	11	5	7	6	9	10	11	8	2	4	4	2	8	1	1	2	3	0	0	4	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	south34_active	80	28284	16956	7093	3969	2871	1226	1360	1458	640	1153	1017	743	285	357	204	183	183	115	119	204	112	71	98	38	71	53	61	39	39	15	61	39	17	14	19	12	15	5	5	5	4	6	1	6	3	10	8	0	1	3	0	6	1	1	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south35_all	80	46271	26188	11501	6917	4996	2701	2616	2481	1323	1798	1607	1170	601	638	398	363	347	235	248	306	200	146	149	100	125	94	85	59	73	40	86	48	35	23	38	20	30	10	12	13	7	5	11	10	7	8	9	4	4	3	4	6	2	0	5	4	0	1	3	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south35_active	80	27570	16324	6811	3846	2727	1204	1373	1403	627	1078	985	732	282	346	191	169	187	111	120	191	107	75	85	40	65	48	49	27	43	15	53	29	16	9	20	11	15	4	7	6	5	4	5	7	2	7	8	0	3	2	0	5	1	0	4	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	46314	26217	11637	6888	5056	2720	2587	2422	1320	1883	1592	1139	578	648	373	349	359	268	245	310	214	161	144	103	145	93	91	62	60	47	77	49	47	15	40	23	30	15	10	10	10	6	17	9	7	8	2	8	3	2	4	5	3	1	5	5	1	1	4	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0
0.03	south36_active	80	27659	16317	6981	3847	2760	1221	1363	1355	613	1169	965	696	269	345	183	162	183	145	136	188	120	79	72	39	93	54	54	36	33	18	41	31	30	4	18	14	16	5	6	5	7	4	11	6	4	7	1	0	3	2	0	5	1	1	4	4	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south37_all	80	47199	26653	11891	6880	5058	2662	2656	2366	1383	1968	1574	1123	589	616	364	320	372	266	253	333	230	166	142	98	192	109	86	64	74	49	56	46	45	20	34	18	13	14	10	12	10	7	19	7	7	7	3	7	2	2	3	3	2	1	5	6	2	1	3	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	south37_active	80	28250	16563	7020	3835	2767	1215	1409	1339	649	1238	975	633	276	312	180	155	188	148	133	175	145	81	71	39	118	72	54	41	39	20	31	29	32	9	16	10	5	5	7	6	6	3	13	4	3	6	2	0	2	1	0	3	0	1	4	4	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south38_all	80	48872	27942	12491	7033	5119	2598	2677	2416	1395	2042	1641	1228	589	644	392	314	382	286	251	367	244	172	144	99	181	115	95	68	89	52	56	67	50	25	28	18	12	16	10	10	15	8	20	6	5	1	6	6	2	3	3	1	2	1	4	5	5	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0
0.03	south38_active	80	29391	17479	7572	3936	2847	1189	1426	1359	675	1317	1006	710	275	351	185	153	198	156	135	213	151	89	72	43	114	71	63	51	51	22	32	47	34	12	13	9	8	7	8	5	9	3	13	4	3	0	2	1	2	2	0	0	0	1	4	4	2	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south39_all	80	47939	27061	12055	6872	4979	2574	2634	2419	1389	1947	1659	1215	609	641	392	302	369	269	234	354	241	172	122	85	174	145	96	74	88	50	64	60	40	22	23	14	22	16	14	11	15	7	15	4	5	1	5	4	0	2	2	1	1	1	2	3	4	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south39_active	80	28626	16814	7037	3784	2745	1190	1410	1353	697	1280	1037	704	278	332	186	136	189	130	126	195	139	84	65	42	108	96	61	51	44	23	39	43	26	14	14	2	17	11	12	5	8	2	9	2	2	0	2	3	0	1	1	0	0	1	2	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south40_all	80	46336	25611	11723	6712	4960	2597	2563	2396	1351	1841	1634	1117	572	647	390	324	366	252	235	348	216	158	124	93	140	135	108	77	88	41	64	69	41	17	22	18	22	14	10	9	12	8	21	6	5	1	4	6	0	2	2	2	1	0	3	2	4	1	0	0	3	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	27307	15911	6788	3712	2768	1177	1334	1336	652	1183	970	661	255	328	178	135	195	118	118	208	119	79	58	42	89	91	70	48	44	18	34	41	23	9	12	6	19	10	9	4	6	5	8	3	1	1	1	3	0	1	1	0	0	0	2	2	2	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
