label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37
0.03	north17_all	80	1947	1314	1017	247	591	408	87	68	43	29	27	38	12	12	6	3	7	6	5	2	4	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north17_active	80	868	779	668	103	379	268	52	41	24	15	12	18	4	6	2	1	4	4	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	1972	1306	901	259	520	404	70	67	45	33	20	51	11	13	5	2	6	6	5	1	3	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north18_active	80	863	772	586	117	333	255	41	41	19	16	12	30	5	7	3	1	3	4	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	1967	1210	848	266	501	336	72	55	38	31	20	54	8	12	6	6	4	1	5	0	3	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	863	692	539	119	329	208	42	34	13	16	10	28	5	6	4	3	2	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	1890	1158	807	264	482	295	70	60	39	33	16	54	13	16	5	8	3	1	5	2	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0
0.03	north20_active	80	838	661	517	113	311	182	41	36	9	17	8	30	9	6	3	2	1	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south21_all	80	2013	1143	485	485	675	600	152	83	47	45	22	16	39	22	14	11	9	3	2	11	3	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south21_active	80	966	589	243	299	419	352	95	32	24	29	13	8	29	12	11	3	8	2	0	11	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south22_all	80	2016	1119	467	491	679	553	147	73	52	49	21	14	47	21	16	9	6	3	2	7	6	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south22_active	80	989	582	235	312	428	345	97	28	22	34	10	7	32	11	13	2	4	2	1	6	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south23_all	80	2042	1136	458	463	708	549	135	74	54	38	22	12	41	13	18	7	5	2	1	8	7	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south23_active	80	990	615	238	295	440	331	89	30	19	27	9	7	25	9	15	1	2	0	1	7	5	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south24_all	80	2061	1111	453	460	734	535	129	80	60	32	19	10	35	7	15	7	5	4	3	6	6	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0
0.03	south24_active	80	983	603	225	290	472	318	83	35	21	21	8	6	22	5	12	2	2	0	3	5	4	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0
0.03	south25_all	80	2038	1096	461	449	751	552	123	88	61	36	20	13	25	4	14	6	3	4	3	6	3	2	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0
0.03	south25_active	80	946	606	228	270	487	348	70	47	21	21	12	8	15	3	8	2	2	1	2	6	2	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0
0.03	south26_all	80	2044	1058	486	460	725	597	115	97	61	44	17	13	27	11	15	9	3	5	4	13	6	3	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	3
0.03	south26_active	80	939	569	243	261	502	381	64	45	29	24	8	6	14	5	8	5	1	2	3	13	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3
0.03	south27_all	80	1991	1077	484	471	645	638	123	97	64	48	25	20	33	18	15	10	3	4	3	14	5	3	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3
0.03	south27_active	80	944	574	251	258	423	440	66	57	26	25	14	8	20	11	8	4	0	2	2	13	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3
0.03	south28_all	80	2008	1095	492	499	654	594	137	81	62	51	23	21	33	22	11	8	5	3	2	15	6	3	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	3
0.03	south28_active	80	964	588	260	282	440	420	84	47	31	25	12	9	18	14	7	4	1	1	2	13	5	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3
0.03	south29_all	80	1940	1113	484	495	618	596	131	82	65	53	23	22	34	18	12	8	4	1	1	4	3	3	2	0	2	0	2	0	1	0	0	0	0	0	0	0	0	3
0.03	south29_active	80	922	607	250	282	378	438	82	49	28	30	11	6	20	13	9	4	2	0	1	2	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3
0.03	south30_all	80	1937	1097	475	493	569	509	138	82	52	49	27	17	26	13	18	4	7	0	3	4	2	2	1	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0
0.03	south30_active	80	918	597	238	289	357	361	93	50	22	28	13	4	13	9	12	2	3	0	3	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	1996	1097	449	462	764	536	162	76	36	50	21	12	51	19	19	7	6	1	0	13	4	1	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	882	601	220	279	505	390	88	43	18	36	7	7	28	14	14	3	3	0	0	6	3	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	2052	1136	459	473	744	534	151	80	44	49	24	14	38	22	15	7	7	4	2	15	3	0	2	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	south32_active	80	951	623	225	284	504	395	78	46	26	34	8	8	16	12	12	3	3	1	1	6	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	2042	1126	483	480	706	546	159	76	46	37	32	15	27	18	15	8	5	4	3	8	4	0	2	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	south33_active	80	956	611	225	281	455	383	84	45	25	26	11	7	11	9	9	4	2	1	1	1	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	2001	1123	476	516	681	524	156	71	57	37	33	17	26	19	14	7	3	5	4	7	4	0	2	5	2	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	south34_active	80	961	613	225	315	455	365	96	45	33	22	13	9	14	8	9	3	1	2	1	2	2	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	1955	1150	486	535	641	542	137	74	53	46	32	19	26	21	18	5	1	3	3	4	4	0	1	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	927	629	240	336	419	354	87	51	30	26	13	9	13	13	11	3	0	1	1	2	2	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	1965	1092	498	527	641	518	127	78	45	46	25	15	38	24	14	3	1	3	4	3	5	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	944	605	259	322	434	349	87	50	29	25	9	8	26	15	8	1	0	2	2	3	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	1977	1098	488	538	677	551	120	83	52	47	25	13	32	21	14	5	1	4	4	4	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	965	624	257	332	461	384	81	57	34	28	12	6	21	15	7	3	1	3	2	3	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	2029	1083	482	505	709	521	139	93	44	41	28	12	30	12	10	8	3	4	5	4	6	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	985	602	251	309	472	347	93	57	29	21	14	6	22	8	6	4	3	3	3	3	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	2034	1079	484	546	741	514	148	83	53	38	28	13	27	16	9	8	3	5	4	2	3	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south39_active	80	993	589	246	340	513	366	91	59	29	23	16	7	14	11	5	3	3	2	2	1	3	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south40_all	80	2060	1078	504	524	729	487	136	77	56	39	25	16	29	19	19	5	3	3	2	2	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	south40_active	80	993	576	246	309	471	340	78	50	30	26	15	10	18	15	14	2	3	0	1	2	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
