label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97
0.03	north6_all	80	3145	1164	473	484	329	521	206	179	104	132	107	183	78	45	129	52	62	46	29	36	22	23	40	24	26	19	12	32	18	11	7	10	4	27	7	5	6	7	7	3	11	4	2	3	2	3	3	1	2	3	1	2	1	2	3	2	4	2	0	0	1	0	3	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north6_active	80	1854	653	226	268	183	361	99	86	55	70	62	119	48	17	76	27	42	26	9	14	11	12	15	14	14	12	5	21	14	4	4	4	2	21	4	2	4	5	6	1	7	0	1	0	1	1	2	1	0	2	0	1	1	0	0	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	3052	1152	482	470	311	494	204	173	112	143	108	188	76	49	118	53	81	46	34	33	21	22	33	28	24	19	14	32	35	8	5	8	7	33	4	2	5	5	7	1	7	3	1	4	3	4	2	0	1	3	2	3	1	2	3	1	0	2	1	0	1	0	2	1	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north7_active	80	1806	637	234	267	169	339	102	87	54	79	66	118	45	20	66	27	54	26	15	13	8	11	16	22	15	10	7	24	24	3	5	3	4	23	4	1	3	4	7	0	6	0	1	1	1	2	2	0	0	2	1	2	1	0	3	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	2971	1134	467	471	300	448	203	172	111	136	105	184	75	40	125	55	87	45	39	21	15	21	45	34	19	18	9	30	40	6	10	7	9	32	3	2	4	5	8	1	8	3	2	4	5	3	0	0	1	1	2	1	0	2	5	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north8_active	80	1775	600	221	276	165	295	105	93	46	68	57	109	48	15	80	27	59	28	21	11	4	11	28	26	11	8	6	25	29	1	8	3	5	21	3	1	1	2	8	0	7	0	1	1	3	2	0	0	0	0	1	1	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	2845	1117	477	462	280	400	209	164	116	130	103	182	74	56	141	54	90	39	36	23	16	11	49	35	15	13	7	30	43	7	10	6	9	25	4	5	4	8	7	0	5	2	1	4	4	2	0	0	0	0	2	1	0	0	5	3	0	1	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north9_active	80	1689	582	228	258	154	249	103	89	44	67	50	108	44	19	100	29	57	21	20	8	4	4	28	24	9	8	5	24	30	2	8	4	5	15	4	4	2	2	6	0	3	1	0	2	2	1	0	0	0	0	1	1	0	0	5	2	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	2666	1101	458	447	302	399	219	174	108	119	106	163	72	51	152	54	72	38	26	28	19	17	52	34	12	14	11	25	22	6	9	6	7	13	5	5	3	8	5	0	4	5	1	2	3	0	0	0	1	1	2	1	1	0	2	2	1	0	0	2	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north10_active	80	1567	574	210	243	163	249	120	91	41	61	51	98	41	17	119	28	44	19	15	13	5	6	36	17	6	6	8	20	14	4	7	4	4	5	4	4	2	2	4	0	2	1	0	1	2	0	0	0	0	1	1	1	0	0	2	2	1	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	3138	1004	494	503	324	472	223	169	113	121	93	177	115	65	113	62	54	35	42	31	25	20	82	29	18	17	8	28	34	9	7	2	6	23	9	8	5	0	10	5	7	2	2	1	2	3	3	2	0	1	0	0	0	1	5	2	0	2	5	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	1891	546	228	273	159	298	135	92	62	69	52	110	63	35	63	43	40	22	30	12	12	9	63	18	14	7	5	13	25	5	3	1	4	12	6	2	2	0	5	4	3	1	1	0	0	1	1	1	0	1	0	0	0	1	2	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	3051	1033	505	453	336	470	219	173	124	112	81	172	97	62	117	63	46	38	46	34	24	14	83	26	14	12	7	21	38	9	9	1	5	20	8	6	5	2	5	3	9	4	2	1	2	3	3	2	0	1	1	0	0	1	5	1	0	2	4	0	1	0	2	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	1824	557	233	246	176	317	132	100	63	56	36	116	51	32	73	42	32	27	28	14	11	5	65	13	9	4	5	11	32	4	5	1	4	9	5	2	3	2	1	3	5	2	2	0	0	1	1	1	0	1	0	0	0	1	2	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	2920	1070	474	424	326	410	244	167	121	115	74	152	86	44	127	51	50	29	37	30	28	14	71	23	12	13	10	25	38	5	11	8	7	22	6	5	5	3	6	5	10	4	3	1	3	1	0	3	2	1	1	1	1	2	2	0	0	3	4	0	1	0	1	0	1	0	2	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	1741	582	207	232	164	258	132	103	57	58	28	105	46	19	82	30	34	19	22	14	15	4	58	12	6	4	6	15	33	2	7	4	3	15	3	2	4	2	2	4	6	2	2	0	1	0	0	1	1	1	0	1	1	2	2	0	0	3	3	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	2729	1048	453	401	314	380	226	184	102	117	89	148	78	39	126	39	59	27	35	39	32	14	69	26	7	11	11	18	26	5	10	11	6	16	5	5	6	6	5	5	7	4	4	1	5	5	1	2	2	0	1	1	2	1	2	0	0	5	4	0	0	0	3	0	2	0	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north14_active	80	1609	568	219	215	159	230	114	109	44	58	43	95	41	19	82	21	37	15	17	24	20	4	58	13	1	5	6	13	23	4	7	4	2	15	2	2	6	3	3	3	6	1	2	0	3	1	1	1	1	0	0	1	2	1	2	0	0	4	3	0	0	0	2	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north15_all	80	2803	980	430	430	302	393	232	184	96	127	81	150	87	38	117	36	63	27	25	41	29	11	65	29	6	11	9	31	20	6	5	15	7	14	5	4	6	5	4	5	4	3	5	4	5	5	1	3	3	0	0	1	2	1	0	0	0	5	1	0	0	0	2	0	2	0	2	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north15_active	80	1652	544	208	233	152	240	105	103	39	67	45	87	48	17	72	17	39	12	11	24	22	4	51	12	1	6	4	24	16	4	4	5	1	11	2	2	6	1	3	3	4	1	2	0	3	1	1	1	1	0	0	1	2	1	0	0	0	4	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north16_all	80	2879	1011	446	459	306	397	222	172	104	118	96	151	93	40	110	43	61	28	34	39	33	14	70	24	15	13	10	31	18	7	8	13	5	11	2	5	3	6	2	5	4	3	3	5	4	7	1	3	3	0	0	1	1	1	0	0	0	4	0	0	0	0	3	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north16_active	80	1682	568	213	249	155	237	116	97	44	67	52	87	44	20	70	21	37	8	20	22	20	10	48	9	8	5	3	25	13	4	6	4	0	6	1	2	3	2	2	3	4	1	1	1	3	1	1	1	1	0	0	1	1	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north17_all	80	2997	1040	467	478	322	449	220	162	110	111	107	143	91	49	115	42	56	34	32	29	28	20	62	32	16	11	7	23	27	7	8	10	3	14	4	7	2	3	3	0	4	3	2	5	7	3	1	1	1	0	1	2	0	1	0	0	0	1	0	0	0	0	3	0	1	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north17_active	80	1770	594	216	270	159	269	131	81	52	63	57	90	45	23	79	21	35	15	22	16	11	14	39	17	9	4	1	18	21	3	6	5	0	9	3	3	2	1	2	0	3	2	1	1	6	1	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north18_all	80	2835	1083	493	455	319	439	188	154	121	106	114	135	88	48	99	40	54	37	34	23	26	24	66	25	19	13	6	11	27	6	10	7	2	15	4	9	3	5	3	1	5	4	5	4	7	4	1	0	1	0	2	2	0	1	1	0	1	0	0	0	0	0	2	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	1669	611	220	258	171	262	116	82	55	53	59	86	44	20	66	21	30	22	23	13	7	13	43	16	11	5	1	6	21	2	6	3	0	12	4	6	3	4	2	0	3	2	5	1	5	1	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	2728	1079	471	501	313	404	176	153	104	107	101	136	78	51	90	43	54	31	33	19	24	15	66	25	14	14	3	12	26	5	9	6	4	16	6	8	2	3	4	4	7	7	5	2	8	6	1	0	1	0	2	2	0	0	3	0	2	1	0	0	0	0	3	1	0	3	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	1607	604	215	274	168	230	113	80	45	56	55	81	42	19	65	23	26	18	20	10	9	6	41	18	9	5	1	8	19	2	4	1	3	14	4	4	2	3	3	3	5	3	5	1	5	4	0	0	0	0	1	2	0	0	1	0	0	1	0	0	0	0	3	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	2617	1063	457	488	317	360	176	161	91	100	84	142	77	60	85	54	56	33	34	14	23	13	78	24	10	17	5	14	25	4	10	7	5	12	6	8	3	3	4	4	6	5	5	3	4	5	1	1	1	1	2	0	0	1	4	0	2	1	0	0	0	0	2	2	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	1521	587	213	264	177	202	110	93	37	49	45	76	44	21	52	28	26	21	20	5	8	4	56	15	4	6	1	11	20	2	4	2	3	9	2	4	2	3	3	3	5	2	5	1	1	4	0	1	0	1	1	0	0	1	2	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	3067	1159	501	467	337	489	224	203	113	127	93	148	76	43	113	57	65	30	32	23	29	24	105	20	17	19	12	37	42	6	9	6	5	10	7	3	5	5	13	2	15	1	1	5	6	7	0	1	2	4	2	1	0	2	2	2	4	1	2	0	1	0	1	0	1	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1
0.03	south21_active	80	1863	627	236	259	191	293	108	107	53	71	54	95	36	19	75	35	30	17	15	13	14	17	77	12	11	10	4	32	39	2	2	5	3	4	5	1	2	3	11	1	11	0	0	5	2	5	0	1	0	4	1	0	0	2	2	1	4	0	1	0	0	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	2997	1090	506	453	331	460	227	198	125	122	101	134	80	41	118	60	44	31	32	27	23	17	88	19	21	17	8	28	52	5	11	10	3	9	7	3	6	2	13	1	16	1	1	5	5	6	0	2	2	5	1	2	0	2	2	2	4	1	2	1	0	1	1	0	2	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1
0.03	south22_active	80	1787	594	234	254	181	276	113	108	64	67	54	84	44	21	74	41	25	18	17	16	12	13	62	10	10	9	3	19	44	2	5	7	2	4	5	1	2	1	10	1	13	0	1	5	2	4	0	2	1	4	0	0	0	1	2	1	3	0	1	0	0	1	0	0	1	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	2798	1034	512	437	316	422	209	200	126	111	88	126	76	44	106	61	41	38	32	27	12	12	76	27	22	17	7	21	50	7	13	7	2	18	5	3	8	4	11	1	15	3	2	4	5	1	0	3	1	4	2	2	0	2	2	1	1	0	1	2	0	1	1	0	2	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south23_active	80	1659	562	238	243	157	256	117	113	66	59	44	70	40	19	65	39	23	22	19	15	6	11	45	16	10	7	3	13	44	3	7	3	0	11	3	2	6	2	8	1	12	2	2	4	3	1	0	2	1	3	1	0	0	1	2	1	0	0	1	1	0	1	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	2706	1021	485	438	333	394	200	179	122	110	95	141	81	41	87	59	49	36	31	29	14	12	57	26	19	18	6	17	31	10	15	6	6	20	3	4	12	2	2	2	5	5	3	3	4	0	1	4	1	2	2	1	0	3	2	0	1	0	4	2	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south24_active	80	1598	549	224	241	156	251	116	93	65	61	47	74	49	19	45	38	27	22	17	18	8	8	29	13	7	11	3	5	25	4	7	2	2	13	2	2	10	1	1	1	5	2	3	3	4	0	0	2	1	1	1	0	0	2	2	0	0	0	3	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	2781	1031	466	465	341	392	177	173	110	117	93	149	88	43	103	46	57	40	37	23	13	12	63	38	18	21	9	12	38	8	12	4	8	14	3	6	11	3	2	3	4	6	2	2	3	0	2	3	1	0	1	2	1	3	1	0	0	0	4	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	1683	562	207	260	160	247	95	84	57	70	50	78	53	17	61	24	33	25	21	14	7	6	35	19	8	12	4	1	30	4	5	1	3	12	2	2	10	1	1	1	4	2	2	2	3	0	0	1	1	0	1	0	0	2	1	0	0	0	3	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	2903	1096	472	475	326	420	193	167	114	119	95	178	74	42	117	55	68	41	38	28	19	18	79	35	17	18	9	11	25	5	15	3	7	13	6	6	8	1	2	4	4	3	2	3	2	4	2	3	0	0	0	2	1	3	0	0	0	0	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	1761	593	213	264	160	276	108	80	51	70	50	97	41	17	73	25	36	24	15	13	13	7	53	19	9	11	4	1	19	3	6	1	3	12	6	1	6	0	2	2	2	0	2	3	2	3	0	1	0	0	0	1	0	3	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	3052	1144	477	489	314	462	194	164	106	131	94	174	84	41	143	63	69	36	42	23	18	19	72	40	16	12	12	7	23	3	10	5	6	9	9	6	3	3	2	2	8	3	1	2	0	5	2	1	0	0	0	4	1	1	11	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	1874	625	236	282	156	305	108	90	49	73	51	105	45	13	87	28	41	21	19	11	12	9	51	24	7	5	5	2	17	3	3	1	2	9	7	0	2	1	2	1	5	0	1	2	0	4	0	1	0	0	0	1	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	3040	1200	489	471	329	519	215	169	107	134	81	170	75	38	140	64	70	26	37	24	20	22	65	29	20	7	9	10	22	6	9	7	5	5	9	6	6	5	3	2	7	1	1	1	0	7	1	1	0	0	1	3	0	1	11	1	2	0	1	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	1846	683	243	267	168	357	131	93	48	72	39	110	41	15	99	31	44	17	15	11	12	10	45	18	10	4	4	7	17	5	3	3	0	5	7	2	2	3	3	1	4	0	1	1	0	6	0	0	0	0	1	1	0	1	3	0	2	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	3057	1127	505	504	325	516	198	180	107	135	84	172	88	56	127	65	71	37	34	21	16	22	62	24	22	8	8	18	14	5	11	12	4	12	10	8	6	5	5	1	7	1	2	2	0	7	0	2	1	0	2	3	1	0	11	1	2	1	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	1865	637	247	291	158	350	110	105	50	78	36	125	49	24	84	30	45	20	16	9	6	11	41	15	10	2	3	17	8	3	4	5	0	10	6	5	2	4	4	1	5	0	1	1	0	5	0	1	0	0	1	1	1	0	3	0	2	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	2997	1117	501	486	351	504	197	191	110	125	84	152	94	63	126	57	66	36	32	22	17	24	78	29	25	11	8	18	19	5	11	12	8	14	10	6	6	4	5	1	4	2	2	1	0	3	1	3	2	0	2	3	1	0	0	0	2	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south30_active	80	1852	645	240	274	173	340	108	114	53	72	37	108	56	34	88	30	38	21	13	8	5	9	54	18	14	3	3	17	13	3	5	6	2	11	7	5	2	3	3	1	2	0	0	0	0	2	1	2	1	0	1	2	1	0	0	0	2	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south31_all	80	3040	1178	513	493	315	438	225	172	121	144	107	173	91	40	101	54	51	42	38	25	20	24	75	32	21	19	12	33	34	8	8	3	6	16	9	7	5	6	7	5	17	2	2	4	2	3	2	1	0	6	0	0	1	1	6	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	1817	661	249	289	159	270	130	100	64	88	59	115	50	13	68	34	30	22	22	14	11	7	43	19	13	13	4	29	25	4	6	1	3	10	6	3	3	3	3	3	15	2	2	1	1	1	1	0	0	6	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
