label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112
0.03	north6_all	80	3684	3165	1277	685	524	467	608	268	242	217	194	225	252	148	104	203	94	63	192	39	51	38	56	38	55	32	28	20	32	48	27	17	12	10	18	9	9	10	6	6	18	3	10	7	11	3	3	5	2	6	1	4	1	4	1	4	6	0	3	4	1	0	2	2	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north6_active	80	1631	2492	726	151	119	188	472	102	116	101	69	171	186	98	24	170	42	34	179	8	13	5	33	9	46	7	16	8	27	46	16	11	4	3	15	1	3	3	0	0	17	2	8	5	9	1	2	0	1	4	0	4	0	0	0	4	5	0	1	4	0	0	1	2	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north7_all	80	3865	3605	1342	684	522	448	752	261	245	220	179	255	279	160	98	269	101	75	224	34	41	33	72	36	63	29	35	19	44	45	44	15	13	6	14	8	11	10	7	2	16	4	11	6	10	2	3	3	2	7	2	5	0	2	0	1	7	0	4	2	1	0	1	3	0	1	0	0	0	0	0	0	2	0	1	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	1795	2946	796	150	121	190	598	103	123	111	64	205	217	111	23	239	49	44	211	5	12	5	51	12	54	6	24	9	35	42	34	8	4	2	11	4	4	3	0	0	15	3	11	4	9	1	2	0	1	5	0	5	0	0	0	1	7	0	1	2	0	0	1	3	0	1	0	0	0	0	0	0	1	0	1	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	3887	4109	1384	713	556	458	857	275	254	243	160	247	322	193	95	334	104	86	269	37	44	26	81	32	77	30	36	19	36	43	42	9	10	8	15	9	11	9	10	9	15	6	8	5	12	2	2	4	1	14	2	12	1	2	1	6	7	1	2	2	1	0	1	2	0	1	0	1	0	0	0	0	2	2	1	0	0	4	0	4	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	1882	3479	860	177	139	222	707	118	129	134	69	199	262	143	22	308	57	48	255	9	14	6	67	12	69	5	26	9	29	39	35	5	5	3	12	5	6	4	2	7	14	4	7	4	10	1	1	0	0	11	0	11	0	0	1	6	7	0	0	2	0	0	1	2	0	1	0	0	0	0	0	0	1	2	1	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	3933	4540	1400	690	560	467	928	299	263	247	165	287	393	243	89	396	108	86	306	47	43	25	87	28	75	31	41	21	40	58	54	9	11	7	14	11	13	7	10	14	18	12	8	6	6	2	0	6	1	11	2	13	3	1	2	7	5	1	2	0	1	1	0	1	0	0	0	1	0	0	1	0	3	2	1	0	0	4	0	3	0	0	0	0	5	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	2023	3951	881	185	137	254	784	128	129	146	79	242	340	193	21	379	67	46	291	13	15	7	75	16	70	7	32	10	33	52	50	4	8	2	10	6	7	4	5	13	16	10	6	5	4	1	0	1	0	9	0	12	0	0	2	6	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	0	0	4	0	3	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	3854	4645	1382	708	572	473	968	302	255	240	163	301	452	237	87	423	103	78	321	52	43	25	82	25	76	31	39	18	33	78	32	10	11	10	11	12	12	9	13	16	17	12	18	9	8	2	1	6	2	11	1	13	3	1	2	12	1	1	1	0	0	1	0	0	0	1	0	2	0	0	2	0	4	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north10_active	80	2036	4052	878	206	133	235	856	134	127	149	79	258	407	197	17	401	65	40	308	13	16	8	75	14	70	7	33	7	31	72	26	6	8	2	7	8	4	4	7	15	16	11	16	8	6	2	1	1	1	9	0	11	0	0	2	11	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north11_all	80	4005	4564	1322	722	486	492	989	279	249	254	182	280	298	262	68	413	111	60	396	51	42	34	96	37	95	18	34	15	30	57	50	25	25	11	17	9	12	9	6	4	43	4	30	8	10	4	9	2	2	6	4	13	0	2	2	4	4	1	1	0	1	1	2	1	1	2	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0
0.03	north11_active	80	2117	3951	848	201	138	259	861	131	127	153	95	225	246	222	13	383	66	31	381	13	16	13	78	20	76	3	25	8	22	51	47	13	13	2	14	5	6	1	2	3	42	4	27	6	4	1	7	0	2	6	0	10	0	0	2	3	2	0	1	0	0	0	2	0	0	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	4066	4719	1345	704	510	503	979	285	249	263	182	294	349	285	64	419	126	48	388	43	41	45	93	46	101	25	43	18	28	56	50	16	24	14	23	7	10	8	9	4	31	5	25	0	8	3	9	3	2	3	5	9	1	1	2	13	4	1	1	0	2	1	1	1	2	0	0	0	1	1	2	0	0	0	1	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north12_active	80	2118	4119	875	186	145	249	854	132	138	157	100	237	297	233	13	386	73	26	380	11	17	17	76	25	84	3	30	11	20	51	44	12	14	4	19	3	5	1	4	4	30	4	22	0	4	1	7	0	2	3	0	6	0	0	2	12	2	0	1	0	0	0	1	0	1	0	0	0	1	1	2	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	4042	4699	1361	681	538	494	944	281	238	257	175	306	362	277	70	397	119	70	458	34	47	46	89	45	88	30	46	18	28	71	39	12	14	10	22	9	8	7	8	5	43	7	14	0	6	3	8	4	5	5	3	11	1	1	3	12	2	1	1	1	2	0	4	0	2	0	0	0	1	1	2	1	0	0	1	0	0	0	0	1	4	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north13_active	80	2093	4144	901	176	167	254	824	125	135	142	97	251	303	226	16	364	72	49	451	11	17	19	71	25	77	7	31	13	17	65	34	7	11	4	19	4	6	1	4	4	43	2	11	0	3	3	7	0	4	5	0	10	0	0	3	12	1	0	1	1	0	0	4	0	1	0	0	0	1	1	2	1	0	0	1	0	0	0	0	1	4	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	3902	4512	1328	708	544	482	865	297	237	240	174	285	362	240	76	330	99	73	367	36	38	40	79	47	76	29	39	20	26	50	51	13	15	12	26	10	8	7	8	7	32	7	1	2	3	4	6	4	6	6	2	11	3	0	3	12	5	1	1	1	2	0	4	1	2	0	3	1	0	1	0	1	0	0	1	0	1	0	0	1	4	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north14_active	80	1995	3950	849	192	153	221	748	146	130	130	91	233	306	185	21	301	62	49	358	16	14	16	62	25	69	7	24	10	15	44	43	8	8	6	20	5	5	3	4	6	32	1	1	2	1	3	6	1	4	6	0	8	0	0	3	12	5	0	1	1	0	0	4	0	1	0	3	0	0	1	0	1	0	0	1	0	0	0	0	1	4	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	3877	4086	1349	726	559	486	860	285	233	234	168	294	327	178	90	295	93	76	375	38	34	44	69	42	83	32	30	20	28	43	54	9	13	10	13	11	6	6	6	7	41	9	3	7	3	5	2	5	8	8	0	9	4	1	3	13	6	1	2	1	1	1	3	1	0	1	3	1	0	2	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	3	1	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	1927	3532	849	204	147	216	740	136	122	125	80	238	276	126	26	272	59	49	356	14	9	17	46	21	76	9	16	8	14	36	46	4	5	5	8	5	4	4	3	5	39	3	2	7	0	4	0	1	3	7	0	7	0	1	3	12	5	0	2	1	0	0	3	0	0	0	3	0	0	2	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	3822	3677	1309	738	536	515	765	285	241	238	158	243	295	175	100	229	80	71	226	49	37	33	69	36	71	26	26	23	35	41	42	8	15	11	10	7	5	11	5	7	29	8	5	13	5	5	2	3	8	11	0	6	6	2	2	5	6	1	2	0	1	1	0	1	0	2	3	1	1	3	0	3	0	0	0	0	1	3	0	0	0	0	0	0	1	3	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north16_active	80	1857	3132	783	201	120	240	638	137	117	128	66	191	242	128	29	208	46	41	208	15	10	11	55	19	61	6	9	8	24	34	36	5	3	5	6	3	2	7	1	5	27	3	4	12	1	3	0	1	1	9	0	4	0	2	1	4	5	1	1	0	0	0	0	0	0	1	3	0	0	2	0	3	0	0	0	0	0	3	0	0	0	0	0	0	1	3	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north17_all	80	3879	3764	1331	708	540	524	750	299	248	242	154	268	324	185	113	218	86	78	279	51	38	37	75	29	64	30	25	28	33	30	46	8	15	11	6	9	5	9	4	10	29	8	11	17	6	4	4	2	12	8	1	7	7	2	3	4	3	3	2	1	2	1	8	1	1	2	3	0	1	3	0	3	0	0	0	0	1	3	0	0	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north17_active	80	1913	3201	803	187	119	244	636	139	122	126	69	209	273	137	29	194	51	40	260	14	12	12	59	14	56	6	10	13	25	23	39	6	5	4	5	4	1	4	1	7	27	4	6	15	1	2	2	0	3	5	0	5	1	2	2	3	1	1	1	0	0	0	8	1	0	1	3	0	0	2	0	3	0	0	0	0	0	3	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north18_all	80	3999	4296	1388	705	560	512	749	296	282	249	158	258	369	212	116	230	78	73	315	56	46	38	72	30	64	35	24	26	43	36	48	9	20	10	9	9	8	8	5	11	23	6	9	12	4	2	2	2	10	8	3	3	8	1	3	7	2	4	1	1	1	0	8	1	1	1	0	0	1	1	0	3	0	0	0	0	0	3	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north18_active	80	2042	3721	856	190	143	247	635	138	151	125	82	200	314	169	19	203	43	37	299	15	17	13	59	16	52	6	12	13	38	31	42	6	9	5	9	5	3	4	1	7	21	3	4	9	2	1	2	0	4	5	0	3	1	1	2	5	0	1	0	0	0	0	8	1	0	1	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north19_all	80	4035	4576	1466	679	547	482	818	300	282	246	175	302	432	193	121	253	87	62	356	53	47	39	63	33	90	37	27	23	41	38	44	13	25	11	9	10	12	6	4	9	36	16	11	10	4	1	3	0	8	8	3	1	4	0	3	5	1	3	0	1	1	0	8	1	1	0	0	0	2	1	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	2101	3969	951	192	150	244	704	130	159	131	91	247	387	157	22	222	53	29	341	17	18	12	52	22	79	7	15	10	37	36	36	10	12	5	8	6	4	2	1	6	34	9	6	6	2	1	3	0	4	4	0	1	1	0	2	4	0	0	0	0	0	0	8	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	3999	4810	1468	695	560	455	782	281	281	248	186	304	464	189	107	315	92	67	376	48	47	43	79	40	122	36	26	21	49	41	48	20	25	14	10	10	15	6	4	14	36	18	8	7	5	1	1	3	6	7	2	5	2	1	1	7	2	2	0	0	0	0	14	1	3	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	3	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	2108	4171	978	200	181	235	680	119	161	133	100	250	426	155	20	278	60	28	364	18	13	14	68	21	111	7	13	9	46	37	39	15	11	5	9	5	8	1	2	9	33	13	6	4	4	1	1	1	3	4	0	5	1	1	1	6	0	0	0	0	0	0	14	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	4010	4625	1432	713	545	481	1064	279	260	263	186	328	326	210	91	347	76	80	394	55	45	53	93	43	82	21	32	29	38	58	34	24	10	11	14	11	17	13	2	11	26	8	9	3	8	5	7	5	5	5	2	4	2	2	5	7	1	0	1	0	2	1	8	2	6	1	3	1	0	0	0	1	0	0	3	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	2115	4007	901	213	153	251	936	118	145	175	91	273	288	175	16	326	49	44	381	9	17	16	76	19	73	4	22	13	28	54	29	15	2	6	6	5	8	2	0	6	24	6	6	2	4	3	5	0	3	4	0	4	0	1	5	5	0	0	0	0	1	1	7	2	6	1	3	0	0	0	0	1	0	0	3	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	4018	4679	1367	712	538	492	969	287	269	266	200	306	305	232	98	359	110	88	362	49	34	59	80	41	86	20	34	27	33	65	43	15	14	11	12	10	16	11	3	12	14	7	3	5	6	5	6	4	2	5	1	1	6	1	6	7	1	0	1	2	1	1	9	2	6	1	3	1	0	0	0	1	1	0	3	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	2121	4048	868	205	153	242	839	121	136	168	98	254	262	194	17	336	78	54	349	13	10	19	63	21	80	3	19	10	24	62	37	11	6	4	5	3	9	4	0	8	12	5	1	4	3	3	4	0	1	4	0	1	2	1	6	5	0	0	0	2	1	1	8	2	6	1	3	0	0	0	0	1	1	0	3	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	3915	4601	1416	722	523	486	976	292	275	255	205	334	331	267	106	357	106	95	338	57	41	50	74	38	85	18	30	29	29	55	36	13	14	13	12	11	13	7	3	13	11	4	10	5	6	5	7	4	3	9	1	2	5	1	6	7	0	0	1	2	1	2	11	1	6	0	0	1	1	0	0	1	1	0	3	0	0	1	0	0	0	1	0	0	0	7	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south23_active	80	2060	3976	894	216	157	241	837	117	133	159	99	279	288	221	19	333	78	56	326	20	12	18	54	17	79	3	15	10	23	51	31	9	5	4	8	4	9	4	0	8	10	3	9	4	3	3	3	0	0	8	0	2	2	1	6	7	0	0	0	2	1	2	10	0	6	0	0	0	1	0	0	1	1	0	3	0	0	1	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	3985	4446	1391	718	535	487	951	283	290	221	201	298	370	266	102	361	104	84	284	55	40	49	87	39	79	21	32	21	34	61	45	12	16	15	16	9	12	5	7	14	9	6	16	6	6	3	7	2	3	6	3	4	5	2	5	7	1	0	1	4	0	3	10	1	3	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	7	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south24_active	80	2093	3825	869	212	146	220	824	117	137	119	97	247	319	210	16	340	77	47	273	21	10	17	69	18	75	3	14	8	28	57	41	4	7	4	10	4	7	4	2	11	9	3	12	6	1	1	4	0	0	6	1	3	2	1	5	7	1	0	0	4	0	3	10	0	3	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	4024	4431	1392	686	514	477	937	299	273	225	185	297	360	258	110	394	96	77	278	57	40	45	91	40	86	27	34	15	40	54	55	13	14	12	19	9	4	7	6	14	10	7	18	8	5	3	8	1	2	10	3	8	2	2	2	4	3	0	0	2	2	3	4	1	3	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south25_active	80	2114	3780	857	202	150	233	815	137	146	136	91	247	313	206	23	368	68	39	266	20	11	12	72	20	79	5	16	9	37	51	51	5	5	5	11	6	0	4	2	11	8	4	13	8	1	1	4	0	0	10	1	6	0	1	0	4	3	0	0	2	1	3	4	0	3	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	4021	4393	1372	688	538	469	911	307	271	239	173	304	402	269	97	432	80	56	253	50	38	44	91	44	76	29	33	15	32	91	60	17	18	12	22	9	6	7	8	13	30	9	15	6	4	3	8	0	2	10	3	9	2	3	3	7	3	0	0	3	2	3	15	2	0	1	1	1	2	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	2	7	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	2112	3756	863	198	146	231	792	147	142	145	85	249	352	212	21	396	50	25	236	17	12	8	74	25	67	4	17	8	28	87	55	8	8	5	11	8	2	4	2	8	26	4	9	6	0	0	5	0	1	10	1	7	1	1	1	7	3	0	0	3	1	2	15	2	0	1	1	0	2	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	2	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	4095	4407	1396	706	554	474	851	321	246	238	171	315	389	244	89	393	86	66	256	49	31	42	95	46	76	30	28	17	29	99	52	18	16	7	19	8	5	7	9	14	35	13	10	7	3	4	4	1	3	5	1	6	1	4	3	21	3	0	0	2	2	6	15	2	0	3	1	1	3	0	0	0	1	0	0	6	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
