label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58
0.03	north6_all	80	4883	2083	2348	2627	774	378	944	489	583	164	246	216	167	86	52	77	38	18	27	20	19	23	27	8	9	15	9	3	5	4	6	1	3	0	4	1	5	0	1	1	0	2	0	0	0	1	1	0	1	0	4	0	0	1	0	0	0	0	0
0.03	north6_active	80	2377	1029	1463	1774	461	163	640	308	430	78	171	128	121	50	30	40	19	9	15	9	8	15	15	4	2	10	6	3	3	3	5	0	1	0	4	1	3	0	1	0	0	2	0	0	0	1	1	0	1	0	3	0	0	1	0	0	0	0	0
0.03	north7_all	80	4947	2044	2393	2532	765	380	921	473	564	156	214	205	175	79	54	79	45	17	26	19	21	22	28	10	8	16	8	4	2	5	1	0	4	1	5	0	2	0	1	2	0	2	0	0	0	1	1	3	1	0	4	0	0	1	0	0	0	0	0
0.03	north7_active	80	2439	990	1511	1641	439	161	596	293	396	75	144	137	128	53	35	41	22	8	13	10	8	13	19	4	2	11	4	4	1	4	0	0	2	1	4	0	0	0	1	0	0	2	0	0	0	1	1	0	1	0	3	0	0	1	0	0	0	0	0
0.03	north8_all	80	4985	1981	2333	2573	766	375	907	493	605	148	235	211	170	78	60	91	40	18	25	18	19	15	24	13	8	14	14	5	4	3	0	1	1	1	5	0	1	0	0	2	0	0	0	0	0	1	1	4	1	0	1	0	0	1	0	0	0	0	1
0.03	north8_active	80	2502	967	1437	1709	437	162	593	316	386	65	162	145	114	51	36	48	17	11	12	10	6	9	13	6	3	9	6	4	2	2	0	1	1	1	4	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	1
0.03	north9_all	80	5004	1973	2324	2658	772	378	939	484	584	155	229	196	168	69	58	91	37	22	20	22	24	19	29	17	7	8	13	5	3	4	0	2	2	2	2	0	0	1	0	2	0	0	0	0	0	1	0	4	1	0	0	0	0	1	0	0	0	0	1
0.03	north9_active	80	2518	961	1390	1761	428	158	617	321	355	73	139	127	110	38	33	54	14	13	9	10	8	11	18	12	3	5	6	4	1	3	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1
0.03	north10_all	80	4951	1943	2251	2697	776	358	958	500	573	162	232	203	154	83	46	86	32	31	19	20	21	23	30	17	10	8	11	9	5	5	0	2	3	1	0	0	0	1	0	1	0	0	0	0	0	1	0	4	0	0	0	1	0	0	0	0	0	0	1
0.03	north10_active	80	2488	959	1355	1825	423	155	607	338	336	77	136	137	97	49	26	57	10	15	10	8	8	15	19	11	4	3	6	7	2	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
0.03	north11_all	80	4754	1887	2016	2024	702	380	744	351	424	162	221	168	137	68	52	66	26	34	24	17	16	35	18	15	7	10	9	4	6	2	2	3	1	2	1	1	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
0.03	north11_active	80	2317	862	1223	1299	351	156	455	223	265	84	138	108	73	38	25	39	11	15	11	8	10	23	8	5	6	6	5	2	2	0	0	2	1	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north12_all	80	4774	1918	2030	2130	741	369	772	393	445	160	223	150	151	81	50	64	28	36	22	20	18	36	14	15	8	11	7	5	3	2	2	2	0	1	1	2	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0
0.03	north12_active	80	2308	866	1242	1383	396	165	486	240	302	72	142	89	85	46	25	43	16	13	11	9	11	19	6	7	5	5	3	3	1	0	0	1	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north13_all	80	4835	1902	2144	2303	758	372	851	417	507	160	222	165	180	80	54	68	26	36	17	20	19	30	12	15	9	9	10	6	5	5	2	0	1	2	1	2	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
0.03	north13_active	80	2369	906	1309	1500	429	172	556	249	330	72	146	97	108	44	29	48	16	14	7	10	12	15	9	6	6	2	4	3	2	3	0	0	0	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	4992	1925	2221	2501	751	356	840	450	558	159	235	163	179	87	60	79	37	36	23	17	18	38	16	8	6	6	6	7	4	5	3	2	1	1	1	3	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
0.03	north14_active	80	2450	913	1381	1644	438	173	568	269	375	76	166	98	110	44	32	53	23	18	11	11	12	24	9	3	4	2	2	3	3	4	1	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	5048	1944	2316	2662	787	344	875	445	609	146	228	189	190	86	55	80	35	36	27	16	18	23	14	9	6	9	7	4	5	6	4	3	1	1	1	1	1	3	0	0	0	2	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
0.03	north15_active	80	2503	944	1447	1762	453	164	587	275	384	65	155	125	123	47	30	53	19	23	15	10	11	15	7	2	4	3	2	1	3	4	2	1	0	1	1	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	5040	1920	2312	2564	783	337	848	469	563	151	246	177	186	93	49	72	37	34	26	16	18	23	15	8	5	9	10	3	2	4	5	4	2	1	1	2	1	3	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	2534	911	1512	1773	464	159	553	292	350	66	156	113	127	58	25	43	20	22	15	9	9	17	6	3	3	4	3	1	1	3	3	2	2	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	5047	1981	2346	2536	788	359	855	465	548	156	267	211	170	88	43	76	39	31	25	16	16	27	24	11	4	10	7	2	1	3	3	3	2	1	1	1	0	3	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	2495	912	1504	1772	444	157	581	288	331	78	161	142	116	62	22	48	19	19	14	8	9	15	14	7	2	5	3	1	0	1	3	1	2	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	5070	1974	2360	2399	795	372	905	497	536	159	291	207	162	84	52	73	30	28	22	22	19	27	25	10	5	10	7	6	2	6	4	2	3	1	1	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	2508	925	1509	1667	469	159	616	329	350	74	178	131	103	57	29	48	16	15	14	8	10	13	16	7	2	5	4	4	2	1	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	5025	1979	2416	2418	814	371	915	509	535	167	267	205	151	77	62	79	40	26	34	23	13	46	33	13	6	7	6	7	4	7	2	2	1	1	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	2512	934	1495	1635	477	153	624	332	351	79	168	133	97	49	36	54	20	12	20	7	6	25	19	8	3	6	5	5	2	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	5018	1975	2406	2469	806	359	995	488	519	156	267	175	163	72	60	81	35	28	37	19	15	38	26	14	6	4	7	7	6	7	2	5	2	1	1	1	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north20_active	80	2472	945	1490	1608	492	148	689	334	347	75	174	115	105	40	33	55	17	17	22	6	7	20	16	8	3	3	5	5	3	1	1	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	5083	1965	2330	2557	739	382	922	488	587	130	308	210	171	99	56	72	39	45	24	16	23	28	20	11	6	8	8	5	7	2	2	7	3	2	0	0	1	2	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	2619	935	1434	1700	420	167	631	319	381	68	207	138	112	68	31	52	18	26	13	10	16	17	11	7	3	1	7	2	5	1	1	5	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	5038	2025	2374	2530	776	365	891	447	581	135	326	209	178	99	60	72	36	36	17	11	23	42	21	11	9	9	18	3	7	1	1	5	3	2	0	1	1	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	2584	970	1470	1676	432	176	603	290	367	77	224	123	109	64	33	55	14	16	8	7	16	28	13	7	4	1	14	1	3	1	1	3	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	5066	2032	2386	2605	765	353	921	437	522	145	286	195	155	89	53	76	40	33	14	19	18	50	26	11	12	10	17	4	6	0	0	2	3	2	1	1	1	2	3	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	south23_active	80	2565	963	1480	1736	425	160	630	278	334	82	195	118	89	53	27	46	19	16	6	11	13	32	17	8	8	2	13	1	3	0	0	2	0	0	1	1	0	2	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	4963	1946	2301	2472	717	345	931	447	548	147	258	164	160	80	48	82	38	30	14	18	14	38	25	9	12	12	16	2	7	2	0	2	2	1	1	1	1	1	2	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	south24_active	80	2503	910	1421	1633	373	165	627	270	354	82	175	104	97	40	25	42	21	11	6	11	9	24	17	6	8	3	11	0	4	1	0	1	0	0	1	1	0	1	2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	4833	1933	2106	2280	708	356	881	445	498	153	259	159	144	78	50	82	38	30	16	20	14	26	22	13	11	8	14	2	5	2	0	3	1	0	1	0	2	1	2	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	south25_active	80	2359	884	1263	1492	378	154	553	281	350	81	178	98	90	41	23	41	21	12	8	13	8	15	16	8	7	4	10	1	4	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	4812	1855	2020	2057	677	352	843	445	469	135	246	148	139	73	50	72	36	36	16	16	15	15	14	17	5	9	7	2	4	5	0	3	1	0	0	1	1	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	south26_active	80	2347	864	1210	1340	364	153	571	285	328	66	153	91	81	36	22	35	23	14	8	11	7	6	10	10	2	3	2	1	2	3	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south27_all	80	4755	1836	1924	1849	675	351	728	415	407	133	228	152	145	88	53	55	38	34	17	17	21	14	15	17	6	13	11	6	5	5	0	2	1	1	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
0.03	south27_active	80	2281	830	1147	1191	367	151	493	265	294	58	138	93	80	47	27	27	25	16	7	12	9	6	9	9	3	8	6	2	2	2	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
0.03	south28_all	80	4651	1838	1940	1842	693	348	704	398	377	133	214	146	142	88	52	55	39	31	19	17	16	25	16	12	10	10	10	8	5	7	0	1	3	2	0	1	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
0.03	south28_active	80	2226	827	1141	1184	381	149	485	251	262	49	131	87	80	42	26	32	24	17	9	11	7	16	11	6	7	5	6	3	3	4	0	0	2	2	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
0.03	south29_all	80	4679	1888	1914	1862	677	359	670	392	398	136	189	143	138	100	39	62	37	26	19	15	15	34	13	11	13	11	8	7	5	11	1	2	2	2	0	2	1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	south29_active	80	2193	847	1097	1194	357	158	431	244	273	50	122	83	74	55	20	33	23	13	10	8	6	23	8	5	10	8	5	2	4	5	0	1	2	2	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south30_all	80	4555	1834	1923	1882	702	369	705	394	376	145	179	148	164	91	41	58	38	28	23	15	12	39	11	7	13	7	11	5	4	8	3	3	2	2	0	2	2	3	0	2	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	south30_active	80	2155	837	1107	1201	387	171	481	254	257	61	120	89	105	47	19	27	17	14	11	9	5	23	6	2	9	5	9	1	3	4	0	2	2	2	0	0	1	3	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	south31_all	80	4997	1977	2227	2608	830	357	986	470	481	156	293	201	188	88	47	77	37	29	26	10	17	39	25	13	8	11	4	4	3	6	3	1	3	4	3	2	4	0	0	1	1	0	2	0	0	0	1	0	0	2	0	0	0	2	0	3	0	0	0
0.03	south31_active	80	2467	909	1376	1788	453	160	650	286	307	74	197	130	119	52	33	44	18	18	15	5	8	28	13	10	3	5	1	2	0	3	2	0	2	2	2	2	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0
0.03	south32_all	80	4994	1989	2188	2550	826	352	969	489	495	161	267	209	179	90	47	76	25	24	26	13	15	39	20	10	9	8	6	4	2	5	1	1	2	3	1	2	1	2	1	1	0	0	0	1	0	0	1	0	0	2	0	0	1	2	0	0	0	0	0
0.03	south32_active	80	2541	908	1347	1687	443	159	652	312	309	80	181	135	116	56	34	45	16	11	13	5	8	22	10	8	4	3	3	1	0	1	0	0	0	2	1	2	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
0.03	south33_all	80	4999	1985	2176	2411	797	352	906	475	490	162	286	179	174	81	57	81	22	21	28	19	21	55	20	9	6	4	8	5	3	7	0	2	3	2	2	1	1	2	1	1	2	0	0	1	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0
0.03	south33_active	80	2520	878	1300	1575	442	171	600	313	312	73	203	104	115	46	35	52	12	6	14	8	15	36	8	7	3	2	4	2	0	4	0	0	1	1	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south34_all	80	4884	1996	2128	2223	745	355	836	458	463	172	285	182	160	77	59	70	25	28	26	19	24	51	13	8	5	4	9	6	3	4	1	3	2	1	1	0	0	4	2	1	2	0	0	2	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0
0.03	south34_active	80	2433	895	1235	1446	402	178	568	290	295	79	190	111	102	47	33	46	10	7	11	8	18	33	7	6	3	3	4	4	1	3	1	1	1	0	0	0	0	3	1	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south35_all	80	4754	1926	2139	2048	706	372	756	418	452	168	261	175	147	70	62	70	27	31	28	20	31	45	21	14	5	7	8	5	3	3	1	2	2	2	1	0	1	2	2	1	2	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south35_active	80	2310	871	1260	1338	377	187	475	259	281	75	175	105	97	42	36	45	9	7	14	7	23	32	10	8	3	3	2	3	1	3	1	1	1	1	0	0	1	2	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	4615	1888	2093	1927	664	400	652	386	407	177	217	148	136	61	60	69	33	34	20	17	26	32	26	13	4	9	12	6	4	2	2	3	1	1	0	0	5	2	2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south36_active	80	2185	877	1244	1255	350	192	405	233	236	90	131	84	93	38	31	38	13	10	9	4	17	21	15	7	2	5	6	3	2	0	2	1	1	1	0	0	5	2	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	4562	1905	2089	1930	697	393	644	359	407	168	184	138	129	66	53	72	33	27	23	19	18	32	31	13	5	11	14	7	4	5	1	2	1	3	1	0	5	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	2173	875	1253	1222	378	191	411	214	225	82	114	82	79	40	26	41	13	9	15	6	11	21	17	7	3	6	8	2	1	0	1	0	1	1	0	0	5	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	4689	1856	2049	1952	694	393	680	361	387	163	183	135	106	56	48	71	37	26	29	18	10	32	24	11	9	10	12	7	4	5	1	2	3	2	1	0	6	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	2242	849	1249	1200	367	183	448	213	220	84	114	87	60	34	17	39	18	10	18	8	4	21	15	7	4	6	7	1	1	0	1	0	2	0	0	0	5	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	4721	1885	2028	1895	742	378	689	375	377	158	176	136	88	68	49	80	40	24	29	16	13	24	23	12	12	8	10	5	6	4	0	1	3	4	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	2227	838	1235	1162	394	182	451	213	239	80	105	91	50	40	17	52	16	12	16	7	6	14	14	6	4	3	4	1	1	0	0	0	2	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	4833	1901	2124	2080	760	379	720	404	400	144	222	173	114	82	52	80	36	21	33	17	13	30	19	15	9	5	8	4	6	8	1	1	2	4	2	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	2319	866	1312	1312	411	167	435	240	257	70	136	103	71	47	19	48	16	13	18	6	7	17	10	8	3	1	3	2	1	6	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
