label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56
0.03	north9_active	80	6820	2388	1429	545	494	549	198	129	110	315	137	151	52	38	53	64	25	29	41	31	7	7	10	10	7	2	6	10	1	5	9	1	0	0	2	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	11112	4091	2555	1114	878	918	426	294	221	497	223	209	101	75	76	138	50	47	59	62	18	16	12	20	9	5	10	14	3	7	12	1	4	2	2	3	1	1	1	1	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	6775	2386	1507	576	472	546	212	141	117	346	132	128	58	35	46	92	24	33	39	37	8	7	6	10	7	3	7	8	1	4	10	1	0	0	2	1	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	11641	3985	2525	1140	834	890	395	295	244	490	197	219	85	62	93	130	54	45	63	44	8	16	12	27	10	12	13	8	5	12	12	2	0	2	7	2	4	3	1	0	2	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0
0.03	north11_active	80	7106	2277	1512	576	436	524	216	137	125	324	107	143	45	31	64	90	36	28	45	27	2	6	5	23	4	7	8	4	3	6	9	2	0	2	6	0	3	0	1	0	2	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north12_all	80	11504	3998	2464	1141	821	872	383	282	250	491	204	215	94	59	97	140	51	49	54	60	14	14	15	15	11	10	10	9	4	11	13	2	2	1	8	3	4	6	1	0	2	1	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0
0.03	north12_active	80	7033	2333	1442	582	420	507	212	137	139	323	120	143	54	28	67	101	35	30	37	38	4	4	7	10	7	7	2	6	4	5	10	2	0	1	6	1	2	3	1	0	2	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north13_all	80	11370	4073	2418	1120	882	892	411	288	214	492	230	216	107	54	102	132	53	48	64	66	14	8	13	15	13	11	10	11	3	8	14	1	4	1	3	1	2	4	1	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	6941	2360	1421	565	463	510	195	144	124	325	132	140	62	25	71	83	38	30	48	42	5	1	6	11	9	6	4	6	3	4	11	1	2	1	2	1	1	3	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	11307	4057	2397	1128	894	852	403	285	237	471	246	220	111	60	86	135	54	53	45	75	13	8	12	23	8	13	11	11	2	10	13	1	5	0	1	1	1	4	1	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north14_active	80	6897	2369	1427	559	484	498	202	143	124	302	147	129	61	29	57	92	33	29	29	52	8	4	6	16	6	7	6	8	2	7	10	1	2	0	0	1	0	3	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north15_all	80	11348	4116	2324	1121	884	858	410	290	227	462	237	218	114	62	77	142	54	53	47	83	14	10	9	25	11	13	10	14	0	8	11	0	11	0	4	2	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north15_active	80	6990	2415	1398	550	497	511	207	139	115	304	140	135	58	29	49	88	31	35	37	59	8	6	4	15	9	9	7	8	0	6	6	0	8	0	4	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north16_all	80	11204	4049	2304	1123	909	887	404	267	237	417	217	230	100	62	77	152	50	54	42	74	15	11	10	33	9	13	8	11	2	7	9	4	10	0	6	1	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north16_active	80	6863	2361	1384	558	509	525	208	121	118	265	122	139	47	34	45	97	29	33	35	50	7	8	6	21	5	8	5	7	0	6	4	4	6	0	6	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north17_all	80	11160	4083	2345	1143	906	917	406	265	227	401	208	244	97	57	82	135	48	50	58	69	15	14	10	29	15	9	7	15	4	5	13	4	9	1	8	1	0	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	6923	2361	1417	567	488	546	214	112	118	260	119	160	40	30	46	80	29	31	45	44	6	10	5	19	9	6	5	10	2	4	8	4	6	1	7	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	11065	4023	2460	1137	886	909	432	286	220	466	213	222	85	71	90	146	44	51	52	65	13	17	10	20	19	7	5	15	4	8	6	5	2	1	6	1	1	4	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	6842	2279	1483	580	473	553	217	124	111	301	132	133	37	40	54	88	26	32	38	40	6	12	5	13	11	4	5	11	2	6	5	4	1	1	5	1	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	11204	4041	2426	1156	881	903	427	274	215	465	216	193	92	71	77	136	56	52	59	52	16	13	9	12	21	9	8	13	3	9	9	2	3	1	4	1	2	4	1	0	2	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north19_active	80	6980	2297	1436	575	462	568	217	125	104	289	139	114	41	38	45	83	30	37	40	34	8	8	4	9	11	7	5	11	2	6	8	0	2	1	3	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north20_all	80	10828	3914	2338	1128	871	872	415	291	207	475	224	177	87	73	69	131	68	46	45	43	19	14	11	26	15	10	8	11	2	11	12	3	3	1	3	3	3	4	2	0	2	3	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	north20_active	80	6673	2241	1349	544	462	539	218	131	93	302	141	108	48	40	42	74	37	34	28	28	9	6	6	21	9	8	4	7	1	7	11	1	3	1	2	1	0	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south21_all	80	9246	3262	2670	1256	675	528	362	644	302	191	286	252	85	73	78	43	55	30	31	30	22	23	12	13	10	5	9	10	5	3	4	4	1	1	1	3	4	0	4	1	2	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0
0.03	south21_active	80	5365	1759	1585	690	303	249	169	406	158	106	178	178	43	32	28	16	31	17	13	25	6	9	7	6	6	4	3	5	4	0	2	1	0	0	0	1	3	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	9533	3230	2670	1274	676	539	352	666	293	196	282	242	79	82	66	45	55	28	34	29	26	23	10	14	11	10	8	12	5	4	3	4	1	1	1	1	6	0	1	1	2	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0
0.03	south22_active	80	5525	1737	1620	718	306	261	171	429	164	106	164	168	39	36	22	13	25	16	14	25	14	12	5	9	8	7	5	7	4	1	2	0	0	0	0	1	5	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
0.03	south23_all	80	9414	3150	2649	1333	676	536	370	647	322	181	280	237	88	75	60	43	57	33	31	32	25	20	8	10	8	10	8	6	7	2	3	3	1	0	0	1	5	0	2	3	2	4	0	0	2	1	1	0	0	0	0	0	0	0	0	1	0
0.03	south23_active	80	5404	1695	1538	742	293	254	167	400	171	88	160	166	35	30	21	16	26	21	15	27	14	15	4	7	6	7	5	3	4	1	2	1	0	0	0	1	4	0	2	3	0	4	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
0.03	south24_all	80	9359	3175	2654	1339	652	535	368	678	326	180	290	236	99	76	55	45	51	31	33	24	24	20	7	9	12	12	9	7	7	3	1	4	0	1	0	0	3	0	2	3	2	9	0	0	2	1	1	0	0	0	0	0	0	0	0	1	0
0.03	south24_active	80	5397	1721	1571	771	296	263	163	427	184	90	167	144	45	32	17	17	26	19	21	16	15	15	2	8	9	8	5	3	4	2	1	2	0	0	0	0	2	0	2	3	0	9	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
0.03	south25_all	80	9359	3194	2654	1293	659	499	375	696	335	182	334	228	99	71	57	41	47	29	34	33	24	15	8	11	11	8	16	9	5	3	0	4	2	1	1	4	3	0	1	3	1	9	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	5437	1713	1565	727	309	243	174	435	176	101	201	137	47	33	26	22	26	17	24	22	14	9	3	9	8	6	12	3	3	1	0	2	1	0	0	4	2	0	1	3	0	9	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	9403	3281	2712	1326	644	513	352	707	308	196	327	232	94	76	58	53	37	34	36	30	19	13	8	15	8	11	17	8	4	4	3	5	2	2	4	4	2	0	1	4	1	5	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	5441	1753	1615	736	311	256	183	449	169	102	197	147	53	34	30	26	17	19	27	19	10	6	4	11	5	7	12	1	3	3	1	4	1	0	3	4	0	0	0	4	0	5	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	9472	3305	2700	1243	643	520	354	716	302	198	342	237	84	82	61	64	45	32	38	32	22	17	7	18	11	9	11	11	6	5	4	3	2	4	5	9	1	1	4	2	1	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	5480	1743	1637	649	289	264	177	471	164	101	212	134	50	42	35	29	18	14	27	23	13	5	4	12	8	6	9	4	3	3	2	3	1	2	4	8	0	0	3	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	9527	3309	2697	1258	659	549	344	731	328	197	326	243	86	85	60	59	42	31	35	36	20	21	9	12	9	8	13	9	6	5	6	2	2	4	4	10	1	1	9	3	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	5505	1712	1647	632	291	282	168	489	194	97	211	149	46	34	30	27	16	14	21	26	11	10	4	7	9	4	6	7	2	3	3	2	2	3	4	8	0	0	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	9482	3257	2633	1295	661	550	358	705	328	205	333	239	75	84	71	61	33	31	32	34	21	17	7	13	8	6	7	12	4	4	4	2	1	5	1	12	0	2	9	2	2	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0
0.03	south29_active	80	5517	1696	1597	671	283	278	160	483	200	105	226	146	40	37	38	32	13	12	19	19	10	8	2	7	8	5	1	9	1	2	2	2	1	4	1	10	0	0	3	2	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south30_all	80	9332	3255	2604	1301	662	528	343	663	327	224	329	213	71	83	74	48	27	34	27	35	22	15	6	11	7	5	13	10	3	3	6	4	2	2	6	12	0	3	5	2	2	0	0	0	1	1	0	1	0	7	1	0	0	0	0	0	0
0.03	south30_active	80	5494	1706	1543	724	301	269	156	437	202	105	223	142	37	36	39	28	11	12	14	17	12	10	2	5	5	2	7	7	1	1	5	4	1	2	6	10	0	1	0	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	south31_all	80	9383	3265	2744	1190	691	503	367	671	293	210	317	229	86	68	71	46	53	26	35	26	21	24	11	13	10	12	12	19	1	2	2	10	1	3	9	4	0	4	0	0	3	5	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0
0.03	south31_active	80	5493	1706	1730	659	321	238	177	414	164	90	202	138	39	38	32	24	25	11	17	9	11	12	3	5	6	6	9	16	0	0	2	4	0	1	6	4	0	3	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0
0.03	south32_all	80	9292	3268	2616	1228	721	502	358	653	314	211	325	207	86	70	84	52	49	30	31	30	19	27	10	14	5	10	12	21	1	2	5	10	1	2	7	2	0	1	1	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	5441	1707	1644	670	311	238	181	421	181	98	203	126	38	41	36	25	20	14	17	18	9	16	4	6	2	5	8	18	0	0	2	4	0	0	4	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	9261	3145	2536	1246	691	502	359	635	345	194	305	207	90	67	82	42	57	39	30	33	21	23	8	14	6	8	10	17	1	4	5	9	1	3	7	3	1	1	1	1	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	5433	1625	1592	664	291	240	179	397	199	94	187	122	45	35	40	17	26	19	18	19	10	14	1	7	1	3	6	14	0	1	2	4	0	0	4	3	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	9164	3176	2517	1256	681	507	383	651	323	213	305	213	87	66	81	36	55	35	27	30	19	20	9	14	5	6	6	14	2	5	4	3	1	5	1	1	1	1	1	1	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	5337	1695	1524	661	296	232	185	411	192	116	188	131	46	36	41	10	29	16	14	18	10	11	2	8	1	2	1	11	0	2	1	3	1	3	0	1	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	9108	3172	2564	1276	672	503	381	619	312	229	294	222	94	70	66	32	51	33	28	36	25	28	11	9	8	6	8	7	3	5	3	3	1	5	2	1	1	0	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south35_active	80	5300	1678	1565	672	316	224	180	390	182	131	180	128	53	31	36	10	30	20	15	19	8	13	7	6	5	1	4	4	1	3	2	2	1	3	1	1	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south36_all	80	9075	3147	2613	1231	672	501	388	621	297	237	296	246	85	70	59	40	50	28	28	31	23	24	18	8	13	5	10	5	5	2	1	5	3	4	2	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south36_active	80	5233	1697	1581	665	319	247	182	389	181	134	184	140	46	31	29	16	26	15	15	17	8	10	12	5	8	2	6	2	2	2	1	3	1	3	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south37_all	80	9081	3155	2586	1201	691	526	384	633	300	223	314	265	84	77	64	39	56	43	40	34	21	19	20	7	12	4	12	8	5	1	1	9	3	1	3	1	1	0	4	0	1	1	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0
0.03	south37_active	80	5270	1685	1559	625	329	252	176	404	190	118	194	160	41	32	28	18	25	26	24	18	8	8	14	2	8	2	9	5	2	1	1	5	1	0	3	1	0	0	3	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0
0.03	south38_all	80	9276	3141	2647	1205	669	544	389	625	314	212	311	305	84	80	70	42	75	39	41	25	22	23	18	7	18	9	12	8	3	0	0	7	3	0	3	2	1	0	4	1	2	1	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0
0.03	south38_active	80	5353	1685	1562	619	309	268	178	396	196	102	194	187	41	32	35	19	40	20	25	17	11	13	11	2	7	6	10	7	2	0	0	4	0	0	3	2	0	0	3	1	1	1	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0
0.03	south39_all	80	9231	3152	2660	1204	679	560	381	671	291	211	309	285	88	70	70	44	79	39	46	23	18	20	16	9	12	14	12	7	2	0	2	7	3	0	3	1	1	0	6	1	2	1	0	0	0	2	2	1	1	0	0	0	0	0	0	0	0
0.03	south39_active	80	5360	1656	1585	632	312	277	183	440	172	91	196	180	35	28	36	18	39	20	29	16	10	11	10	5	2	6	10	6	2	0	0	3	1	0	3	1	0	0	5	1	1	1	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	9352	3195	2670	1225	667	550	357	633	320	202	317	243	88	62	68	43	74	40	37	31	23	17	12	7	12	15	10	8	5	1	3	7	3	0	1	2	0	0	4	1	1	1	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0
0.03	south40_active	80	5434	1716	1604	633	303	277	180	400	179	93	205	152	40	25	40	19	46	19	20	23	16	10	7	4	2	7	8	7	5	0	0	2	1	0	1	1	0	0	4	1	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
