label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37
0.03	north6_all	80	1673	922	489	301	547	144	65	126	171	29	22	29	11	11	28	3	10	7	4	1	5	0	1	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0
0.03	north6_active	80	883	537	275	169	293	80	35	82	127	11	11	17	2	7	11	0	4	3	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north7_all	80	1677	882	501	284	526	170	86	129	157	33	22	24	11	12	20	2	9	2	5	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
0.03	north7_active	80	872	500	289	158	272	93	46	84	116	15	10	13	2	6	6	0	2	0	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north8_all	80	1729	862	503	272	512	174	96	127	162	37	23	17	10	9	16	2	9	1	4	11	0	1	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0
0.03	north8_active	80	892	486	279	149	254	98	55	88	114	20	9	9	3	3	5	0	3	0	4	7	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north9_all	80	1763	834	530	291	503	166	100	152	163	32	24	10	9	10	9	3	6	1	2	10	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	1
0.03	north9_active	80	891	460	303	177	283	104	59	92	93	18	11	5	5	5	8	0	3	0	2	7	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1
0.03	north10_all	80	1781	869	533	286	539	171	83	161	160	24	24	13	10	7	11	7	5	4	1	13	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	2	1
0.03	north10_active	80	917	513	300	162	332	112	48	94	90	11	12	7	7	4	8	1	2	0	0	8	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	1
0.03	north11_all	80	1643	859	477	267	473	129	85	108	167	29	27	24	13	7	20	5	5	8	2	2	1	0	2	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	843	457	264	144	317	74	46	59	81	11	16	15	4	3	7	3	3	7	1	1	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	1628	804	470	255	450	130	81	100	120	35	31	22	11	8	22	4	8	8	3	6	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0
0.03	north12_active	80	815	429	256	128	300	81	43	58	71	16	20	15	5	3	8	3	6	7	2	5	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north13_all	80	1631	761	453	257	442	138	86	100	116	34	29	25	12	5	24	5	6	6	4	5	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0
0.03	north13_active	80	793	417	258	126	291	68	45	62	77	16	20	17	4	2	14	3	6	5	1	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north14_all	80	1587	801	457	259	479	156	83	99	109	39	26	28	12	5	21	4	4	2	4	6	5	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north14_active	80	768	439	282	112	330	73	43	67	76	21	19	21	7	2	15	3	4	2	1	5	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north15_all	80	1569	819	476	251	526	164	86	92	120	36	15	32	13	3	16	3	2	0	5	3	5	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north15_active	80	789	446	292	110	365	81	42	60	86	15	12	20	9	1	11	2	2	0	0	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north16_all	80	1593	843	479	264	559	154	81	93	144	37	15	30	13	3	11	5	6	2	8	3	5	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	826	466	288	127	385	84	36	59	106	16	9	19	9	2	9	2	2	1	3	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	1637	854	487	276	595	146	81	98	164	37	16	30	12	6	5	4	7	2	5	2	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	850	476	288	127	406	88	41	62	121	14	6	18	9	3	3	1	3	1	3	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	1695	876	485	288	621	160	82	127	167	36	22	21	10	7	14	4	8	3	4	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	895	486	276	139	426	106	47	82	123	12	11	12	6	3	12	1	4	2	4	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	1685	895	498	303	593	151	80	134	133	29	21	20	12	8	19	3	3	2	1	4	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	877	507	277	158	423	89	50	92	99	11	9	13	8	3	16	1	3	1	1	3	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	1654	862	456	277	592	155	80	135	115	32	23	23	9	8	24	3	3	6	3	12	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	851	483	252	145	415	91	45	85	82	16	10	12	6	2	21	0	2	5	3	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	1562	792	404	264	413	116	61	87	146	34	13	26	11	10	11	3	4	5	4	2	2	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	793	435	217	151	275	68	35	48	104	11	9	19	6	6	6	1	3	5	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	1550	848	386	266	426	131	64	105	111	32	18	26	12	13	12	2	1	3	3	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	773	489	210	158	284	73	36	60	73	11	12	15	7	7	2	1	1	3	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	1603	879	417	264	438	126	72	120	130	36	18	29	11	13	17	2	1	3	2	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	795	492	232	146	299	70	38	71	79	12	9	20	6	9	7	1	1	3	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	1648	904	434	280	474	144	88	131	149	29	22	28	11	14	19	4	0	2	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	816	526	237	147	330	86	50	82	91	15	8	18	5	7	12	2	0	2	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	1701	927	468	278	485	126	89	115	175	21	25	28	9	14	15	3	3	2	1	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	868	535	261	143	319	73	49	81	120	10	9	18	3	6	13	1	3	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	1663	939	462	267	490	129	80	104	173	28	22	35	7	14	16	3	3	2	2	26	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	856	527	254	142	315	72	48	68	118	12	8	18	3	6	11	1	3	1	0	10	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	1635	855	439	271	502	116	82	93	118	21	22	35	6	12	10	1	5	4	2	26	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	823	463	233	139	318	65	45	53	69	9	7	21	2	6	6	1	4	2	0	10	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	1590	784	456	245	472	120	89	94	109	27	21	30	10	15	15	6	2	4	1	25	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	798	417	224	124	291	69	45	50	62	14	10	18	4	6	9	5	1	2	0	11	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	1552	739	455	233	401	123	89	101	111	30	19	23	11	11	17	6	4	5	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	758	390	226	108	231	72	38	54	72	18	8	13	4	4	14	5	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	1552	746	443	209	346	137	88	107	114	36	21	18	16	6	15	6	3	3	1	11	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	756	405	223	103	206	77	38	61	80	20	9	11	10	1	12	4	3	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	1595	786	453	271	526	105	67	93	121	35	25	21	6	9	21	0	4	4	3	5	2	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south31_active	80	797	427	245	137	333	63	35	63	89	20	13	9	5	3	7	0	1	1	3	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	1608	853	465	268	479	112	80	74	149	36	23	21	6	9	19	1	4	3	2	6	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	815	467	255	139	332	57	43	45	116	23	16	14	3	4	13	0	2	1	2	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	1666	865	498	277	567	113	82	78	168	37	18	22	6	7	23	4	4	2	0	6	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	857	473	280	149	393	57	47	48	126	24	15	12	3	2	17	1	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	1708	888	514	290	559	121	81	76	173	32	23	23	5	9	24	6	4	2	0	10	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	884	490	298	159	376	61	42	49	130	19	18	12	3	2	18	3	2	1	0	6	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	1752	909	518	291	527	121	71	96	158	31	24	21	3	10	18	6	5	2	1	13	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	899	519	309	167	353	60	32	67	106	19	18	10	3	4	14	4	3	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	1754	881	548	282	482	128	72	102	150	23	32	17	9	7	16	4	4	3	1	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	903	497	344	151	300	67	39	69	104	15	22	10	6	3	9	3	3	2	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	1749	849	534	298	475	114	73	92	161	24	28	21	12	4	10	2	5	4	1	10	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south37_active	80	927	492	335	166	313	65	46	56	105	15	20	13	8	2	5	2	4	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	1709	850	541	316	480	123	84	93	168	26	29	21	13	7	11	3	5	3	3	5	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south38_active	80	922	486	340	178	325	74	51	59	125	14	19	12	6	5	4	1	3	2	1	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	1644	847	501	317	526	121	82	97	170	33	25	29	14	9	10	6	8	2	2	11	1	1	1	2	1	2	1	0	0	0	1	0	0	0	0	0	0	0
0.03	south39_active	80	883	487	312	173	353	74	49	62	118	20	18	15	5	7	4	1	3	1	1	11	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	1649	854	467	302	553	134	76	99	178	40	27	24	12	9	11	6	6	0	5	10	1	1	1	2	1	1	1	0	0	0	1	0	0	0	0	0	0	0
0.03	south40_active	80	875	495	278	175	355	74	45	71	129	26	21	12	4	8	8	1	1	0	2	9	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
