label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167
0.03	north6_active	80	9545	1152	1427	505	842	874	1063	921	134	307	335	777	170	318	396	385	94	200	259	35	66	38	29	32	86	22	85	189	19	43	11	163	23	71	41	10	56	74	11	14	68	9	38	21	30	7	6	12	7	5	21	5	2	6	7	5	5	4	16	13	21	3	0	8	10	4	3	3	2	0	3	8	1	4	0	12	1	0	1	0	2	7	2	2	5	1	0	0	1	0	14	2	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0
0.03	north7_all	80	11349	3107	2363	1403	1321	1221	1328	1027	520	573	512	810	341	390	418	440	230	277	330	149	129	120	123	115	110	87	102	163	72	76	61	129	51	96	55	45	59	100	23	34	77	28	42	41	62	21	15	23	30	16	26	14	15	20	10	14	13	5	20	14	23	8	8	7	12	4	10	9	6	5	4	8	2	5	3	14	2	0	2	0	3	11	5	4	5	3	2	0	4	1	2	2	2	2	2	2	1	1	0	2	2	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0
0.03	north7_active	80	8611	1023	1326	478	776	798	1000	795	139	284	314	707	169	275	326	342	101	179	269	38	57	28	33	27	77	18	74	139	20	35	10	106	24	77	33	11	44	86	7	14	68	8	31	25	56	7	6	16	7	2	13	5	7	8	6	4	0	4	15	9	19	1	1	4	7	3	7	5	1	0	2	7	1	4	0	11	1	0	1	0	1	10	1	2	5	1	1	0	2	0	1	2	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
0.03	north8_all	80	10710	3081	2274	1407	1236	1171	1268	945	512	546	503	700	351	360	413	351	214	250	307	153	136	113	124	109	105	89	106	153	77	65	60	127	47	88	54	48	49	96	23	32	82	27	23	44	61	23	19	25	26	15	24	14	18	20	11	14	10	3	21	11	20	12	6	7	9	5	8	10	7	3	5	8	1	4	2	10	2	2	5	0	1	10	5	6	1	4	2	1	2	2	2	1	0	2	1	0	2	3	0	2	2	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north8_active	80	7910	958	1263	439	700	727	934	689	142	257	309	592	178	251	327	262	68	143	240	32	54	22	29	25	70	20	82	128	22	33	8	103	19	67	28	10	31	84	9	14	68	4	16	24	54	7	4	14	7	2	11	5	7	7	4	9	1	1	14	9	17	3	1	4	6	4	7	7	2	1	4	6	0	3	0	7	0	1	1	0	0	9	1	5	0	3	1	0	2	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	10679	3055	2287	1410	1210	1173	1236	907	509	507	519	786	360	379	377	347	213	232	325	162	127	113	103	115	111	91	105	147	76	66	61	138	50	71	58	51	56	77	22	31	77	28	22	36	64	26	18	22	23	15	18	13	19	13	11	13	9	4	17	8	15	11	8	6	5	6	13	9	5	2	7	8	6	8	7	6	2	2	4	1	1	5	1	3	4	4	2	1	2	1	1	3	0	1	1	1	2	3	1	0	2	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	2	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north9_active	80	7811	938	1279	438	670	719	916	658	145	234	320	641	170	269	292	266	65	125	258	39	44	21	27	30	69	26	73	120	22	32	6	111	19	54	33	9	38	67	8	18	64	3	12	19	56	9	4	9	6	2	10	4	6	4	6	10	2	0	8	7	11	3	1	4	3	2	12	6	2	1	5	5	0	6	1	4	0	1	0	0	0	4	0	3	3	4	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	10534	3082	2312	1414	1161	1134	1199	957	504	483	489	833	344	384	389	335	186	218	329	151	119	114	92	104	116	88	120	164	82	64	68	146	54	69	63	44	69	68	24	25	65	26	26	33	52	22	19	21	19	15	13	12	12	15	16	12	8	8	13	13	8	9	9	6	3	8	15	5	8	1	17	8	9	9	8	15	4	5	5	1	2	2	1	4	5	6	1	2	2	1	7	3	0	1	1	1	1	3	1	2	1	0	0	0	1	2	0	0	1	1	1	0	0	0	1	0	0	0	0	1	2	2	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	7620	967	1310	426	662	672	880	690	151	232	313	684	165	264	296	268	51	129	257	37	41	24	20	24	62	27	76	139	26	37	13	117	23	51	37	10	53	56	6	12	49	3	14	17	40	11	3	9	3	1	7	5	2	6	13	10	4	1	7	12	5	3	1	4	2	2	13	4	5	1	15	4	0	6	1	15	0	2	0	0	1	2	0	4	4	5	0	0	0	0	7	1	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	12803	3208	2572	1446	1443	1345	1375	1206	511	527	531	1043	350	481	483	451	205	271	392	155	142	125	115	102	159	84	130	210	69	82	69	126	59	95	69	43	133	87	43	37	81	21	37	40	45	18	22	21	24	15	24	13	8	5	25	14	16	13	16	21	14	7	11	15	10	10	30	14	16	3	7	12	2	5	2	9	3	5	5	3	1	4	3	7	6	2	2	3	2	6	4	1	1	3	1	2	0	1	0	0	1	1	0	1	1	4	0	0	0	0	2	1	0	0	2	0	0	0	0	1	2	0	0	2	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	10341	1214	1532	524	877	975	1077	978	125	290	334	929	183	361	397	366	109	203	324	45	59	29	31	34	118	27	95	183	21	52	26	113	23	81	44	14	119	79	17	24	73	9	28	28	35	6	10	13	7	4	11	4	1	0	18	7	13	9	11	18	8	4	1	12	8	4	26	11	10	1	5	11	1	5	0	6	2	2	3	3	1	4	1	6	4	1	1	2	0	1	3	1	1	3	0	1	0	0	0	0	1	0	0	0	1	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	12973	3167	2526	1436	1476	1310	1362	1163	518	525	553	966	363	472	459	461	207	271	383	147	144	112	122	111	150	79	129	259	63	79	65	152	55	90	68	43	133	101	44	40	102	22	42	34	41	19	21	22	27	15	26	17	10	4	20	9	23	16	19	22	12	7	11	18	17	8	34	22	17	2	13	17	1	5	6	6	5	6	5	3	0	1	3	8	5	3	3	1	3	3	5	1	3	5	0	1	0	1	1	4	1	2	0	1	0	3	0	2	0	0	1	0	0	0	0	0	1	0	0	1	2	0	0	2	0	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	10473	1214	1525	518	890	942	1074	934	117	264	362	862	179	365	388	370	107	197	315	48	55	32	32	39	112	25	93	232	21	45	22	137	19	80	48	13	118	91	17	20	92	9	33	22	30	6	7	13	8	4	13	7	1	1	14	5	18	14	15	19	5	2	1	12	15	3	30	20	12	0	13	13	1	5	2	3	3	3	3	3	0	1	1	8	3	2	1	0	1	0	5	1	1	4	0	0	0	0	1	4	1	2	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	13164	3120	2608	1431	1500	1363	1425	1227	528	525	632	961	338	460	487	451	210	275	449	142	142	111	111	103	152	87	126	267	63	80	70	171	52	112	60	46	115	118	31	40	126	20	45	40	56	24	21	21	27	14	25	15	11	6	22	11	22	14	16	21	14	13	9	17	17	7	27	21	2	7	10	17	3	7	7	2	4	4	5	2	0	8	5	8	3	3	2	0	2	2	6	3	3	5	1	2	1	1	1	4	1	3	0	0	1	1	1	2	0	0	2	0	2	0	0	0	1	0	0	1	0	0	0	2	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	10749	1207	1579	536	929	984	1145	1003	106	290	426	851	160	342	404	365	103	210	381	42	55	32	25	36	111	27	91	244	32	50	23	151	21	98	41	14	98	102	13	17	113	8	32	29	46	8	6	12	8	3	16	5	1	3	15	8	17	12	13	20	6	5	2	11	15	4	26	19	2	0	10	13	1	7	2	2	2	3	1	0	0	8	3	8	2	1	0	0	1	0	6	3	1	3	0	0	0	0	1	4	1	3	0	0	1	0	1	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	13906	3158	2685	1487	1532	1431	1436	1246	518	526	627	988	359	487	518	500	203	286	421	145	140	106	104	97	147	73	130	295	62	71	81	180	52	104	62	43	125	136	35	42	117	14	40	38	72	20	16	17	17	13	22	17	12	14	21	13	21	18	25	25	8	12	7	14	14	5	20	17	8	11	12	16	6	7	7	2	5	3	4	3	0	10	6	5	3	5	2	2	2	3	4	3	4	4	1	1	1	1	1	4	1	3	0	0	2	0	2	2	0	0	1	0	2	0	0	0	1	0	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	11487	1255	1665	588	995	1053	1168	1014	107	286	439	883	172	376	434	414	95	214	370	45	53	35	20	30	108	19	93	276	38	47	21	154	28	86	43	11	113	121	16	19	105	4	27	30	62	7	5	9	4	2	15	6	1	5	14	12	15	14	24	24	4	5	2	10	12	3	19	16	8	2	11	13	3	6	2	2	3	2	1	0	0	9	3	5	2	3	1	0	1	0	4	3	1	2	0	0	0	0	1	4	1	3	0	0	1	0	2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	13985	3135	2662	1531	1502	1410	1424	1214	514	553	611	983	350	494	540	509	201	299	445	141	165	118	102	91	137	78	131	251	69	66	72	172	44	111	71	52	96	108	32	31	105	14	39	38	76	21	15	14	16	12	25	16	11	16	15	17	20	19	30	26	11	12	7	11	8	5	24	20	14	12	6	7	8	7	4	3	2	3	2	3	1	14	5	0	8	6	2	2	4	3	1	3	4	1	1	1	1	1	0	0	0	1	0	1	2	0	2	2	0	0	1	0	2	0	1	0	1	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	11600	1262	1638	620	1003	1056	1146	993	107	327	433	867	168	388	446	427	91	215	401	43	78	27	21	35	94	22	89	239	41	44	16	148	29	88	53	16	80	96	13	13	94	4	28	28	67	12	2	9	2	3	20	4	2	6	10	12	11	12	28	24	6	5	2	6	7	4	24	19	13	2	4	4	4	5	0	2	2	1	0	0	0	13	3	0	7	4	1	0	3	0	1	2	2	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	14066	3205	2606	1535	1444	1413	1503	1159	502	522	566	1090	350	498	539	530	183	292	382	139	158	118	124	87	152	75	152	225	72	77	64	178	54	89	71	53	99	108	38	25	83	12	41	34	69	24	14	13	19	12	31	20	13	14	20	15	11	19	31	24	10	6	6	7	6	3	14	15	13	12	11	4	8	6	2	16	2	5	3	3	3	13	2	1	9	5	4	2	5	3	7	6	3	0	1	0	1	1	0	1	0	0	0	1	1	0	1	0	2	0	1	0	2	0	1	0	1	1	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	11681	1281	1612	591	937	1019	1223	943	107	306	411	981	173	399	451	445	78	205	332	44	83	23	27	34	106	20	111	209	36	48	15	155	30	69	52	13	88	95	18	13	71	4	30	25	60	13	3	9	3	1	17	4	5	5	12	8	3	10	29	22	5	5	2	5	5	2	13	14	11	3	6	3	3	4	0	13	1	1	2	0	0	12	0	1	8	4	1	0	3	1	7	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	13869	3204	2553	1474	1359	1375	1522	1142	513	518	538	1059	351	474	539	494	197	279	362	137	164	134	127	87	138	76	145	214	75	67	54	140	54	94	69	54	93	91	42	28	98	17	30	34	48	24	19	14	18	10	34	12	14	14	20	12	8	10	38	15	8	6	12	5	7	4	11	12	10	10	22	3	8	5	2	17	3	5	5	0	3	12	2	3	9	6	3	0	6	3	7	5	2	0	1	0	0	0	0	1	0	0	0	1	1	3	2	0	2	0	1	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
0.03	north17_active	80	11507	1244	1570	567	874	996	1228	922	117	303	379	944	174	372	448	414	85	200	306	38	78	24	32	32	98	18	103	189	35	37	14	121	25	74	50	14	82	79	20	14	86	6	21	22	40	17	4	13	4	1	18	2	6	5	12	5	2	5	36	13	5	5	6	3	6	2	10	11	7	2	18	2	2	2	0	13	2	1	3	0	0	11	0	3	8	5	0	0	5	1	7	2	1	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
