label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142
0.03	north6_all	80	41620	12241	8441	8542	4506	2764	3890	1797	1921	1483	1347	1014	1347	1062	676	617	620	695	509	395	500	463	254	292	344	183	328	177	164	140	123	139	95	112	90	87	65	82	78	53	81	45	44	53	42	39	51	63	15	30	23	35	16	26	36	17	28	13	28	35	21	10	18	13	9	8	7	4	3	13	2	4	8	7	7	4	4	2	3	3	2	2	4	8	3	3	3	2	2	3	1	2	2	3	1	0	0	1	0	2	0	0	0	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	25314	6261	4452	5143	2378	1282	2381	796	1017	758	689	467	826	604	312	303	331	418	276	177	307	251	120	149	182	70	217	77	87	70	55	62	41	63	54	40	40	43	37	18	46	24	26	34	23	17	30	35	7	12	12	17	8	12	19	7	21	4	15	25	11	3	14	7	6	5	5	3	1	7	0	2	2	2	3	2	1	1	1	3	1	0	1	4	2	0	1	1	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	42756	12251	8783	8860	4639	2743	3968	1874	1948	1445	1336	1023	1397	1038	639	644	635	746	503	364	521	495	249	295	354	207	356	179	183	137	127	160	101	107	95	86	75	72	80	58	92	47	46	54	46	51	46	65	10	29	24	37	19	24	23	17	25	18	19	40	17	15	22	11	9	9	7	6	3	10	2	5	6	4	5	3	3	1	1	2	2	1	5	7	5	2	2	2	2	2	0	1	2	3	2	0	0	0	0	2	2	0	0	0	0	0	2	0	0	0	0	1	1	2	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	26039	6357	4693	5407	2472	1274	2416	843	1013	736	699	497	850	581	282	307	349	421	256	157	317	270	118	173	206	77	222	79	108	66	49	80	37	63	53	39	50	32	45	23	45	27	25	34	24	25	24	39	5	14	12	17	11	14	14	7	19	6	12	31	10	8	13	5	5	5	5	3	2	1	0	3	2	1	2	2	0	0	0	1	2	0	1	4	3	0	1	1	1	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	44273	12607	8788	9042	4748	2776	4158	1928	1933	1500	1375	1079	1426	1074	640	644	634	769	505	376	562	491	265	306	352	217	352	201	197	129	124	159	103	117	111	88	91	83	73	56	89	56	48	51	50	47	42	69	16	36	18	42	24	20	21	14	21	16	22	35	19	15	22	16	15	9	5	4	6	9	5	5	5	3	5	4	2	3	3	4	3	3	4	5	6	2	2	2	1	0	0	2	2	1	1	0	0	2	0	3	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	27310	6576	4781	5609	2620	1264	2571	898	1010	747	726	533	837	605	293	304	340	465	263	172	348	285	129	179	226	83	223	91	124	67	54	75	34	67	64	37	56	33	43	18	46	30	25	24	22	22	21	41	9	20	7	24	13	10	15	6	14	6	12	28	10	10	15	9	10	6	3	1	5	0	0	3	3	0	2	1	0	0	1	2	2	2	1	1	4	0	2	1	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	45458	13015	8933	9423	4852	2718	4276	1971	1976	1466	1387	1117	1469	1063	622	657	646	767	493	347	594	545	280	318	369	219	326	195	186	122	103	163	99	121	111	95	95	90	74	59	100	57	48	40	46	42	47	64	19	36	14	49	27	20	25	14	21	17	18	22	20	12	20	18	15	11	6	9	8	9	8	5	3	1	2	4	2	2	4	3	5	2	3	3	4	1	2	0	1	0	0	2	1	1	2	1	0	2	0	2	3	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	27890	6804	4921	5892	2697	1234	2696	938	1075	703	724	570	891	593	284	319	339	451	267	167	379	341	146	188	242	86	205	91	108	56	43	85	39	72	57	43	59	44	45	21	53	28	24	23	19	20	25	40	9	21	4	32	10	9	19	8	12	9	9	18	12	9	14	11	12	5	3	4	5	2	3	4	3	0	0	1	1	0	3	1	2	2	0	1	2	0	2	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	46092	13384	8992	9432	4969	2728	4583	1903	1951	1486	1411	1134	1585	1092	651	635	675	746	507	373	639	538	305	325	392	191	299	208	185	103	114	157	96	137	120	98	94	103	70	63	99	52	51	53	48	28	43	64	21	38	22	47	24	17	29	16	21	16	15	18	15	11	18	18	15	12	8	11	11	11	8	5	2	1	2	5	5	4	4	3	5	2	2	6	2	1	1	0	1	0	0	2	1	0	3	2	0	2	1	1	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	28289	7034	5013	5888	2770	1204	2903	892	1083	723	747	577	952	617	296	315	364	443	292	199	391	361	162	189	248	81	198	96	101	46	47	79	39	80	67	47	48	54	44	26	58	22	26	30	20	14	28	41	10	21	8	35	11	8	23	11	10	9	7	14	9	8	12	10	12	4	5	5	5	5	4	3	2	0	0	3	3	0	3	1	2	2	0	0	1	1	1	0	0	0	0	1	1	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	43539	12649	8561	8923	4593	2731	4200	1866	1841	1483	1410	1037	1460	1095	675	711	594	726	542	411	600	471	312	298	411	185	309	139	152	123	108	169	98	112	101	98	74	72	60	55	69	61	43	68	63	48	42	47	20	24	21	29	17	14	35	14	19	13	20	32	13	16	15	8	11	6	10	9	6	6	7	4	1	4	2	2	2	3	5	0	6	0	2	2	2	1	4	3	0	0	1	0	1	1	0	4	0	0	1	0	0	0	1	0	2	0	2	1	1	0	0	5	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	26797	6406	4647	5505	2533	1196	2494	878	969	735	727	524	871	614	295	341	299	393	296	202	379	294	165	175	254	77	167	62	76	51	44	89	50	69	57	48	42	51	36	22	43	31	24	39	19	27	20	23	10	16	10	20	7	5	29	7	9	6	10	12	11	6	12	1	6	4	4	7	4	4	5	3	1	2	1	0	2	0	1	0	4	0	1	1	0	0	2	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	42564	12583	8491	8780	4597	2755	4163	1865	1813	1484	1394	1006	1384	1089	686	669	593	692	539	394	541	452	321	305	357	173	276	149	167	137	117	163	95	100	106	90	71	68	57	59	79	45	44	57	51	39	34	60	16	24	27	24	18	16	28	13	23	14	23	21	15	23	19	7	11	6	14	11	4	7	5	5	2	4	3	0	2	4	4	1	5	2	2	4	3	1	1	2	0	0	5	0	1	1	0	3	0	1	2	0	1	0	1	0	2	0	2	0	1	0	0	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	26062	6338	4563	5334	2580	1236	2488	865	948	735	752	508	804	624	309	325	295	368	291	192	336	276	165	175	208	74	149	71	77	65	53	90	47	49	60	46	30	41	23	25	39	22	28	29	22	25	13	31	9	13	14	16	9	8	16	6	10	6	15	11	10	17	15	0	6	5	8	7	3	3	4	3	1	2	2	0	2	1	1	0	3	1	1	1	0	0	1	1	0	0	5	0	1	1	0	0	0	0	1	0	1	0	1	0	2	0	1	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	43887	12646	8752	9037	4675	2739	4227	1902	1904	1502	1452	1078	1425	1124	684	666	617	744	517	383	556	496	316	321	340	172	300	182	156	142	118	161	95	109	96	84	84	69	62	53	76	41	44	55	53	38	48	55	19	32	28	15	18	20	41	15	20	14	22	23	14	20	11	6	13	5	15	9	4	9	5	6	8	1	3	6	3	3	2	2	2	2	3	3	3	1	3	2	0	0	5	0	1	0	1	2	1	1	2	0	1	1	1	1	3	0	1	0	1	0	0	2	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north13_active	80	27039	6461	4702	5507	2614	1216	2526	881	1017	784	789	523	856	675	316	356	312	372	270	184	340	296	164	188	213	77	164	80	73	64	56	82	49	61	54	46	37	37	28	20	36	24	28	34	30	26	20	32	12	15	13	6	8	11	16	9	7	3	16	15	8	14	6	0	7	4	9	3	2	4	2	4	4	0	2	3	2	2	1	0	0	1	1	0	0	0	1	1	0	0	5	0	1	0	0	1	0	0	1	0	1	0	1	0	3	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	44370	12729	8824	8998	4820	2832	4218	1866	1918	1535	1429	1083	1467	1136	685	640	617	779	548	368	553	479	300	316	323	176	313	193	174	133	124	160	82	100	107	83	90	84	65	54	74	32	44	47	47	38	45	54	22	33	24	16	17	18	52	12	22	11	25	28	12	25	12	5	11	10	10	14	2	13	5	7	7	1	5	7	4	3	2	3	5	3	1	3	3	1	4	2	0	1	5	3	0	0	1	2	1	3	1	0	2	1	0	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north14_active	80	27571	6523	4805	5458	2704	1294	2529	883	1024	806	766	527	923	702	322	333	312	413	286	176	355	283	165	179	203	82	170	84	86	56	57	88	40	46	59	50	42	39	33	23	39	21	24	30	29	26	20	28	12	17	11	6	9	10	19	7	14	2	17	19	7	19	6	1	6	6	6	6	0	10	1	4	3	1	2	4	3	2	0	0	4	1	0	0	0	0	1	1	0	0	5	1	0	0	0	1	0	2	1	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	44125	12691	8899	8958	4764	2879	4179	1832	1996	1506	1447	1070	1452	1138	674	614	622	839	539	360	549	506	306	317	321	178	330	203	188	132	113	185	73	121	105	99	90	82	66	54	82	37	41	44	50	32	38	44	28	31	20	21	17	20	53	15	20	12	19	34	11	35	8	11	11	12	9	15	4	10	5	9	6	1	4	7	2	3	2	2	7	3	2	1	0	1	5	0	0	1	0	4	0	0	1	3	3	3	0	3	1	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north15_active	80	27267	6433	4794	5410	2600	1313	2472	855	1048	774	773	529	918	694	320	321	321	443	295	160	357	291	172	189	207	83	183	91	109	55	52	105	36	62	69	55	45	41	35	17	49	19	20	28	25	19	22	21	12	12	7	8	7	11	24	10	13	5	14	21	8	26	4	6	5	6	5	7	0	9	1	5	3	1	2	4	1	2	0	0	4	1	1	0	0	1	1	0	0	0	0	2	0	0	0	1	0	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	42345	12446	8676	8563	4637	2881	4090	1779	1937	1427	1451	1015	1424	1095	671	624	606	780	520	359	550	493	288	325	359	174	308	191	184	137	109	166	83	121	113	85	83	86	76	60	87	43	43	46	48	27	28	48	25	26	13	28	19	17	49	10	26	8	11	29	13	29	6	13	10	13	9	11	5	9	5	7	1	3	6	4	1	1	3	4	7	2	1	0	0	3	5	0	0	1	1	4	0	0	1	2	2	2	0	4	1	0	0	1	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	25846	6284	4633	5154	2473	1327	2451	813	1011	709	777	506	875	645	323	301	322	434	284	157	346	291	160	195	209	83	165	89	107	58	45	97	37	61	71	45	42	43	36	19	51	20	19	29	23	15	15	27	10	8	4	14	9	9	26	5	20	5	3	15	8	18	3	8	3	6	4	6	3	8	1	3	0	2	2	3	1	0	1	1	4	0	1	0	0	2	1	0	0	0	1	2	0	0	0	0	0	2	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	41553	12228	8568	8449	4470	2828	3961	1766	1885	1399	1423	1013	1469	1086	674	636	571	768	507	375	538	493	292	302	340	171	319	195	176	140	107	169	85	123	113	86	75	77	68	69	83	41	45	47	46	31	24	43	27	26	19	28	18	13	46	15	24	11	12	28	13	23	9	14	11	11	7	7	6	6	3	6	5	2	6	1	1	2	2	3	8	1	1	2	1	3	4	0	0	1	2	2	0	1	0	1	2	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	25390	6195	4519	5022	2380	1325	2414	789	950	669	756	523	869	629	322	317	292	428	289	167	338	291	152	189	177	77	189	98	100	57	47	97	37	65	67	38	37	42	31	26	48	16	19	28	24	17	13	27	11	6	8	17	10	9	26	6	18	5	5	15	9	15	6	10	5	5	3	5	4	3	1	3	4	1	4	0	1	1	1	1	4	0	1	0	1	2	0	0	0	1	2	2	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	42463	12534	8673	8718	4469	2775	4024	1824	1879	1459	1417	1052	1486	1158	678	650	582	675	534	382	563	552	295	329	349	175	343	197	176	146	107	176	92	131	109	87	81	68	79	59	93	44	46	56	41	36	39	46	23	36	20	34	16	16	44	13	28	13	17	23	12	15	10	17	10	9	11	5	7	7	2	6	6	4	5	2	2	2	2	7	4	1	1	2	2	5	2	1	0	2	2	1	0	1	1	1	1	0	0	4	1	0	0	1	0	0	0	0	0	0	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	25774	6479	4656	5295	2429	1284	2425	850	965	706	767	522	866	690	324	322	291	373	299	184	338	339	143	201	182	78	221	101	89	64	51	88	42	71	54	48	38	34	40	22	59	20	18	39	21	19	20	28	11	13	9	20	11	13	22	4	23	5	5	16	9	4	5	9	4	5	5	3	5	3	1	1	5	1	3	1	1	1	1	3	1	0	1	0	2	4	0	0	0	1	2	1	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	44603	12828	8765	9128	4620	2712	4211	1865	1932	1488	1411	1092	1535	1156	689	651	592	649	584	417	607	537	302	309	375	179	342	207	185	139	107	182	95	125	115	79	79	83	76	62	108	38	42	55	36	44	45	43	24	34	31	33	22	13	50	14	25	16	23	23	12	11	14	18	12	7	7	3	7	8	3	8	6	3	7	2	3	2	1	7	2	1	2	3	2	5	1	1	0	2	2	0	0	1	1	1	1	3	0	3	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	27245	6681	4824	5496	2548	1231	2536	887	984	730	768	538	909	676	319	327	287	363	325	196	381	335	141	195	198	79	233	99	100	64	50	90	42	69	62	47	39	42	43	26	68	21	21	39	17	17	26	27	13	16	14	20	15	9	19	5	19	8	6	16	10	4	5	9	4	2	2	3	5	5	2	2	6	0	5	1	2	1	1	2	1	0	0	0	2	4	0	0	0	1	1	0	0	1	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	46741	13213	9078	9436	4650	2707	4445	1857	1974	1554	1406	1150	1561	1184	713	639	612	682	575	411	628	546	309	311	373	205	330	204	195	141	108	213	88	134	118	99	76	77	80	59	106	35	46	48	38	41	45	46	26	32	25	33	21	18	49	12	20	22	20	29	13	9	13	15	10	7	7	4	4	10	3	8	4	3	7	3	4	5	0	7	2	1	3	2	2	4	1	2	0	1	1	0	0	4	2	1	1	3	2	3	1	0	1	1	0	0	0	0	1	1	0	1	0	1	0	0	2	1	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	28809	6922	5049	5788	2550	1206	2682	883	1027	808	778	566	952	719	315	313	298	383	298	181	409	344	142	183	214	88	219	106	109	63	50	114	44	73	65	62	37	36	50	26	68	19	26	35	22	16	27	23	11	17	10	19	15	10	18	6	15	14	5	22	8	3	5	7	4	2	2	2	1	6	3	4	4	0	4	1	2	2	0	2	1	0	0	0	2	4	0	1	0	0	0	0	0	3	0	0	0	2	0	3	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
