label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182
0.03	south34_all	80	1800	906	610	533	306	369	319	188	182	146	132	95	90	76	102	84	124	57	74	82	47	40	58	38	30	49	22	30	25	32	22	18	21	28	39	14	12	14	19	12	14	16	11	12	9	10	8	11	4	8	6	8	3	10	5	5	10	1	9	18	10	2	5	2	6	2	2	3	3	2	7	1	6	0	2	1	0	1	2	0	2	0	1	2	0	0	1	2	2	3	1	1	3	0	2	3	3	2	1	1	0	0	0	1	2	2	0	1	1	0	2	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
0.03	south34_active	80	365	241	136	303	78	242	214	64	64	36	32	35	19	22	72	36	99	19	43	50	7	10	38	31	4	31	3	11	5	7	10	7	10	13	33	1	3	1	5	4	9	7	4	7	4	6	0	2	2	4	4	3	1	5	2	1	8	0	2	18	8	1	1	0	2	0	1	0	2	1	1	0	2	0	2	1	0	0	0	0	2	0	0	0	0	0	0	2	1	2	1	1	1	0	1	0	3	0	0	0	0	0	0	0	1	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
0.03	south35_all	80	1841	940	596	551	305	352	283	191	176	126	136	117	84	81	116	78	156	56	79	82	42	38	63	32	34	37	30	35	24	26	20	17	22	29	33	15	12	17	20	15	12	23	11	11	11	8	8	13	5	18	6	9	4	7	3	10	33	2	7	15	11	3	2	4	6	2	4	2	2	2	4	3	6	0	2	0	0	1	1	1	1	0	2	2	0	0	0	2	1	4	0	0	2	0	2	2	3	1	0	1	0	0	0	1	0	2	0	0	1	0	1	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south35_active	80	389	268	135	326	81	232	186	75	71	33	40	46	21	25	82	35	127	22	45	49	10	10	39	26	5	26	1	11	3	7	9	9	10	15	26	0	1	2	7	8	8	15	3	9	4	5	2	1	4	11	4	4	1	3	1	4	29	0	2	14	9	1	1	0	2	1	1	0	1	0	1	1	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south36_all	80	1851	942	579	576	312	379	327	190	161	116	130	129	92	92	138	70	153	63	77	89	39	34	75	43	37	36	30	42	30	26	24	17	24	29	66	15	15	18	17	15	19	28	12	12	11	8	12	10	9	18	7	7	4	4	6	11	46	4	7	9	8	4	4	6	7	2	3	1	4	1	1	3	4	0	4	1	0	1	1	2	1	0	2	2	0	0	0	2	2	2	1	0	1	0	1	2	3	0	0	1	0	0	0	0	0	1	1	0	2	0	1	1	0	0	0	0	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south36_active	80	375	298	133	376	72	254	223	83	62	25	42	57	28	24	101	31	124	27	41	66	8	13	53	33	8	23	3	13	6	7	11	10	10	19	59	1	2	3	3	8	10	21	4	9	3	5	2	2	5	13	2	5	1	2	3	6	43	1	3	8	5	2	1	2	4	2	0	0	1	0	0	1	1	0	4	0	0	0	0	1	1	0	0	0	0	0	0	2	1	2	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south37_all	80	1806	961	580	600	313	410	314	204	158	132	131	130	102	79	164	62	139	63	86	93	48	35	81	49	33	37	27	35	29	23	30	16	24	38	86	17	13	18	12	17	24	27	13	12	10	8	12	8	7	22	6	6	7	5	5	11	40	3	7	13	4	4	5	4	6	3	6	2	5	1	4	4	3	0	16	1	0	2	1	3	0	1	1	3	6	0	0	0	1	2	1	2	0	1	1	0	0	0	0	1	0	0	0	1	2	1	3	0	2	0	0	0	0	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	377	297	126	421	74	271	214	92	63	32	45	59	31	21	117	28	112	31	44	70	12	10	58	34	10	22	5	13	7	7	13	9	8	33	80	2	2	2	2	10	16	23	5	8	3	5	2	2	4	16	1	5	2	4	2	8	38	1	5	12	2	3	1	2	4	2	1	0	1	0	3	3	1	0	16	0	0	0	0	1	0	0	0	1	6	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	1806	936	549	577	327	418	315	194	151	140	114	135	101	91	162	62	127	59	73	108	55	36	78	47	30	42	27	34	34	20	29	13	22	34	79	20	15	16	11	15	24	22	13	17	13	7	11	6	8	13	9	5	4	8	6	11	36	5	8	13	5	4	5	3	4	5	5	2	7	1	5	5	2	0	15	1	2	1	1	3	0	1	0	2	6	0	0	0	3	2	5	2	1	1	0	0	1	0	0	1	0	0	4	1	2	1	3	1	2	0	2	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	405	302	121	399	76	294	224	87	64	31	35	67	25	22	124	30	102	34	39	83	11	13	65	31	11	24	5	14	5	7	12	4	8	28	73	4	3	2	2	6	16	18	6	10	5	5	2	1	3	10	1	5	2	6	2	7	34	1	4	13	3	3	1	3	3	3	1	1	4	0	5	4	0	0	15	0	2	0	0	1	0	0	0	1	6	0	0	0	1	2	5	1	0	0	0	0	1	0	0	0	0	0	4	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	1836	868	553	577	336	448	311	179	157	148	117	120	95	86	155	69	134	65	83	99	59	47	92	43	28	50	27	27	28	26	21	12	17	35	93	21	16	15	12	19	23	12	13	17	10	13	9	6	4	11	5	6	3	11	5	6	15	4	9	29	2	5	4	2	1	7	3	3	10	2	7	4	3	3	14	2	2	2	2	1	0	1	0	2	6	0	2	0	3	3	6	2	1	2	0	0	1	0	0	0	0	0	5	1	2	0	2	1	0	0	2	0	0	0	0	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	435	268	126	403	81	313	223	67	64	30	32	58	24	26	125	34	111	37	50	77	12	12	73	29	14	35	6	13	4	5	9	1	6	27	88	5	4	1	2	9	16	5	4	10	4	8	1	2	0	9	1	5	1	9	2	4	13	0	5	29	2	2	2	1	1	5	1	2	8	0	7	3	0	3	13	2	2	0	0	0	0	0	0	1	6	0	1	0	0	3	6	1	0	1	0	0	1	0	0	0	0	0	5	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	1887	880	552	631	334	497	367	201	170	143	115	133	80	87	234	71	173	76	94	125	50	46	84	44	29	68	34	28	23	24	22	14	23	40	151	20	20	13	13	13	29	10	10	18	12	16	7	7	6	8	7	6	1	22	4	3	17	5	8	34	7	5	5	4	0	8	0	4	11	2	4	5	3	4	15	3	2	2	1	0	3	0	0	2	0	0	2	2	3	4	6	1	3	2	0	0	1	0	2	0	0	0	6	0	2	1	1	1	2	0	2	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0
0.03	south40_active	80	502	305	132	452	70	358	293	90	74	28	35	71	18	31	210	38	151	40	61	105	11	17	65	31	15	50	6	10	6	6	11	2	10	32	147	6	9	1	2	6	17	5	3	11	5	9	2	5	2	4	3	4	1	20	1	1	14	0	3	34	7	1	2	2	0	5	0	2	9	0	4	4	0	4	13	2	2	0	0	0	3	0	0	1	0	0	1	2	0	3	6	1	1	1	0	0	1	0	2	0	0	0	5	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0
