label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182
0.03	north6_all	80	1914	901	573	595	338	379	422	209	189	132	131	102	101	86	189	77	194	67	99	141	56	41	89	64	34	63	28	20	19	29	13	25	19	34	84	16	16	16	15	20	23	27	19	20	6	10	7	7	10	13	9	8	5	19	4	3	26	3	3	24	7	3	8	8	1	2	3	2	6	2	7	7	1	6	20	2	1	1	2	2	1	1	0	0	2	2	1	3	0	1	7	1	1	0	0	3	3	3	2	2	1	0	0	0	1	1	4	0	0	0	0	1	1	0	0	0	1	3	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	3	0	4	0	0	1	3	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	451	312	126	393	83	249	327	117	94	27	54	51	20	26	161	35	172	37	63	128	7	18	70	41	10	50	7	6	10	9	6	9	8	24	74	2	6	3	3	9	13	18	3	15	1	6	1	3	4	9	5	6	0	18	0	2	24	1	1	21	6	0	4	4	0	0	3	1	5	1	4	5	0	5	20	2	1	0	1	2	1	0	0	0	2	0	0	2	0	1	7	0	1	0	0	1	3	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	4	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	1929	946	551	651	330	390	439	197	190	138	126	116	96	83	184	79	171	68	95	145	47	45	101	48	37	70	28	18	15	21	14	29	21	36	116	17	20	11	11	18	28	18	16	19	10	13	8	11	22	13	11	12	4	30	2	4	11	3	4	21	5	3	8	6	2	2	5	3	5	2	7	1	2	7	22	3	1	1	1	1	1	2	0	0	2	1	0	4	0	2	7	1	1	0	1	2	1	1	13	1	1	0	1	1	1	1	4	0	1	0	0	1	0	0	2	0	1	3	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	482	327	123	438	82	264	337	106	101	20	48	66	19	27	162	37	150	38	63	131	10	20	85	33	14	57	8	3	7	6	8	10	11	24	108	4	8	1	1	8	22	12	3	11	2	9	2	5	13	9	8	11	1	30	0	1	10	1	2	17	5	0	5	2	1	0	4	1	4	1	3	1	0	5	22	3	1	0	1	1	1	1	0	0	2	0	0	2	0	2	7	0	0	0	1	0	1	0	13	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	1943	959	567	653	320	451	484	216	199	128	131	125	95	66	195	80	181	75	82	168	48	48	101	49	37	91	32	18	13	15	13	30	20	43	126	18	22	10	12	10	29	19	14	16	12	11	11	12	22	14	13	12	7	35	1	4	16	3	3	14	6	1	9	4	2	2	7	4	9	2	8	1	2	4	42	1	0	2	0	2	1	3	0	0	3	0	0	4	0	4	8	1	1	0	1	1	14	1	13	1	1	1	1	1	0	4	2	0	1	0	0	1	1	0	2	0	0	2	0	0	2	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north8_active	80	531	353	144	455	80	330	387	116	101	19	52	70	30	29	167	38	160	46	53	154	13	23	88	39	13	77	9	5	7	4	6	11	11	32	117	7	9	1	1	3	27	14	2	10	3	7	3	6	15	8	8	12	2	35	0	1	15	1	2	11	6	0	6	2	1	0	4	2	8	1	3	1	0	3	42	1	0	1	0	1	1	3	0	0	2	0	0	2	0	4	8	0	0	0	1	0	14	1	13	0	0	1	1	1	0	4	0	0	1	0	0	0	1	0	0	0	0	1	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north9_all	80	1852	950	613	685	307	453	482	209	178	126	133	124	89	77	173	71	186	70	86	167	55	45	87	41	41	90	21	21	20	21	20	28	22	42	139	15	20	12	12	8	38	17	14	18	11	8	8	11	19	12	12	8	6	37	3	6	12	3	4	11	8	2	5	1	2	2	7	4	8	1	5	1	2	5	51	1	0	2	1	2	1	4	1	2	3	2	1	2	1	4	3	1	1	0	1	4	13	1	13	1	1	1	2	2	0	4	0	0	1	0	0	0	3	0	3	0	0	0	0	0	2	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north9_active	80	533	318	146	486	82	344	388	105	84	19	55	70	30	27	147	37	164	44	58	152	15	26	76	32	15	74	3	6	6	5	10	10	13	33	132	7	7	3	2	2	34	12	4	11	3	7	2	7	14	6	6	7	3	37	0	2	12	0	3	10	7	1	3	1	1	1	3	3	8	0	2	1	0	3	51	1	0	1	0	1	0	3	1	1	2	1	0	1	0	4	3	1	0	0	1	3	13	1	13	0	0	1	2	1	0	4	0	0	1	0	0	0	3	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north10_all	80	1897	912	615	648	326	450	433	194	184	127	137	109	98	84	171	62	184	70	80	146	51	40	80	53	38	72	22	26	22	22	25	28	21	31	120	14	19	8	12	9	35	17	9	10	8	10	11	11	9	12	11	7	9	28	4	8	11	6	6	10	10	4	2	1	6	2	7	4	11	2	5	3	3	3	45	1	1	2	1	3	1	3	2	2	2	2	1	1	1	4	3	1	1	1	0	6	13	2	13	0	0	1	1	3	0	4	0	0	0	0	0	0	3	0	1	1	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	2	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north10_active	80	531	296	125	454	79	343	336	95	78	20	55	57	33	25	143	35	161	43	56	130	10	22	68	41	10	58	4	11	6	5	13	11	13	28	114	7	6	3	1	2	28	11	3	6	3	8	2	8	6	8	5	5	3	27	0	3	10	0	4	9	7	2	1	1	4	1	1	2	9	0	3	2	1	2	45	0	0	1	0	2	0	2	2	1	1	1	0	1	0	4	3	1	0	0	0	4	13	1	13	0	0	1	1	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north11_all	80	1809	878	559	581	326	427	377	200	185	153	121	115	90	91	175	69	129	71	93	170	47	46	89	39	48	49	27	29	23	18	25	27	12	26	105	12	19	17	19	17	16	15	6	11	18	10	11	7	4	11	7	9	6	15	5	5	25	1	6	15	5	0	7	2	4	4	3	5	5	7	4	3	1	2	4	3	3	0	0	2	2	1	1	1	2	1	1	0	0	0	4	3	0	1	0	2	2	0	0	0	0	1	0	0	1	0	2	1	0	1	2	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north11_active	80	397	283	116	361	84	321	277	90	96	41	45	63	17	22	148	35	108	40	56	148	6	21	73	24	9	34	8	7	7	7	9	6	5	17	99	5	7	7	4	9	15	10	2	4	4	5	3	3	2	10	2	4	1	10	0	3	24	0	2	14	4	0	2	2	1	4	1	1	5	5	4	2	0	1	4	2	3	0	0	1	1	0	0	0	2	0	0	0	0	0	3	1	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	1804	913	543	574	334	428	365	200	181	147	109	115	89	90	191	85	163	71	101	171	44	50	83	40	42	47	25	31	20	24	27	25	10	31	99	14	20	12	16	18	19	16	5	12	15	14	13	7	7	12	6	8	7	11	2	5	22	2	7	15	7	1	7	2	8	4	4	3	6	6	4	3	1	4	3	1	2	1	0	1	0	1	1	2	4	1	1	0	0	0	2	2	0	2	0	2	1	1	0	0	0	2	0	0	1	0	0	1	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north12_active	80	407	302	127	372	90	333	267	95	93	41	44	60	16	20	161	43	134	42	58	153	7	24	65	26	5	29	9	8	6	8	11	6	5	27	95	3	12	7	2	11	16	12	1	6	4	6	3	2	3	10	1	3	1	7	0	3	21	0	3	14	4	0	2	2	3	4	1	0	5	3	4	2	0	2	3	0	2	0	0	1	0	0	0	2	2	0	0	0	0	0	0	1	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	1826	937	553	619	330	486	344	200	205	157	121	118	102	85	220	86	230	80	96	191	53	51	84	44	37	52	23	29	22	22	27	22	10	39	115	14	20	12	15	18	21	24	4	16	15	12	15	9	9	10	3	7	6	18	3	4	44	4	7	22	11	1	5	4	9	3	4	2	5	3	4	11	3	4	1	1	2	3	0	2	0	1	2	2	7	1	0	1	0	1	2	3	2	2	0	0	1	1	0	0	1	3	1	0	0	1	0	0	1	0	9	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	5	0	3	0	0	0	0	0	0	0	0	0	2	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	436	340	131	428	79	381	247	114	106	50	43	70	24	22	187	46	204	52	63	172	8	29	62	27	10	31	8	7	7	4	13	5	5	33	112	4	15	6	3	9	17	17	0	8	4	6	6	2	1	8	1	4	1	16	0	2	43	1	3	22	9	0	3	4	4	3	2	0	4	1	3	10	0	2	0	0	2	0	0	1	0	0	0	2	5	0	0	0	0	1	0	2	1	1	0	0	1	1	0	0	1	1	1	0	0	1	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	5	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	1854	910	562	660	315	516	363	215	209	155	122	117	113	82	249	90	278	81	87	188	48	49	90	45	36	64	26	33	18	26	26	23	13	39	160	18	22	12	15	19	24	22	6	18	11	8	11	6	17	17	5	5	4	13	3	4	48	5	7	26	18	3	6	3	8	8	3	1	7	6	4	10	4	4	2	0	1	3	0	3	0	0	1	2	6	0	0	1	0	1	2	3	2	2	0	0	5	2	0	0	1	3	1	0	0	3	0	0	1	0	9	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	4	0	3	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north14_active	80	481	340	130	480	65	407	269	119	109	38	47	72	28	23	214	49	252	54	63	172	7	30	71	32	14	44	8	14	5	5	14	8	5	32	155	4	14	4	4	12	19	18	0	13	1	3	5	1	9	13	1	3	0	13	0	2	46	1	3	26	14	1	3	3	6	4	2	0	6	3	3	10	0	2	1	0	1	0	0	0	0	0	0	2	4	0	0	0	0	1	1	2	1	1	0	0	3	1	0	0	1	1	1	0	0	3	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	4	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north15_all	80	1903	944	542	658	302	521	370	203	188	163	130	117	115	75	226	87	265	71	89	154	57	45	88	42	31	55	20	39	20	22	23	21	17	37	153	17	22	13	15	14	31	19	10	16	8	6	12	8	18	15	9	4	5	13	3	3	53	6	7	24	24	4	8	5	6	9	1	0	9	6	5	8	3	3	9	0	0	2	1	3	0	0	1	2	7	1	0	1	0	1	1	3	2	1	0	0	6	1	0	0	1	3	1	0	0	3	0	0	1	0	9	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0
0.03	north15_active	80	497	343	118	483	66	413	269	108	92	41	46	70	29	23	197	45	241	48	66	137	8	27	65	33	13	40	7	17	6	5	11	7	6	27	149	3	13	4	4	8	24	16	2	10	3	3	5	2	10	12	1	3	0	13	0	3	51	1	3	24	20	2	4	4	5	3	1	0	8	3	3	8	0	2	7	0	0	0	0	0	0	0	0	2	5	0	0	0	0	1	1	3	1	0	0	0	3	0	0	0	1	1	1	0	0	3	0	0	0	0	8	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	north16_all	80	1899	916	538	689	279	501	422	198	194	164	120	121	106	65	192	88	222	73	87	159	49	48	96	30	32	56	27	46	19	28	22	16	22	50	152	19	19	14	20	12	24	15	12	11	8	5	10	6	18	11	10	4	7	14	3	1	20	6	4	10	17	7	8	6	4	9	1	1	10	5	5	0	3	3	11	2	1	1	1	3	0	0	2	1	5	1	1	0	0	0	1	2	0	0	1	0	8	2	0	0	3	1	0	0	0	2	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	6	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0
0.03	north16_active	80	510	314	113	510	60	391	328	93	97	39	42	64	22	24	163	47	186	48	62	134	5	27	74	23	13	42	7	22	5	6	14	6	9	33	145	2	11	3	5	8	17	11	3	9	2	1	3	1	11	8	0	1	1	13	0	1	18	0	1	9	15	2	4	5	3	3	1	1	9	3	2	0	0	2	10	2	1	0	0	0	0	0	1	0	5	0	0	0	0	0	1	1	0	0	0	0	5	0	0	0	2	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
