label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182	Otu183	Otu184	Otu185	Otu186	Otu187
0.03	south33_all	80	6736	1701	1025	925	1407	468	375	347	393	324	201	659	316	260	342	146	268	105	145	225	90	92	83	82	116	243	69	52	44	40	58	48	39	31	44	26	28	33	41	30	14	21	25	13	30	27	72	34	14	15	12	19	21	9	4	11	11	8	15	4	6	43	19	4	14	9	33	18	8	7	24	8	8	4	7	3	2	5	6	3	11	12	2	1	3	3	7	0	1	3	1	1	2	3	2	6	2	0	2	3	4	10	3	3	0	3	1	0	0	2	1	1	15	0	0	0	2	0	1	0	1	2	1	0	0	0	1	0	0	0	0	1	2	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south33_active	80	5334	662	442	539	1186	137	91	134	255	211	43	594	225	195	276	59	229	22	88	188	42	35	30	48	93	225	26	25	11	9	38	23	24	5	28	5	6	17	26	27	3	9	15	6	16	16	63	25	4	2	3	11	14	3	2	3	7	6	5	0	3	42	17	1	8	6	32	15	1	4	23	1	2	1	4	3	0	2	4	0	11	10	0	1	2	1	6	0	0	1	1	1	1	3	2	6	2	0	2	3	4	9	1	2	0	0	0	0	0	2	1	1	15	0	0	0	2	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	6751	1664	1006	915	1417	477	378	358	402	319	198	662	320	263	313	130	284	106	123	230	84	86	81	74	124	261	64	57	44	38	56	47	45	23	37	26	30	37	35	33	9	23	18	16	30	34	78	42	11	12	17	21	24	11	4	13	7	7	14	5	5	36	20	4	18	9	27	28	8	5	14	9	7	2	5	3	6	3	4	4	4	15	3	5	3	4	6	0	2	3	0	3	3	3	3	4	2	1	0	3	10	8	4	3	0	1	0	0	1	2	2	1	15	1	1	0	0	0	9	0	1	3	2	0	0	0	1	0	0	0	0	0	2	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	5390	642	421	528	1187	153	89	133	261	201	38	590	220	194	247	53	241	19	75	182	47	37	30	32	98	246	25	31	12	8	35	22	26	4	26	6	4	16	21	29	1	13	10	7	18	23	72	32	3	2	5	14	13	3	2	4	4	4	6	0	3	33	17	1	9	6	26	25	0	3	12	1	1	0	4	2	4	0	3	0	4	13	0	5	2	1	5	0	1	1	0	3	3	3	3	4	1	1	0	3	10	8	2	2	0	0	0	0	0	2	2	1	15	0	1	0	0	0	8	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	6918	1714	1025	892	1420	444	385	324	397	314	210	666	279	240	332	137	309	102	115	201	81	74	72	69	124	316	61	56	46	39	58	38	47	26	42	21	32	34	29	37	13	22	20	21	24	32	76	41	18	18	16	18	17	14	9	14	9	15	16	4	4	34	17	5	18	19	44	28	11	3	10	8	6	3	3	2	7	5	3	6	4	5	6	8	2	4	4	0	2	2	6	7	2	2	5	2	2	4	0	3	8	5	4	3	0	2	0	0	1	4	3	2	4	1	1	0	0	0	8	0	0	2	2	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	5551	700	415	496	1192	130	91	115	247	201	36	589	194	182	274	62	258	23	68	153	47	32	34	27	92	295	27	33	15	9	37	16	29	7	30	5	3	18	18	32	2	11	11	12	14	24	68	32	2	4	9	12	6	4	3	3	6	11	9	0	3	32	13	1	13	14	43	26	2	1	8	1	1	0	2	1	5	2	2	2	3	4	0	6	2	1	3	0	1	1	6	7	2	2	3	2	1	3	0	3	8	5	2	2	0	0	0	0	0	3	2	1	4	0	1	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	7108	1708	1050	917	1404	414	393	329	413	300	221	661	275	239	326	137	308	92	108	179	81	67	64	67	121	337	67	60	38	38	60	31	39	29	51	17	29	37	28	38	14	18	26	19	15	34	69	49	21	17	18	17	11	15	12	12	9	20	11	8	4	52	13	7	14	18	34	27	10	2	9	6	4	2	5	4	9	3	3	5	9	4	5	8	1	6	2	0	4	2	8	7	2	0	3	2	1	6	1	3	9	3	4	1	0	1	1	0	1	2	5	1	5	1	1	0	0	0	8	0	0	2	2	0	3	0	1	0	0	0	3	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
0.03	south36_active	80	5701	706	420	524	1178	122	93	107	274	192	40	575	195	181	268	61	254	24	75	143	44	32	33	29	86	316	31	33	14	10	39	12	27	9	36	5	5	20	10	30	2	10	13	11	12	25	62	45	4	4	9	10	2	3	2	1	5	14	7	2	1	49	9	1	10	12	34	25	2	0	7	1	2	0	2	1	7	2	2	2	8	4	0	6	0	3	1	0	1	2	8	7	2	0	1	1	0	4	0	3	9	3	2	1	0	0	0	0	0	1	2	0	5	0	1	0	0	0	8	0	0	2	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south37_all	80	7120	1748	1089	962	1331	434	394	342	372	292	216	584	267	241	328	154	296	87	110	180	87	74	76	82	113	331	61	60	44	35	45	30	32	30	56	16	31	34	32	51	19	18	25	21	12	23	69	35	21	23	20	17	11	12	16	11	11	26	11	7	5	39	12	7	14	22	40	17	9	2	4	4	7	2	7	4	5	4	1	5	8	2	3	9	2	4	3	0	7	2	13	6	4	1	3	2	0	6	4	3	3	8	1	1	1	1	1	0	1	6	3	3	5	1	1	0	0	0	0	0	0	1	0	0	3	1	1	0	0	1	3	0	0	1	2	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
0.03	south37_active	80	5715	719	455	546	1114	111	90	119	237	189	45	508	195	189	276	74	246	20	73	150	43	36	42	39	80	312	29	30	16	4	32	17	20	11	43	7	7	20	13	36	3	10	12	15	8	15	63	33	5	7	8	11	4	3	3	2	6	16	6	2	0	38	11	0	12	17	40	16	3	0	3	1	3	0	2	1	3	3	1	2	7	2	0	5	0	3	1	0	4	1	10	6	4	0	0	1	0	4	3	3	3	8	0	1	0	0	0	0	0	5	0	1	5	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south38_all	80	6988	1748	1095	927	1334	425	416	355	371	288	223	559	294	237	320	149	304	88	120	175	95	73	78	73	106	285	70	53	45	41	43	41	30	39	63	18	35	31	34	50	22	22	30	19	6	29	70	43	19	15	17	16	11	12	16	8	11	22	7	7	6	38	24	9	12	15	21	12	9	1	3	5	9	2	9	6	4	4	1	2	6	3	3	5	5	3	2	1	7	2	12	4	3	1	5	3	5	3	6	6	4	11	2	1	1	1	1	3	2	5	3	2	11	0	1	0	0	1	0	0	0	0	4	1	3	1	1	0	0	1	4	0	0	2	1	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1
0.03	south38_active	80	5637	684	450	519	1110	123	104	123	239	188	54	481	226	171	275	68	266	21	77	148	48	36	43	37	80	266	35	23	20	7	28	29	20	12	45	8	9	17	18	30	3	13	21	12	3	20	64	39	5	6	4	8	4	4	4	2	5	12	3	2	0	37	22	1	10	11	21	11	2	0	2	1	3	0	3	3	2	2	0	0	6	3	0	1	0	3	0	1	4	1	9	4	2	0	0	2	5	2	5	3	4	11	1	1	0	0	0	3	0	4	0	1	11	0	0	0	0	1	0	0	0	0	4	0	3	1	0	0	0	0	4	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south39_all	80	6932	1758	1100	928	1342	445	399	355	375	320	200	533	307	258	298	154	306	103	135	178	93	82	80	76	117	255	73	52	52	35	44	45	36	33	49	23	29	38	26	49	19	22	31	20	9	32	78	29	13	16	16	18	10	11	9	12	13	30	8	4	7	27	22	7	8	17	30	5	5	4	6	2	9	2	11	5	3	2	1	3	1	9	2	5	5	3	1	1	7	2	6	3	4	1	6	2	5	4	6	6	2	11	1	0	3	1	0	3	2	4	0	2	11	0	1	0	0	2	0	1	0	0	4	1	2	1	0	0	0	1	4	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	1	1	1	0	0	6	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1
0.03	south39_active	80	5601	656	463	517	1111	126	104	124	238	204	44	464	242	182	252	71	267	29	83	139	46	41	46	38	97	238	35	23	20	3	30	29	23	9	37	9	7	16	14	30	4	12	20	12	4	18	74	25	5	6	5	13	7	3	3	4	6	20	4	1	1	26	20	2	6	13	30	4	1	0	4	1	3	0	5	4	2	1	0	0	1	9	0	1	0	3	0	1	4	1	3	3	2	0	2	2	5	4	6	3	2	11	1	0	0	0	0	3	0	4	0	1	11	0	0	0	0	1	0	1	0	0	4	0	2	1	0	0	0	0	4	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	5	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south40_all	80	6950	1767	1132	905	1425	455	412	364	373	315	195	504	297	254	262	153	286	112	134	177	88	94	83	70	112	256	68	42	48	35	50	50	36	39	50	30	27	38	25	47	19	17	34	20	9	30	61	29	11	10	13	16	10	8	12	12	13	32	11	3	7	35	21	6	8	12	15	10	3	5	6	2	5	2	9	5	1	2	3	3	4	14	2	3	6	1	1	3	6	2	2	3	2	0	5	2	6	4	4	3	2	3	1	0	3	1	0	3	1	0	0	1	6	0	1	0	2	2	0	1	0	0	4	1	0	1	1	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south40_active	80	5606	658	471	505	1201	134	110	130	230	205	37	439	222	180	213	72	250	29	82	133	44	44	40	31	97	238	33	17	19	5	30	31	17	10	35	9	8	20	15	28	5	7	22	12	5	19	58	24	4	3	5	10	8	3	5	4	5	25	4	0	1	34	19	2	7	5	13	9	0	2	4	1	1	0	6	3	1	1	0	0	4	14	0	0	0	1	0	2	6	1	2	3	0	0	2	2	6	4	4	0	2	3	1	0	0	0	0	3	0	0	0	1	6	0	0	0	0	1	0	1	0	0	4	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
