label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182	Otu183	Otu184	Otu185	Otu186	Otu187
0.03	north6_all	80	3325	1659	1052	940	618	472	479	338	273	264	203	211	192	155	147	151	115	182	89	77	99	89	70	84	51	42	52	81	104	45	74	36	31	59	40	37	19	25	22	26	22	44	19	26	23	16	13	6	19	17	6	9	11	16	15	11	12	30	8	8	9	4	9	6	5	9	5	5	1	9	8	7	5	7	6	9	6	3	4	10	3	3	3	6	3	4	4	2	0	3	4	4	1	2	2	0	0	3	0	1	0	2	1	1	1	0	1	0	0	2	0	1	0	2	5	1	0	1	1	0	1	0	0	0	1	0	1	1	0	2	0	0	3	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	901	556	261	535	177	188	235	141	68	130	58	55	39	30	48	72	29	131	32	23	59	26	32	51	13	10	14	52	91	14	59	11	10	42	8	16	10	6	8	8	5	33	10	6	6	3	8	0	12	5	0	1	3	8	8	2	4	25	0	0	6	2	1	1	2	9	4	0	0	4	1	0	4	1	1	8	3	1	0	8	3	1	0	3	0	4	2	2	0	2	2	4	0	1	2	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	5	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	3377	1699	1043	983	605	481	478	320	275	270	208	196	195	156	147	147	116	177	92	79	92	73	67	96	63	44	44	77	127	45	80	39	28	76	35	38	21	31	21	24	20	54	15	25	20	18	14	7	41	19	8	10	11	16	12	13	7	41	9	10	11	6	8	6	7	9	2	6	4	9	7	5	6	10	5	8	9	1	4	8	4	3	4	5	1	2	3	2	0	4	1	6	1	3	2	0	0	3	2	0	0	1	1	1	2	2	5	1	0	2	0	0	1	1	3	1	0	1	1	0	3	0	0	0	0	0	1	1	0	1	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	954	606	297	600	179	193	233	135	68	134	59	59	40	30	50	75	25	127	36	26	47	21	28	61	23	13	15	55	113	17	64	12	9	55	8	19	13	8	11	5	6	43	7	8	4	4	10	0	34	6	0	1	3	8	4	1	3	38	1	0	7	0	0	1	3	9	0	1	1	4	1	0	4	5	1	7	5	0	0	5	3	1	1	2	0	2	1	2	0	2	0	5	0	1	2	0	0	0	2	0	0	0	1	1	0	1	3	1	0	1	0	0	0	0	3	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	3389	1706	1092	1121	595	495	506	320	278	274	206	188	191	148	138	165	114	247	94	74	79	64	77	110	83	50	53	94	157	58	102	38	34	94	31	28	31	30	25	27	21	64	18	25	20	16	24	8	56	25	10	12	10	15	8	17	7	46	9	8	17	7	8	6	11	9	5	5	7	9	5	2	8	22	5	9	6	4	5	11	6	3	2	4	1	2	3	0	0	3	1	4	3	4	2	0	0	3	2	0	0	6	1	0	1	5	4	1	10	1	0	0	1	1	3	1	1	0	1	0	2	0	0	1	0	0	3	1	0	1	1	0	3	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	1080	687	310	753	162	218	282	159	72	138	74	56	41	30	55	87	32	196	32	26	40	22	38	82	34	12	19	72	143	26	88	11	13	71	8	15	21	9	12	8	6	53	8	10	4	3	20	1	53	10	1	2	3	6	3	1	2	43	1	1	11	1	3	1	4	6	1	1	1	3	1	0	4	17	1	8	4	3	0	9	3	1	1	2	0	2	2	0	0	1	0	3	2	1	2	0	0	0	2	0	0	5	1	0	0	4	3	1	10	0	0	0	0	0	3	0	1	0	0	0	1	0	0	0	0	0	3	1	0	1	1	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	3456	1750	1072	1275	589	499	502	353	286	292	219	184	183	156	151	153	102	272	95	83	84	58	89	115	79	59	57	99	211	63	150	39	39	144	28	39	39	26	22	27	19	64	21	24	20	15	26	9	68	21	10	9	6	13	10	16	9	59	10	10	21	8	7	4	7	12	14	6	10	6	8	1	8	36	4	1	5	5	3	8	7	2	3	2	3	4	2	0	1	2	4	3	3	2	2	1	1	1	2	0	0	13	0	2	1	5	4	1	11	0	0	0	1	1	0	1	1	0	0	0	2	0	0	1	0	2	2	1	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	3	0	1	0	1	2	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	north9_active	80	1201	777	301	909	134	238	291	184	93	167	78	57	38	36	64	89	32	226	26	28	40	20	52	93	34	18	23	78	196	30	135	12	15	131	8	27	22	8	12	10	5	58	8	11	4	2	21	2	67	11	2	2	2	6	3	0	3	58	1	3	15	2	3	0	2	8	9	1	4	2	1	0	4	35	0	1	4	3	1	6	3	0	1	2	0	4	2	0	0	0	4	2	2	0	2	0	0	0	2	0	0	11	0	1	0	4	3	1	11	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	2	2	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	0	1	0	0	2	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north10_all	80	3435	1775	1051	1402	606	519	497	374	291	306	226	189	180	156	148	171	115	286	100	86	96	58	95	130	79	67	64	119	219	67	165	43	43	127	28	50	36	25	29	26	19	70	27	19	16	13	23	13	72	19	11	9	7	14	9	16	10	50	9	11	16	10	11	5	7	11	16	4	11	6	8	5	6	38	4	3	4	10	3	6	4	2	1	1	3	8	5	0	3	2	4	5	2	1	4	1	3	0	1	0	0	13	0	2	1	3	2	1	15	0	0	1	0	1	0	1	1	2	0	0	2	0	0	1	0	2	4	1	0	0	1	0	1	0	0	2	0	0	2	0	0	1	0	1	0	3	2	1	1	1	2	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0
0.03	north10_active	80	1287	856	284	1028	129	276	307	210	97	192	84	49	44	38	66	109	40	245	19	27	56	26	52	109	32	19	25	96	211	36	151	11	17	121	7	42	20	8	13	11	6	66	10	9	0	2	18	5	70	14	2	2	2	7	2	2	5	49	1	7	12	8	5	0	3	7	11	0	4	3	1	1	3	38	0	3	3	8	1	5	1	0	0	0	0	7	4	0	0	0	4	5	2	0	3	0	2	0	1	0	0	12	0	1	0	3	2	1	15	0	0	1	0	0	0	1	1	2	0	0	1	0	0	0	0	2	4	1	0	0	1	0	0	0	0	2	0	0	1	0	0	1	0	0	0	3	2	1	0	0	2	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north11_all	80	3546	1695	1081	1224	569	575	514	362	295	317	221	182	167	153	125	178	116	268	89	82	127	96	86	109	66	60	59	77	221	42	148	34	31	80	29	47	21	22	32	23	25	105	29	28	18	16	18	20	83	21	17	6	5	13	13	10	6	63	7	7	11	11	12	8	10	15	16	7	5	7	4	3	7	10	7	5	1	2	4	9	2	3	2	4	5	3	5	0	2	1	3	1	7	2	5	2	3	0	14	2	3	0	0	2	1	4	1	1	1	1	0	4	0	0	0	0	7	6	0	1	0	3	1	0	0	5	0	0	1	1	0	0	4	1	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	1289	769	236	879	111	297	300	173	88	189	64	37	32	41	51	110	51	226	26	31	71	36	58	84	27	17	21	55	208	23	124	10	13	64	6	31	13	8	9	9	7	94	10	16	8	4	11	4	80	16	4	0	2	8	8	3	1	59	1	3	7	6	6	2	4	7	16	4	3	2	1	1	2	9	2	4	1	2	0	9	1	2	1	2	3	3	4	0	1	0	3	1	7	0	5	1	1	0	13	2	0	0	0	0	0	4	1	0	0	1	0	4	0	0	0	0	7	6	0	1	0	1	1	0	0	5	0	0	1	1	0	0	4	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	3446	1767	1080	1258	580	572	502	357	279	323	235	182	163	148	136	185	125	272	96	79	104	95	88	110	69	55	67	92	232	39	138	31	32	71	32	32	23	20	31	21	29	102	22	20	18	19	22	17	75	22	17	6	9	15	11	11	9	55	6	3	11	8	13	9	12	15	16	5	9	5	3	1	7	7	7	7	3	1	4	13	4	2	2	3	4	8	4	2	2	0	4	3	7	2	5	1	4	1	0	2	0	0	0	1	1	6	1	1	1	5	0	4	0	0	0	0	8	7	0	1	0	1	1	0	0	5	0	0	1	1	1	0	4	1	0	0	1	0	0	0	0	3	2	0	1	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	1260	811	237	903	113	286	313	166	87	188	74	43	31	42	54	116	51	223	26	27	61	29	61	82	25	13	20	67	217	22	123	11	16	60	6	24	12	9	12	5	7	93	5	11	7	3	14	5	73	14	6	1	5	10	7	3	3	52	0	1	5	3	9	3	7	7	16	3	5	1	1	0	2	6	2	5	1	1	1	13	2	1	1	0	2	8	3	0	1	0	4	2	7	1	5	1	2	0	0	2	0	0	0	0	0	6	0	0	0	5	0	4	0	0	0	0	8	7	0	1	0	1	1	0	0	5	0	0	1	1	1	0	4	1	0	0	1	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	3457	1728	1077	1214	534	518	473	371	277	292	220	172	177	150	149	189	118	217	95	85	83	102	96	108	66	55	55	80	165	41	115	30	38	62	37	32	29	21	31	26	21	77	23	22	11	18	31	12	61	25	16	6	9	14	10	9	9	66	3	2	12	5	12	5	13	11	5	7	7	5	3	2	10	3	6	9	3	2	3	19	4	2	1	1	2	8	6	4	1	1	4	4	7	2	1	0	4	1	1	3	0	0	0	1	0	6	2	0	0	5	0	0	3	0	0	0	7	7	0	1	1	0	1	4	0	4	0	0	1	0	1	0	4	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	1196	767	234	837	120	235	272	169	79	171	69	38	40	38	54	107	46	173	25	22	43	26	63	85	26	15	17	49	143	22	98	5	18	51	9	19	15	8	12	5	4	70	7	12	3	3	18	3	58	14	5	1	4	10	8	3	2	59	1	2	6	0	6	2	8	3	5	4	5	1	1	1	4	3	2	7	1	1	1	19	1	1	0	0	0	8	4	0	1	1	4	2	7	1	1	0	1	0	0	1	0	0	0	0	0	6	1	0	0	5	0	0	3	0	0	0	7	7	0	1	0	0	1	4	0	4	0	0	1	0	1	0	4	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	3301	1679	1125	1162	528	507	437	337	290	280	210	170	164	142	152	167	118	194	93	92	72	101	77	99	65	66	55	83	142	38	87	34	34	65	36	28	28	27	28	26	18	58	21	21	14	25	31	11	30	27	16	9	11	11	8	12	12	28	4	3	10	6	8	7	8	12	1	7	8	5	4	4	8	4	6	8	5	5	3	17	4	1	1	1	1	8	10	4	3	1	1	5	4	1	4	0	4	1	2	3	0	0	0	2	0	4	2	0	3	4	0	0	3	0	0	0	2	1	0	1	1	0	0	4	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	1047	673	232	769	138	217	223	144	75	163	62	40	31	34	55	85	41	140	21	28	35	24	39	77	27	20	14	54	118	18	72	4	15	58	10	18	13	7	8	6	4	53	8	9	3	2	18	4	26	15	4	2	5	6	7	4	3	22	1	2	5	1	3	3	5	4	1	3	5	2	1	2	3	4	2	6	1	1	1	17	1	1	0	0	0	8	8	0	1	1	1	3	3	1	2	0	1	0	1	1	0	0	0	0	0	4	1	0	0	4	0	0	3	0	0	0	2	1	0	1	0	0	0	4	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	3320	1682	1116	1076	540	504	448	331	299	289	188	174	163	150	149	175	120	183	94	90	89	86	88	97	53	71	45	78	117	48	97	38	36	65	30	34	38	23	22	25	15	44	21	25	15	22	32	11	41	25	12	13	11	15	8	13	12	36	5	4	8	8	5	9	4	5	4	5	7	8	4	5	4	5	4	8	3	6	2	17	4	2	1	1	0	5	10	3	4	1	0	3	3	0	4	0	3	0	5	3	1	0	1	2	0	2	1	0	3	4	0	0	3	0	0	0	1	0	0	0	1	0	0	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
0.03	north15_active	80	1046	649	221	716	128	218	213	150	80	161	67	43	31	35	59	94	44	140	24	26	48	21	46	76	27	19	12	49	97	23	81	6	13	57	9	22	18	5	4	6	5	37	8	8	5	2	17	2	36	14	3	3	4	10	4	3	4	30	2	2	4	4	0	3	3	3	3	1	5	3	0	2	3	5	1	6	0	0	1	17	1	1	0	0	0	5	8	1	1	1	0	1	2	0	2	0	1	0	4	1	1	0	0	0	0	2	1	0	0	4	0	0	3	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	3302	1736	1122	1067	561	501	444	331	292	293	195	197	161	163	151	172	128	172	84	91	106	68	81	81	60	63	55	85	107	46	92	43	45	67	26	37	45	27	26	27	11	51	25	24	17	19	29	11	32	21	16	12	11	19	7	9	14	35	5	6	9	7	5	6	4	7	8	3	4	7	4	4	5	9	3	4	3	6	1	5	3	2	4	1	1	10	9	1	3	0	0	6	3	0	4	0	2	1	4	5	3	0	1	2	0	2	1	1	3	11	0	0	1	0	2	0	2	3	0	0	0	1	0	3	0	1	0	0	1	0	2	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
