label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141
0.03	north6_all	80	4560	1329	885	608	425	1028	371	349	194	164	151	184	110	126	316	163	118	103	131	106	57	42	45	46	103	31	24	53	25	33	26	56	34	15	19	47	28	25	19	21	9	14	9	7	11	12	3	7	6	5	4	7	5	7	1	5	1	4	2	4	3	2	4	3	1	2	2	0	2	2	1	5	1	4	4	2	5	3	1	0	1	3	0	0	2	1	1	0	4	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	2690	616	437	316	177	687	205	200	85	84	70	79	57	68	214	99	69	59	59	68	26	23	23	26	62	14	8	35	9	17	13	45	22	5	7	38	21	17	17	11	5	7	2	1	3	6	2	4	2	3	2	3	5	7	0	3	1	2	1	3	2	1	4	1	0	1	0	0	2	1	0	2	0	2	1	0	4	3	1	0	0	1	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	4302	1322	835	612	424	981	380	321	193	175	153	157	110	135	301	149	112	103	134	110	51	44	47	31	92	33	34	48	23	38	28	47	35	13	16	44	25	25	18	17	7	14	7	8	11	8	5	8	9	4	4	7	1	7	4	4	2	4	2	7	2	2	2	1	4	1	3	0	0	7	0	6	1	1	3	3	5	4	0	2	1	2	0	1	2	1	1	0	4	0	0	0	0	1	1	1	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	2510	620	414	316	177	675	210	180	87	92	62	64	59	65	200	88	66	53	78	67	26	21	27	17	57	15	15	29	8	21	11	33	21	5	5	36	16	19	13	12	3	6	2	1	2	3	3	3	3	2	2	3	1	7	1	3	1	2	1	3	1	1	2	1	3	1	1	0	0	5	0	2	1	0	0	2	4	4	0	0	0	0	0	1	2	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	4127	1331	834	613	425	902	375	324	207	178	140	157	110	132	255	159	110	93	109	115	52	47	44	26	84	32	36	58	29	32	29	45	30	13	16	55	10	18	18	15	9	18	6	10	14	10	5	8	10	4	2	7	1	7	3	3	9	3	2	6	6	4	5	4	4	1	3	0	0	6	1	4	1	1	2	3	5	4	0	2	1	2	1	1	2	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
0.03	north8_active	80	2370	624	414	284	182	605	217	184	103	91	57	69	54	57	161	102	63	49	69	73	24	22	24	8	52	16	15	30	11	15	12	31	15	6	5	36	4	13	12	9	3	9	3	3	3	5	3	4	5	2	1	2	1	6	1	2	7	1	1	2	2	2	3	3	3	0	2	0	0	4	0	0	1	0	0	2	4	4	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north9_all	80	3894	1273	822	627	408	817	360	299	235	183	138	158	108	125	216	152	101	81	126	107	43	55	41	26	57	33	32	48	26	32	23	45	32	12	19	46	10	11	17	11	10	16	8	10	11	8	5	10	9	5	2	6	4	6	5	2	8	5	2	4	5	2	5	5	4	3	4	0	1	5	1	1	3	1	1	2	0	3	0	2	3	1	2	1	0	0	4	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
0.03	north9_active	80	2158	579	387	301	191	541	185	169	119	84	53	72	51	57	142	97	56	43	79	66	23	24	24	11	26	15	13	21	10	16	8	26	17	6	7	29	4	6	7	5	2	8	4	5	5	4	4	6	5	2	1	2	3	3	1	2	6	1	1	1	2	1	2	3	3	1	3	0	0	4	0	0	1	0	0	2	0	2	0	0	2	0	2	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north10_all	80	3928	1317	838	624	420	888	357	314	235	194	134	165	118	124	223	147	96	79	123	93	49	49	44	25	62	36	27	41	25	30	27	40	27	14	19	49	12	12	14	10	11	22	10	12	22	10	8	10	12	4	2	4	6	7	2	2	8	3	1	5	7	2	5	5	4	5	2	0	1	0	2	2	6	1	3	1	1	1	1	0	9	0	2	1	0	0	5	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
0.03	north10_active	80	2180	585	385	305	202	579	181	165	116	84	55	71	51	61	149	92	56	41	83	62	22	21	25	12	32	15	10	20	13	18	11	18	13	6	10	30	8	8	5	4	1	14	6	8	10	4	5	5	9	2	0	1	3	3	0	1	7	0	1	2	3	1	1	3	3	1	2	0	0	0	1	1	4	1	1	1	1	0	0	0	8	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north11_all	80	4509	1255	825	654	431	1018	380	360	205	164	184	181	132	116	287	185	114	84	129	122	49	36	43	30	112	32	30	46	26	27	25	64	49	21	10	44	20	33	15	29	13	8	9	5	10	8	7	8	5	8	8	4	8	1	6	1	7	1	1	14	9	8	4	0	0	4	1	3	1	7	1	5	0	1	1	6	0	2	1	0	7	4	1	0	0	0	0	0	0	2	0	0	0	1	1	0	0	2	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north11_active	80	2615	587	403	327	199	692	199	203	83	77	86	92	61	54	187	112	69	37	90	80	27	21	18	14	69	15	10	33	14	11	15	41	28	5	3	16	12	19	12	16	8	2	4	1	3	7	3	6	2	4	4	3	2	0	6	0	1	0	1	3	7	5	3	0	0	1	0	1	1	1	0	0	0	0	0	5	0	2	1	0	7	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	4529	1232	827	649	442	1077	387	334	216	152	166	164	123	120	322	182	110	79	127	115	44	40	45	29	116	33	32	48	28	34	29	81	47	22	17	54	20	21	11	22	16	8	11	8	8	10	8	4	6	7	7	7	8	1	9	0	7	2	2	13	7	7	5	0	1	3	3	3	3	7	0	7	0	2	0	6	0	3	1	0	4	2	2	1	0	0	1	0	0	2	0	0	0	0	2	0	0	1	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north12_active	80	2625	590	383	317	202	747	217	193	85	60	71	79	53	61	206	107	63	40	84	75	23	24	24	16	78	18	11	33	17	14	20	51	26	8	5	17	11	12	7	5	9	2	5	3	3	7	3	4	3	4	4	6	4	1	9	0	2	1	1	2	5	5	4	0	0	1	1	1	2	1	0	0	0	0	0	5	0	3	1	0	4	2	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	4623	1241	848	624	451	1089	405	340	234	164	149	158	134	134	339	186	110	82	130	100	44	40	47	29	113	33	25	52	26	36	33	66	45	23	25	53	22	21	5	24	17	10	10	8	10	10	10	5	6	8	5	8	7	3	11	1	4	3	2	6	7	4	1	0	3	2	4	3	3	9	0	10	0	2	0	3	0	5	1	0	4	2	3	1	1	0	2	0	2	0	0	0	0	0	2	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north13_active	80	2709	583	389	312	195	750	213	188	99	67	64	77	63	72	231	120	63	37	80	72	25	22	23	16	80	17	12	33	15	15	20	33	26	8	10	36	12	13	1	12	10	4	5	4	8	7	6	4	4	3	4	6	4	3	11	1	1	1	1	0	5	2	1	0	2	0	1	1	1	3	0	2	0	0	0	1	0	4	1	0	4	2	3	1	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	4731	1253	859	575	451	1035	385	336	216	173	149	160	129	146	327	193	109	93	134	98	44	45	41	27	103	30	26	38	27	38	41	83	38	20	23	61	22	27	11	22	11	17	7	10	11	15	7	8	5	5	2	6	8	5	7	1	3	3	3	6	4	5	3	1	3	1	4	4	4	7	4	10	1	1	0	2	0	5	0	0	0	1	2	1	1	0	2	0	2	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	2803	564	381	273	199	685	201	172	90	79	68	79	61	85	232	132	62	48	74	66	24	26	20	17	70	18	13	21	17	16	28	49	26	10	10	47	14	18	1	11	6	8	3	5	7	12	4	6	3	2	2	5	5	5	6	1	1	1	2	1	3	3	3	0	2	0	1	1	2	4	2	2	0	0	0	1	0	4	0	0	0	0	2	1	1	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	4699	1250	838	578	481	994	380	321	209	173	163	146	137	151	326	217	105	91	133	92	42	42	44	28	106	27	23	40	28	37	29	84	47	21	23	59	18	32	12	21	9	20	7	11	14	14	6	11	7	6	2	9	4	4	6	1	3	1	1	6	3	3	10	1	3	5	4	6	2	5	4	10	2	0	2	2	0	3	0	0	0	1	3	1	2	0	1	1	2	1	1	2	0	0	1	0	1	0	0	0	0	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	2802	558	379	277	215	648	200	154	82	84	68	80	67	81	210	150	67	49	78	59	16	24	23	16	58	14	15	23	17	16	19	55	30	7	14	53	11	17	1	16	5	9	4	6	9	10	5	8	4	3	2	2	2	4	5	1	1	0	1	6	2	1	9	0	2	4	2	2	1	4	2	2	1	0	0	1	0	2	0	0	0	0	1	1	2	0	0	0	2	0	0	2	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	4699	1284	841	596	487	916	356	333	192	189	164	138	128	153	363	220	102	92	136	89	41	44	43	36	109	28	28	44	25	31	23	83	51	21	17	73	22	33	21	23	10	17	6	11	13	14	5	9	7	4	2	10	4	5	4	0	5	0	4	6	3	3	10	1	1	10	4	5	1	4	8	2	7	0	2	1	0	2	0	0	0	1	2	0	1	0	0	1	2	1	1	2	1	0	0	0	1	0	0	0	0	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	2748	587	383	285	220	587	198	175	82	97	78	78	59	79	247	156	65	48	79	51	15	18	24	19	57	13	19	28	17	18	16	58	31	7	12	62	16	15	4	13	3	8	4	4	5	10	2	6	3	3	2	1	2	4	2	0	2	0	2	6	2	2	9	0	0	5	4	2	1	2	2	0	6	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	2	0	0	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	4625	1286	789	608	486	964	364	307	198	184	159	130	120	147	339	217	112	89	130	85	46	51	48	43	111	33	27	43	28	29	20	76	54	25	17	59	21	28	16	31	13	18	6	8	12	8	7	9	9	11	5	12	5	11	2	0	5	2	4	7	3	3	10	1	2	10	4	5	2	3	4	1	6	1	2	0	1	1	1	0	0	0	2	0	1	0	0	1	1	1	0	2	1	0	0	0	0	0	0	0	0	2	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north17_active	80	2692	581	359	282	232	632	198	168	89	89	69	72	52	75	213	149	70	48	82	46	19	23	30	24	67	14	17	33	21	17	13	63	31	12	12	48	14	11	5	19	4	12	5	2	4	2	3	6	5	9	2	0	3	7	1	0	2	0	1	7	2	2	9	0	0	5	4	2	1	0	0	0	6	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north18_all	80	4589	1292	816	617	492	984	364	328	197	181	173	136	121	135	359	196	123	76	140	94	50	50	50	45	108	34	30	42	27	27	17	50	43	19	17	63	21	25	20	29	15	15	3	6	11	15	8	4	8	12	5	12	4	10	5	1	5	5	5	6	2	3	3	2	3	8	4	1	2	3	5	4	5	2	1	0	2	1	1	1	1	1	1	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0	0	2	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north18_active	80	2664	561	379	289	225	663	195	180	90	85	86	80	58	68	244	128	67	39	80	53	21	25	28	22	65	18	18	31	19	17	11	33	24	10	10	44	13	16	11	15	4	12	2	3	5	9	4	1	4	9	2	0	3	6	0	0	2	1	1	6	2	2	2	1	0	3	3	1	0	1	0	0	5	0	0	0	2	1	1	0	1	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north19_all	80	4523	1297	842	601	493	997	365	333	200	189	163	157	121	136	338	190	123	87	122	111	51	45	47	50	121	32	28	44	29	32	28	65	40	18	12	76	21	23	17	20	12	19	4	9	11	20	11	4	8	11	4	9	5	12	5	1	7	5	4	4	9	3	6	2	2	3	4	0	2	3	2	4	3	3	2	1	2	0	1	1	1	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north19_active	80	2580	574	397	277	222	671	192	184	89	82	75	86	57	75	228	122	69	42	72	66	25	22	25	22	76	16	15	29	18	23	17	42	23	10	7	51	13	16	10	11	4	11	2	5	9	13	7	1	5	8	1	1	3	7	1	0	3	1	1	3	6	2	5	1	0	2	3	0	0	2	1	1	3	0	0	1	2	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north20_all	80	4518	1299	812	573	498	1037	389	357	198	182	168	160	124	131	342	204	137	77	135	115	47	47	45	43	115	33	25	50	32	32	32	61	38	15	23	64	21	22	16	15	11	13	8	9	11	17	11	7	15	5	3	5	7	6	5	4	5	5	5	3	9	4	6	4	1	7	2	0	1	2	2	5	2	3	2	1	2	0	1	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	2611	563	391	265	228	695	202	211	87	73	88	93	59	73	235	136	81	44	68	80	20	21	22	20	68	19	12	29	16	21	16	37	22	9	10	37	14	15	11	7	4	6	4	6	11	13	7	3	8	2	1	1	5	4	1	0	3	1	1	2	6	3	5	2	0	4	1	0	0	2	1	1	1	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	3387	1415	906	687	1020	504	482	907	499	407	179	144	113	139	92	140	102	183	89	61	154	62	61	62	73	61	34	24	42	42	23	48	32	30	21	31	13	9	15	17	11	19	8	7	13	13	24	8	6	3	3	11	14	8	6	3	5	2	2	9	2	1	5	0	8	3	9	0	1	12	1	2	3	4	1	1	6	1	5	0	4	0	1	0	0	0	3	2	1	0	0	0	1	0	0	0	0	0	3	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	1768	701	470	352	640	283	281	599	330	248	91	74	58	72	46	86	54	102	45	44	90	31	35	40	43	38	21	12	25	29	15	20	19	12	13	17	7	3	10	14	5	9	6	2	4	6	16	8	2	2	2	8	13	4	2	1	1	1	2	4	0	0	5	0	5	1	7	0	1	10	0	1	0	3	1	1	6	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
