label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56
0.03	north12_all	80	32319	14135	18428	4771	3427	2192	2568	1270	1131	1401	495	369	378	251	200	304	311	205	79	51	42	67	24	24	21	13	12	22	18	6	4	5	3	6	5	2	0	2	0	0	0	1	1	0	1	2	0	0	1	0	0	1	0	0	0	0	0
0.03	north12_active	80	10060	5381	15888	1276	1553	576	1866	520	654	1173	141	78	212	60	44	252	267	161	24	17	11	57	5	7	3	3	7	19	14	5	4	3	3	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0
0.03	north13_all	80	32505	14277	17703	4668	3436	2207	2619	1226	1108	1519	525	375	389	253	184	327	312	200	81	57	46	88	19	22	19	15	9	29	17	4	10	5	2	4	2	2	0	2	0	0	0	3	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0
0.03	north13_active	80	10025	5345	15178	1183	1513	578	1917	499	648	1308	167	74	217	64	43	280	268	155	24	22	11	75	5	8	3	4	4	25	12	2	10	5	2	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0
0.03	north14_all	80	32755	14207	18005	4705	3465	2218	2747	1215	1119	1562	547	369	370	256	171	373	276	165	84	60	46	87	25	31	21	19	13	19	14	4	12	3	3	2	2	2	0	2	0	0	0	2	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north14_active	80	10303	5453	15537	1243	1542	632	2030	468	645	1336	171	70	198	57	33	330	244	125	24	29	11	76	9	13	3	6	8	15	11	2	12	3	2	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north15_all	80	33203	14337	19210	4669	3601	2271	2915	1226	1152	1671	539	385	380	240	168	345	239	172	75	52	50	97	29	28	16	18	18	23	14	4	8	5	3	3	0	6	2	0	1	1	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north15_active	80	11105	5826	16916	1323	1738	708	2260	493	683	1447	180	78	218	44	29	304	211	147	22	23	17	83	10	10	3	5	9	20	13	0	8	4	2	2	0	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north16_all	80	33366	14428	20306	4676	3698	2322	3135	1251	1142	1704	538	380	382	250	186	338	254	187	68	50	45	107	36	24	25	13	21	14	19	3	15	8	4	2	1	7	2	0	1	1	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north16_active	80	11814	6157	18148	1458	1907	793	2472	541	694	1493	177	89	220	33	42	307	227	164	22	23	15	91	10	7	3	4	8	9	17	0	14	6	3	1	0	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north17_all	80	33739	14605	21579	4740	3725	2287	3249	1247	1158	1659	561	386	390	262	178	379	273	211	73	59	39	107	33	24	23	15	18	18	18	3	13	14	6	2	3	9	2	1	1	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north17_active	80	12670	6586	19525	1553	1962	800	2609	582	730	1460	198	103	236	37	43	344	239	181	31	29	12	91	6	5	2	5	4	12	16	0	12	12	5	1	1	4	2	1	1	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north18_all	80	33659	14660	22098	4757	3738	2271	3305	1250	1100	1789	545	375	417	252	184	379	312	234	74	56	41	100	40	19	19	13	16	20	25	0	18	12	5	1	4	4	0	1	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north18_active	80	12806	6656	20007	1601	1973	778	2703	598	709	1599	188	109	253	38	49	347	275	200	33	27	10	88	8	1	3	3	2	13	23	0	17	10	4	1	1	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north19_all	80	33711	14572	22083	4852	3779	2194	3334	1279	1170	1715	537	375	415	254	174	456	286	203	80	62	35	97	35	20	17	19	12	21	23	2	16	11	7	3	3	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north19_active	80	12911	6615	19920	1607	1969	716	2710	595	756	1526	176	112	254	38	39	422	243	166	39	26	4	86	4	3	4	5	3	16	20	0	15	9	4	1	1	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north20_all	80	33342	14701	22280	4768	3897	2243	3198	1327	1211	1745	530	352	458	250	195	454	251	185	86	51	37	81	38	20	14	21	11	30	22	7	16	4	4	3	5	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north20_active	80	12726	6622	20057	1578	2027	743	2590	605	775	1558	167	102	289	38	47	425	218	158	43	22	5	71	10	3	4	3	4	26	20	1	14	2	2	1	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south21_all	80	33996	14989	21890	4764	3748	2272	3362	1297	1197	1695	551	389	411	231	164	400	272	180	81	52	56	153	25	23	9	16	20	30	14	7	10	35	3	7	3	1	3	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	13016	6806	19710	1479	1941	794	2786	624	757	1501	202	106	244	35	33	349	251	151	28	22	9	145	8	5	2	3	12	23	10	2	6	33	2	4	0	1	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	33886	14963	21943	4785	3765	2228	3284	1299	1226	1801	576	399	432	256	171	372	321	177	79	52	51	127	33	19	18	18	22	26	12	9	10	37	8	10	3	2	3	4	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	13072	6720	19769	1480	1968	779	2689	642	787	1619	211	109	255	44	34	327	302	152	31	23	10	120	9	4	3	3	12	19	10	2	6	36	6	7	0	2	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	33851	14832	22490	4842	3728	2141	3209	1218	1189	1861	583	395	418	258	169	396	341	177	78	56	38	119	35	15	16	15	31	25	7	7	7	33	16	9	3	2	3	2	1	0	4	0	0	1	0	0	0	0	2	0	0	0	0	3	0	0	0
0.03	south23_active	80	13056	6705	20273	1557	1962	775	2612	624	756	1679	214	101	263	49	33	353	321	156	22	26	7	108	8	3	3	3	19	18	6	2	6	33	13	5	0	2	3	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0
0.03	south24_all	80	33616	14611	22124	4814	3739	2167	3105	1190	1163	1886	553	397	427	245	179	413	376	208	88	59	37	107	34	20	19	16	25	23	10	9	4	10	14	7	1	3	1	2	1	1	4	0	0	1	0	0	0	0	2	0	0	0	0	3	0	0	0
0.03	south24_active	80	12941	6588	19893	1601	1966	772	2499	598	752	1692	200	101	271	50	42	363	349	193	29	25	7	95	7	3	4	5	15	21	10	2	3	10	11	3	0	3	1	1	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0
0.03	south25_all	80	33518	14583	21766	4772	3746	2180	3033	1261	1151	1891	560	391	407	249	187	364	331	232	86	63	38	104	31	14	16	10	18	24	10	7	6	3	16	4	4	4	1	1	1	2	1	0	0	1	0	0	0	0	2	0	0	0	0	3	0	0	0
0.03	south25_active	80	12712	6509	19478	1553	1946	743	2412	598	730	1678	207	105	252	50	46	313	301	216	33	24	6	90	4	4	6	4	10	24	10	2	4	3	14	0	3	3	1	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0
0.03	south26_all	80	33507	14710	21842	4769	3767	2288	3090	1262	1189	1891	526	384	434	238	185	362	299	224	83	67	48	84	27	20	18	7	16	28	7	4	15	17	16	2	4	2	0	1	0	2	1	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0
0.03	south26_active	80	12678	6594	19620	1528	1962	739	2476	577	769	1672	193	104	267	51	48	307	268	210	34	24	8	70	5	4	7	3	5	26	5	1	12	16	16	1	3	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	south27_all	80	33487	14768	22199	4837	3848	2291	3067	1311	1171	1847	511	370	457	264	179	341	242	227	64	62	51	147	27	17	16	10	17	28	5	3	16	26	11	4	4	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	12660	6628	19982	1529	2032	746	2446	646	754	1637	188	106	281	50	44	291	219	206	29	30	9	132	6	4	7	3	5	24	1	2	14	25	10	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	33737	14906	22376	4819	3837	2302	3144	1338	1193	1826	499	362	480	265	162	359	295	222	67	58	48	135	24	18	13	17	17	21	16	5	20	29	5	3	0	1	1	0	0	1	0	1	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	12886	6726	20194	1567	2060	760	2499	668	792	1615	186	88	306	53	34	316	268	199	30	31	9	121	3	3	5	2	5	16	11	3	19	28	4	1	0	0	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	33790	14829	22477	4814	3846	2318	3151	1351	1202	1844	520	389	477	258	170	383	323	268	74	63	39	147	25	29	11	19	15	19	21	6	16	28	8	4	0	1	3	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	12890	6620	20326	1581	2042	794	2507	659	813	1652	188	107	314	52	37	326	293	243	34	39	7	136	3	3	4	2	5	15	17	2	16	27	7	1	0	1	3	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	33730	14713	22102	4789	3830	2289	3169	1376	1202	1855	552	389	430	242	167	348	327	233	94	61	45	101	25	30	12	18	9	61	22	6	9	16	16	6	1	4	6	0	0	0	0	1	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	12866	6530	19903	1557	1996	774	2535	641	831	1662	212	104	288	45	36	297	291	205	43	36	8	90	3	4	2	2	4	59	19	1	8	14	15	1	0	2	6	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	33954	14917	22111	4877	3770	2270	3229	1264	1274	1808	537	387	386	251	193	391	255	201	80	55	40	159	29	21	24	12	8	27	18	5	11	48	6	3	3	3	1	3	1	2	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1
0.03	south31_active	80	12971	6720	19875	1610	1965	737	2611	611	840	1610	206	101	257	54	38	354	222	171	29	31	4	150	5	4	4	5	4	25	12	1	8	44	6	0	1	2	1	3	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
0.03	south32_all	80	33635	14957	22009	4855	3798	2337	3174	1294	1273	1912	542	400	413	257	207	422	299	181	74	50	46	153	31	20	23	13	11	19	17	6	12	46	12	2	3	3	4	6	1	0	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	1
0.03	south32_active	80	12860	6829	19778	1555	1948	792	2579	626	864	1702	190	104	256	51	40	379	258	152	28	28	6	138	5	2	3	6	5	17	11	1	9	44	11	1	1	0	4	6	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1
0.03	south33_all	80	33902	15012	21879	4800	3795	2296	3257	1321	1254	1955	518	409	397	261	193	395	304	164	83	50	45	121	29	19	18	10	7	26	16	7	9	46	13	4	3	3	4	4	1	1	0	1	4	1	0	0	0	0	0	1	0	0	0	0	0	0	1
0.03	south33_active	80	12988	6856	19652	1523	1967	802	2643	631	846	1750	192	115	236	53	35	347	265	136	33	30	7	108	5	4	1	4	4	26	12	0	8	44	12	4	1	0	3	4	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south34_all	80	33818	14940	22110	4704	3765	2318	3227	1344	1236	1943	497	405	386	259	190	376	279	192	79	59	47	85	25	20	13	11	8	28	39	11	12	7	10	4	1	3	4	3	0	1	0	1	3	1	0	0	0	0	0	1	0	0	0	0	0	0	1
0.03	south34_active	80	13016	6759	19873	1503	1981	831	2629	659	800	1737	184	108	214	42	40	324	234	165	35	27	10	70	6	4	0	4	4	27	34	2	8	5	9	4	0	0	3	3	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south35_all	80	33568	14964	22382	4632	3693	2338	3313	1351	1327	1869	523	423	406	245	163	355	232	192	83	68	40	72	27	23	13	10	9	34	45	13	10	8	14	4	1	1	5	0	1	4	0	1	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	south35_active	80	12920	6749	20164	1470	1959	830	2706	653	860	1672	193	122	226	39	43	303	196	167	37	32	9	58	6	4	0	2	3	33	41	4	7	7	12	3	0	0	4	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	33608	14777	21807	4818	3710	2279	3199	1318	1298	1759	536	403	385	237	181	359	245	204	74	61	44	80	28	27	8	9	9	21	42	15	22	10	8	2	1	1	4	0	2	8	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	south36_active	80	13061	6629	19594	1516	1967	801	2631	621	827	1555	188	107	229	40	56	307	211	171	29	25	8	70	8	5	1	2	4	20	38	7	19	10	6	0	0	0	3	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	33552	14743	21689	4892	3742	2300	3188	1361	1278	1738	549	413	372	232	188	350	272	207	74	57	47	121	30	23	13	10	11	16	20	10	24	6	9	5	1	3	6	0	2	7	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	south37_active	80	13034	6652	19477	1534	1949	809	2625	644	847	1546	184	107	224	33	53	303	240	172	31	30	8	111	12	3	1	1	3	16	18	5	23	6	7	0	0	1	6	0	0	6	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south38_all	80	33785	14945	21152	4948	3845	2321	3131	1432	1279	1804	540	386	358	210	196	338	300	242	78	51	39	135	31	28	15	8	13	13	8	8	35	7	6	4	2	3	7	1	1	4	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0
0.03	south38_active	80	13203	6772	18938	1577	2015	797	2529	705	845	1614	181	99	232	31	49	300	257	213	32	27	5	126	12	4	1	1	5	11	6	4	35	6	4	0	0	2	7	1	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south39_all	80	33767	14886	21163	4862	3789	2278	3087	1453	1235	1856	506	383	378	213	215	318	267	285	79	53	44	126	25	25	19	13	8	9	6	7	20	28	6	5	5	3	6	1	1	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0
0.03	south39_active	80	12916	6781	18989	1565	2001	769	2489	713	821	1658	168	105	246	33	57	287	224	253	35	28	11	117	8	6	0	2	4	6	5	2	20	27	4	0	1	2	6	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0
0.03	south40_all	80	33395	14630	19738	4799	3681	2325	2941	1357	1178	1807	491	370	375	220	210	284	243	217	75	57	49	114	34	29	16	12	12	8	4	7	14	27	3	2	4	3	2	2	1	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0
0.03	south40_active	80	11996	6188	17446	1475	1864	750	2306	647	769	1599	135	89	230	39	47	245	200	188	31	25	12	104	3	5	1	2	9	5	3	3	12	26	1	0	1	2	2	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
