label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182	Otu183	Otu184	Otu185	Otu186	Otu187	Otu188	Otu189
0.03	north6_all	80	2613	1256	683	1659	404	353	559	423	531	214	205	176	146	87	276	145	103	157	60	150	54	124	32	118	56	41	39	39	76	41	33	16	39	34	46	18	20	20	37	57	47	35	9	21	9	9	11	8	10	13	5	15	23	4	31	4	9	5	1	8	5	17	9	7	0	5	14	4	9	5	5	10	4	7	4	3	13	2	2	1	1	2	1	2	1	2	1	3	3	1	2	0	1	1	0	0	3	1	1	0	0	0	1	2	1	0	2	0	2	0	2	2	1	6	0	0	0	0	1	1	1	0	3	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	1384	633	329	1127	197	194	372	258	326	118	123	106	74	32	187	83	44	109	25	105	33	82	18	74	32	25	25	27	54	21	17	9	17	21	33	4	9	13	25	43	27	25	7	14	6	3	3	0	7	10	1	9	13	2	28	1	6	3	1	5	2	10	5	5	0	5	12	2	8	1	1	7	3	4	1	3	12	1	0	0	0	0	1	2	0	0	1	1	2	1	2	0	0	1	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	6	0	0	0	0	1	0	1	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	2615	1234	692	1668	406	397	605	422	522	225	191	197	152	80	267	137	102	161	53	137	42	114	28	121	53	53	51	39	65	48	39	19	38	32	39	13	24	21	40	47	53	35	11	18	12	12	11	11	8	18	6	11	20	4	29	2	8	5	2	4	7	14	9	5	4	6	15	4	5	12	3	15	5	8	3	5	13	2	1	1	3	2	1	3	1	2	1	3	4	2	2	1	0	0	1	0	4	1	1	0	0	2	1	2	0	0	3	0	1	0	2	2	1	2	0	0	1	1	1	1	1	0	0	0	2	0	0	0	0	0	0	0	1	0	4	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north7_active	80	1391	614	326	1135	189	230	397	262	326	126	108	114	81	30	189	76	44	113	19	95	21	81	13	71	29	28	33	25	44	19	21	10	21	22	22	3	13	11	29	30	33	26	8	11	9	5	4	0	6	9	2	6	12	3	27	1	5	3	2	3	2	7	7	2	4	6	11	2	5	10	0	7	4	5	1	4	12	1	0	0	2	0	1	3	0	0	1	1	2	1	2	1	0	0	0	0	3	0	0	0	0	1	0	2	0	0	1	0	0	0	2	0	0	2	0	0	1	1	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north8_all	80	2639	1238	700	1591	410	382	600	425	542	245	207	204	156	88	221	143	96	144	57	154	49	132	32	113	55	54	60	47	58	42	38	23	41	37	42	15	24	30	41	38	51	32	8	13	14	9	7	11	6	22	9	9	20	4	22	2	7	4	3	7	7	19	13	3	5	5	15	5	4	12	2	13	3	5	2	6	8	2	0	0	5	2	2	2	0	2	1	2	4	2	2	1	0	0	1	0	4	1	1	0	0	2	2	3	0	0	2	0	3	0	0	5	2	2	0	0	1	1	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
0.03	north8_active	80	1437	642	313	1075	195	208	391	263	348	143	115	120	89	34	145	77	33	92	21	108	26	96	17	65	30	27	36	29	35	18	21	12	27	22	27	5	14	13	31	20	37	24	6	6	8	4	4	1	2	12	3	4	12	3	20	2	4	3	2	4	1	10	8	1	4	5	10	3	4	10	0	6	2	1	1	5	8	1	0	0	4	0	1	2	0	0	1	0	2	1	1	1	0	0	0	0	3	0	0	0	0	1	2	2	0	0	1	0	2	0	0	3	0	2	0	0	1	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north9_all	80	2690	1198	670	1598	392	359	613	396	531	249	199	189	164	77	227	147	88	152	59	150	63	140	39	108	46	59	64	54	53	38	47	27	38	33	38	24	24	26	35	34	48	27	8	13	19	6	12	11	7	21	9	7	18	9	18	2	3	4	5	8	5	15	14	5	6	3	10	3	6	10	3	12	3	5	1	3	5	1	2	1	6	2	2	1	1	6	0	1	3	1	2	1	1	0	1	0	2	2	1	1	1	2	2	4	1	0	1	0	2	0	1	3	2	2	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0
0.03	north9_active	80	1489	596	318	1046	189	193	408	236	325	148	113	102	95	27	152	89	36	101	21	99	35	104	20	58	22	23	36	34	31	18	27	14	19	18	25	11	12	11	30	22	38	20	3	3	10	3	7	3	3	8	4	1	10	5	16	1	1	3	2	5	0	10	8	1	4	3	6	3	4	10	2	4	2	2	0	2	4	0	2	0	6	0	1	1	0	1	0	1	2	0	1	1	0	0	0	0	1	1	1	0	1	1	2	2	1	0	1	0	2	0	0	3	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north10_all	80	2704	1211	676	1563	383	352	610	399	542	257	192	175	173	71	212	131	87	150	53	166	61	152	44	91	47	56	71	59	63	35	36	25	42	37	24	26	26	27	31	34	44	14	11	12	14	8	17	10	11	20	9	4	19	7	16	2	1	5	6	9	4	13	14	2	7	3	9	5	5	4	2	7	4	4	2	2	2	1	3	2	6	2	2	0	2	6	2	1	4	0	2	1	2	0	0	11	0	1	1	1	3	1	2	3	1	0	1	0	3	0	2	4	2	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
0.03	north10_active	80	1506	600	335	1018	183	189	406	243	338	148	114	99	100	29	134	74	38	93	21	116	40	115	24	55	29	19	40	36	38	17	20	14	22	20	17	14	14	11	27	21	33	8	2	3	7	6	9	4	7	7	4	1	12	4	13	1	1	3	1	4	1	9	8	0	4	3	4	4	1	4	2	4	2	2	0	1	1	0	2	1	6	0	1	0	1	1	0	1	3	0	0	0	0	0	0	0	0	1	1	0	2	1	2	1	1	0	1	0	2	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	2731	1213	640	1706	418	380	623	410	491	241	190	171	144	91	224	152	76	144	58	146	79	133	56	119	52	52	54	37	87	43	38	24	36	25	50	10	14	29	32	46	36	21	10	19	12	16	22	6	14	9	13	13	18	5	9	9	7	3	7	5	1	17	10	7	9	11	19	4	17	1	2	4	2	3	1	2	6	2	2	2	6	4	3	0	3	11	2	3	3	1	2	0	0	1	0	1	0	8	0	0	0	2	2	0	0	2	2	1	0	3	1	1	1	0	0	0	1	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
0.03	north11_active	80	1500	619	324	1110	227	195	388	250	294	149	105	107	79	38	162	84	38	108	26	87	41	84	21	72	35	28	42	18	52	21	29	10	24	15	28	3	8	18	20	30	21	13	4	13	4	6	11	3	8	6	5	11	11	3	5	6	2	1	4	4	0	15	8	7	8	4	13	2	9	0	1	2	1	2	0	0	3	1	1	1	4	2	3	0	3	11	2	1	2	1	0	0	0	0	0	1	0	8	0	0	0	1	2	0	0	0	1	1	0	2	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	2804	1197	666	1657	408	365	592	390	490	234	177	165	152	91	231	145	70	159	77	148	66	144	57	114	53	45	65	46	80	43	39	21	43	31	50	8	15	27	35	57	37	13	14	18	13	17	10	8	17	11	9	14	24	5	10	7	7	4	1	9	3	15	5	6	4	12	18	4	13	4	4	3	1	3	0	3	5	4	1	2	5	3	4	0	3	8	1	2	1	2	2	0	0	1	0	1	0	10	0	0	0	0	0	0	1	1	0	1	0	3	1	1	1	1	0	1	1	0	0	0	0	5	0	0	3	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north12_active	80	1548	618	340	1040	202	180	380	247	304	138	98	99	85	44	160	78	39	118	37	84	36	97	24	68	30	28	50	24	46	22	33	8	26	16	31	3	7	15	19	42	18	5	7	13	6	9	2	2	8	7	4	12	18	3	6	5	1	1	0	5	0	13	5	6	2	5	12	1	8	1	2	2	1	1	0	1	3	1	1	1	3	1	3	0	2	8	1	0	0	2	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	1	1	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	2756	1172	647	1716	416	375	616	415	464	229	206	178	162	97	236	148	76	154	74	141	65	122	48	93	58	37	64	53	64	37	37	20	45	29	46	7	18	22	29	44	34	26	13	15	15	16	13	7	16	9	11	12	22	5	10	7	7	3	3	8	4	14	9	5	5	11	13	3	17	4	4	2	3	7	0	2	8	4	1	3	5	0	3	0	1	9	1	0	0	3	2	0	1	0	0	1	0	12	0	0	0	0	0	0	1	2	0	0	0	1	0	0	1	1	0	1	1	0	1	0	0	5	0	0	2	0	1	1	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	1531	620	315	1097	210	193	406	287	296	119	115	108	92	47	148	88	42	108	35	83	36	78	19	62	27	20	48	31	37	19	29	8	30	17	29	3	10	13	16	30	20	12	8	10	6	9	5	1	7	6	6	9	13	3	7	6	3	1	0	4	0	10	7	4	3	4	8	1	11	1	2	2	1	3	0	1	7	1	1	1	4	0	2	0	0	4	1	0	0	2	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	2773	1207	652	1638	404	375	656	448	450	235	211	166	152	95	241	142	79	155	72	151	74	125	43	97	48	37	60	50	69	40	24	24	48	29	40	7	17	22	33	37	38	30	11	13	18	13	15	5	17	19	9	10	22	7	16	8	6	4	4	8	5	13	11	2	8	7	20	3	7	6	5	7	5	9	3	4	8	4	0	3	4	0	2	1	2	6	0	0	1	2	1	0	1	0	0	1	0	4	0	0	0	0	0	0	1	2	0	0	0	1	1	0	1	1	0	1	0	0	1	0	0	5	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north14_active	80	1494	659	320	1023	198	200	433	291	278	113	114	94	86	47	136	93	39	111	36	90	36	84	20	68	26	24	46	28	47	21	16	11	35	18	26	4	7	12	18	24	24	13	8	9	6	9	7	0	9	14	4	6	11	2	10	6	3	2	0	4	0	9	7	1	5	1	13	1	4	1	1	7	2	4	1	2	8	1	0	1	4	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north15_all	80	2721	1220	653	1593	383	371	665	447	435	222	204	175	142	87	268	140	83	145	65	154	73	116	31	103	44	37	59	42	92	38	24	23	51	26	24	10	12	24	36	24	34	29	11	13	19	11	19	6	13	15	10	14	15	11	21	6	7	4	8	6	3	13	8	4	10	4	21	2	12	4	3	13	4	7	3	6	7	5	1	1	6	3	0	1	1	6	1	1	2	1	2	0	2	1	1	1	0	5	0	1	0	1	0	0	0	1	2	0	0	1	1	0	2	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north15_active	80	1446	651	309	1009	196	198	432	282	270	110	108	91	85	42	153	94	45	103	33	84	35	82	14	72	22	19	39	25	61	21	15	12	40	20	13	7	7	12	25	15	22	13	7	6	6	7	9	2	7	10	6	8	6	4	16	3	5	2	2	3	1	9	3	2	5	1	18	0	10	1	0	10	1	3	1	2	7	1	0	0	6	3	0	1	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
