label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137
0.03	north6_all	80	16326	6157	2478	1596	1963	1316	694	627	800	435	364	339	291	376	300	273	209	202	244	203	104	169	90	128	239	89	74	74	60	51	91	60	33	31	37	42	30	81	18	24	30	34	18	16	30	14	18	22	17	20	12	8	5	26	9	6	6	5	11	7	14	6	3	1	5	5	11	4	2	3	2	3	2	3	5	2	3	2	1	0	2	0	1	2	1	2	2	2	2	0	1	0	0	2	1	1	1	3	1	1	1	0	0	0	1	3	0	1	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north6_active	80	13847	4899	1307	677	1509	872	191	262	555	133	134	126	72	271	198	162	114	119	186	140	29	122	31	87	214	37	39	25	17	17	72	44	10	12	12	23	19	71	4	7	23	29	11	5	25	7	7	13	10	17	7	6	1	24	7	0	1	3	11	2	11	0	2	0	4	1	9	3	2	2	1	1	1	1	4	1	2	0	1	0	1	0	0	1	1	1	0	2	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	3	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north7_all	80	15686	5904	2390	1548	1948	1220	688	633	792	426	356	345	291	355	298	266	210	180	264	201	124	162	86	136	224	102	76	71	61	39	99	64	48	39	49	44	26	60	23	29	33	34	22	16	28	8	19	19	19	16	15	7	7	22	5	7	5	7	17	4	10	8	5	4	3	6	7	3	3	2	3	3	1	3	3	4	3	2	4	0	1	1	1	0	0	1	2	2	2	0	1	0	0	1	2	1	0	3	1	0	0	0	0	0	1	3	0	1	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north7_active	80	13129	4581	1252	666	1493	783	179	247	519	135	136	117	69	255	182	169	108	105	205	137	29	112	30	92	195	45	42	21	17	12	83	46	13	13	13	24	18	49	6	9	25	29	13	5	27	4	9	12	13	14	8	7	1	20	3	3	0	5	17	1	8	0	2	1	3	1	6	3	2	1	1	1	1	1	3	1	1	0	3	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north8_all	80	14533	5560	2322	1521	1833	1148	677	635	758	415	357	346	295	349	274	259	205	187	249	176	136	155	89	127	190	99	72	74	55	40	105	56	43	45	49	34	26	67	20	33	32	31	20	10	32	9	21	19	14	16	12	8	10	16	4	9	7	6	11	7	2	6	4	5	2	4	3	3	4	0	2	1	1	2	3	3	3	1	5	1	1	1	1	0	0	1	2	2	2	1	1	1	1	1	2	0	0	2	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	11799	4183	1192	610	1380	705	157	238	473	126	129	99	68	256	158	180	98	111	178	112	31	106	28	84	156	43	34	19	13	12	89	33	10	16	8	18	17	59	7	10	21	28	7	4	28	1	12	9	8	11	5	7	3	14	2	3	1	5	11	2	1	0	1	1	2	2	3	2	3	0	0	1	0	1	3	1	1	0	4	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	13256	5279	2303	1529	1717	1090	703	640	737	391	368	362	322	348	276	258	210	190	215	153	138	141	95	115	153	90	76	80	52	40	98	58	48	54	47	31	24	66	24	35	30	34	23	11	33	10	15	20	13	18	10	9	11	4	3	8	6	6	12	8	1	5	4	5	2	4	2	3	2	1	3	1	1	3	1	2	5	1	8	2	2	2	0	3	1	0	0	1	1	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	10458	3802	1135	576	1234	668	156	239	449	106	128	105	78	247	160	172	107	112	147	88	36	101	27	73	117	38	35	18	8	9	80	28	13	16	8	14	16	57	7	9	21	28	7	2	27	2	8	8	7	13	3	7	5	4	1	3	1	4	12	4	1	0	1	1	1	2	1	1	1	1	1	0	0	2	1	0	3	0	6	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	12546	5100	2282	1510	1635	1098	716	601	708	389	391	347	295	312	261	261	204	174	187	165	122	143	100	105	155	79	71	69	45	43	99	47	47	46	44	28	26	75	22	36	31	31	22	10	38	11	16	22	10	18	9	11	11	8	7	6	10	12	14	8	0	1	3	4	4	4	3	5	1	1	2	2	1	3	0	1	2	4	7	2	3	1	0	4	1	0	0	1	2	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	9645	3588	1082	527	1108	647	159	211	408	95	138	106	69	206	152	164	101	98	117	94	31	102	31	61	116	27	30	15	8	12	80	19	17	13	10	10	17	67	9	7	21	23	11	1	30	3	10	9	5	14	2	6	4	5	3	1	3	9	14	4	0	0	2	2	1	3	1	2	1	1	1	1	0	3	0	0	2	0	5	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	16610	6468	2466	1565	2117	1273	781	650	823	461	400	339	315	415	284	318	204	192	228	202	116	174	104	114	229	100	82	72	50	46	95	52	50	39	20	44	39	104	22	32	57	43	24	14	29	18	30	19	16	11	13	10	8	27	17	10	5	11	32	8	8	3	2	5	5	2	6	8	4	1	5	2	3	2	8	3	3	1	2	1	2	0	0	0	3	2	0	1	0	1	1	1	1	3	0	1	0	0	0	2	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north11_active	80	14021	5225	1343	675	1661	875	227	274	546	143	145	112	76	308	181	217	109	129	172	134	43	128	46	74	200	58	51	20	14	19	79	33	17	12	7	23	29	90	8	7	52	19	17	2	25	6	22	14	9	8	4	7	2	25	9	1	2	8	31	5	5	1	0	0	1	0	5	5	1	0	2	1	3	1	8	1	2	0	2	0	0	0	0	0	1	1	0	1	0	1	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north12_all	80	16331	6412	2488	1607	2058	1273	788	661	791	453	414	311	333	402	273	298	221	198	216	211	136	158	113	96	248	100	77	76	56	46	100	56	58	31	18	39	30	106	23	38	54	41	20	18	31	22	20	19	20	11	7	5	10	23	18	9	3	13	23	4	16	2	3	3	6	3	6	4	4	0	5	3	2	2	10	3	1	1	3	1	2	0	0	0	4	1	0	0	0	1	1	0	0	1	0	1	0	0	0	2	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
0.03	north12_active	80	13725	5188	1338	722	1581	890	239	269	521	137	153	110	76	290	170	197	112	127	159	135	45	122	47	58	203	59	43	24	15	21	85	38	21	9	9	22	19	94	9	6	50	21	15	3	28	7	10	13	12	7	2	2	2	23	9	1	1	10	21	2	11	1	0	0	2	2	4	2	1	0	2	1	1	1	10	0	1	0	3	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
0.03	north13_all	80	16306	6394	2505	1568	1993	1268	789	665	790	406	420	325	330	405	245	277	208	196	212	211	137	177	115	97	259	97	87	78	54	60	95	51	55	30	16	40	28	121	22	35	50	35	31	20	49	21	15	27	17	11	11	7	14	23	20	11	1	12	16	2	14	4	4	5	9	3	7	3	2	2	6	3	1	4	7	3	1	1	2	1	3	0	2	0	2	1	0	0	0	1	1	0	0	2	0	1	0	0	2	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	north13_active	80	13684	5136	1373	703	1516	882	226	268	547	138	153	116	81	287	158	181	99	114	159	132	38	131	54	61	219	51	45	29	20	33	78	32	19	10	7	21	17	113	6	5	45	19	24	6	44	6	9	22	15	8	2	4	3	21	11	1	0	9	14	1	10	1	1	2	1	2	5	2	1	1	2	0	0	3	7	0	1	1	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	north14_all	80	16120	6417	2503	1584	1995	1286	751	621	801	395	417	343	315	417	289	268	207	204	216	220	139	173	107	126	227	86	87	72	55	67	106	43	50	45	20	47	35	75	20	35	84	41	31	22	43	17	11	20	20	16	11	8	14	19	15	9	3	14	4	4	13	3	3	6	7	3	5	0	3	3	4	3	1	5	3	3	1	2	2	2	2	1	2	0	2	0	0	1	1	0	0	0	0	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	north14_active	80	13526	5128	1365	699	1531	880	198	259	561	134	160	113	80	298	184	168	98	116	154	147	35	128	49	82	189	39	48	28	22	35	91	26	16	18	8	27	22	70	5	6	73	25	25	5	36	7	4	17	15	15	3	5	3	17	10	2	1	11	3	2	10	1	1	2	1	2	3	0	1	2	2	0	0	4	3	0	1	1	2	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	north15_all	80	16071	6481	2438	1534	1936	1253	759	615	746	419	413	354	291	415	282	263	213	200	227	214	131	180	104	139	185	77	99	69	48	80	98	53	35	40	23	62	46	79	20	32	57	32	22	16	44	17	13	23	24	21	15	8	10	29	13	9	4	14	6	3	10	3	3	6	7	2	4	4	4	4	3	4	2	4	1	4	1	2	3	6	2	4	3	0	0	0	0	1	1	0	0	1	0	2	0	0	0	0	3	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	13499	5164	1353	657	1498	852	202	267	539	136	159	120	78	297	180	159	107	121	164	154	39	118	41	94	155	37	47	21	20	37	84	36	12	17	10	41	30	68	4	6	43	24	16	4	39	6	6	20	19	19	6	4	2	26	10	2	1	12	4	2	8	1	1	3	0	1	3	4	3	2	2	0	1	3	1	0	1	1	3	1	0	3	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	16217	6332	2427	1542	1934	1276	784	622	770	453	412	349	284	431	307	272	228	228	233	196	118	169	84	135	166	76	90	63	50	74	104	50	36	45	35	58	46	97	16	28	64	41	12	10	32	18	11	16	31	24	12	8	5	56	9	9	5	12	11	4	13	3	1	5	5	3	8	7	6	5	1	4	2	4	8	4	1	1	2	7	1	4	2	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	3	0	1	1	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	13704	5026	1349	659	1506	841	205	269	549	140	165	117	79	311	201	172	115	143	168	143	32	107	33	88	136	35	45	16	18	32	87	32	9	18	12	37	29	84	3	5	45	31	8	1	29	3	4	13	22	20	6	3	2	55	8	2	1	9	10	2	12	1	0	3	1	1	7	5	5	3	0	0	2	3	7	0	1	0	2	1	0	3	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	2	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	15276	6007	2332	1476	1940	1237	786	646	747	456	403	353	282	400	307	279	217	230	223	189	111	175	105	144	168	77	82	62	54	64	96	54	40	36	31	44	31	96	18	25	36	42	16	14	36	19	11	14	28	20	14	6	2	54	10	11	8	9	14	6	15	5	3	3	6	6	7	7	5	6	0	2	5	3	8	2	1	0	2	6	0	3	1	0	2	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	1	1	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	12708	4670	1247	625	1451	796	195	258	509	134	154	117	79	279	201	169	109	142	159	125	32	107	34	98	138	35	38	10	15	25	79	32	14	12	11	30	19	82	3	6	23	33	9	4	34	4	4	8	19	16	7	1	1	52	9	0	2	6	13	4	15	1	1	1	1	1	6	5	5	2	0	0	5	2	6	0	1	0	2	0	0	2	0	0	2	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	14117	5479	2284	1472	1844	1182	774	638	759	452	404	337	271	379	309	285	201	232	220	172	106	173	96	143	161	71	81	56	58	51	101	48	49	32	37	36	24	89	23	21	32	41	15	21	30	17	11	14	21	21	15	9	2	41	5	9	6	7	15	5	13	7	4	1	5	6	7	3	5	6	0	1	4	3	10	3	0	0	0	2	0	1	0	0	2	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	11413	4083	1187	583	1344	724	170	258	514	125	140	107	70	256	190	170	92	134	158	110	25	112	24	93	133	27	39	9	17	18	81	28	18	11	13	21	16	81	5	5	22	30	11	6	26	3	3	9	15	18	8	5	1	39	3	1	1	4	13	4	12	2	1	0	1	1	6	1	4	2	0	0	4	2	6	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	12811	5190	2212	1474	1791	1124	753	640	723	441	349	332	277	337	301	281	180	202	198	176	116	156	101	131	156	69	75	60	59	50	89	51	55	37	34	33	29	65	32	17	22	35	15	20	32	14	12	14	15	13	15	8	4	25	9	9	5	8	13	7	10	8	5	2	5	5	4	4	2	4	1	3	3	1	9	2	0	0	2	2	0	1	0	1	2	1	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	10003	3739	1102	539	1229	676	157	245	469	120	106	90	70	224	180	168	82	109	138	103	21	99	27	82	132	28	32	15	15	15	68	26	18	11	10	16	19	57	6	6	16	24	12	5	27	5	4	6	11	12	7	6	1	24	6	1	1	6	10	5	9	1	2	1	1	0	2	3	1	1	0	0	3	0	6	1	0	0	2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	12975	5192	2196	1489	1824	1026	739	611	724	449	329	307	285	330	263	269	181	198	195	182	124	148	89	103	172	74	86	65	69	45	74	56	57	40	32	42	38	66	31	22	24	32	19	23	26	8	15	14	20	18	13	8	8	13	13	5	3	9	6	7	14	8	4	1	4	3	6	2	1	2	3	2	0	1	5	4	0	0	2	2	0	1	0	1	0	1	2	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	north20_active	80	10026	3671	1064	534	1274	613	157	253	494	126	87	85	62	218	151	153	79	113	126	112	24	97	24	63	145	31	33	17	14	10	51	27	22	14	11	25	25	58	7	7	15	24	15	3	22	3	7	6	15	15	7	5	1	13	5	1	1	7	3	4	12	2	2	1	2	0	4	2	0	1	0	0	0	0	3	2	0	0	2	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	7479	5382	2126	3543	3144	1022	804	648	543	421	362	609	304	248	683	202	253	253	215	150	138	123	155	151	184	91	71	62	55	36	57	50	61	29	41	65	33	28	28	53	22	30	33	16	36	21	38	18	14	30	6	15	9	19	10	21	12	5	12	9	12	8	6	5	1	6	3	5	3	14	2	3	4	2	4	1	3	2	1	2	3	4	2	0	1	2	1	1	0	0	2	6	0	0	1	1	0	0	0	1	1	0	0	0	0	2	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
0.03	south21_active	80	3135	4056	566	2985	2709	513	303	288	185	109	80	468	104	89	618	60	140	175	171	72	83	37	117	122	159	32	20	15	30	13	34	29	28	10	35	52	9	5	18	43	6	22	20	6	35	16	34	8	7	26	2	5	8	11	5	20	10	3	10	5	10	7	0	1	1	2	0	1	2	14	0	2	1	2	2	1	1	1	0	1	2	3	1	0	1	0	0	1	0	0	1	6	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south22_all	80	7465	5101	2097	3369	2967	982	766	632	508	463	372	586	282	258	557	204	224	249	220	154	128	104	138	147	191	87	72	58	58	41	45	53	55	35	37	61	29	26	25	43	25	21	26	19	40	16	34	17	17	22	5	9	9	12	10	26	15	4	13	9	9	7	3	4	2	4	3	6	9	10	2	3	2	2	4	1	2	2	1	3	3	1	3	0	1	0	1	1	0	9	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0
