label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76
0.03	north6_active	80	1580	1740	532	394	385	405	679	287	288	339	190	210	54	29	54	32	36	14	20	24	88	41	25	7	21	6	8	6	6	8	5	1	6	1	5	8	3	1	4	2	5	4	1	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north7_all	80	3523	2900	1116	767	727	663	1084	481	420	556	331	301	98	53	104	59	69	48	34	43	103	72	33	18	29	9	15	11	16	16	7	7	8	4	11	14	4	3	3	4	4	6	3	2	2	1	1	0	2	0	1	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
0.03	north7_active	80	1547	1698	532	404	414	386	724	297	278	360	209	207	48	25	61	28	38	19	19	27	73	50	19	5	20	4	6	3	9	8	5	2	5	1	7	9	2	1	3	2	3	4	2	0	1	1	1	0	2	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north8_all	80	3562	2962	1114	783	721	673	1019	457	406	544	338	311	96	57	102	63	62	54	41	42	93	64	41	23	21	5	18	8	17	16	6	14	6	2	8	7	0	2	4	4	2	5	3	3	2	1	1	0	3	0	1	4	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4
0.03	north8_active	80	1537	1733	574	419	400	388	657	287	256	352	207	212	43	28	60	35	31	26	19	23	60	41	25	9	12	1	7	1	7	12	3	11	4	1	5	2	0	0	4	2	2	3	2	1	1	1	1	0	3	0	0	3	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4
0.03	north9_all	80	3536	2944	1092	791	710	662	987	452	416	599	336	298	88	61	95	68	54	55	42	44	94	71	32	26	21	8	15	7	12	17	6	13	6	3	7	5	0	2	2	4	1	1	5	2	3	2	0	0	2	0	0	3	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
0.03	north9_active	80	1527	1734	538	426	405	378	643	288	258	395	196	213	39	27	54	38	23	29	18	24	52	51	21	14	11	2	8	1	5	13	2	11	5	2	2	2	0	1	2	2	1	1	4	2	3	2	0	0	2	0	0	3	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
0.03	north10_all	80	3576	2853	1144	784	700	690	1013	425	388	613	314	294	82	64	106	74	49	45	43	49	93	58	33	32	17	10	13	6	11	15	10	12	6	5	6	5	0	2	3	0	1	1	3	3	2	1	0	0	2	0	0	2	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
0.03	north10_active	80	1575	1688	566	425	390	401	652	260	241	413	187	216	33	25	61	40	19	23	22	29	57	46	25	16	10	3	7	2	4	13	2	11	6	2	1	0	0	1	3	0	1	0	2	2	2	1	0	0	2	0	0	2	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
0.03	north11_all	80	3560	2761	1119	756	647	674	1032	402	425	598	356	266	97	85	78	63	51	50	38	45	64	75	27	25	19	17	17	11	12	22	13	8	12	6	9	35	4	6	9	3	0	1	2	1	2	2	4	1	0	0	4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0
0.03	north11_active	80	1590	1669	556	371	349	413	641	220	265	388	211	159	46	36	39	31	22	18	18	28	33	49	15	14	14	7	8	4	5	14	9	5	6	3	5	12	1	1	5	2	0	0	1	0	1	2	1	0	0	0	3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0
0.03	north12_all	80	3671	2805	1115	756	658	655	997	425	419	566	330	284	103	73	92	57	56	47	41	39	89	60	26	24	22	14	13	10	14	21	18	6	9	6	11	29	7	5	9	2	3	2	4	1	3	2	4	3	0	0	6	3	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
0.03	north12_active	80	1643	1719	542	367	362	405	633	238	250	375	197	182	61	31	45	26	27	15	20	22	58	44	13	14	15	4	3	4	8	15	7	5	3	3	6	6	3	1	4	2	1	0	2	0	2	2	1	1	0	0	5	3	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
0.03	north13_all	80	3603	2896	1086	765	681	679	1035	422	426	575	350	299	93	82	93	56	50	53	41	50	101	59	34	20	36	11	10	9	14	18	17	6	13	7	11	31	6	4	9	2	4	1	3	1	3	1	5	4	1	0	6	5	0	2	1	1	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north13_active	80	1610	1769	516	357	373	404	710	227	257	362	217	202	50	38	50	24	25	23	19	26	67	41	16	9	23	2	1	5	7	12	7	4	5	3	6	9	4	1	4	1	2	0	1	0	3	1	2	1	0	0	5	3	0	2	1	1	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north14_all	80	3567	2917	1117	802	689	688	1093	424	440	534	331	323	80	81	98	49	51	51	43	51	104	41	35	23	31	8	8	9	11	15	16	5	10	3	9	29	5	4	7	2	4	3	3	1	3	0	2	4	2	0	2	4	0	2	1	1	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north14_active	80	1615	1761	525	361	383	400	725	250	260	315	209	223	45	35	50	24	26	28	24	25	73	21	17	11	20	3	2	5	4	7	6	3	4	1	4	5	4	1	3	1	2	1	1	0	3	0	1	1	1	0	2	2	0	2	1	1	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north15_all	80	3475	2889	1162	779	721	710	1083	454	399	568	357	329	69	90	102	68	50	49	40	50	104	39	34	18	34	7	11	8	12	27	12	9	9	3	4	13	3	1	5	2	2	2	2	2	2	0	2	3	3	0	0	4	0	3	1	0	2	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north15_active	80	1581	1692	559	363	379	433	702	274	234	358	230	223	32	42	53	35	21	27	21	27	73	19	18	6	20	1	5	5	5	19	7	3	4	1	3	7	2	0	4	0	2	1	1	0	2	0	1	1	2	0	0	2	0	3	1	0	2	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north16_all	80	3550	2848	1171	760	726	678	1098	458	377	553	335	331	62	89	107	82	51	46	43	58	91	47	32	17	26	7	12	7	8	27	6	7	9	2	7	15	2	1	3	3	2	3	1	3	0	0	1	0	3	0	0	5	0	1	1	0	3	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north16_active	80	1646	1640	580	362	408	415	693	285	228	353	214	234	27	45	51	45	21	22	23	36	58	30	19	7	13	2	6	5	2	18	3	2	5	2	4	10	1	0	3	0	2	1	0	1	0	0	0	0	2	0	0	2	0	1	1	0	3	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north17_all	80	3556	2765	1210	714	731	681	1065	438	347	543	339	317	69	78	101	88	47	44	43	66	85	41	28	16	24	9	16	11	7	33	6	11	10	2	10	9	1	1	3	2	1	3	3	3	0	0	1	0	2	0	0	2	0	1	1	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	1647	1587	617	358	398	417	677	272	222	369	224	215	35	41	53	47	20	18	24	42	54	29	18	6	14	4	9	9	3	26	4	3	6	2	7	8	0	0	3	0	1	1	2	1	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	3569	2785	1143	715	710	661	1038	437	386	568	349	299	88	77	94	74	41	47	46	58	79	41	36	18	25	18	17	9	6	41	7	6	9	3	14	9	4	1	1	3	2	2	2	4	1	0	2	0	2	0	0	2	1	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	1633	1626	585	352	401	413	642	258	242	386	224	200	45	41	51	43	19	22	28	33	48	29	23	7	15	6	9	8	2	27	5	2	6	2	10	6	2	0	1	0	2	1	2	3	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	3593	2760	1113	749	715	713	1065	436	405	566	326	261	84	77	100	56	38	44	39	66	72	38	40	20	20	17	16	7	6	30	9	11	14	1	12	7	3	2	2	3	2	2	2	4	1	1	3	0	0	0	0	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
0.03	north19_active	80	1652	1592	549	364	412	440	680	255	250	381	213	161	40	48	59	30	19	22	22	34	45	30	23	8	15	6	9	6	4	17	7	5	10	0	7	3	2	0	2	2	2	2	2	4	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
0.03	north20_all	80	3614	2727	1109	749	720	706	1047	457	413	554	304	272	90	76	101	50	37	51	42	50	73	42	46	20	20	18	11	7	8	29	11	13	12	3	8	9	5	2	5	4	4	1	1	3	1	1	2	0	0	0	0	1	2	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0
0.03	north20_active	80	1620	1593	539	365	440	449	670	266	251	386	184	172	39	41	64	23	16	26	20	20	42	29	26	7	15	4	7	5	4	16	7	9	7	1	3	6	4	0	5	2	2	1	1	3	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
0.03	south21_all	80	3672	2422	1022	728	672	569	779	424	366	480	282	258	91	64	81	69	50	33	38	48	81	51	26	19	17	12	15	12	8	15	5	3	5	5	4	3	3	5	6	6	1	6	0	2	0	1	2	1	0	0	6	2	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
0.03	south21_active	80	1694	1358	472	333	355	339	503	246	239	339	189	173	44	32	34	35	20	17	27	33	51	36	18	8	11	5	7	5	6	10	4	1	3	2	3	0	1	4	3	3	0	3	0	1	0	0	0	1	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south22_all	80	3675	2476	992	726	661	604	809	376	371	441	275	287	104	62	79	72	51	40	40	39	89	52	27	19	19	14	11	14	4	12	7	3	9	2	2	7	3	5	7	7	2	4	0	1	1	1	4	3	0	2	7	3	3	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0
0.03	south22_active	80	1665	1405	475	321	347	350	522	225	248	275	176	184	50	28	33	37	23	15	26	24	60	35	20	7	14	7	7	7	2	5	6	1	7	1	1	2	1	5	3	4	1	2	0	0	1	0	2	2	0	2	2	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south23_all	80	3599	2649	1011	705	685	641	851	392	380	501	282	294	101	71	85	82	52	39	45	45	96	45	24	22	21	10	6	13	5	22	7	6	14	2	1	9	4	7	7	6	3	4	3	1	3	2	4	3	0	2	2	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0
0.03	south23_active	80	1621	1515	495	316	385	365	554	235	246	316	186	186	51	28	40	43	24	10	23	29	69	20	19	11	15	5	3	6	3	10	7	4	9	1	0	3	0	7	4	4	2	2	3	0	2	0	2	2	0	2	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south24_all	80	3498	2774	1056	716	705	659	981	403	389	585	278	319	101	74	76	72	49	42	42	41	83	47	33	28	20	8	9	11	10	19	9	8	14	1	2	9	3	6	6	5	3	1	5	0	3	1	2	3	1	3	1	2	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0
0.03	south24_active	80	1586	1583	536	335	408	396	658	255	240	368	179	199	50	26	41	37	23	10	18	23	59	23	23	15	11	3	5	6	6	10	8	7	9	0	1	4	0	6	4	4	2	0	3	0	2	0	2	2	0	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	3528	2873	1086	746	740	720	1080	424	381	659	305	309	100	78	85	63	50	43	40	55	64	56	35	29	21	12	10	4	15	21	11	9	11	4	2	5	2	4	4	3	3	2	5	0	2	2	2	0	1	1	0	1	3	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	1605	1705	539	372	432	434	731	270	215	447	192	185	45	30	47	32	24	16	18	33	47	34	24	15	14	3	4	2	10	13	7	7	6	2	2	2	0	4	3	2	2	2	3	0	1	1	2	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	3474	2865	1092	728	714	694	1124	418	358	645	307	286	98	69	92	52	46	44	44	50	61	58	42	22	20	16	16	1	14	15	11	10	12	5	4	11	1	3	6	4	0	2	3	0	1	1	0	0	1	1	0	0	3	0	0	2	2	2	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	1609	1657	539	351	399	414	757	261	197	422	190	174	48	29	55	25	22	18	21	32	39	47	26	7	10	5	6	0	8	9	6	6	5	3	3	8	1	2	4	2	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	2	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	3466	2817	1091	751	721	678	1052	429	361	607	296	258	99	70	80	49	47	51	37	51	74	62	38	23	34	18	16	5	13	18	13	9	11	9	6	9	1	3	6	2	1	2	4	0	0	1	1	0	0	0	0	0	3	0	3	2	2	1	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
0.03	south27_active	80	1574	1634	546	354	391	398	666	265	212	402	182	162	48	33	46	26	27	23	19	32	43	51	25	10	18	6	5	4	7	12	5	3	3	5	3	6	1	2	3	1	0	2	3	0	0	1	0	0	0	0	0	0	2	0	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	3446	2827	1097	753	704	645	1005	454	406	590	271	313	92	63	90	58	48	51	38	37	81	59	34	19	32	14	15	6	9	23	13	9	12	6	6	16	1	4	7	2	1	1	6	0	0	1	1	1	0	1	0	2	4	0	3	2	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
0.03	south28_active	80	1561	1652	536	362	397	369	622	281	254	409	161	199	47	31	55	31	30	23	18	23	51	48	21	7	17	7	5	4	3	13	8	4	4	3	2	13	1	2	4	1	0	0	3	0	0	1	0	1	0	1	0	2	3	0	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	3485	2833	1188	771	701	668	891	453	394	596	279	304	90	71	94	66	50	55	34	40	94	57	29	18	27	14	13	7	11	26	10	7	11	7	4	11	1	2	4	1	5	2	7	0	1	0	2	1	0	1	1	2	2	0	3	2	2	0	0	1	0	0	0	0	0	0	1	0	5	0	0	0	0	1	1	0	0
0.03	south29_active	80	1544	1668	588	363	393	389	542	281	261	373	174	183	40	33	59	37	28	26	14	28	69	46	20	9	15	7	4	4	4	14	4	2	4	4	1	9	1	0	2	0	2	0	3	0	0	0	0	1	0	1	1	2	2	0	3	2	2	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0
0.03	south30_all	80	3524	2768	1187	769	679	669	908	459	388	581	271	317	87	75	93	63	46	48	31	37	100	57	30	17	24	14	13	6	17	23	6	2	6	6	7	10	1	3	6	1	6	2	3	0	1	1	4	1	0	1	2	2	1	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	1	1	0	0
0.03	south30_active	80	1590	1650	582	376	399	400	567	279	249	354	169	184	38	33	59	36	28	23	13	24	78	46	19	9	16	6	4	3	7	12	3	2	2	4	2	8	1	1	4	0	2	0	0	0	0	0	0	1	0	1	2	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0
0.03	south31_all	80	3617	2772	1098	745	761	681	1053	451	370	565	318	303	85	60	87	61	65	53	28	48	72	49	39	11	21	21	11	17	7	28	6	7	7	6	5	10	4	2	5	0	3	2	3	2	3	4	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	1660	1610	543	365	414	425	748	267	216	392	199	212	37	23	49	31	34	26	11	29	49	37	24	6	12	9	4	7	4	20	3	4	1	2	5	3	1	1	2	0	0	2	2	1	2	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	3648	2775	1104	725	737	728	1074	432	380	611	338	346	76	70	83	65	58	50	27	49	83	51	41	14	28	16	12	15	10	23	5	6	10	3	4	6	5	0	6	1	4	4	3	2	3	3	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	1653	1631	539	350	380	446	745	254	225	422	210	244	32	29	49	37	31	28	11	25	51	35	30	6	15	6	3	7	7	16	2	3	2	1	4	1	1	0	3	1	0	2	2	2	2	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	3682	2782	1107	774	673	751	1043	424	401	621	366	352	77	71	89	74	48	48	32	50	95	53	37	17	19	13	10	11	12	33	5	7	9	3	6	4	3	1	7	2	3	5	0	1	2	3	0	0	0	1	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	1681	1646	541	388	364	471	718	245	247	452	238	239	35	30	48	40	26	28	16	26	63	35	28	7	9	5	2	5	8	23	2	5	2	1	2	2	0	1	5	1	0	2	0	1	1	3	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	3616	2730	1087	753	665	708	1078	436	392	649	398	349	84	74	99	72	46	44	39	48	86	52	30	14	21	9	10	14	10	35	5	6	8	2	9	4	2	2	9	5	1	5	1	1	4	2	0	1	0	1	0	4	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	1610	1600	534	387	362	436	703	252	261	437	273	233	35	35	55	39	25	27	19	27	58	35	21	6	11	3	4	8	6	25	2	5	3	2	3	2	1	1	5	2	0	1	1	1	1	2	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	3551	2782	1047	815	663	685	1079	436	401	585	364	292	92	74	103	58	45	45	41	49	84	52	33	12	24	11	8	14	11	26	6	8	9	5	12	7	1	2	10	4	2	5	3	0	4	1	0	1	1	1	0	3	0	0	1	0	1	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	1575	1643	501	427	376	415	693	253	254	385	254	189	44	41	57	28	27	24	21	24	57	38	24	5	15	5	4	8	6	19	2	7	6	3	5	4	1	1	4	1	0	1	3	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	3573	2752	1046	785	671	622	980	445	382	610	373	285	101	81	105	55	43	44	34	48	78	49	31	13	23	9	6	9	7	19	8	9	12	6	11	5	4	3	8	4	2	5	6	2	4	0	1	1	2	2	4	3	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	1598	1614	502	399	378	379	614	255	242	384	273	184	47	41	60	32	24	21	15	28	47	31	21	7	13	5	3	7	2	15	3	8	7	3	7	2	2	1	2	2	0	1	6	1	0	0	0	0	0	0	4	3	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	3564	2723	1050	777	722	609	997	446	357	563	391	278	101	95	83	53	40	43	31	52	73	48	29	15	25	12	6	8	10	18	7	10	11	5	11	10	3	5	3	3	5	3	5	2	4	0	1	1	2	3	4	0	0	1	1	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	1623	1612	515	397	432	364	634	256	207	377	285	178	46	42	46	31	21	16	13	33	47	33	18	10	12	5	3	5	5	11	3	8	8	2	8	6	1	3	1	2	2	0	5	1	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	3556	2801	1093	800	732	624	952	439	343	593	367	315	98	89	84	71	39	41	34	54	84	48	35	15	20	12	6	10	8	19	9	9	10	4	8	11	3	6	5	2	5	1	3	3	0	1	1	1	1	3	4	0	1	1	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	1639	1664	521	400	434	382	620	257	196	405	238	198	42	39	48	43	18	17	15	36	50	29	22	10	9	3	2	5	4	10	2	7	7	2	5	8	1	3	2	1	2	0	3	2	0	0	0	0	0	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	3589	2785	1125	796	726	627	1002	448	337	592	366	303	92	75	83	78	49	41	34	51	62	44	33	14	18	16	12	13	7	24	7	8	6	5	7	16	4	4	5	4	7	0	1	1	2	2	1	1	3	1	0	0	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	1631	1673	536	389	415	386	673	268	194	388	239	189	37	34	44	42	27	19	14	32	37	27	17	7	9	2	6	6	4	16	1	4	5	2	3	13	2	2	3	2	4	0	1	1	2	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
