label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140
0.03	north6_all	80	6605	2357	2562	1450	906	532	617	906	550	489	265	320	197	348	150	124	257	169	109	105	103	91	76	74	73	56	53	51	36	124	36	32	71	53	21	14	32	21	23	40	24	31	11	29	31	27	30	8	24	9	9	20	10	21	10	25	3	3	4	2	2	11	10	4	5	3	6	1	1	4	3	1	3	3	1	3	4	2	5	2	2	1	1	0	7	0	0	0	0	1	0	2	6	0	1	0	0	0	0	3	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north6_active	80	3793	1174	1575	789	492	240	345	613	336	298	121	201	88	202	65	55	155	109	62	52	53	38	38	42	39	25	21	31	11	90	12	15	46	32	12	9	20	11	12	21	10	17	6	18	20	18	10	5	19	5	4	12	4	18	4	16	2	0	2	1	2	10	7	2	1	2	4	1	1	2	1	1	0	1	0	2	2	1	2	1	2	0	1	0	6	0	0	0	0	1	0	1	6	0	1	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north7_all	80	6521	2367	2565	1417	938	563	611	829	571	492	280	320	205	339	143	116	245	170	113	125	98	78	81	77	67	60	46	47	35	123	36	36	76	52	30	17	27	18	23	48	24	28	16	29	39	21	33	15	26	12	11	14	7	10	9	26	9	4	7	2	2	13	9	5	3	3	8	3	3	5	3	1	1	6	2	3	3	1	5	2	2	1	1	0	1	0	0	0	1	2	0	2	6	0	1	0	0	0	0	1	1	0	0	1	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north7_active	80	3721	1190	1582	772	506	262	330	536	352	283	132	191	90	194	73	49	140	116	67	70	50	26	39	40	40	28	22	29	11	79	17	19	47	36	19	10	16	9	10	27	11	12	10	17	19	10	16	9	21	5	6	8	3	6	4	17	8	1	5	1	2	12	6	2	1	2	5	2	2	2	0	1	0	3	1	2	1	0	4	1	2	0	1	0	0	0	0	0	1	1	0	1	6	0	1	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north8_all	80	6417	2395	2606	1362	927	540	611	810	532	502	273	365	193	324	165	112	207	183	100	130	103	80	69	82	63	53	42	47	32	98	30	38	59	57	39	19	26	18	19	48	24	19	15	15	36	24	34	20	28	12	12	16	6	10	8	31	8	4	9	2	1	11	7	5	2	3	4	4	3	5	2	0	1	4	1	2	5	2	4	0	0	1	2	0	1	0	1	1	1	2	0	1	3	0	1	0	0	0	0	0	1	0	0	1	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north8_active	80	3651	1204	1647	745	496	234	327	513	318	288	133	222	84	199	86	50	108	124	57	78	45	32	31	43	37	25	20	34	14	61	15	22	30	36	25	7	17	7	6	32	11	8	10	9	20	15	14	14	22	6	5	8	4	3	3	23	6	1	7	1	1	11	5	2	2	3	1	3	2	2	0	0	0	3	1	1	1	1	3	0	0	0	2	0	0	0	0	0	1	1	0	1	3	0	1	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north9_all	80	6439	2336	2529	1373	930	559	573	826	532	496	265	376	204	304	162	113	233	177	103	149	101	68	63	82	60	49	52	51	29	106	30	35	64	69	44	21	30	17	21	40	20	22	16	18	28	21	29	19	18	12	11	8	5	11	11	19	7	4	8	5	2	7	5	3	3	2	3	4	3	3	1	2	0	4	2	1	5	4	4	0	0	0	2	0	1	0	1	2	1	2	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north9_active	80	3642	1172	1604	732	500	239	296	535	317	290	124	227	102	186	86	57	127	120	59	88	45	26	31	41	32	26	26	33	17	61	16	19	45	49	30	8	17	6	10	30	9	9	7	11	12	14	12	13	12	7	5	6	2	4	5	11	6	1	8	1	2	6	3	1	2	1	2	3	2	1	0	0	0	3	1	0	1	4	3	0	0	0	2	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north10_all	80	6427	2370	2549	1399	947	562	579	797	539	489	268	365	204	301	168	120	242	168	111	148	103	72	43	91	61	44	49	53	23	103	32	31	56	69	49	19	29	20	24	33	26	19	14	23	32	23	25	19	16	11	10	9	6	17	13	20	3	2	6	6	2	5	3	3	4	4	1	4	1	3	0	2	1	4	1	3	3	4	0	0	0	0	1	0	0	0	1	2	2	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	3636	1184	1584	766	538	245	303	514	313	284	125	209	95	184	78	63	142	105	63	85	48	27	22	50	31	16	26	38	14	59	16	17	43	46	32	7	17	8	12	21	16	8	6	14	12	14	15	13	11	7	4	5	1	9	8	9	2	1	6	2	2	3	1	0	3	3	1	4	0	1	0	0	1	3	0	1	0	4	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	6507	2382	2361	1466	971	580	606	836	633	517	274	379	223	338	162	123	217	198	103	123	91	78	68	70	86	72	53	51	49	119	28	41	80	59	32	20	31	30	13	42	27	22	13	28	37	25	17	12	26	5	4	28	6	13	7	16	6	4	12	5	2	15	3	5	5	0	7	3	3	3	4	0	0	2	2	2	8	2	3	0	0	1	0	2	0	0	1	0	0	0	0	2	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north11_active	80	3742	1197	1446	881	523	271	310	486	373	320	135	220	129	215	85	61	140	137	53	74	45	33	33	35	53	29	27	30	21	71	11	18	61	39	18	8	14	13	6	28	14	10	8	22	29	20	9	6	18	4	2	16	6	8	6	11	2	2	10	2	1	10	1	3	0	0	6	1	1	2	3	0	0	0	1	2	7	2	2	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	6595	2392	2429	1424	985	581	606	837	638	556	281	410	219	324	155	126	186	155	103	114	91	78	65	79	86	69	49	56	43	123	34	37	59	43	34	21	37	22	11	47	33	19	17	26	24	13	13	16	30	6	4	25	5	17	11	20	5	4	8	4	3	18	3	5	5	0	7	4	4	3	1	1	0	3	3	6	5	0	1	0	0	1	0	3	0	0	1	0	0	1	0	2	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
0.03	north12_active	80	3761	1202	1462	828	526	277	321	499	368	342	137	226	120	198	79	63	110	96	57	67	46	28	28	35	47	32	25	38	17	81	14	18	46	23	21	11	22	9	6	33	17	10	11	20	18	7	7	11	18	3	2	18	5	14	11	15	3	1	5	2	1	14	0	5	0	0	6	3	2	2	1	0	0	0	1	6	5	0	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	6492	2360	2528	1447	1000	558	614	832	642	548	273	369	215	316	151	121	187	161	102	112	97	74	52	75	102	63	38	53	45	111	38	33	52	48	32	21	35	21	12	41	31	17	18	24	19	20	15	14	30	6	4	18	2	15	14	14	7	4	8	5	3	16	4	3	5	1	5	4	3	6	1	1	0	4	3	7	6	1	6	1	0	0	0	3	0	0	1	0	0	2	0	1	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
0.03	north13_active	80	3649	1200	1519	831	545	258	311	509	366	336	127	198	115	181	72	62	114	92	53	63	52	28	24	33	51	32	19	37	22	77	19	17	40	26	21	12	19	9	6	25	17	9	11	19	16	13	11	10	14	3	3	13	1	12	12	9	5	2	3	3	1	14	0	2	1	0	5	3	3	4	1	0	0	1	0	6	6	1	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	6505	2332	2676	1416	986	536	633	834	594	510	277	342	192	337	156	119	178	173	113	98	86	77	65	79	95	50	32	51	41	99	35	30	71	52	33	23	38	21	12	39	26	17	19	19	14	30	16	14	28	5	5	11	2	14	11	8	9	4	5	4	4	9	3	3	3	5	0	3	3	5	3	2	0	2	2	6	4	5	6	1	0	0	0	3	0	2	1	2	0	2	0	1	0	0	1	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north14_active	80	3639	1175	1657	803	535	251	327	509	356	310	133	192	97	185	68	59	108	104	58	52	43	36	29	35	48	27	17	35	22	53	19	20	51	26	20	16	18	11	7	24	16	9	8	15	11	21	13	8	17	2	2	6	1	11	9	5	7	2	1	3	1	8	0	2	1	1	0	3	3	3	1	1	0	1	0	5	4	1	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	6441	2320	2648	1435	994	548	616	852	590	533	280	322	188	367	146	130	177	198	114	96	100	70	62	62	100	40	35	50	44	91	38	36	69	61	34	16	32	16	12	36	24	20	18	12	30	38	21	11	25	6	7	16	4	7	4	8	12	4	5	4	2	8	2	8	3	6	0	3	1	7	3	2	0	3	3	2	4	7	8	1	0	0	1	0	0	2	0	2	2	1	0	0	0	0	1	1	0	0	2	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north15_active	80	3666	1175	1658	831	534	254	311	507	347	328	148	184	104	203	62	72	112	118	65	50	57	34	30	31	55	21	14	30	25	49	17	26	49	28	22	9	14	9	6	24	10	11	10	7	14	23	17	7	15	3	2	5	2	5	2	1	9	2	1	2	1	5	0	3	1	1	0	2	1	4	1	1	0	1	0	1	4	3	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north16_all	80	6507	2300	2590	1477	969	555	609	810	551	481	265	330	200	395	160	131	209	182	120	90	116	75	63	74	84	46	45	60	44	104	30	34	73	65	34	15	31	19	12	35	26	18	18	20	33	33	14	14	24	5	8	21	4	17	4	9	11	4	6	8	3	5	5	7	2	6	7	4	1	4	5	1	1	2	2	2	4	6	9	0	1	0	1	0	1	2	0	2	2	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north16_active	80	3718	1162	1633	831	512	250	310	504	356	292	141	200	109	229	73	67	131	111	68	43	70	35	31	44	50	22	18	37	20	54	13	24	50	29	25	8	12	12	6	23	12	8	10	13	14	21	10	8	14	5	3	9	2	9	2	3	6	2	2	3	2	3	2	3	0	1	5	3	0	1	2	1	1	0	0	1	4	2	7	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north17_all	80	6577	2368	2566	1469	961	582	596	806	571	507	288	326	210	389	155	143	229	198	116	93	114	79	55	71	87	49	49	58	45	102	31	34	71	58	41	19	28	23	7	27	23	14	21	19	39	36	23	13	22	5	8	19	7	19	3	11	11	6	8	11	3	4	6	11	1	3	14	6	1	5	4	0	1	5	1	1	3	4	3	1	1	0	2	0	1	0	0	0	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north17_active	80	3803	1239	1588	838	512	258	310	499	358	318	147	193	113	239	77	75	135	130	69	47	67	32	28	44	59	24	19	34	19	61	11	22	50	29	29	9	12	13	3	19	10	4	9	12	20	22	16	8	9	4	3	8	4	10	3	5	6	3	6	4	2	2	4	3	0	0	12	5	0	2	2	0	1	1	0	1	3	3	1	0	1	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north18_all	80	6648	2396	2571	1446	967	577	608	820	560	503	281	339	211	354	169	135	237	182	111	102	108	74	51	76	81	50	45	53	51	108	32	34	66	48	45	15	25	29	11	28	20	18	19	24	33	23	20	12	29	5	8	16	6	20	8	13	10	5	7	9	6	9	6	10	0	1	16	7	1	3	3	0	1	6	0	2	0	3	4	2	1	0	2	0	1	0	1	0	1	0	1	0	0	0	2	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north18_active	80	3838	1259	1582	822	517	260	319	525	332	334	146	196	103	224	81	69	147	116	60	63	64	26	26	47	52	25	22	30	20	68	13	19	43	29	28	5	10	20	5	16	12	9	7	13	22	15	13	7	18	4	2	7	3	11	7	10	5	3	6	4	4	7	4	2	0	0	14	7	0	1	2	0	1	1	0	2	0	1	2	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north19_all	80	6618	2419	2597	1422	1013	577	616	802	593	503	291	333	230	320	190	138	213	186	98	116	87	71	58	83	90	45	43	43	47	97	29	41	55	49	49	21	28	34	16	27	26	21	17	31	32	17	19	13	21	5	9	3	8	12	12	13	6	6	7	6	4	9	6	5	1	1	13	7	2	5	3	0	2	8	0	2	0	3	2	2	0	0	3	0	1	0	1	1	1	2	0	0	3	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	3804	1264	1596	822	551	273	323	511	334	335	142	197	105	191	95	77	123	113	51	73	50	29	30	51	64	21	20	27	23	68	12	22	35	33	31	8	14	22	9	9	20	11	5	18	18	9	13	5	13	3	3	1	5	8	9	11	5	3	4	3	2	8	5	1	1	1	12	7	1	4	2	0	2	3	0	1	0	1	2	1	0	0	2	0	1	0	1	1	0	2	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	6618	2409	2537	1431	1013	562	608	782	595	513	255	350	216	326	177	140	201	176	92	126	84	82	61	83	86	41	43	43	45	88	29	45	56	40	52	20	27	29	19	36	17	23	13	34	37	25	15	8	24	7	7	25	6	10	11	12	6	6	4	7	4	14	3	2	3	1	6	3	2	4	2	0	1	6	0	2	0	2	2	2	1	0	2	0	0	0	2	1	2	2	0	0	3	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north20_active	80	3810	1240	1561	833	547	280	339	487	344	333	124	211	102	202	79	76	124	102	48	85	46	41	35	56	59	21	17	28	24	61	11	22	40	32	30	9	10	22	10	15	14	12	2	22	21	17	9	1	16	4	2	21	3	6	8	11	4	3	2	5	2	8	2	2	1	1	5	3	2	3	1	0	1	2	0	1	0	1	2	1	0	0	1	0	0	0	1	1	1	2	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south21_all	80	6520	2320	2492	1407	1014	574	571	809	575	512	265	357	247	368	145	143	182	181	119	112	87	62	67	93	79	45	45	57	38	115	29	28	114	64	36	17	35	38	24	41	23	16	7	30	35	23	16	9	23	5	8	18	8	16	9	14	7	9	5	4	5	7	4	3	1	2	5	3	5	1	2	1	1	7	0	1	2	1	2	2	2	0	1	1	2	0	1	0	0	0	0	1	1	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
0.03	south21_active	80	3640	1149	1600	824	568	273	319	461	367	325	127	211	129	252	71	59	112	105	65	55	44	32	31	57	52	22	23	31	19	84	15	13	86	39	17	8	19	17	14	32	7	8	3	19	23	17	10	5	18	3	3	10	3	11	5	10	4	3	3	2	2	6	1	2	1	1	3	1	2	1	1	0	0	2	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
