label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103
0.03	north6_all	80	28435	12711	10907	9787	8150	6891	2348	4136	3662	1293	1490	1122	1062	683	608	470	986	456	304	235	313	243	162	316	145	179	135	264	110	189	98	70	51	64	41	33	35	29	20	28	17	20	26	30	18	8	46	13	16	4	6	4	12	3	4	9	1	2	6	4	3	2	4	1	3	6	1	1	1	0	4	0	2	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north6_active	80	7181	2790	7200	7632	6773	5868	730	3477	3181	277	964	649	699	226	320	186	842	235	70	58	193	145	30	244	74	121	75	208	77	163	64	33	11	46	15	10	7	18	11	20	2	2	5	19	2	0	36	7	7	1	3	1	6	0	3	4	1	0	4	1	2	2	1	1	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	28294	12733	10638	9529	7942	6866	2390	4024	3500	1288	1530	1134	1014	695	588	468	950	459	293	251	306	239	170	279	135	176	135	214	87	156	102	69	48	58	40	35	34	29	28	33	19	28	27	25	20	6	34	14	13	4	5	8	10	4	6	5	3	2	6	2	2	3	1	2	3	5	1	4	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north7_active	80	6954	2760	6818	7368	6589	5801	715	3370	3017	265	998	627	646	219	284	170	797	243	75	60	181	145	26	211	64	116	69	156	50	131	68	25	16	37	13	11	8	15	17	22	3	4	4	15	5	0	25	8	6	1	2	6	3	0	3	1	2	1	3	0	2	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	28070	12718	10542	9660	7843	6769	2439	4152	3478	1284	1512	1138	1041	689	600	459	920	466	303	266	282	257	182	297	144	163	138	216	106	144	102	73	55	59	39	34	36	37	27	26	15	28	25	32	18	11	33	11	9	5	7	9	10	5	5	2	3	5	5	2	4	2	3	2	2	6	1	5	1	1	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	6900	2733	6623	7495	6510	5716	757	3456	2974	258	991	609	674	229	273	170	753	261	82	61	169	164	26	233	68	98	66	159	45	113	73	29	17	43	10	10	7	19	19	16	3	5	2	20	4	0	26	5	5	1	2	8	2	1	2	0	2	4	1	0	4	1	1	2	0	1	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	28094	12684	11152	10149	8569	7019	2448	4244	3600	1295	1487	1135	1100	688	618	482	994	474	315	292	292	307	201	263	161	194	151	209	109	125	118	72	53	70	43	44	34	39	24	30	21	28	23	23	17	13	15	10	5	3	6	13	4	4	3	2	4	6	4	1	7	6	3	1	3	3	3	4	0	1	0	7	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	7371	2775	7360	8179	7277	6015	772	3570	3094	286	996	662	747	240	296	184	847	266	91	60	184	221	37	209	83	119	84	151	48	96	99	30	17	53	14	14	4	23	15	17	6	10	4	13	6	0	10	3	2	0	2	11	1	1	1	0	2	4	1	0	7	5	1	1	3	3	1	1	0	1	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	28048	12651	11669	10751	9675	7495	2420	4432	3977	1317	1536	1151	1239	658	641	476	1078	468	312	286	273	342	209	314	170	190	155	172	122	161	140	80	59	69	43	37	40	52	27	29	22	28	20	22	14	13	9	11	7	5	6	11	15	2	5	1	4	5	2	0	8	6	3	0	5	4	3	1	0	2	0	5	0	2	0	0	0	0	2	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north10_active	80	7832	2815	8077	8888	8350	6526	836	3783	3486	322	1038	702	888	250	325	192	944	279	101	67	173	268	45	263	89	113	95	140	62	132	122	38	18	52	16	12	5	37	14	18	6	13	3	13	5	0	6	3	3	1	1	9	11	1	2	0	2	3	0	0	7	5	1	0	4	4	1	0	0	2	0	5	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north11_all	80	28046	12800	10726	10000	8483	6870	2356	4317	3378	1204	1514	1137	991	668	625	508	1044	437	339	313	295	315	155	422	159	158	135	180	100	123	90	62	63	89	46	47	28	38	32	34	15	23	9	16	18	4	15	33	11	9	11	11	18	5	3	4	2	4	1	3	2	7	2	1	1	1	0	0	1	1	0	0	2	0	1	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north11_active	80	7282	3216	6934	7914	7091	5770	652	3639	2844	317	979	620	645	218	308	196	928	248	97	75	166	197	37	350	75	92	86	145	55	102	64	23	19	67	12	17	10	26	22	22	3	11	0	8	6	0	12	28	5	5	4	5	15	5	3	1	1	2	1	2	0	7	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	28125	12650	11450	10811	9092	7395	2361	4542	3627	1197	1676	1125	1103	639	618	485	1195	445	303	308	298	350	169	399	174	182	150	202	84	149	97	60	69	96	51	36	35	42	33	70	17	22	9	16	12	6	16	24	10	6	9	8	21	5	4	2	2	6	1	2	1	4	2	0	1	3	0	0	1	1	0	0	2	0	0	0	0	1	0	1	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north12_active	80	7870	3082	7799	8893	7766	6340	740	3912	3114	320	1125	644	759	210	310	199	1082	263	90	77	179	240	38	326	101	110	103	174	44	123	74	25	21	78	17	13	13	23	22	58	6	9	0	11	2	0	12	19	6	3	3	2	19	4	3	1	0	3	1	1	0	3	0	0	0	3	0	0	1	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	28097	12595	12112	11790	10019	7745	2394	4959	3995	1222	1734	1196	1136	653	653	493	1367	462	291	308	323	355	180	441	159	219	160	191	93	145	117	68	60	91	52	30	33	45	40	64	23	24	11	15	9	9	35	12	15	9	8	4	24	6	9	3	2	6	5	2	2	7	1	0	2	3	1	7	6	1	0	4	2	0	0	0	0	3	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north13_active	80	8504	2952	8767	10035	8771	6809	843	4399	3528	309	1223	727	784	258	347	216	1248	294	86	66	209	244	46	375	88	151	113	171	44	115	90	29	19	74	26	13	13	27	27	56	13	10	1	12	4	1	31	8	9	3	3	2	23	3	5	1	0	3	4	1	0	6	0	0	0	3	0	7	4	1	0	3	1	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	28180	12657	12367	11603	10063	7765	2432	4995	4019	1210	1742	1227	1179	667	680	496	1217	442	298	288	306	388	185	433	159	225	155	188	92	172	120	60	67	89	54	23	36	53	49	63	27	29	14	25	6	12	53	12	17	7	9	3	19	5	8	5	3	4	5	2	3	6	5	0	2	3	2	9	6	0	0	4	2	0	1	0	0	3	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north14_active	80	8585	3002	8983	9803	8836	6853	886	4436	3583	313	1232	761	800	259	373	213	1093	276	101	56	193	284	52	366	95	157	107	162	38	141	97	23	18	73	28	9	11	32	40	56	15	12	4	22	3	2	48	8	11	1	2	1	17	2	4	2	0	1	4	1	1	4	1	0	0	3	1	9	4	0	0	3	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	28094	12777	12416	11632	10284	7701	2429	5105	3918	1245	1692	1240	1187	688	668	487	1218	473	311	301	322	401	184	384	151	188	148	229	96	180	135	61	58	86	52	24	38	52	37	33	25	34	19	26	11	9	49	14	18	9	10	4	20	5	11	6	5	2	5	1	3	8	4	0	5	0	2	10	5	1	3	4	0	0	1	0	0	2	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	8592	3006	9047	9827	9045	6781	882	4537	3477	294	1206	785	824	280	357	188	1085	291	106	57	207	295	52	334	83	122	102	198	39	151	108	27	14	76	24	11	11	35	29	23	11	13	5	22	5	2	45	9	11	1	2	1	17	2	7	3	0	1	3	1	1	7	1	0	2	0	1	9	3	1	3	3	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	28001	12789	12689	11922	10247	7888	2462	5098	4170	1277	1604	1270	1155	709	653	488	1222	493	302	302	305	394	192	404	141	175	158	236	94	191	130	61	59	104	45	27	38	54	31	43	21	39	21	21	11	11	44	10	18	7	7	10	13	3	11	5	4	2	1	3	5	8	4	0	3	0	2	10	4	1	4	3	0	0	1	0	0	3	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	8537	2949	9251	10010	9042	6970	899	4497	3710	316	1181	825	829	281	356	195	1098	307	106	60	183	308	55	353	73	119	111	204	45	165	109	27	18	91	20	11	10	33	27	27	5	18	4	17	5	2	38	7	11	1	0	1	11	1	8	3	0	0	0	1	4	6	1	0	2	0	1	9	4	1	3	3	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	27999	12792	12586	12059	10426	8020	2421	5121	4069	1267	1650	1335	1170	661	622	489	1204	528	304	311	295	377	207	398	162	157	159	239	99	203	129	56	53	109	45	30	41	41	29	40	25	37	18	20	12	10	49	12	15	7	9	17	15	2	12	3	6	4	1	4	3	4	1	1	4	2	2	4	1	1	4	1	0	0	0	0	0	5	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	8528	3014	9129	10139	9199	7064	895	4510	3591	316	1235	887	865	274	340	202	1074	339	99	57	170	295	53	339	76	111	100	212	54	180	108	25	20	97	18	8	11	25	20	26	8	15	3	16	4	0	45	7	8	1	2	5	13	0	9	2	2	2	0	2	3	3	0	1	3	1	0	3	1	1	3	1	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	28109	12764	12613	11967	10461	8012	2445	4895	4228	1276	1640	1252	1169	653	635	494	1208	514	306	290	277	338	208	403	182	144	179	230	106	198	117	57	55	136	42	38	42	44	26	36	26	23	12	22	10	11	48	10	14	9	7	21	11	2	7	3	3	3	16	5	6	2	1	1	2	3	2	1	11	0	3	3	0	0	0	0	0	6	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	8517	3055	9199	10007	9265	7073	889	4294	3727	322	1204	833	872	261	354	205	1087	340	92	58	148	266	52	343	89	103	110	207	62	175	98	29	22	114	17	8	13	27	17	25	7	12	2	17	5	0	44	7	8	2	2	9	9	0	4	2	2	2	15	2	6	1	0	1	2	2	0	1	11	0	2	3	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	28320	12749	12633	11862	10087	8072	2440	4890	4307	1258	1639	1239	1240	678	666	500	1204	532	316	265	291	363	218	351	187	140	200	245	103	207	124	51	52	131	36	38	42	29	29	28	25	20	15	22	13	12	42	8	10	11	9	13	13	6	6	5	5	4	16	3	4	2	3	2	2	4	5	3	10	1	2	3	0	1	0	0	0	3	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north19_active	80	8600	3072	9240	9913	8910	7133	896	4285	3826	314	1184	816	936	263	382	200	1075	361	98	62	172	274	56	284	98	99	126	228	64	165	109	25	22	111	18	9	10	18	16	20	7	11	2	19	4	3	40	5	5	4	5	9	9	3	4	3	5	4	16	1	4	1	0	1	2	2	2	2	10	0	2	3	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north20_all	80	28307	12870	12703	11920	10045	8051	2419	4941	4484	1277	1666	1191	1236	691	668	520	1230	502	317	265	310	349	189	345	187	157	198	293	105	204	132	55	51	120	36	37	46	38	33	20	25	17	15	31	12	14	33	6	9	14	9	8	15	8	4	5	5	2	16	2	14	1	4	1	1	2	3	2	10	1	2	2	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north20_active	80	8631	3086	9319	10010	8902	7109	878	4352	3999	310	1232	786	929	275	384	212	1104	344	113	66	201	261	45	294	105	110	128	272	64	159	114	20	19	100	18	9	11	27	23	16	5	9	0	20	3	4	29	3	5	3	5	5	11	3	3	4	5	2	16	1	14	1	0	0	1	1	2	1	10	0	2	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	south21_all	80	27926	15912	8252	5570	3974	6051	2407	5502	3589	1526	1813	891	1979	1051	574	1382	644	363	289	296	237	577	335	343	138	157	112	152	78	71	78	70	62	63	63	45	43	33	19	69	27	17	12	35	20	9	7	13	7	13	10	6	4	7	6	5	1	4	2	10	0	0	1	0	2	3	3	0	5	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	7501	9528	3245	1839	843	4964	590	4914	3062	680	1385	250	1746	789	215	1235	483	115	68	123	118	516	270	296	45	101	49	119	20	15	50	36	16	48	28	18	13	13	4	64	13	12	9	28	9	3	3	10	2	4	3	1	0	1	1	3	1	3	1	9	0	0	0	0	2	1	2	0	5	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	27850	16011	8237	5554	3979	6107	2401	5592	3620	1462	1822	915	1952	1148	579	1309	660	327	286	279	266	567	285	364	137	160	94	140	74	70	56	73	55	78	60	50	32	36	22	65	23	23	17	40	16	4	5	7	9	12	9	4	6	7	7	4	2	4	2	22	0	1	1	0	0	1	2	0	7	1	0	1	0	2	1	0	2	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	7530	9574	3225	1826	880	5067	583	4998	3078	626	1433	260	1732	887	213	1169	521	106	65	111	123	512	224	317	43	107	41	105	21	16	35	44	11	60	24	21	16	14	8	60	10	18	11	33	8	0	3	4	3	6	3	1	1	1	1	2	1	3	1	21	0	0	0	0	0	1	2	0	7	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	27824	16209	8309	5395	4031	6130	2419	5550	3564	1415	1868	897	2023	1171	598	1140	638	331	308	276	268	553	326	314	127	172	95	143	88	66	70	71	50	93	55	55	43	48	27	55	28	23	24	39	19	6	11	8	5	9	7	5	3	5	6	2	3	5	4	22	4	2	0	1	0	2	2	0	3	1	0	2	0	2	3	0	2	0	0	1	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	7471	9669	3274	1756	902	5104	603	4969	3002	578	1462	261	1796	920	225	977	500	106	67	117	115	492	271	271	50	114	35	95	21	19	41	41	10	80	24	25	25	20	6	48	12	16	18	30	6	1	6	6	1	5	2	2	1	1	3	0	2	4	1	20	4	1	0	0	0	1	2	0	2	1	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	27947	16437	8290	5463	3898	6340	2415	5498	3664	1436	2007	874	1988	1178	600	1045	638	320	322	285	272	450	330	341	136	182	118	160	93	63	79	67	53	83	41	55	42	40	23	43	26	33	21	26	14	7	14	11	10	6	9	4	4	6	6	3	3	4	4	25	4	2	0	9	0	3	0	1	3	1	0	2	0	1	3	0	1	0	1	1	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	7504	9799	3280	1814	879	5273	592	4939	3084	603	1607	245	1774	915	235	885	501	94	68	126	108	398	280	292	58	123	46	108	26	20	39	37	12	68	16	25	28	18	7	33	8	24	15	19	4	2	6	8	3	2	2	1	1	1	4	0	2	3	0	23	4	1	0	8	0	0	0	1	2	1	0	0	0	0	3	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	27942	16516	8248	5401	3924	6590	2441	5236	3596	1422	2141	865	2011	1189	591	1099	649	349	335	309	267	421	364	333	145	188	137	160	89	64	85	61	55	93	53	51	49	37	25	54	27	33	21	24	17	11	13	14	10	6	10	7	5	4	8	2	3	3	6	13	5	1	0	9	0	5	2	2	1	0	0	2	0	0	3	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	7463	9924	3342	1787	852	5513	624	4672	3026	594	1728	261	1789	945	232	953	506	103	78	138	105	365	308	278	58	121	55	122	26	19	44	30	11	78	22	25	32	14	6	44	10	25	16	17	4	3	5	10	4	1	1	3	1	0	5	1	3	3	2	11	4	1	0	8	0	0	2	2	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	27954	16579	8216	5505	3965	6699	2365	5211	3653	1422	2126	904	2069	1203	573	1119	606	348	318	297	266	478	339	348	136	206	136	143	92	69	78	65	58	89	56	44	45	24	19	48	27	35	24	20	18	12	11	10	10	4	10	5	4	4	10	3	3	1	4	11	4	1	0	10	0	4	2	4	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	7363	9957	3321	1810	846	5600	578	4648	3109	603	1710	259	1859	968	239	967	449	96	81	130	120	421	272	291	62	135	65	112	26	20	38	29	13	71	26	22	24	5	4	39	10	27	15	15	5	2	6	7	3	1	0	2	0	0	5	2	3	1	3	8	3	1	0	8	0	0	2	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	28080	16557	8123	5458	4034	6661	2400	5301	3451	1379	2025	921	2078	1162	526	1163	642	337	312	293	283	498	354	323	157	188	132	146	86	65	80	58	49	85	54	39	48	23	16	55	26	31	28	14	14	17	6	7	10	6	8	3	2	4	6	5	4	6	5	11	2	0	0	1	0	4	3	4	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	7435	9879	3289	1832	827	5583	581	4707	2928	596	1624	260	1855	937	203	1021	479	95	84	130	121	432	279	266	64	126	63	113	21	19	48	30	12	60	26	17	23	6	5	43	13	21	17	11	6	2	4	6	4	1	0	2	0	0	2	4	3	6	3	8	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	28032	16473	8193	5472	3995	6574	2367	5218	3391	1359	1966	942	2075	1215	518	1140	593	342	293	309	274	513	362	342	162	162	122	118	77	67	87	65	47	83	49	41	43	23	18	48	24	27	30	20	16	20	7	7	12	3	7	6	4	6	3	6	4	6	2	5	3	0	0	1	0	2	2	4	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	7466	9812	3235	1793	816	5550	567	4618	2894	576	1541	258	1855	979	201	996	424	99	64	147	121	436	288	293	69	102	55	85	16	15	45	32	13	56	26	18	17	9	3	39	12	17	17	15	6	6	3	6	3	0	0	1	4	0	1	4	3	6	1	3	2	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
