label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89
0.03	north6_active	80	4908	1305	665	775	456	510	514	184	173	148	119	107	146	97	136	42	92	49	67	86	65	13	23	11	19	44	17	10	13	4	39	18	40	9	6	3	3	5	6	2	3	3	2	1	0	4	1	2	0	1	0	2	0	2	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north7_all	80	8325	2538	1476	1339	865	825	882	406	323	274	221	207	246	162	213	89	125	115	97	132	114	38	51	21	35	67	37	26	30	17	52	29	51	19	10	8	5	8	13	7	6	10	3	2	0	4	0	4	0	1	2	4	1	3	0	0	2	1	2	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north7_active	80	4825	1303	688	715	446	496	556	195	185	155	116	113	147	93	137	40	76	58	63	97	68	17	27	8	20	40	20	14	12	3	45	20	39	15	7	3	3	5	8	2	4	4	3	2	0	4	0	2	0	0	1	1	0	2	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north8_all	80	8326	2593	1424	1348	868	845	896	392	338	284	221	232	252	164	207	98	106	129	87	138	100	39	50	28	38	70	35	24	32	13	56	35	47	19	10	10	6	6	8	5	6	9	3	2	0	11	1	6	1	0	3	4	1	1	0	0	2	1	0	2	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0.03	north8_active	80	4792	1308	670	727	442	493	562	194	189	161	112	121	166	96	133	44	61	70	55	101	56	16	25	13	21	41	20	10	14	3	49	27	33	14	7	3	5	4	4	2	2	4	3	2	0	4	1	3	1	0	2	1	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0.03	north9_all	80	8299	2596	1446	1322	889	871	896	386	344	286	235	226	252	168	201	95	101	122	74	131	106	41	43	29	33	57	30	24	34	14	46	27	32	16	17	12	6	5	9	5	8	3	2	2	0	11	1	5	2	0	2	3	1	0	0	0	2	1	0	2	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1
0.03	north9_active	80	4782	1301	704	697	444	495	585	199	192	170	113	117	163	93	113	44	63	68	42	95	58	17	19	13	19	29	16	9	18	5	38	20	27	12	13	5	4	3	5	4	3	3	2	1	0	3	1	3	2	0	2	2	1	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
0.03	north10_all	80	7979	2593	1416	1254	841	893	840	380	338	272	227	229	225	164	199	90	99	115	81	132	85	44	42	27	25	60	29	19	26	10	35	26	16	12	16	10	11	5	5	6	6	12	1	2	1	9	2	7	2	0	2	3	1	1	2	2	1	0	0	2	0	1	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1
0.03	north10_active	80	4553	1262	667	643	420	489	524	191	177	148	115	116	147	85	121	41	51	67	44	91	45	20	15	12	11	37	15	6	12	5	28	21	10	7	12	4	7	2	2	3	2	11	1	1	1	0	1	6	2	0	2	1	1	0	2	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
0.03	north11_all	80	8223	2573	1489	1323	893	830	778	383	316	321	228	183	229	147	221	88	119	137	109	161	89	41	46	34	36	47	33	17	24	17	36	24	26	15	11	8	8	7	10	17	6	7	7	9	3	7	0	4	1	1	2	1	1	2	1	0	1	0	1	1	1	3	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	4768	1308	720	752	463	489	483	188	174	173	112	89	137	77	126	36	69	79	71	110	43	17	32	19	22	29	14	6	16	10	17	18	14	7	6	5	3	3	5	12	2	4	6	9	3	3	0	2	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	8128	2520	1508	1299	908	888	794	412	339	319	239	168	217	144	194	95	119	152	100	165	101	51	56	31	32	53	32	23	27	19	41	17	30	15	10	9	8	8	11	15	5	6	7	5	3	8	1	2	0	1	1	1	1	2	0	0	1	0	1	3	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	4695	1260	736	737	483	527	485	194	187	175	120	84	127	79	104	42	67	87	59	107	62	29	41	14	22	29	14	9	15	10	24	13	16	7	4	5	3	5	5	10	2	3	6	5	3	4	0	2	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	8256	2527	1545	1356	876	892	807	423	324	327	246	174	233	148	177	97	123	149	113	172	112	47	55	31	39	50	29	21	26	22	51	20	33	10	9	11	14	9	9	15	3	7	5	8	5	5	1	1	1	2	1	0	1	1	0	0	1	2	0	2	0	0	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
0.03	north13_active	80	4791	1231	764	766	446	536	496	218	179	175	130	85	128	89	98	40	69	83	61	104	81	25	40	11	27	24	12	9	12	11	34	13	18	3	5	5	5	4	3	11	1	4	4	5	2	3	0	1	1	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	8330	2596	1554	1387	819	872	801	434	364	311	275	184	206	152	174	90	126	129	115	153	129	43	47	27	44	51	24	23	26	23	46	23	37	9	9	15	9	10	9	14	3	9	2	5	6	4	1	1	1	4	1	1	1	1	0	0	1	3	0	2	0	0	1	1	1	0	0	0	0	0	3	2	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
0.03	north14_active	80	4843	1278	769	775	406	526	485	229	195	162	143	84	115	91	101	41	66	64	60	92	101	23	28	9	31	28	12	11	11	11	35	13	24	3	5	9	3	5	5	9	2	6	0	2	3	4	0	1	1	1	1	0	0	0	0	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	8180	2667	1518	1388	809	848	767	409	323	322	258	197	195	157	187	91	119	120	103	137	122	35	47	35	54	44	27	23	24	23	47	21	37	7	14	11	11	11	12	11	5	12	2	10	6	1	1	1	1	4	2	1	2	4	0	0	1	3	0	0	1	0	1	1	1	1	0	0	0	0	3	2	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
0.03	north15_active	80	4766	1300	750	751	398	500	474	224	159	165	136	95	105	97	103	44	65	57	53	72	100	17	20	13	38	21	12	13	10	11	33	10	23	4	9	7	3	5	8	9	3	10	0	6	2	1	0	1	1	1	1	0	1	3	0	0	1	2	0	0	1	0	0	1	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	7821	2641	1459	1276	766	774	751	390	359	308	249	198	208	140	185	79	107	103	101	126	106	28	37	27	49	42	35	20	21	18	34	24	31	9	20	7	9	10	13	11	6	15	2	10	5	3	5	1	0	5	2	1	2	3	0	0	1	1	0	0	2	0	1	1	1	2	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	4465	1304	691	680	380	441	459	210	170	154	140	97	120	80	105	35	62	59	66	59	72	11	14	13	32	27	19	11	8	8	22	9	19	3	12	5	4	6	12	9	3	10	0	7	1	2	3	1	0	2	1	0	1	3	0	0	1	1	0	0	2	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	7698	2594	1409	1199	774	747	760	388	349	331	210	193	193	131	174	74	116	105	87	102	99	25	40	28	49	36	36	19	20	19	31	21	19	13	20	5	11	13	11	6	4	19	0	9	4	4	5	2	0	4	1	1	2	4	0	0	1	1	1	0	2	0	1	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north17_active	80	4400	1276	680	648	395	415	462	191	167	160	123	104	108	74	92	33	68	62	57	47	62	12	17	12	27	20	18	11	8	8	17	9	9	4	12	2	5	7	10	6	1	10	0	7	0	3	3	1	0	2	0	0	1	3	0	0	1	1	1	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	7445	2513	1422	1168	775	743	764	374	344	324	212	192	195	139	198	75	122	91	92	76	97	30	36	30	32	45	32	17	19	16	29	29	20	16	17	4	8	10	11	3	3	15	0	6	3	4	6	2	1	2	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.03	north18_active	80	4188	1202	672	612	393	405	454	174	169	165	112	89	104	71	112	37	69	53	60	33	60	17	19	12	14	26	15	10	7	8	18	18	14	5	11	3	5	5	10	3	0	5	0	4	0	3	5	1	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north19_all	80	7767	2531	1404	1251	795	799	736	384	343	315	233	181	178	140	217	77	135	103	90	96	101	40	37	30	31	48	30	14	14	16	44	26	29	19	7	4	7	10	7	2	3	11	1	4	6	3	2	2	1	0	2	2	2	1	0	0	0	1	2	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.03	north19_active	80	4424	1212	659	682	418	452	458	192	176	158	121	86	93	69	138	38	79	65	63	59	64	24	21	13	17	25	12	11	7	11	30	18	20	6	5	3	4	5	6	2	1	3	0	2	3	3	2	1	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north20_all	80	7872	2603	1458	1355	839	851	741	403	338	300	228	184	177	141	230	78	133	98	96	119	104	47	49	33	34	54	29	10	12	22	43	30	30	18	8	3	3	10	8	7	3	5	3	4	6	3	3	1	1	0	2	1	2	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north20_active	80	4513	1274	689	734	426	497	439	205	169	153	119	86	87	70	145	35	79	66	64	83	67	27	32	16	20	35	13	8	7	13	27	22	23	8	4	3	1	7	6	7	2	3	1	3	3	3	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south21_all	80	9977	3747	1680	2522	775	608	428	896	259	255	289	154	444	271	118	101	185	94	66	58	107	50	55	46	24	28	29	19	17	15	16	14	17	12	21	13	3	5	11	3	2	2	8	5	4	2	1	1	4	1	6	9	0	2	0	4	2	2	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	6086	2183	911	1666	356	296	190	564	102	126	168	73	290	172	57	45	106	55	41	28	61	29	32	14	11	14	18	11	6	8	11	7	10	5	15	4	3	0	5	2	1	2	3	5	2	0	1	0	4	1	5	5	0	1	0	2	1	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	10399	3756	1775	2660	747	592	457	923	260	284	311	159	404	292	112	108	174	99	84	58	101	45	61	42	27	34	32	20	13	10	21	18	18	15	19	10	7	4	12	6	1	5	5	3	4	2	0	1	8	3	5	6	1	1	0	4	2	2	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	6473	2215	954	1733	342	289	210	586	106	142	182	79	259	190	55	48	99	57	53	25	57	22	34	17	9	20	23	11	5	4	11	11	10	5	15	3	4	1	5	6	0	2	3	3	2	0	0	1	6	2	3	3	0	0	0	2	1	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	10765	3843	1822	2850	723	566	471	1026	275	284	286	164	426	298	122	99	178	105	82	57	124	48	59	41	27	43	36	17	13	10	21	24	14	10	20	11	11	7	9	8	2	6	7	7	3	2	0	3	10	2	5	2	2	0	0	3	1	2	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	6785	2237	956	1864	341	274	212	649	120	145	157	82	291	182	50	46	93	61	48	25	79	24	33	20	8	26	27	10	5	2	10	16	7	3	15	5	6	3	3	7	0	2	3	5	3	0	0	2	6	1	3	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	10957	3870	1766	2878	731	556	469	1036	296	281	268	169	403	286	111	93	164	117	94	54	124	53	58	37	27	35	36	23	17	10	32	20	18	9	27	10	13	7	5	10	1	8	3	7	2	0	0	4	10	2	5	1	2	0	0	1	2	2	0	0	1	2	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	6867	2268	925	1849	317	247	214	655	133	137	146	79	260	179	42	48	87	70	56	23	85	30	31	21	10	24	22	10	5	2	18	15	10	4	23	5	7	4	1	8	0	2	1	5	2	0	0	3	6	1	3	0	0	0	0	0	2	1	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	10907	3911	1779	2866	751	559	455	1087	310	278	259	158	463	291	121	85	166	108	88	54	143	57	55	38	24	32	31	18	17	10	38	23	17	8	33	11	15	10	5	14	3	8	4	7	2	1	1	4	6	1	1	2	1	0	1	2	2	2	0	1	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	6949	2293	918	1871	348	262	201	684	141	138	135	75	292	178	53	48	91	64	50	28	94	35	25	23	12	21	16	8	5	2	20	13	8	5	28	5	8	4	2	11	2	2	2	5	2	1	0	3	1	1	0	1	0	0	0	0	2	1	0	1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	10895	3978	1769	2907	734	564	433	1026	320	284	249	156	490	319	123	89	164	96	87	62	148	81	50	37	28	29	32	18	19	11	34	20	26	9	29	9	14	7	7	13	3	6	2	4	0	2	1	4	5	0	4	3	1	3	1	3	2	2	0	4	2	1	2	0	0	0	0	0	0	1	1	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south26_active	80	6884	2360	932	1959	336	261	204	668	147	139	130	78	300	200	54	53	90	60	52	29	98	48	24	22	12	17	16	8	9	2	18	12	16	5	25	3	6	3	2	10	3	3	1	4	0	2	0	4	2	0	3	2	0	2	0	0	2	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south27_all	80	10184	3866	1703	2689	742	574	400	974	347	274	261	163	450	283	120	87	160	84	91	61	120	81	51	35	25	29	28	15	17	11	32	27	26	12	36	7	15	9	9	13	5	8	3	3	0	2	1	5	5	0	5	3	0	3	1	2	0	3	1	5	5	0	1	0	0	0	0	0	1	1	1	0	0	0	0	4	0	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	south27_active	80	6334	2307	887	1790	347	282	183	612	167	130	132	82	284	170	63	50	94	46	54	29	73	42	24	15	10	15	18	7	10	4	15	13	15	6	31	3	7	4	6	12	4	4	2	2	0	2	0	4	4	0	3	2	0	2	0	0	0	2	0	2	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	south28_all	80	9063	3521	1571	2333	748	592	404	814	326	254	248	174	391	260	121	84	136	78	80	54	107	73	46	37	21	26	27	12	15	16	20	29	24	7	20	7	11	4	9	7	3	9	6	4	1	1	0	5	6	2	4	1	0	3	1	1	0	2	2	4	5	0	1	0	0	0	1	0	1	0	1	0	0	0	0	4	0	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	south28_active	80	5470	2016	805	1516	326	290	202	520	156	115	124	86	246	158	60	37	70	44	44	19	67	33	23	17	7	13	19	6	12	6	11	16	14	4	15	3	7	2	5	5	2	6	4	2	1	1	0	3	5	2	3	1	0	2	0	0	0	1	0	1	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	south29_all	80	8090	3176	1492	1933	803	611	425	735	338	243	235	194	268	198	118	80	112	76	72	46	105	58	48	30	16	22	27	17	13	23	16	23	12	8	18	9	12	2	10	5	4	8	9	5	2	2	0	4	4	2	2	1	1	2	0	1	1	2	2	2	5	0	0	0	0	0	1	0	1	0	0	1	0	0	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0
0.03	south29_active	80	4699	1763	739	1178	357	285	213	452	166	100	104	93	181	120	55	32	61	41	37	22	70	24	25	12	7	11	20	9	9	11	8	15	8	5	14	5	10	1	8	4	2	5	6	3	1	2	0	2	4	2	1	0	0	2	0	0	1	1	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0
0.03	south30_all	80	7297	2961	1459	1710	815	598	429	647	331	239	229	189	231	170	116	74	115	65	67	50	99	40	50	23	18	20	28	25	12	21	15	11	5	8	7	9	13	2	9	2	2	5	9	6	4	3	0	2	4	2	1	2	3	1	0	0	2	1	1	2	1	0	0	1	0	1	1	0	0	0	0	1	0	0	1	3	0	0	2	0	0	0	0	0	1	0	0	0	0	0
0.03	south30_active	80	4133	1589	673	995	381	288	227	405	164	98	109	86	149	94	55	29	59	29	33	22	71	21	26	12	9	12	21	14	7	11	7	7	3	3	4	4	9	1	5	1	1	4	6	4	1	3	0	0	4	2	1	1	1	1	0	0	2	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south31_all	80	9432	3621	1702	2354	685	564	440	917	268	256	243	173	379	231	122	119	167	95	93	71	88	53	31	30	20	19	26	11	13	12	19	27	23	5	20	9	13	3	7	4	3	9	3	2	7	3	6	6	8	0	7	0	0	1	1	5	2	0	0	1	3	1	0	3	0	1	1	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south31_active	80	5693	2076	858	1566	323	264	183	587	118	126	131	76	254	130	64	50	103	53	52	42	66	28	11	13	12	11	19	3	8	4	10	16	15	4	10	2	4	2	2	3	1	8	2	0	6	0	3	3	5	0	2	0	0	1	1	4	2	0	0	0	3	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	9511	3626	1640	2408	676	540	464	978	269	260	232	172	403	234	117	107	142	96	97	72	98	62	30	34	25	19	31	15	16	11	21	28	12	7	29	7	16	4	5	4	2	9	3	5	6	3	7	8	6	1	6	0	0	1	0	5	2	0	0	1	0	0	0	1	0	1	2	2	0	3	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south32_active	80	5697	2108	810	1589	318	254	193	632	116	129	119	79	270	133	60	44	86	53	58	35	70	30	15	16	16	12	24	4	9	3	9	13	7	4	18	1	6	2	1	3	0	9	2	3	5	1	3	3	5	0	0	0	0	1	0	4	2	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	10126	3764	1613	2593	711	533	487	1084	273	278	249	170	376	259	116	104	171	95	98	72	93	55	47	32	24	22	32	16	18	11	23	40	20	10	38	9	16	7	8	3	2	11	2	9	6	3	5	11	1	2	4	2	1	1	0	4	0	0	0	0	0	1	0	3	0	1	1	1	1	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	6185	2186	784	1685	326	258	225	700	121	133	125	79	255	164	58	46	97	52	58	33	62	22	30	16	15	12	21	6	10	4	9	24	14	5	18	2	5	4	3	2	1	10	2	8	5	2	2	4	0	1	2	2	0	1	0	2	0	0	0	0	0	1	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	10646	3872	1675	2714	752	527	492	1140	278	276	256	161	402	310	108	97	168	98	114	82	115	62	53	27	24	30	38	18	20	9	19	35	17	13	38	13	14	8	10	3	5	12	2	10	3	2	7	6	1	5	9	2	2	0	0	3	0	0	0	0	0	1	0	3	0	0	1	1	1	1	0	2	1	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0
