label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35
0.03	north17_all	80	156	59	39	18	24	10	14	7	5	21	6	3	4	5	1	2	0	1	4	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0
0.03	north17_active	80	83	25	22	11	14	5	8	5	4	19	0	1	2	4	0	2	0	1	4	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0
0.03	north18_all	80	147	56	33	18	20	12	11	5	5	14	5	3	4	5	0	5	0	2	5	12	0	1	0	0	0	0	0	4	1	0	0	0	0	0	0	0
0.03	north18_active	80	74	24	18	12	14	5	5	4	4	9	1	1	2	4	0	4	0	2	5	12	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north19_all	80	138	59	31	22	9	13	11	2	4	21	5	4	6	6	0	5	0	2	5	12	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
0.03	north19_active	80	66	28	17	14	5	5	7	1	2	15	1	2	2	5	0	4	0	2	5	12	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north20_all	80	141	54	33	25	11	15	12	4	4	26	4	4	5	4	1	5	0	1	1	12	2	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0
0.03	north20_active	80	66	27	22	14	5	6	6	2	1	21	1	2	2	3	1	4	0	1	1	12	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
0.03	south21_all	80	119	51	61	38	21	10	15	12	13	7	10	8	2	2	4	1	0	3	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	59	25	41	22	10	7	6	7	7	4	4	4	1	0	3	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	120	53	50	32	18	14	16	10	11	5	6	10	1	3	4	1	1	1	0	1	1	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	59	21	31	15	8	8	6	6	5	2	1	6	1	1	3	0	1	1	0	1	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	118	60	51	34	16	13	17	14	11	8	6	7	1	3	6	1	1	3	0	0	1	0	4	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	south23_active	80	54	25	25	18	8	8	10	11	4	3	2	5	1	1	5	0	1	1	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	111	58	53	40	21	15	13	14	10	7	4	9	2	4	4	0	1	2	0	0	1	1	4	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	south24_active	80	50	26	23	20	11	11	7	11	8	2	1	6	1	2	4	0	1	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	112	56	53	43	21	13	11	14	10	9	4	12	2	2	3	0	2	2	0	0	0	1	3	0	0	0	2	0	0	0	0	0	1	0	0	0
0.03	south25_active	80	54	26	26	24	12	9	5	13	8	3	2	7	0	1	2	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	124	54	52	48	20	15	11	14	17	11	5	9	3	2	2	0	2	2	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	62	27	23	25	10	11	5	14	8	4	3	5	1	1	1	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	125	62	54	40	18	21	9	13	15	13	6	5	4	0	2	0	3	0	0	1	0	0	0	0	1	3	2	0	0	3	0	0	0	0	0	0
0.03	south27_active	80	63	25	28	26	8	12	5	11	7	6	3	2	2	0	0	0	1	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	129	67	56	36	20	21	7	16	17	11	5	3	2	0	2	0	3	1	0	1	1	1	1	1	1	3	2	0	0	3	0	1	0	0	0	0
0.03	south28_active	80	61	26	35	16	12	11	7	14	9	6	3	2	2	0	0	0	1	0	0	1	1	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	123	63	59	40	21	23	6	20	17	11	4	4	3	1	4	0	2	3	1	2	1	1	2	1	1	3	0	0	0	3	0	1	0	0	0	0
0.03	south29_active	80	63	24	41	25	12	8	5	17	9	7	2	2	3	1	1	0	0	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	123	62	66	36	29	18	9	14	7	9	2	4	1	1	6	0	2	3	1	1	1	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south30_active	80	66	28	41	23	15	6	6	12	6	6	1	1	1	1	2	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	106	59	71	42	22	15	11	18	7	6	6	3	0	3	2	0	0	2	1	3	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	43	31	45	23	15	5	6	11	6	3	4	0	0	2	1	0	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	114	61	74	45	20	13	9	16	8	8	3	2	2	6	3	0	1	2	1	3	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	52	33	46	23	13	8	3	9	7	5	1	0	2	3	1	0	1	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	123	58	71	42	15	11	7	17	5	8	2	2	2	5	5	0	1	2	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	63	31	40	22	10	8	2	9	4	7	1	0	2	2	2	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	122	58	63	35	15	13	10	13	6	5	2	2	2	6	4	1	1	2	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	66	28	33	21	12	10	4	6	3	4	2	0	2	4	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	128	68	51	43	13	19	8	10	5	8	5	2	3	3	3	1	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	70	35	32	27	11	15	4	6	3	8	4	0	3	2	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	117	65	42	46	14	19	10	14	6	5	6	1	3	2	1	1	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	60	32	21	30	11	15	6	8	2	4	4	0	2	2	0	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	115	59	40	49	15	16	6	16	4	13	7	1	3	3	1	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	60	28	18	31	10	13	3	8	2	7	4	0	2	3	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	118	51	45	33	16	18	4	15	6	12	6	0	2	1	1	1	1	6	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0
0.03	south38_active	80	56	24	20	19	12	15	2	6	4	6	4	0	1	1	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	126	49	51	24	20	13	7	11	7	10	6	2	0	2	1	2	2	6	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0
0.03	south39_active	80	55	24	19	15	10	10	1	7	6	4	5	2	0	1	1	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	127	59	48	29	17	10	9	8	13	1	4	3	0	3	3	3	2	8	0	0	0	1	0	0	1	0	2	0	1	0	0	0	0	0	0	0
0.03	south40_active	80	51	26	20	15	7	8	4	5	7	1	4	2	0	1	3	2	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
