label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111
0.03	north6_all	80	3573	1919	2035	632	2054	432	290	252	189	162	834	133	123	360	138	73	87	52	62	59	74	50	52	40	48	38	29	32	15	127	18	58	16	18	9	77	30	16	26	9	8	7	9	5	3	5	10	5	6	4	4	6	5	5	3	1	1	15	1	1	5	0	1	1	2	1	0	2	1	1	2	0	0	2	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
0.03	north6_active	80	2122	1165	1707	284	1879	243	96	67	40	30	790	30	60	325	98	24	46	17	36	19	56	20	28	20	32	14	9	14	6	124	5	56	13	13	4	74	26	16	23	2	3	3	3	1	2	0	6	3	4	0	2	5	2	3	1	1	1	15	0	1	4	0	0	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
0.03	north7_all	80	3594	1820	1962	653	2047	440	293	252	206	151	801	143	127	328	125	71	68	48	61	57	63	45	47	45	50	36	26	30	15	108	20	50	15	26	12	76	18	25	29	8	6	7	7	9	1	3	9	5	5	4	4	8	5	6	3	0	1	9	3	2	5	0	1	2	2	2	0	2	1	1	2	0	0	2	1	2	0	0	1	0	0	3	1	0	0	0	0	1	0	2	2	0	0	0	1	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
0.03	north7_active	80	2094	1088	1649	292	1883	245	88	68	39	26	748	31	56	290	77	23	32	15	36	15	45	14	25	23	30	15	9	14	5	104	5	47	13	18	5	74	16	24	22	2	3	3	4	2	1	0	4	3	3	0	2	7	3	4	1	0	1	9	0	1	4	0	1	0	1	2	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
0.03	north8_all	80	3668	1842	1892	671	1995	424	298	239	212	144	819	136	126	345	128	71	83	48	55	57	52	43	60	33	43	33	26	20	19	126	17	54	21	32	12	69	21	32	27	8	9	6	5	11	2	4	8	6	2	6	3	5	4	6	1	0	1	9	4	2	5	0	1	1	1	2	0	1	0	2	0	1	1	2	2	3	0	0	0	0	0	3	2	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0
0.03	north8_active	80	2113	1119	1573	287	1833	222	90	64	47	33	766	36	54	304	79	20	40	16	37	10	38	15	36	16	30	15	9	9	6	118	7	50	14	25	5	67	18	29	19	2	4	2	4	3	1	0	5	4	0	0	0	5	3	5	1	0	1	9	0	1	4	0	1	0	0	2	0	1	0	2	0	1	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0
0.03	north9_all	80	3658	1799	1850	650	2045	403	293	248	216	156	874	136	131	360	118	71	79	50	58	58	59	36	51	32	43	35	23	22	22	154	17	56	24	29	13	57	18	27	20	12	9	5	4	9	2	3	6	5	4	6	4	12	4	6	2	0	3	1	4	1	4	0	5	1	0	3	2	1	0	2	1	1	1	2	1	3	0	1	0	0	0	3	2	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	2	0	2	1	0	0	0	0	0
0.03	north9_active	80	2111	1093	1491	276	1897	214	79	61	48	41	825	37	60	318	66	20	39	19	39	11	41	14	32	16	31	17	7	12	5	148	7	51	15	23	6	56	16	21	14	5	3	2	2	2	1	0	5	2	2	0	1	12	3	5	0	0	2	1	0	0	4	0	4	0	0	2	2	1	0	2	0	1	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	2	1	0	0	0	0	0
0.03	north10_all	80	3638	1823	1915	677	2141	396	283	255	210	165	938	125	124	330	127	80	78	61	78	51	56	44	48	32	42	28	21	24	23	170	15	58	31	32	8	67	33	32	26	15	9	4	4	6	3	2	7	5	9	5	4	16	4	3	2	0	4	0	3	0	2	0	4	0	1	2	2	4	0	2	1	1	1	1	1	2	0	1	1	0	0	1	1	0	0	2	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0
0.03	north10_active	80	2104	1114	1530	277	1981	207	78	42	41	47	891	30	69	289	78	21	43	27	54	13	40	18	26	16	33	12	8	11	7	163	5	53	19	25	5	66	31	23	21	8	4	2	1	1	2	0	5	2	6	1	1	16	2	3	0	0	2	0	1	0	2	0	3	0	0	0	2	4	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
0.03	north11_all	80	3571	1646	1658	666	1668	413	305	243	232	175	892	122	112	231	120	78	73	74	59	53	67	39	47	42	44	32	17	33	22	75	18	76	29	24	16	48	23	15	20	9	12	10	4	11	4	5	4	2	6	2	5	22	6	7	3	2	2	7	2	2	3	1	1	1	1	0	2	3	5	0	1	0	0	0	0	0	1	1	0	0	1	2	1	0	0	0	1	0	3	5	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	1981	954	1282	270	1496	198	77	51	61	38	847	29	64	198	79	20	31	36	29	13	36	12	24	19	26	8	6	16	9	69	3	65	23	19	4	43	18	11	15	4	6	7	0	5	3	1	4	0	2	0	1	21	3	4	0	1	1	7	1	1	2	0	1	1	1	0	2	1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	3	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	3628	1722	1819	648	1921	403	286	252	248	184	1072	131	129	253	123	72	81	85	48	60	58	42	66	40	54	30	22	32	26	110	16	86	31	29	15	61	20	17	22	9	8	8	8	10	9	6	7	2	7	3	6	20	6	7	3	3	1	8	3	2	3	1	5	1	1	1	1	2	4	0	2	0	1	0	0	0	1	1	0	1	0	1	2	0	2	0	2	0	3	5	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	2083	1034	1423	291	1766	196	77	53	66	37	1026	33	80	213	86	21	42	42	26	13	33	14	35	21	33	10	7	18	11	106	2	77	27	25	5	56	17	14	17	4	3	2	1	3	9	0	5	0	3	1	1	20	2	4	0	1	1	8	1	1	2	0	5	1	1	0	1	1	2	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	2	0	1	0	3	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	3716	1811	1873	662	2032	470	266	251	242	187	1066	120	133	299	120	66	98	89	59	58	58	40	55	44	59	32	18	34	28	126	18	89	30	27	17	77	18	21	18	16	6	9	8	9	15	7	6	6	6	4	3	25	4	4	2	4	2	8	3	1	3	0	5	3	1	1	1	1	4	1	2	0	2	0	0	1	1	0	0	1	0	0	2	0	5	0	1	0	3	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	2168	1132	1485	301	1878	249	76	53	58	42	1009	31	78	260	85	17	56	47	35	13	33	13	29	24	35	15	7	15	12	120	5	87	26	22	7	72	14	13	14	9	3	4	1	3	15	2	2	0	2	1	0	25	2	2	0	1	1	8	1	0	2	0	5	3	0	0	1	1	3	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	4	0	0	0	3	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	3685	1871	1905	668	2097	477	277	259	235	184	1008	124	142	357	126	69	91	87	60	63	65	39	56	42	46	26	23	37	21	129	25	93	22	25	20	75	18	17	19	11	9	7	7	5	16	6	5	9	2	4	3	10	3	4	2	3	3	1	3	1	3	2	5	2	1	2	1	1	2	2	2	1	2	1	0	1	2	0	0	1	0	2	2	0	6	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	2132	1122	1535	278	1953	273	74	49	63	46	953	36	74	314	82	20	53	45	35	18	38	17	26	23	32	12	7	23	8	123	8	89	19	20	9	70	16	9	14	6	3	2	2	2	16	3	1	1	2	2	0	10	2	1	0	0	2	1	1	0	3	1	5	2	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	2	1	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	3726	1869	1962	696	2059	473	300	242	219	185	932	119	153	379	130	72	88	82	62	60	63	31	47	34	43	21	31	33	22	123	22	76	15	19	16	73	28	20	12	14	4	6	4	5	16	6	6	10	3	5	2	11	1	5	5	4	5	0	2	1	3	3	1	4	1	2	0	1	2	5	1	1	2	1	0	1	1	0	0	0	0	3	1	0	4	1	1	0	1	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	2151	1134	1594	272	1913	277	87	48	60	47	880	32	82	340	88	21	49	35	35	21	37	14	21	23	26	11	10	20	5	115	9	74	12	12	11	69	23	11	9	6	1	2	2	2	15	3	2	1	2	2	0	9	1	4	0	0	4	0	1	0	3	1	1	3	0	0	0	1	1	4	1	0	0	0	0	0	1	0	0	0	0	3	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	3790	1839	2090	687	1999	481	300	233	200	203	936	108	152	374	144	66	84	82	59	56	70	28	38	29	43	22	36	34	21	161	25	52	17	17	13	52	42	25	7	9	4	3	3	5	16	5	3	10	2	3	2	6	0	6	6	5	5	5	1	1	5	4	4	2	0	2	0	7	2	4	3	1	1	1	0	1	1	0	1	0	0	3	0	2	1	1	0	0	1	0	0	1	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	2241	1101	1715	256	1842	273	84	49	57	49	881	26	75	337	98	18	50	36	29	23	45	14	16	20	28	10	13	23	5	151	12	48	14	12	8	49	38	17	5	2	1	1	3	2	14	2	2	2	1	1	0	4	0	5	1	2	5	5	1	0	5	1	4	1	0	0	0	7	1	3	2	0	0	0	0	0	1	0	1	0	0	3	0	2	1	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	3646	1776	2045	711	1880	471	292	239	192	191	887	115	143	356	140	71	79	79	59	52	62	31	36	30	44	20	35	25	28	183	21	35	19	14	8	45	40	23	4	9	4	7	3	9	13	4	9	9	4	5	2	11	1	5	6	5	4	5	0	2	5	2	5	2	1	2	0	7	0	3	4	1	0	0	0	0	0	0	1	0	1	3	2	2	0	1	0	0	0	0	0	2	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	2123	1071	1659	273	1726	261	83	56	44	48	828	32	68	320	99	13	43	32	31	20	46	13	18	17	28	9	13	17	8	171	9	31	17	8	5	42	36	18	3	2	1	4	3	2	6	1	7	3	1	1	1	9	0	5	1	2	4	5	0	1	4	0	4	1	1	0	0	7	0	3	3	0	0	0	0	0	0	0	1	0	0	3	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	3586	1730	2068	706	1997	477	285	231	203	174	912	133	140	386	140	66	79	69	56	52	70	32	47	28	42	20	29	31	27	197	21	31	25	14	5	31	33	19	8	10	5	8	7	9	15	5	7	8	3	3	1	10	3	4	5	4	3	7	0	3	3	2	6	0	2	1	0	7	1	0	4	0	0	0	0	1	0	0	1	0	2	0	2	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	2095	1046	1684	289	1843	257	87	57	42	44	858	32	70	352	99	12	42	28	28	16	54	10	24	14	24	10	11	18	9	185	9	25	21	8	3	28	29	15	7	2	2	5	5	1	8	0	5	4	0	1	1	9	2	4	1	2	3	7	0	1	2	0	5	0	1	0	0	6	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	3625	1751	1946	722	2018	473	282	253	210	170	987	147	132	346	137	76	80	67	70	50	74	37	46	35	50	14	26	30	26	140	21	37	27	16	9	48	22	26	14	7	5	8	6	6	14	4	12	4	3	4	2	19	4	3	5	4	0	5	1	4	10	0	3	0	2	1	0	1	1	2	5	0	0	0	0	1	0	0	0	0	2	0	2	0	7	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	2109	1053	1604	296	1868	252	87	60	46	46	935	35	55	314	98	16	35	22	41	9	62	8	25	19	30	7	8	20	12	131	8	30	22	10	2	46	19	23	12	3	2	6	4	1	8	1	8	3	1	1	1	18	2	2	0	2	0	5	0	1	9	0	2	0	1	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	3652	1729	1942	709	2133	443	270	236	203	160	896	144	127	321	125	72	72	68	75	47	70	39	46	34	61	19	34	30	20	83	24	41	34	24	8	45	26	23	20	11	5	11	10	4	13	3	11	3	5	2	3	15	5	3	5	3	1	13	1	2	9	0	2	1	1	1	2	2	1	2	2	0	1	0	0	1	0	0	0	0	1	0	1	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	2147	1061	1589	282	1985	238	93	54	46	38	847	31	55	288	86	19	33	21	44	7	55	6	23	18	39	6	10	21	9	76	6	33	28	15	2	42	22	22	17	6	2	6	4	0	9	1	6	2	4	1	1	14	2	1	0	2	0	13	0	0	9	0	1	0	0	0	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	3725	1805	2006	623	2033	444	301	269	210	173	916	134	130	328	146	80	61	60	72	57	80	43	45	30	49	28	25	36	23	109	21	94	29	25	11	55	35	14	11	8	7	8	7	8	11	9	4	4	8	5	2	12	1	4	6	4	2	4	2	5	3	2	2	4	1	1	0	2	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	2167	1086	1636	252	1879	242	89	66	61	37	864	42	79	283	110	20	22	28	45	8	60	24	28	16	27	9	10	24	13	102	8	84	26	23	5	49	33	10	10	2	4	4	2	4	10	1	4	0	7	2	1	12	0	2	0	0	1	4	0	2	2	1	2	2	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	3727	1808	1983	614	2148	476	305	261	213	154	959	136	126	318	131	85	64	52	86	60	75	39	46	33	54	27	35	35	21	100	20	87	28	23	9	42	24	16	11	8	10	5	7	9	9	8	6	5	9	5	2	11	3	2	6	6	2	2	2	3	6	2	2	2	0	2	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	2157	1091	1636	245	1997	276	91	56	63	32	916	44	69	274	90	22	23	25	58	12	57	19	29	16	32	11	12	23	9	91	10	77	22	21	4	38	20	10	9	1	5	2	2	5	8	1	4	1	7	2	1	11	0	0	0	2	1	2	0	2	4	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	3706	1798	1922	617	2180	464	321	266	215	168	957	125	140	310	133	84	82	55	78	71	77	35	46	30	58	28	28	36	19	67	17	49	32	27	9	38	30	22	6	8	12	5	6	7	8	5	8	5	9	3	2	6	6	2	3	5	1	2	3	0	6	2	1	0	0	1	0	8	1	1	0	0	0	1	0	3	0	0	0	1	0	2	0	1	0	0	2	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	2172	1093	1573	258	2025	261	100	53	54	42	914	41	80	266	85	17	37	29	45	16	61	14	29	13	36	14	10	25	8	61	7	41	26	24	4	35	24	15	3	1	3	3	2	5	6	1	6	1	6	0	1	6	1	1	0	2	0	2	0	0	4	1	1	0	0	0	0	7	0	1	0	0	0	0	0	1	0	0	0	1	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	3732	1794	1990	645	2105	456	338	247	208	172	988	129	132	296	123	84	105	63	76	69	56	34	46	30	47	27	29	43	18	72	12	33	30	22	11	42	26	25	4	8	11	6	8	10	9	5	14	6	6	2	2	4	5	3	5	3	1	3	3	0	4	3	4	0	1	1	0	8	2	1	0	1	0	1	0	3	0	0	0	1	1	2	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	south24_active	80	2201	1074	1654	263	1968	261	117	44	53	47	954	39	69	248	65	17	51	32	44	16	39	13	29	17	36	12	13	30	7	66	5	29	20	15	7	40	21	16	1	2	2	4	1	6	7	1	11	2	2	0	1	4	1	1	1	2	1	2	1	0	3	2	3	0	0	0	0	7	0	1	0	1	0	0	0	1	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	3703	1723	1946	637	2071	435	342	236	231	188	950	140	131	310	136	95	105	65	64	60	62	39	48	43	46	22	23	44	14	116	7	38	40	30	10	55	33	22	8	9	9	5	8	9	9	5	14	3	6	2	2	4	6	4	3	2	1	19	3	0	1	2	4	1	3	0	0	8	3	1	1	1	0	1	0	3	0	0	0	2	2	2	1	1	0	0	1	0	0	1	0	1	0	2	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1
0.03	south25_active	80	2202	1035	1649	274	1921	248	118	43	58	49	916	39	70	266	79	22	59	25	37	15	42	19	30	24	34	10	11	33	6	112	1	36	28	22	5	52	30	17	4	3	3	4	2	7	6	3	13	2	2	2	0	4	2	2	1	0	1	18	1	0	1	1	3	0	1	0	0	7	1	1	0	1	0	0	0	1	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1
0.03	south26_all	80	3662	1743	1984	654	2069	397	299	236	213	187	1015	145	124	282	123	103	92	60	63	54	59	33	50	47	54	18	20	45	16	133	12	54	37	27	13	61	45	15	8	13	6	6	8	9	6	5	15	3	7	4	2	7	4	5	2	2	1	19	2	0	11	3	4	2	3	1	0	0	4	0	2	2	0	0	0	1	0	0	0	1	2	2	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1
0.03	south26_active	80	2161	1041	1685	269	1915	225	104	56	56	41	986	41	66	247	72	22	43	19	34	15	39	17	36	26	40	5	9	34	6	127	4	53	25	19	7	59	44	11	6	8	1	5	2	5	4	3	10	1	3	3	0	6	1	2	1	0	1	18	1	0	10	1	3	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1
0.03	south27_all	80	3612	1766	1896	663	1987	448	282	239	200	181	1005	128	125	320	121	95	73	61	67	52	65	41	52	42	55	25	18	48	14	140	18	53	40	28	12	72	48	10	9	17	1	8	6	8	6	3	17	1	6	6	3	6	3	4	0	2	0	20	3	0	11	4	0	3	3	1	1	3	2	0	2	2	0	0	0	0	1	0	0	2	2	4	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1
