label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126
0.03	north19_active	80	1214	1229	591	580	332	247	816	1678	1046	165	149	552	111	64	66	36	29	52	68	59	16	22	23	36	66	14	17	9	46	58	18	4	11	10	8	12	13	10	6	13	16	1	17	56	1	2	3	7	5	17	4	4	1	3	1	3	0	0	3	3	1	5	0	0	1	3	4	6	2	3	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
0.03	north20_all	80	4517	2429	1490	1078	786	603	973	1833	1136	316	272	628	198	171	143	134	96	103	132	109	74	56	64	72	89	44	48	39	60	72	31	22	19	26	23	21	20	25	18	14	20	9	20	47	5	9	6	10	7	20	6	11	6	4	5	7	3	5	2	2	6	10	2	2	1	4	6	7	4	4	0	2	4	0	1	1	2	1	0	0	0	0	1	0	1	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	1254	1220	604	572	336	245	776	1739	1011	160	146	559	118	60	60	40	19	58	84	69	16	17	21	34	65	13	16	11	42	64	17	5	9	9	9	13	13	12	4	10	15	1	16	43	2	0	5	8	4	15	4	4	3	3	1	5	0	2	2	2	5	10	0	0	1	3	4	6	2	2	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	9772	2160	1347	1061	719	831	700	385	397	306	588	773	168	416	164	207	219	103	162	264	271	89	67	49	60	39	58	51	50	64	26	31	40	85	23	23	19	42	14	20	12	14	49	21	7	10	13	10	8	4	8	5	8	8	5	7	8	9	4	4	4	0	2	6	3	2	1	0	0	7	0	0	0	0	1	1	0	1	3	0	3	0	5	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
0.03	south21_active	80	7969	816	321	504	240	568	467	97	236	150	487	686	53	364	88	146	147	31	140	224	240	58	21	14	24	9	28	33	25	48	9	16	28	80	8	15	7	33	5	10	6	4	48	19	2	8	9	3	4	1	3	0	4	8	0	0	0	7	1	1	2	0	2	6	2	1	0	0	0	7	0	0	0	0	0	0	0	0	1	0	1	0	5	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	9724	2211	1339	1082	700	817	724	378	420	319	605	754	177	397	165	192	210	108	155	237	257	88	70	52	55	45	45	57	52	54	28	28	35	86	24	22	21	52	13	17	10	15	57	16	10	9	13	9	5	5	6	5	7	13	2	7	6	8	3	3	3	1	2	9	6	0	1	1	0	7	0	1	1	1	2	0	0	1	3	2	7	0	3	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0
0.03	south22_active	80	7928	821	319	521	228	533	496	88	258	155	493	688	54	351	91	141	142	36	125	199	235	57	27	12	20	10	20	34	25	40	12	13	26	81	8	14	8	43	5	7	6	6	55	11	5	7	9	3	2	2	3	0	3	12	0	0	0	6	0	0	2	1	2	8	5	0	0	0	0	7	0	1	0	1	0	0	0	0	1	1	6	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	9757	2148	1367	1094	692	812	756	384	440	288	569	810	192	377	157	213	207	118	158	237	228	92	70	44	48	45	45	60	56	50	35	31	36	104	22	22	20	52	13	19	15	17	66	19	13	10	22	9	6	4	7	7	7	15	4	6	6	4	5	3	1	2	3	3	4	4	0	1	2	7	0	1	1	1	2	0	0	3	2	8	6	0	2	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
0.03	south23_active	80	7957	830	323	530	225	517	524	90	279	143	463	737	56	339	85	154	143	38	118	205	205	57	27	11	19	11	22	40	22	35	18	23	25	101	12	14	8	48	4	11	8	8	63	14	6	8	18	3	2	2	3	0	3	14	1	0	1	3	1	0	1	2	3	2	3	4	0	0	1	7	0	1	0	1	0	0	0	3	1	7	6	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	9701	2161	1345	1075	699	805	720	380	421	310	530	749	194	365	162	216	196	108	154	244	200	104	63	47	54	46	42	66	48	60	37	41	31	88	20	21	17	54	14	24	17	17	52	16	17	9	20	9	7	5	3	7	4	12	4	5	5	3	7	2	2	2	4	4	5	4	2	1	2	7	1	1	6	1	1	0	0	3	1	9	6	4	3	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
