label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174
0.03	north7_all	80	27816	15347	9417	10417	4198	3809	3570	2914	3844	1571	3300	1209	1817	941	1882	1583	656	1226	622	1146	519	502	445	523	499	273	534	272	206	434	185	326	219	154	190	126	111	97	94	87	82	151	87	83	77	58	57	72	49	92	133	62	35	54	36	23	32	25	22	28	22	16	12	12	15	33	15	9	13	7	14	5	7	10	24	10	6	7	7	10	9	7	10	7	6	3	2	5	3	5	3	2	3	4	4	1	5	3	1	15	4	1	4	0	0	2	0	0	1	0	0	1	1	3	5	1	0	0	7	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	12721	9366	5426	8383	1386	1957	2295	1790	3215	356	2857	285	1411	212	1623	1358	161	1037	369	997	298	307	260	353	377	90	463	118	51	348	73	273	147	94	124	52	30	24	23	17	38	115	22	49	37	20	30	52	13	81	122	43	16	44	26	8	19	9	18	14	12	4	4	4	5	25	5	5	6	1	12	2	3	5	20	9	4	5	5	1	5	2	6	1	1	3	1	4	2	2	1	1	2	2	0	1	4	2	0	15	4	0	3	0	0	0	0	0	0	0	0	0	1	2	4	1	0	0	7	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	27670	15427	9559	10459	4197	3798	3568	2985	3887	1586	3214	1229	1846	931	1847	1562	680	1210	657	1130	540	491	445	523	475	292	542	276	219	375	182	382	188	164	206	127	114	98	102	93	78	134	75	84	83	51	58	83	42	79	134	49	39	54	39	19	45	31	35	28	22	23	14	12	15	27	9	13	15	8	13	10	14	10	18	9	5	1	8	9	8	2	9	8	5	3	2	6	4	5	4	1	3	3	4	0	6	2	1	14	4	5	3	1	0	2	0	0	1	0	1	1	0	3	5	1	0	1	7	0	0	2	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	12643	9444	5553	8439	1403	1904	2302	1861	3261	364	2782	296	1419	201	1585	1333	181	1027	370	977	306	298	256	346	345	106	471	116	59	283	76	319	119	100	137	48	29	26	23	20	38	104	15	45	36	21	30	62	12	64	122	33	20	47	25	6	26	14	29	22	13	7	6	3	5	20	6	8	8	2	11	1	6	3	16	7	3	0	6	2	4	0	5	3	1	2	0	4	2	2	2	1	2	2	0	0	5	1	0	13	4	4	2	0	0	0	0	0	0	0	0	0	0	2	4	1	0	1	7	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	27534	15471	9662	10372	4274	3726	3517	2961	3740	1548	3269	1182	1818	895	1742	1542	681	1171	706	1054	590	493	433	506	511	297	616	265	196	356	185	416	169	174	215	131	121	111	93	99	92	135	75	88	81	59	62	76	36	78	108	49	50	48	35	22	50	33	39	33	28	23	23	11	12	28	14	17	15	14	15	11	12	13	15	7	9	0	10	8	8	2	10	5	3	3	3	6	4	4	3	4	9	4	5	3	3	2	4	14	0	5	3	1	0	3	1	1	0	1	1	3	0	3	5	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	12546	9330	5648	8379	1412	1828	2222	1848	3115	351	2831	276	1393	203	1459	1311	188	974	405	909	353	306	247	332	385	116	546	112	60	267	71	351	103	101	157	43	35	33	18	27	43	100	17	44	36	19	33	50	9	62	97	31	25	41	20	8	31	11	34	24	18	7	13	4	5	22	9	13	8	6	7	1	5	6	14	6	3	0	7	4	2	1	6	3	2	2	2	4	2	3	1	2	8	2	0	3	2	1	1	13	0	4	0	0	0	0	1	0	0	1	0	2	0	2	4	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	27636	15562	9766	10230	4229	3803	3393	2964	3656	1588	3216	1208	1911	875	1647	1533	711	1222	682	1169	584	500	435	498	485	306	589	274	191	340	208	372	169	164	220	126	116	118	98	109	94	135	76	85	92	53	64	82	40	74	100	45	50	43	35	32	46	33	46	38	34	24	19	11	11	31	17	19	10	17	17	10	15	14	15	6	10	2	9	8	7	2	10	7	2	4	4	5	5	5	8	5	17	6	3	4	1	2	4	2	1	6	3	1	0	2	1	1	0	1	1	3	2	6	0	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north10_active	80	12580	9472	5753	8238	1398	1887	2095	1843	3023	370	2771	283	1488	191	1364	1296	199	1019	364	1017	364	308	259	339	351	113	505	119	57	259	85	312	88	86	159	42	31	37	16	29	41	109	19	53	40	16	33	51	10	56	86	28	25	35	18	13	28	10	35	29	16	7	13	4	4	24	8	12	5	6	9	0	7	5	15	5	4	2	5	4	3	1	8	5	2	3	2	2	2	5	6	3	17	3	0	4	1	1	1	0	1	5	0	0	0	0	1	0	0	1	0	2	0	6	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	27431	14980	9284	10231	4194	3758	3369	2902	3635	1555	3185	1172	1786	986	1696	1523	697	1343	656	1051	505	469	496	479	441	280	623	246	233	359	184	333	239	197	204	139	126	114	106	75	79	112	73	78	74	56	59	65	36	83	74	60	36	54	23	21	28	23	23	16	31	29	26	17	25	55	14	20	16	9	16	7	10	7	18	7	19	10	15	8	6	13	9	9	3	1	7	4	1	9	2	1	16	2	0	10	3	1	1	1	0	6	1	1	2	2	1	1	0	1	1	3	3	2	4	8	0	1	0	0	0	1	3	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	12234	8935	5255	8184	1357	1876	2011	1718	2971	368	2698	268	1387	229	1415	1291	185	1148	401	894	291	261	304	307	315	93	511	105	67	274	74	283	147	106	142	67	34	28	27	19	31	81	22	38	36	17	28	43	12	69	62	34	19	38	2	8	11	5	14	12	7	5	10	5	12	50	6	10	7	2	10	4	4	2	12	4	16	10	6	3	4	11	5	5	1	1	4	3	1	8	2	1	15	0	0	9	1	0	1	0	0	6	0	0	2	0	0	0	0	0	0	3	2	2	4	8	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	27634	15262	9390	10477	4177	3850	3411	2948	3754	1532	3262	1165	1848	953	1743	1407	677	1307	697	1100	520	465	522	491	483	280	603	245	217	333	168	335	213	209	214	138	112	107	96	84	73	120	63	77	72	71	56	54	49	95	87	63	48	56	23	33	37	22	25	35	33	29	27	18	25	42	13	23	11	10	22	2	13	8	18	7	13	13	11	10	5	13	9	11	1	2	5	3	2	10	2	1	16	4	2	12	3	1	2	2	0	5	1	1	2	2	0	1	0	1	1	3	3	1	6	7	0	1	0	1	0	2	2	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	12557	9389	5419	8427	1435	1948	2106	1794	3120	330	2787	259	1463	214	1473	1186	187	1123	446	941	314	264	351	333	359	97	502	94	70	258	61	298	133	124	140	66	33	32	19	20	32	87	17	42	37	17	23	34	15	79	75	35	22	43	6	14	20	6	15	32	6	7	10	4	14	38	5	14	3	1	10	2	5	2	14	2	11	12	4	3	4	11	6	7	0	2	1	2	2	9	2	1	15	2	1	11	1	0	1	0	0	5	0	0	2	0	0	0	0	0	0	3	2	1	5	7	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	27634	15322	9581	10222	4105	3753	3449	2999	3744	1538	3284	1229	1871	937	1758	1427	653	1367	782	1107	532	494	486	483	468	267	651	246	210	350	169	361	198	190	231	132	112	97	103	85	90	116	65	88	67	63	57	62	49	100	92	57	44	62	25	37	37	26	26	36	38	30	19	21	19	39	12	11	8	14	21	5	13	6	17	11	10	10	7	8	5	13	8	11	2	2	5	2	2	10	2	1	1	8	2	19	1	2	2	2	0	2	0	2	1	3	1	1	0	0	0	3	3	1	2	7	0	0	0	2	1	2	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	12573	9422	5552	8125	1374	1939	2136	1835	3093	331	2815	278	1469	209	1493	1200	184	1163	494	945	327	279	323	333	356	90	550	106	71	275	56	314	128	111	166	54	35	30	19	17	31	87	16	52	32	14	23	41	11	87	79	38	21	47	10	16	18	9	19	30	7	7	6	5	11	35	6	8	1	1	7	1	4	1	14	7	9	9	2	3	3	12	7	7	0	2	1	2	2	7	1	1	1	5	1	16	0	0	1	0	0	2	0	0	1	0	1	1	0	0	0	3	2	1	1	7	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	27695	15362	9541	10438	4086	3776	3627	2906	3716	1546	3303	1203	1925	951	1788	1457	657	1269	771	1111	560	508	476	460	466	234	669	248	199	351	175	349	195	187	226	137	121	88	112	93	98	140	75	86	59	66	56	75	57	88	79	62	39	61	24	37	38	27	29	46	31	19	19	16	18	46	10	8	9	15	20	11	14	12	15	11	6	9	7	6	4	14	5	7	2	1	3	6	2	11	2	2	4	8	3	20	28	2	3	4	0	2	0	1	1	1	1	1	0	1	0	0	2	0	2	0	0	0	0	2	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	12651	9448	5555	8353	1351	1960	2296	1771	3073	334	2834	273	1533	214	1527	1221	189	1071	482	942	349	295	326	306	367	78	579	109	68	276	58	304	121	106	157	56	30	29	19	19	35	104	14	52	30	15	21	52	12	75	64	41	17	53	11	19	22	12	23	35	8	3	5	3	8	43	6	6	1	2	6	2	6	5	13	7	3	8	2	1	3	13	3	5	0	1	0	4	2	8	1	1	4	5	1	17	28	0	0	1	0	2	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	27618	15569	9466	10141	4164	3787	3714	2882	3815	1666	3315	1221	1957	968	1839	1531	677	1308	728	1144	545	480	468	434	475	248	651	244	191	396	191	360	199	184	224	157	121	100	107	97	111	135	73	91	73	56	63	75	52	105	85	52	41	65	32	36	35	31	35	46	28	16	26	17	10	51	11	10	9	13	14	14	13	14	22	11	7	4	11	3	5	5	6	3	3	1	1	4	8	6	2	2	5	8	3	22	28	1	3	4	1	1	0	1	3	1	2	1	1	1	0	1	2	0	2	2	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	12625	9541	5481	8093	1367	1941	2327	1773	3163	371	2850	290	1577	214	1577	1288	189	1090	443	966	341	278	309	284	378	84	565	112	56	313	70	299	132	101	164	56	28	34	22	19	43	109	18	57	40	13	24	50	12	91	71	39	20	54	11	18	19	12	28	31	7	4	14	6	4	46	7	8	3	2	8	2	7	6	21	10	4	3	4	1	2	3	4	2	0	1	1	2	7	4	1	1	4	5	1	19	28	0	0	1	1	0	0	0	3	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	27353	15582	9364	10263	4179	3868	3642	2875	4013	1651	3237	1231	1972	995	1799	1565	691	1247	686	1112	567	456	467	413	452	250	624	238	199	387	201	339	178	174	199	160	117	98	99	98	103	127	81	85	83	55	59	69	45	114	64	52	37	75	33	30	39	31	35	46	26	13	25	15	14	48	13	12	8	8	17	13	12	13	21	14	9	5	10	4	7	5	4	2	3	2	1	4	7	4	1	4	6	3	1	8	34	2	2	3	2	3	0	1	2	0	2	1	1	2	0	1	3	0	1	3	3	0	2	0	0	0	0	1	1	0	1	0	0	0	0	1	2	0	1	1	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	12438	9613	5383	8254	1422	1992	2290	1762	3314	390	2796	293	1579	215	1539	1326	186	1022	403	927	353	267	293	260	346	84	545	109	51	310	80	278	115	104	146	61	24	32	25	24	48	98	19	45	42	11	22	51	12	100	52	37	21	53	9	15	25	14	29	28	7	5	14	7	3	42	5	7	3	2	10	2	4	5	20	13	5	2	4	2	4	2	2	0	1	2	1	2	6	4	1	2	5	0	0	6	34	1	0	1	1	2	0	0	2	0	0	1	0	1	0	1	1	0	0	1	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
