label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171
0.03	south35_all	80	42647	15225	12805	9786	5605	4473	3062	2052	3431	1798	2457	1324	923	805	800	751	586	557	1081	416	554	336	393	310	463	329	291	244	284	210	149	190	163	171	128	167	178	172	107	84	174	124	60	86	109	52	37	52	53	72	55	55	103	26	22	28	38	34	42	17	33	18	19	23	24	13	18	16	11	22	14	22	9	10	10	11	3	7	7	3	11	14	11	6	2	3	3	4	2	3	5	4	4	3	4	3	2	2	0	1	1	4	1	1	1	0	0	3	4	5	0	2	1	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	south35_active	80	26305	8449	7825	6073	3188	2604	1626	995	2051	964	1512	698	418	357	411	382	255	262	650	202	308	180	205	140	299	187	144	111	175	107	71	105	87	84	56	99	118	107	54	42	107	60	29	34	73	34	21	34	22	39	32	34	59	13	7	15	22	20	25	7	20	11	12	14	13	7	10	6	7	13	8	14	4	5	6	5	1	3	4	2	5	5	5	2	1	1	2	0	0	1	3	2	1	2	2	3	2	0	0	1	0	4	1	0	0	0	0	1	2	5	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south36_all	80	42242	15078	13022	9796	5600	4494	2993	2105	3387	1784	2440	1284	926	799	831	718	589	519	1110	408	608	342	387	279	484	347	282	229	293	190	156	205	168	151	144	183	193	175	91	83	172	115	55	94	120	54	33	55	49	73	57	45	105	29	21	30	44	33	42	10	30	26	22	23	26	31	19	22	8	16	10	25	8	11	10	12	7	6	5	2	7	8	8	7	3	4	4	7	3	4	4	5	11	2	4	1	1	1	0	3	1	5	1	1	2	0	0	4	3	6	0	0	2	0	0	0	2	0	1	1	0	1	0	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	south36_active	80	25674	8264	7984	6144	3206	2588	1595	1024	2021	948	1515	703	403	367	426	369	258	231	685	197	334	175	196	136	291	192	144	111	164	107	66	107	95	73	54	119	138	105	49	42	105	59	26	48	63	35	18	34	22	49	31	22	69	16	9	16	28	18	28	5	19	15	8	14	15	25	10	9	3	9	7	16	2	9	6	5	5	2	2	1	3	4	7	3	2	2	1	3	0	0	3	2	8	2	2	1	1	0	0	3	0	4	1	0	1	0	0	1	2	5	0	0	0	0	0	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	42092	15162	12888	9753	5600	4618	2983	2155	3443	1745	2445	1259	910	796	826	738	580	519	1142	415	599	367	391	265	505	339	274	242	298	194	167	194	156	146	142	192	197	183	95	92	166	121	55	96	128	62	36	55	47	90	58	44	87	23	18	32	53	26	50	13	23	26	29	32	27	35	20	24	9	14	18	25	9	10	9	9	8	7	4	2	5	12	10	4	2	6	5	7	1	3	4	6	10	2	6	1	1	1	1	3	1	4	2	0	2	2	0	3	3	2	0	0	2	1	0	1	2	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south37_active	80	25643	8371	7830	6087	3216	2681	1596	1052	2101	938	1479	674	422	351	427	378	265	239	702	192	340	181	208	136	301	182	139	122	148	108	83	98	85	76	57	113	135	111	50	50	88	76	22	52	69	39	18	31	26	65	32	24	63	14	7	17	34	14	34	6	14	15	15	21	11	28	13	6	2	6	9	16	3	8	4	4	5	3	1	1	2	8	7	2	2	3	2	4	0	0	4	3	9	2	5	1	1	0	0	3	0	3	1	0	1	1	0	1	3	1	0	0	0	1	0	1	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	42357	15074	12870	9717	5725	4752	2937	2104	3359	1740	2521	1276	955	816	822	721	568	523	1194	414	635	366	418	253	496	315	253	235	305	206	160	189	163	145	131	219	188	165	111	94	155	163	61	95	102	68	40	62	49	85	55	45	88	19	22	35	54	20	52	13	33	27	26	33	21	46	15	17	11	16	26	24	6	14	6	12	12	7	6	1	4	12	10	4	2	7	4	9	2	2	3	5	9	3	5	3	2	1	1	4	1	2	1	0	2	2	0	3	2	2	0	1	1	2	0	1	2	1	1	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	south38_active	80	25787	8322	7767	5973	3335	2776	1572	1028	2142	922	1572	682	451	359	439	374	253	233	767	184	377	169	222	136	299	163	132	115	160	110	73	106	87	73	51	135	141	95	63	51	83	122	28	54	48	33	14	28	30	59	33	26	65	12	10	20	36	10	40	7	26	14	14	23	10	29	8	8	3	8	18	15	3	8	2	7	7	4	2	1	1	10	7	3	2	3	1	6	0	0	3	3	9	3	4	0	2	1	0	3	1	1	0	0	2	1	0	0	1	1	0	0	0	2	0	1	2	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	42439	15358	12851	9688	5739	4766	3033	2077	3347	1730	2539	1261	954	802	809	763	559	558	1143	414	617	370	424	271	488	357	254	246	323	220	162	191	145	154	130	217	214	176	118	93	149	170	64	89	81	77	43	55	54	89	56	51	91	19	27	32	60	17	60	15	26	30	20	32	18	31	16	15	10	17	28	19	7	13	5	12	10	5	7	1	3	11	8	6	3	7	4	8	1	2	1	4	1	4	6	3	2	1	2	5	1	1	1	0	2	2	0	1	3	1	0	1	1	2	0	1	1	1	1	2	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south39_active	80	25817	8632	7710	5846	3245	2780	1617	970	2177	944	1578	668	465	344	410	382	254	257	774	189	362	159	224	146	290	178	132	120	172	122	76	103	73	75	58	136	150	97	70	46	76	128	25	54	46	38	17	21	35	54	36	27	66	13	13	18	37	9	35	7	23	17	14	22	8	12	8	9	3	5	18	9	3	7	2	8	5	4	2	1	1	10	5	4	1	4	1	7	0	0	1	3	1	2	3	0	2	1	0	4	1	1	0	0	2	1	0	0	2	1	0	0	0	2	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	42356	15229	12825	9586	5840	4795	3111	2077	3429	1750	2528	1284	997	788	808	774	567	567	1120	419	634	367	426	291	479	361	254	236	305	233	153	203	161	164	140	219	192	161	129	99	141	157	65	80	61	76	50	62	43	76	54	61	82	23	26	27	51	23	57	18	28	27	15	32	24	33	19	15	8	16	20	15	7	16	6	16	9	4	9	6	4	24	3	4	5	4	5	9	1	4	1	7	1	5	3	3	5	1	4	5	1	0	2	0	1	1	2	1	3	1	0	2	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south40_active	80	25777	8494	7789	5753	3322	2812	1663	988	2179	965	1537	664	487	348	397	393	255	277	759	200	369	153	233	148	298	183	137	113	181	131	65	112	95	80	72	150	123	91	74	51	80	112	27	44	36	37	20	26	24	38	26	36	54	13	13	15	30	14	29	9	23	15	10	23	19	14	11	9	3	5	14	10	3	9	4	11	5	2	1	4	2	23	2	2	2	2	1	6	0	0	1	5	1	3	1	0	4	1	3	3	1	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
