label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171
0.03	north6_all	80	22746	10354	13135	5328	4882	3223	2358	2731	1858	2411	1370	1561	1164	971	834	642	838	800	852	721	528	362	436	325	326	310	337	286	340	356	226	214	191	173	112	189	149	96	90	56	62	69	106	69	73	70	50	54	71	40	40	41	52	33	39	20	35	28	14	38	25	24	15	16	22	20	19	28	10	9	11	12	12	23	22	12	9	16	35	6	3	9	7	11	3	3	4	6	3	2	3	0	2	4	2	7	3	2	3	0	1	0	1	0	0	1	3	1	0	1	0	0	2	3	0	0	1	0	3	0	0	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	10418	4666	8000	2689	2622	1595	1067	1523	947	1417	683	906	654	481	428	323	468	451	509	418	279	172	222	158	175	163	198	154	208	226	138	113	106	88	51	129	77	49	31	25	29	38	72	38	32	29	22	28	37	21	23	17	22	23	24	9	18	18	5	20	19	12	8	8	10	9	11	17	5	5	6	6	3	18	16	6	5	8	24	3	2	6	6	6	0	0	1	1	1	1	2	0	1	1	1	7	3	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	2	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	22946	10428	13006	5311	4931	3273	2318	2708	1814	2350	1418	1606	1167	997	808	601	877	811	875	703	530	378	438	295	324	309	349	290	348	428	242	211	220	175	130	195	135	92	89	65	50	72	107	66	86	73	58	58	66	31	44	41	58	31	46	27	31	25	17	24	25	29	20	10	24	21	18	22	14	13	12	11	14	18	22	10	5	20	35	9	4	10	8	15	2	4	3	5	5	3	4	0	5	3	2	3	3	1	2	1	1	0	6	0	0	0	1	0	0	0	0	1	2	1	0	0	2	0	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	10577	4721	7878	2663	2648	1611	1034	1473	922	1394	708	935	646	518	387	296	494	452	521	425	290	175	227	140	175	162	205	150	220	272	159	107	129	93	56	118	68	42	30	27	27	36	70	31	39	33	22	28	36	20	23	15	24	24	27	14	17	18	7	9	19	18	12	4	14	9	10	12	9	8	6	6	4	14	15	7	2	12	24	6	2	8	8	5	0	2	1	1	1	1	3	0	2	0	1	3	3	1	1	0	1	0	4	0	0	0	1	0	0	0	0	0	1	1	0	0	2	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	23117	10479	13519	5303	5112	3320	2295	2765	1917	2453	1483	1686	1228	1030	866	659	900	844	1011	730	495	403	422	290	359	317	368	297	399	453	263	220	242	172	129	196	130	94	96	73	59	82	106	78	84	75	56	65	82	28	58	37	56	35	47	27	31	19	18	22	22	27	24	14	17	14	13	21	14	11	13	9	14	16	15	8	7	18	22	9	5	10	8	13	4	6	2	4	3	9	3	1	5	4	0	2	2	1	0	1	1	1	6	0	0	1	1	0	0	0	0	2	1	1	0	0	3	0	0	0	2	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	10796	4787	8346	2704	2869	1607	1006	1514	971	1454	747	976	702	521	448	333	520	491	608	447	264	187	232	137	202	166	227	155	242	288	176	110	154	93	50	111	63	44	38	31	30	39	68	42	44	41	25	31	47	14	31	15	18	26	27	12	15	10	6	10	14	16	18	7	10	9	6	11	10	8	6	3	6	10	6	4	4	11	17	6	2	4	8	6	4	5	1	2	0	6	1	0	2	2	0	1	1	1	0	0	1	0	4	0	0	0	1	0	0	0	0	1	0	1	0	0	2	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	23666	10603	14142	5493	5334	3411	2317	2881	1895	2637	1597	1761	1238	1021	900	704	943	858	1058	751	490	396	431	297	353	317	363	279	407	433	296	223	231	175	142	185	117	97	100	80	66	95	110	73	87	63	58	58	111	43	56	35	65	40	59	31	23	26	15	26	22	25	37	13	18	18	10	14	18	11	11	15	14	6	13	9	9	14	12	9	6	9	7	12	5	12	4	5	3	9	3	1	6	4	0	2	1	2	0	2	1	2	6	0	0	1	1	0	0	0	0	2	0	1	0	0	3	0	0	0	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north9_active	80	11187	4839	8729	2756	3019	1724	999	1584	968	1639	840	1046	712	529	458	355	549	499	632	464	266	172	241	148	202	160	217	155	229	261	197	108	147	98	56	93	48	49	40	34	32	54	67	38	43	32	27	30	79	24	26	20	38	26	42	12	7	13	6	13	13	15	31	7	12	12	6	9	10	8	5	6	8	3	6	5	6	13	9	7	1	3	6	7	5	5	2	5	0	7	1	0	3	3	0	1	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north10_all	80	24066	10645	14766	5614	5435	3415	2344	2915	1950	2691	1632	1862	1275	1047	909	717	979	843	1075	742	492	386	435	301	393	324	373	265	472	453	295	218	217	185	132	191	120	94	90	74	79	105	109	67	72	56	46	72	121	56	54	38	75	39	65	30	27	33	17	26	21	26	35	15	14	16	10	9	17	7	8	16	11	4	13	12	12	5	7	6	7	13	6	6	10	20	4	6	7	17	4	2	4	4	0	3	1	2	0	2	2	2	1	2	0	1	1	0	0	0	0	1	0	1	1	0	1	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north10_active	80	11528	4872	9142	2912	3067	1750	1046	1618	1005	1699	884	1115	720	539	466	367	579	484	606	472	274	166	248	137	232	165	230	144	290	290	191	107	146	105	53	100	51	48	37	31	33	61	62	34	32	30	21	43	85	29	26	26	43	23	48	12	8	18	7	17	12	14	29	9	6	10	5	4	10	3	5	5	6	2	5	7	7	4	5	6	1	4	3	4	9	12	2	4	0	10	1	0	1	3	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north11_all	80	23965	10728	15128	5668	5527	3423	2381	2964	2061	2639	1572	1640	1299	1115	898	715	1003	900	945	760	529	337	508	293	403	275	387	297	474	402	285	207	252	168	117	179	131	89	81	72	88	82	111	83	83	60	63	56	59	55	44	45	54	59	50	30	26	28	21	50	51	16	41	16	13	17	23	22	15	14	10	5	25	24	21	7	8	8	20	9	4	10	3	21	10	6	3	6	5	5	1	4	2	1	3	7	3	2	5	3	1	2	5	1	2	2	3	1	0	1	1	8	1	1	0	1	1	1	1	2	0	0	1	0	0	0	1	0	2	0	1	0	2	0	0	7	0	0	3	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north11_active	80	11560	4821	9588	2958	3092	1773	1037	1749	1036	1623	832	940	732	580	474	357	626	536	594	466	289	170	278	155	237	153	235	153	278	258	160	112	132	90	52	117	65	53	29	36	41	42	70	40	46	25	35	32	38	27	25	23	32	29	23	14	9	14	7	37	35	11	28	9	6	9	8	14	8	7	6	0	11	23	15	4	4	1	17	9	2	6	1	15	8	4	2	5	4	4	0	1	1	1	2	7	1	0	5	0	0	1	5	1	1	1	0	1	0	1	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north12_all	80	23980	10691	15225	5647	5447	3484	2407	2966	1997	2602	1564	1695	1369	1100	908	716	988	935	1001	792	553	328	534	290	383	279	376	295	459	433	297	194	243	170	120	172	127	101	77	83	73	79	112	84	83	64	60	65	79	51	43	32	68	48	43	30	31	29	18	36	50	21	40	14	12	13	21	36	16	14	7	9	22	20	15	7	9	11	35	9	3	11	3	17	11	3	3	5	7	5	2	6	3	2	3	6	3	1	3	2	0	2	5	0	2	3	2	1	0	0	1	7	1	1	1	1	1	1	1	2	0	0	1	0	0	0	1	1	0	0	0	1	2	0	0	7	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north12_active	80	11558	4761	9622	2912	3059	1806	1053	1739	1003	1572	813	965	787	577	471	340	589	560	647	512	318	161	307	168	218	153	238	160	271	273	178	106	129	98	52	102	63	60	33	42	39	38	68	42	41	30	34	38	53	22	23	17	41	22	23	17	13	17	5	21	33	14	26	8	6	6	8	29	11	7	4	4	10	19	9	3	5	5	18	9	0	9	1	13	8	2	1	4	6	4	0	3	2	1	2	6	1	0	3	1	0	2	5	0	1	2	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north13_all	80	24048	10495	15038	5561	5405	3484	2428	2974	1925	2628	1536	1704	1364	1027	884	676	982	956	959	775	532	334	513	304	386	281	376	277	447	400	264	189	228	169	128	170	131	111	74	82	76	75	102	71	70	77	62	71	80	53	41	33	68	34	34	27	30	28	17	35	33	17	40	13	13	9	18	42	20	11	7	10	25	9	10	7	10	13	29	9	6	9	2	20	8	11	3	7	6	1	3	6	3	3	2	6	2	1	2	2	2	2	4	0	3	2	2	1	0	0	0	7	1	2	1	0	2	1	1	2	0	0	1	0	0	1	0	2	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north13_active	80	11580	4761	9348	2834	3016	1807	1104	1710	984	1620	806	966	772	513	473	304	585	585	597	487	280	168	297	178	214	148	238	155	275	253	156	106	118	101	54	106	69	65	31	43	38	40	58	37	33	40	30	40	53	24	22	18	41	19	13	18	13	14	8	21	19	9	27	5	7	4	7	31	13	6	3	5	13	8	8	1	6	8	12	8	2	4	1	10	6	10	1	3	4	0	0	4	2	2	1	6	1	0	2	1	2	2	4	0	1	2	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north14_all	80	23493	10481	14457	5563	5162	3401	2383	2853	1901	2587	1551	1621	1393	1007	873	656	929	894	989	765	516	370	484	305	371	277	350	271	394	398	255	196	233	147	122	184	118	103	73	84	81	75	92	65	75	82	50	73	77	54	45	33	80	31	39	26	30	24	20	28	32	22	26	9	16	11	17	34	12	10	1	10	12	8	11	7	7	13	29	11	4	8	0	13	9	11	1	9	5	2	4	4	4	2	3	5	1	1	2	2	6	1	1	0	4	1	2	0	1	0	0	0	0	2	2	0	1	2	0	1	1	0	0	0	0	1	0	2	1	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north14_active	80	11119	4690	8939	2802	2860	1716	1106	1618	979	1567	817	935	819	509	445	302	537	535	602	452	260	184	279	167	207	147	202	158	270	256	162	110	130	86	53	108	55	57	29	41	37	41	51	33	42	45	25	44	47	27	21	21	52	14	20	19	14	13	7	15	17	14	17	5	10	5	6	22	8	5	0	5	9	5	6	1	5	10	12	8	2	3	0	5	6	10	0	3	3	2	2	4	3	1	2	4	0	1	2	1	6	1	1	0	2	1	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north15_all	80	22998	10260	13919	5448	4987	3265	2347	2864	1852	2526	1519	1606	1346	976	841	664	901	801	965	699	480	389	459	288	347	272	335	279	335	308	247	172	218	143	106	194	116	118	81	82	72	79	83	65	76	74	49	66	59	51	39	38	59	38	41	32	22	25	20	28	34	30	23	8	16	13	16	22	13	12	4	10	9	13	21	6	5	8	21	13	7	6	3	10	3	12	2	8	5	4	6	1	8	1	2	3	1	3	2	0	6	1	1	1	4	0	1	0	1	0	0	0	0	2	1	0	1	2	0	0	1	0	0	0	0	1	0	1	1	0	0	0	3	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north15_active	80	10714	4599	8567	2683	2766	1617	1113	1623	945	1523	820	945	793	486	434	294	532	469	583	402	250	191	240	143	195	143	181	153	229	214	144	105	116	87	47	117	53	61	35	38	31	44	45	34	45	44	19	32	33	27	22	19	35	17	18	17	7	14	10	15	22	24	15	3	9	3	7	10	8	7	2	4	7	10	4	1	3	7	5	9	4	1	2	1	1	11	0	1	2	2	4	1	7	1	1	1	0	1	2	0	6	0	1	0	2	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north16_all	80	22649	10136	13461	5316	4909	3194	2382	2719	1796	2395	1486	1559	1338	935	827	632	893	722	954	706	480	379	476	284	315	271	333	240	340	315	249	170	234	128	114	193	106	99	80	73	68	78	74	66	82	71	43	79	58	54	40	39	61	40	41	39	16	22	24	29	44	34	29	6	22	17	19	17	11	9	7	9	5	14	24	6	8	7	8	9	5	3	5	3	7	3	3	7	4	5	7	4	13	1	2	2	3	4	0	5	6	3	1	1	3	0	1	0	1	0	0	1	0	0	1	0	2	2	0	0	1	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	10463	4439	8300	2586	2756	1553	1123	1554	910	1412	799	914	733	486	437	294	527	396	569	390	246	188	274	135	161	131	170	122	241	228	144	91	130	72	49	112	55	53	39	35	27	41	41	34	55	38	17	34	32	31	22	18	41	20	20	18	5	13	14	17	30	27	17	2	15	7	9	5	4	6	3	2	2	9	6	4	4	7	6	5	2	1	4	1	1	2	0	3	2	2	4	3	11	0	1	0	0	2	0	4	5	1	1	0	1	0	1	0	1	0	0	1	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	23121	10230	13580	5311	4893	3216	2319	2811	1867	2427	1527	1629	1361	925	835	672	916	770	999	702	516	380	489	309	327	296	334	264	360	318	264	178	256	147	109	217	115	114	81	75	63	75	83	76	80	64	48	73	60	45	30	44	61	42	32	41	12	25	24	34	40	35	22	7	20	19	19	26	13	8	9	8	4	13	24	8	10	4	20	11	6	3	6	2	10	10	6	6	4	7	6	5	14	2	0	1	4	3	0	6	4	4	6	1	0	1	1	1	0	0	1	1	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
