label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150
0.03	north6_all	80	9716	3080	2590	2336	1116	600	1078	351	522	473	282	267	223	191	304	150	131	211	88	103	82	147	75	75	92	64	112	39	134	79	48	43	39	49	55	37	41	57	24	56	16	25	19	18	17	25	15	13	7	10	12	7	8	9	6	13	6	9	7	2	8	3	5	8	4	3	1	1	3	4	0	4	24	1	0	6	3	3	3	1	1	1	0	0	2	0	0	0	2	0	0	1	1	1	1	1	0	1	1	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0
0.03	north6_active	80	6135	1678	1609	1545	613	309	679	168	320	278	152	132	118	99	203	63	71	140	37	46	32	93	42	37	53	25	77	20	87	62	21	19	16	27	22	17	21	32	14	43	6	16	13	11	8	14	10	6	3	6	4	3	3	5	1	5	3	3	3	1	3	0	0	6	1	2	0	0	2	1	0	1	24	0	0	1	1	0	3	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
0.03	north7_all	80	9682	3064	2645	2342	1140	615	1088	349	516	471	278	265	232	198	287	157	113	214	99	99	77	147	74	72	98	55	110	34	147	69	48	38	45	46	49	36	36	48	34	58	13	20	17	19	17	37	22	12	9	10	9	7	8	8	7	9	9	7	5	3	8	3	3	5	4	6	3	2	3	4	1	4	24	0	0	8	4	3	3	1	1	1	1	0	2	1	1	0	1	1	1	0	1	1	1	1	1	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	3	0
0.03	north7_active	80	6192	1717	1657	1550	647	323	649	165	304	281	144	135	116	117	186	78	57	136	41	48	30	98	41	36	53	22	74	14	89	47	22	17	21	28	22	18	21	30	19	42	5	12	12	9	9	24	15	7	3	5	2	5	4	4	2	3	5	1	3	2	4	0	0	2	1	3	1	1	2	1	0	2	24	0	0	2	1	0	3	0	0	0	0	0	2	1	0	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0
0.03	north8_all	80	9541	3091	2670	2297	1121	611	1078	369	508	441	277	262	220	192	276	159	119	208	97	98	70	150	79	78	103	44	104	35	146	58	48	32	40	40	44	39	41	51	37	59	12	22	11	21	15	39	28	7	10	8	7	9	6	6	6	8	7	7	5	1	7	3	3	6	4	9	3	3	4	2	1	3	6	0	0	8	8	3	5	2	1	1	1	0	2	1	1	0	1	1	1	0	1	1	1	1	4	1	0	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	6175	1747	1673	1481	644	329	649	179	300	256	140	143	117	113	182	75	64	123	47	52	31	102	43	34	58	20	63	18	102	35	25	21	20	18	27	21	27	28	19	43	7	14	8	10	8	23	20	5	4	4	1	6	4	2	2	3	5	2	3	1	4	1	2	1	1	6	1	1	2	0	0	2	5	0	0	2	5	0	4	1	0	0	0	0	2	1	0	0	1	1	0	0	1	1	0	1	2	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	9407	3127	2664	2350	1176	582	1062	374	509	434	274	261	229	191	300	158	129	183	88	95	83	122	89	75	105	48	109	33	139	54	41	30	36	43	45	33	51	82	33	53	20	20	19	17	16	36	27	10	13	10	7	8	7	2	5	7	9	4	5	1	5	3	9	6	3	10	2	2	3	1	1	2	2	0	0	4	7	0	2	1	1	2	1	0	1	2	1	1	1	1	1	0	3	2	0	1	4	1	0	1	0	5	1	2	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0
0.03	north9_active	80	6054	1799	1667	1545	697	312	640	187	303	249	140	139	122	107	210	71	68	110	39	56	39	74	47	35	61	25	68	19	97	31	20	20	16	26	29	18	33	53	17	41	15	11	13	8	6	18	21	5	5	5	2	5	5	0	1	4	6	2	3	1	3	2	6	1	1	7	1	1	1	0	0	2	1	0	0	1	5	0	1	1	0	1	0	0	1	2	0	1	1	1	0	0	1	1	0	1	2	0	0	1	0	4	0	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north10_all	80	9339	3135	2599	2336	1162	574	1025	357	492	425	298	265	230	178	290	163	137	181	87	98	86	111	90	70	87	43	109	40	128	68	42	34	33	47	52	22	58	81	20	35	21	29	21	18	17	27	25	13	12	8	8	10	10	3	6	7	5	4	6	0	4	3	11	6	0	8	1	2	2	0	2	1	3	1	0	2	5	2	2	2	1	2	2	1	1	1	2	1	0	0	0	2	3	2	0	1	3	0	0	1	0	4	1	2	1	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0
0.03	north10_active	80	5937	1786	1612	1499	675	286	662	176	284	251	158	138	128	93	196	74	73	109	45	60	43	66	49	36	51	20	69	21	91	44	19	21	14	23	29	12	36	51	12	21	13	19	13	10	7	11	18	8	5	3	2	4	6	2	2	4	3	2	4	0	1	2	7	2	0	6	1	0	1	0	2	1	2	0	0	0	4	1	1	2	0	1	0	0	0	1	1	1	0	0	0	1	1	1	0	1	2	0	0	1	0	4	0	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north11_all	80	9479	3170	2562	2300	1181	594	1061	374	497	464	291	265	247	216	310	141	164	202	100	88	82	124	68	90	106	47	58	59	119	70	36	33	38	60	52	22	51	58	17	67	17	26	14	22	23	46	13	15	10	8	11	8	17	5	8	10	5	6	2	7	5	3	4	4	4	8	1	4	3	3	1	1	4	9	2	6	10	3	3	3	1	1	1	1	4	0	0	3	2	0	1	1	2	2	0	0	1	2	2	1	0	0	0	1	0	0	0	0	3	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	6141	1859	1563	1474	673	280	722	160	284	280	162	142	137	106	204	74	96	128	46	49	42	72	34	49	70	26	35	29	79	43	19	13	24	41	33	11	34	45	9	45	7	20	7	11	8	27	9	9	6	3	7	5	13	1	4	6	3	3	2	4	3	1	0	1	2	7	0	2	3	2	0	0	4	5	1	5	4	1	0	3	0	0	0	0	2	0	0	3	0	0	1	0	2	1	0	0	1	0	2	1	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	9625	3151	2528	2288	1182	625	1033	360	487	460	305	281	264	221	347	135	163	191	93	85	77	128	72	85	101	46	66	52	108	77	35	42	40	53	49	24	35	69	18	72	15	24	21	27	20	36	18	12	11	9	11	5	17	3	9	11	9	7	5	8	5	3	5	5	1	12	3	5	1	3	1	2	3	6	2	3	13	3	3	2	1	0	0	3	3	0	0	2	1	0	2	5	1	1	0	0	1	1	2	1	0	0	0	4	0	0	1	0	2	0	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	6253	1838	1516	1459	674	283	668	150	283	273	161	163	144	112	221	66	90	110	50	41	42	81	42	43	66	26	41	23	71	50	21	22	20	39	31	13	16	52	9	46	5	18	12	16	9	22	14	6	5	4	6	5	12	1	3	8	5	5	2	3	2	1	0	1	1	7	1	3	1	2	0	2	3	1	1	3	4	1	1	2	0	0	0	1	2	0	0	2	0	0	1	4	1	0	0	0	1	0	2	1	0	0	0	3	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	9721	3092	2551	2271	1163	625	1038	377	503	487	303	282	265	227	343	141	154	194	102	102	75	131	86	81	92	43	88	47	135	91	36	44	45	50	59	28	42	77	27	81	12	23	22	26	19	35	22	13	9	10	9	6	31	2	9	10	11	6	4	7	6	4	3	7	3	9	3	4	1	1	1	5	3	5	3	2	13	1	1	3	1	1	0	4	3	1	0	2	0	0	1	5	1	2	0	0	1	0	2	1	0	0	0	4	0	0	1	1	0	0	0	0	1	2	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	6280	1774	1540	1460	683	285	652	162	283	281	153	166	151	112	221	63	86	109	55	45	37	79	53	42	60	22	52	19	94	57	18	22	23	33	36	14	20	48	15	57	2	17	13	17	9	19	17	6	4	5	5	5	25	1	5	8	6	4	1	3	2	2	0	3	2	4	1	3	1	0	1	5	3	2	1	2	4	0	1	3	0	0	0	1	2	1	0	2	0	0	0	4	0	1	0	0	1	0	1	1	0	0	0	3	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	9587	3097	2541	2259	1161	630	978	400	541	471	303	267	275	209	322	159	133	199	102	101	77	125	84	81	82	46	112	39	152	105	33	46	48	56	65	36	41	70	26	61	12	23	22	24	18	35	25	10	11	6	9	8	39	4	11	9	15	6	6	3	8	5	3	6	4	9	3	3	0	2	1	6	2	2	4	4	13	2	1	1	0	1	2	3	3	1	0	0	2	0	1	5	1	2	1	0	0	0	2	0	0	0	0	4	1	0	1	1	0	0	0	0	1	2	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	6082	1756	1533	1435	697	289	608	170	328	276	152	158	155	105	208	76	71	106	52	42	39	73	45	46	48	22	72	15	107	70	17	24	25	40	39	22	21	43	15	46	3	16	11	18	13	19	19	3	5	2	4	6	29	3	9	6	7	4	2	1	4	2	0	3	2	4	1	2	0	1	1	6	0	1	3	3	4	1	1	1	0	0	0	1	3	1	0	0	0	0	0	5	0	1	1	0	0	0	1	0	0	0	0	3	1	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	9421	3139	2597	2227	1194	633	971	391	527	472	289	229	273	188	344	158	135	203	101	106	66	125	86	71	92	49	127	38	141	108	33	39	49	59	58	33	52	62	31	50	12	22	23	24	18	40	22	10	7	6	8	8	35	5	7	12	11	7	7	2	7	4	4	4	5	9	3	4	2	3	1	7	8	4	6	5	5	2	2	1	0	2	5	2	2	2	0	0	2	0	1	2	2	2	1	0	2	0	1	0	0	0	0	2	1	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	5845	1769	1593	1430	710	299	587	173	315	279	145	136	155	95	218	83	74	116	52	40	31	71	47	42	52	25	85	14	105	72	15	19	24	44	36	19	27	36	16	27	3	15	16	20	12	28	15	3	2	4	3	6	20	3	7	6	6	3	5	1	4	1	2	3	3	3	0	2	1	1	1	7	6	2	4	2	2	2	0	1	0	1	3	1	1	2	0	0	0	0	0	2	0	1	1	0	2	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	9410	3132	2571	2117	1214	632	959	386	517	446	273	230	245	185	346	157	142	188	107	100	83	130	98	74	78	42	138	44	126	105	30	37	46	65	57	30	39	56	26	50	19	24	16	20	17	50	24	11	7	3	9	9	26	5	14	17	9	7	6	1	7	4	7	2	6	4	4	3	4	4	0	5	8	3	5	4	4	2	9	1	1	2	6	1	2	4	0	0	2	0	0	3	2	2	1	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	5848	1781	1571	1366	741	290	592	173	321	259	136	127	132	90	218	84	79	114	49	41	42	73	52	41	47	21	92	18	87	71	13	13	25	48	38	19	19	36	11	21	7	12	10	15	11	30	15	5	3	3	5	7	11	3	8	8	4	4	4	1	5	1	5	1	3	2	0	1	1	1	0	4	6	1	4	1	2	2	1	1	0	1	3	0	1	2	0	0	0	0	0	2	0	1	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	9302	3164	2644	2140	1166	644	1005	394	473	448	272	251	242	189	351	137	146	205	110	108	72	128	95	80	81	44	136	48	137	74	28	37	42	55	45	36	39	41	27	54	20	20	18	20	15	48	15	9	7	7	11	7	19	6	14	12	9	7	6	2	5	3	8	2	8	3	5	3	5	6	1	5	7	5	2	2	5	2	9	3	2	2	6	1	5	3	0	1	1	1	0	2	1	3	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north17_active	80	5743	1829	1635	1392	698	286	611	170	286	262	141	133	132	95	218	78	74	132	50	50	38	69	53	44	50	24	89	24	90	46	11	10	24	32	28	24	21	28	11	27	9	7	10	15	7	28	7	5	4	4	6	6	6	3	5	6	5	5	4	1	5	1	6	1	6	2	0	2	2	2	1	4	7	3	1	0	3	2	1	3	0	2	3	1	4	1	0	1	0	1	0	1	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	9338	3137	2702	2202	1164	605	1022	383	528	478	283	271	235	203	325	141	144	223	118	112	74	136	93	85	91	47	163	45	147	61	23	42	37	49	37	32	37	47	28	37	21	22	14	22	16	50	21	9	9	8	11	9	16	3	18	7	7	5	3	4	6	2	8	2	7	4	3	3	4	7	2	3	1	5	1	0	3	1	10	5	3	3	2	1	4	2	0	3	0	3	0	1	0	2	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0
0.03	north18_active	80	5793	1815	1664	1459	699	289	632	176	327	292	143	134	125	97	198	75	72	132	59	55	34	78	56	49	57	21	116	25	100	34	7	14	22	25	20	21	20	35	14	20	9	5	7	14	5	29	8	5	6	2	6	7	4	2	8	3	4	3	1	2	5	1	5	1	5	3	0	3	2	4	1	2	1	3	0	0	3	1	2	5	0	3	0	1	4	0	0	3	0	1	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north19_all	80	9334	3159	2667	2297	1198	582	1086	364	514	481	297	280	218	214	343	129	141	232	102	90	76	123	92	82	88	52	180	43	159	67	24	44	31	61	43	38	45	49	30	44	18	24	16	23	17	35	31	8	10	11	16	8	8	4	14	8	7	2	4	5	4	1	5	2	7	3	2	3	2	6	2	7	4	3	0	1	2	0	9	5	2	4	3	1	5	0	1	4	0	3	0	0	0	2	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	2	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0
0.03	north19_active	80	5856	1820	1646	1497	686	280	663	174	301	292	153	137	103	107	210	70	71	133	54	42	33	71	56	46	57	26	135	22	108	44	8	23	16	30	24	24	31	37	17	27	7	7	7	14	7	25	17	4	5	5	9	5	3	3	6	5	4	2	1	2	3	0	2	1	6	3	0	3	1	4	1	5	3	2	0	0	2	0	2	5	0	2	0	1	4	0	0	4	0	1	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north20_all	80	9283	3131	2667	2318	1169	592	1110	366	524	497	329	255	231	222	340	132	145	214	92	90	69	128	87	79	91	62	191	39	155	75	33	44	37	49	43	27	52	49	25	43	17	22	21	29	17	27	29	8	10	8	16	8	10	3	10	6	9	5	4	8	5	4	4	1	4	3	2	7	1	5	2	8	5	2	2	1	2	0	6	3	2	3	2	1	2	0	2	4	1	3	1	0	1	1	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	1	1	1	0	0	0	2	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0
