label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137
0.03	north7_all	80	2374	1544	1735	516	524	289	277	196	608	133	129	109	89	179	99	161	70	345	79	42	70	61	30	39	34	141	153	26	22	30	18	43	20	37	11	16	15	86	24	9	15	6	12	17	9	23	16	3	5	7	3	7	6	8	5	7	0	0	10	17	1	21	1	2	4	4	2	2	3	0	2	5	4	1	0	0	0	1	1	1	3	1	1	1	1	1	22	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north7_active	80	920	1064	1459	213	312	89	124	56	543	23	38	24	30	131	50	128	15	333	55	14	51	38	8	20	16	132	144	6	12	21	7	34	7	31	7	3	3	81	16	4	2	1	4	7	5	20	14	0	1	4	3	7	0	5	2	6	0	0	8	17	0	20	0	1	2	2	1	2	2	0	2	5	1	0	0	0	0	1	1	0	3	0	0	0	1	0	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	2442	1582	1747	513	508	290	284	209	658	143	127	115	89	151	96	144	71	367	74	53	69	72	27	43	63	162	137	27	20	37	20	45	19	43	13	19	13	92	25	8	14	8	7	19	12	14	23	5	8	5	3	8	4	7	6	4	2	1	8	39	0	21	0	2	5	2	0	2	3	4	4	2	4	1	0	0	1	2	1	1	3	1	2	0	0	2	22	1	0	1	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north8_active	80	953	1098	1471	219	297	95	142	53	593	24	41	34	31	104	48	120	11	355	58	16	51	45	6	24	47	156	133	7	11	24	9	33	8	37	9	3	3	87	17	3	2	2	3	9	6	11	21	1	3	3	3	8	0	5	2	3	0	0	7	38	0	20	0	1	3	1	0	2	2	4	4	1	1	0	0	0	0	2	1	0	3	0	0	0	0	1	19	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	2496	1556	1807	510	511	307	282	199	610	147	123	120	94	152	91	119	65	363	81	52	67	76	27	50	56	182	160	19	19	35	18	38	22	49	18	17	16	66	20	10	14	14	6	14	16	8	21	5	9	7	2	15	2	9	6	2	3	1	13	30	4	21	1	1	5	1	1	3	4	5	5	6	4	1	0	0	2	2	1	1	6	3	1	0	0	1	1	1	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
0.03	north9_active	80	995	1093	1515	225	307	95	128	47	544	28	39	29	38	104	44	92	12	344	66	17	49	49	4	31	41	175	157	4	11	20	8	31	11	45	12	4	3	63	17	4	1	10	2	7	6	6	19	1	3	5	2	13	0	5	2	1	1	0	12	29	4	20	0	1	3	0	1	3	4	5	5	0	2	0	0	0	0	1	1	0	6	2	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	2506	1530	1848	538	466	304	280	174	575	149	123	130	106	174	98	114	68	349	89	49	64	74	32	51	74	182	116	25	25	26	18	46	19	55	27	18	13	70	10	9	11	17	7	13	15	6	16	14	12	6	2	17	3	9	4	4	4	2	8	31	6	18	1	1	4	1	1	3	2	9	5	8	3	0	0	0	3	2	0	1	5	2	1	0	0	1	1	0	0	0	0	4	2	0	0	2	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north10_active	80	1008	1037	1574	229	263	89	118	44	517	27	33	30	39	118	40	83	17	325	73	14	43	44	5	33	61	175	111	8	12	11	6	32	9	48	19	2	3	66	6	2	2	14	2	7	2	5	14	9	4	6	1	15	1	4	1	4	2	0	8	30	6	17	0	1	4	0	1	3	2	9	5	2	2	0	0	0	0	1	0	1	5	2	0	0	0	1	0	0	0	0	0	3	2	0	0	2	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	2405	1366	1252	531	451	313	263	244	363	141	110	130	113	140	75	106	68	230	71	49	65	49	42	37	44	94	83	28	24	29	13	32	15	36	13	28	9	31	18	6	15	8	8	5	7	8	9	10	3	7	3	5	2	4	6	2	2	1	6	1	4	1	2	3	3	0	3	3	0	2	1	3	0	1	0	3	0	0	1	1	2	0	1	0	1	0	0	0	0	0	0	2	11	0	0	2	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
0.03	north11_active	80	761	787	960	179	214	81	112	61	293	32	13	23	20	86	34	69	19	214	45	16	49	25	9	15	30	81	75	6	10	11	8	23	3	30	8	9	2	27	9	0	2	4	2	0	2	7	6	6	2	5	3	2	1	1	5	0	0	0	3	0	2	1	1	2	3	0	1	3	0	1	1	2	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	11	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north12_all	80	2436	1395	1273	491	457	310	266	231	348	146	122	125	109	142	96	91	67	215	76	45	69	45	39	45	41	82	78	28	22	29	19	35	19	29	15	19	13	37	18	8	11	11	6	5	9	8	10	10	6	3	4	11	2	6	6	3	2	3	6	2	2	1	1	3	4	0	4	1	0	1	1	8	1	0	0	2	0	1	2	2	0	0	0	0	1	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	1	0	2	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1
0.03	north12_active	80	790	792	978	163	233	74	108	52	282	33	19	21	23	99	40	64	16	188	49	15	50	23	8	18	26	71	71	3	7	10	13	26	3	22	10	7	5	34	13	1	2	6	1	1	3	6	7	7	4	1	3	8	1	3	5	1	0	0	3	1	0	1	1	1	4	0	1	1	0	1	1	7	1	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north13_all	80	2378	1458	1444	486	467	305	259	242	410	146	128	126	112	153	89	92	69	295	80	44	71	50	30	40	38	80	99	21	22	29	18	47	16	37	11	11	13	34	21	9	12	11	4	4	10	12	16	11	10	3	14	11	1	10	8	5	3	3	3	2	3	2	3	1	3	0	4	1	1	1	1	8	2	1	0	0	0	2	1	2	0	0	0	0	1	1	0	0	0	0	1	2	0	1	0	0	0	0	0	3	1	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1
0.03	north13_active	80	860	862	1132	179	246	85	97	53	343	37	24	28	31	110	39	73	20	265	56	16	50	31	8	16	21	66	91	3	6	14	12	41	3	29	6	5	4	29	13	1	2	8	0	2	4	10	14	10	5	1	9	9	0	6	7	3	0	0	2	1	1	1	3	0	3	0	1	1	0	1	1	6	1	0	0	0	0	1	1	2	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north14_all	80	2330	1551	1590	485	496	301	250	225	439	145	130	135	91	130	91	109	73	309	93	40	77	53	33	45	42	93	142	19	20	26	19	60	15	37	13	12	14	105	21	12	11	19	5	7	10	22	18	6	12	3	18	11	1	9	3	6	3	3	3	6	3	8	4	5	1	0	4	1	1	1	1	7	2	1	0	1	0	4	1	2	7	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	3	0	1	0	0	0	0	2	0	0	1	0	0	0	2	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north14_active	80	888	936	1280	175	271	94	92	47	374	32	32	33	31	93	39	87	15	281	65	15	55	35	6	20	26	80	138	7	7	11	13	51	1	31	7	4	4	100	13	2	2	13	0	5	3	19	15	5	7	1	10	9	0	6	3	5	0	0	2	5	1	2	3	0	1	0	1	1	0	1	1	5	1	0	0	0	0	3	1	2	7	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	2337	1586	1766	505	498	303	270	210	520	160	119	134	98	160	75	123	72	345	94	41	90	61	33	42	46	101	199	17	19	24	19	59	10	46	17	12	10	116	27	15	10	20	6	7	6	28	14	5	12	3	17	12	1	8	3	7	3	3	6	5	2	8	4	4	3	1	2	0	1	0	2	5	2	1	0	2	0	4	1	0	12	0	0	0	2	1	0	0	1	0	1	0	0	0	0	0	1	0	0	3	0	1	0	1	0	0	2	0	0	1	0	0	0	2	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north15_active	80	955	1024	1467	177	276	101	107	48	459	36	28	36	31	114	36	96	15	328	68	13	70	42	7	21	31	91	193	9	8	10	12	51	1	40	11	4	2	111	20	4	1	15	0	5	2	26	12	3	7	2	10	7	0	6	3	5	0	2	5	5	1	2	2	0	3	0	0	0	0	0	2	4	1	0	0	0	0	3	0	0	12	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	2405	1620	1863	518	523	293	279	193	571	143	123	138	102	156	89	150	67	328	85	41	94	63	38	45	52	119	183	22	18	22	21	75	16	63	18	17	12	158	23	14	13	19	8	8	6	33	7	5	14	6	7	12	1	8	4	5	1	4	17	14	2	6	3	5	12	1	1	0	1	0	1	6	0	0	0	2	0	3	1	0	12	0	0	0	2	1	0	0	1	0	0	2	2	0	1	0	1	0	0	1	0	1	1	1	1	0	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north16_active	80	1003	1069	1594	199	290	92	116	37	505	30	30	42	30	117	43	118	11	311	61	15	69	40	10	25	36	106	175	10	8	10	10	65	3	59	12	4	3	153	14	6	2	14	0	5	2	32	6	2	10	4	3	8	0	4	3	3	0	2	16	13	1	1	1	1	12	0	0	0	1	0	1	5	0	0	0	0	0	3	0	0	12	0	0	0	0	1	0	0	1	0	0	2	2	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	2432	1592	1913	503	506	303	279	169	597	153	114	140	94	162	86	142	65	299	85	38	86	54	40	53	49	120	126	23	23	21	25	49	16	63	17	12	12	110	26	13	10	18	7	6	7	27	7	4	11	6	11	16	0	3	3	6	1	6	20	10	1	1	1	4	16	1	2	0	1	1	3	7	0	0	1	2	0	1	1	0	14	0	0	0	3	0	0	0	1	0	1	2	2	0	1	0	0	1	0	0	0	2	1	1	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	986	1095	1646	194	267	93	127	32	533	26	29	46	32	124	39	105	15	281	62	16	64	35	12	31	32	109	117	8	12	12	13	40	7	59	11	3	4	105	20	5	1	13	0	4	3	26	5	1	8	4	5	11	0	0	2	3	0	2	19	9	0	1	0	1	16	0	1	0	1	0	2	7	0	0	0	0	0	1	0	0	14	0	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	2437	1550	1949	501	488	295	252	191	578	157	117	122	101	162	91	148	66	302	89	41	82	54	34	54	52	158	85	24	24	27	24	47	20	68	11	12	14	112	21	15	8	15	3	6	9	23	12	7	5	6	11	7	0	4	5	5	2	5	19	14	2	2	2	1	17	3	1	0	1	1	3	9	1	0	1	2	0	1	0	1	2	0	0	1	3	0	4	1	0	0	1	2	2	1	1	0	0	1	0	0	0	1	1	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	1011	1049	1697	201	256	84	120	41	512	31	32	39	31	125	45	109	18	285	64	19	61	32	9	34	36	146	73	7	12	16	11	42	9	61	6	0	5	106	16	6	1	12	0	2	5	23	10	3	4	5	7	6	0	0	1	3	0	1	18	13	1	2	1	1	17	0	1	0	1	0	2	8	1	0	0	0	0	1	0	0	2	0	0	1	0	0	4	0	0	0	0	2	2	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	2327	1569	1832	496	474	294	239	216	573	167	133	118	100	161	78	131	71	324	85	44	69	55	31	48	57	164	90	25	23	29	18	59	25	36	12	16	19	112	19	10	5	15	2	3	13	12	11	10	3	5	10	7	1	4	6	6	2	3	14	8	3	5	4	0	18	2	1	0	0	1	2	7	1	0	1	1	0	1	1	1	2	0	1	1	2	3	4	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north19_active	80	945	1063	1564	208	252	101	116	48	509	34	38	32	30	124	35	92	20	303	57	18	56	34	8	31	39	157	79	7	13	16	8	54	9	30	6	4	7	108	14	2	1	11	0	0	6	12	8	5	2	4	6	6	1	0	1	4	0	1	13	5	2	4	3	0	18	0	1	0	0	0	1	6	1	0	0	0	0	1	0	0	2	0	0	1	0	2	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	2361	1592	1827	515	450	294	235	207	564	181	131	108	103	150	77	141	58	371	84	55	73	56	29	42	56	180	126	17	20	31	22	53	20	46	22	14	19	142	22	8	5	12	4	7	10	9	24	10	5	3	6	5	1	8	7	4	2	3	14	27	4	5	4	0	19	3	1	1	0	1	2	8	1	0	0	0	0	1	2	1	0	0	1	1	1	3	4	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north20_active	80	945	1060	1567	211	250	99	107	49	496	42	34	30	29	111	37	111	15	349	57	19	60	36	8	25	44	176	114	4	11	15	7	49	5	36	16	5	7	139	18	1	1	10	0	4	4	8	21	4	2	2	4	4	1	4	1	2	0	2	13	24	2	4	3	0	19	1	1	1	0	0	2	7	1	0	0	0	0	1	0	0	0	0	0	1	0	2	4	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	2299	1274	904	1876	419	306	453	243	204	256	783	168	115	144	89	77	157	63	140	91	59	44	156	35	163	23	86	48	18	65	76	18	26	32	23	23	13	34	12	7	21	13	11	23	4	10	6	3	9	8	4	4	9	2	5	2	2	5	8	12	2	3	2	6	1	2	3	5	1	1	1	1	0	1	6	2	14	2	2	1	0	1	0	1	2	1	2	0	0	0	2	0	0	0	1	2	0	2	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0
0.03	south21_active	80	552	648	548	1691	145	102	339	98	104	186	741	97	29	99	26	43	133	25	118	62	27	7	142	23	156	4	76	37	6	53	69	6	16	21	8	22	2	32	5	0	19	12	10	22	1	3	5	3	1	8	1	3	7	1	1	1	2	2	5	12	1	3	2	4	1	0	1	4	0	0	0	0	0	1	5	1	13	2	1	1	0	0	0	0	1	0	2	0	0	0	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	south22_all	80	2312	1229	961	1930	399	301	432	241	214	231	753	155	109	140	78	81	156	65	101	87	67	36	149	40	161	28	86	52	23	73	70	15	31	34	24	30	12	35	11	9	15	13	18	23	4	8	5	3	7	10	8	3	8	3	4	4	1	4	8	20	0	0	3	8	0	2	4	6	1	1	1	1	0	7	3	2	14	0	2	1	0	2	0	0	2	1	2	0	0	0	1	0	0	1	1	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
