label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85
0.03	north10_active	80	5646	1709	1610	1424	1966	1165	1396	134	79	138	119	37	238	195	227	50	54	43	251	41	14	63	16	13	56	27	18	4	51	9	33	7	4	0	4	11	4	1	1	1	1	1	19	0	2	3	1	2	1	1	5	0	1	0	0	0	1	0	1	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	4	1	0	0	0	0	0	0	1	1	0	0
0.03	north11_all	80	7843	2896	2081	1895	2088	1297	1505	332	258	281	230	162	266	239	277	96	109	77	238	52	35	51	41	22	43	51	37	14	45	15	37	10	6	7	5	17	16	10	7	3	5	2	9	3	4	5	3	2	2	1	0	1	1	1	1	1	5	0	0	0	2	0	1	0	12	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0
0.03	north11_active	80	5352	1614	1419	1457	1838	1081	1350	124	58	150	144	42	215	188	235	55	66	46	220	28	12	34	11	14	33	38	29	6	42	9	31	6	3	0	1	13	8	3	2	1	1	1	9	1	3	3	2	2	2	0	0	0	0	0	1	0	5	0	0	0	1	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
0.03	north12_all	80	8162	2939	2141	1923	2282	1422	1634	342	283	302	215	166	263	245	273	95	99	97	239	46	34	55	41	27	50	61	34	13	43	13	44	15	7	10	6	23	15	7	3	2	4	3	10	4	0	4	3	2	1	2	0	1	1	0	2	2	5	0	0	0	1	0	1	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	5717	1668	1515	1499	2030	1209	1475	125	64	183	132	27	203	191	225	52	58	60	226	24	14	38	14	16	42	52	26	6	39	8	39	13	5	1	3	20	7	3	1	1	0	1	10	1	0	2	3	2	1	0	0	0	0	0	1	0	5	0	0	0	1	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	8166	3029	2215	1914	2317	1440	1598	343	274	292	233	166	285	264	284	95	85	89	279	57	31	67	44	29	56	55	36	10	48	17	50	18	9	12	8	21	2	7	2	2	5	2	5	5	1	3	1	2	3	1	0	1	2	0	2	2	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	5737	1787	1581	1489	2058	1224	1445	119	68	169	141	27	228	211	237	53	42	59	260	28	13	50	21	15	51	47	27	3	44	10	45	17	6	1	4	19	2	1	0	1	1	1	5	1	1	2	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	8086	2963	2273	1904	2321	1467	1582	344	277	301	239	171	290	273	294	93	93	96	306	66	34	64	43	30	56	48	38	14	48	17	46	15	11	9	8	14	11	4	5	1	3	2	5	5	1	7	1	2	3	1	1	0	2	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	5691	1757	1647	1459	2081	1257	1425	105	66	160	148	30	224	218	244	38	51	66	288	32	13	51	22	18	50	42	28	2	42	6	40	15	7	1	5	14	9	0	3	0	2	0	5	1	1	5	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	8025	2981	2336	1883	2317	1493	1576	363	260	294	256	160	310	284	310	100	87	93	322	69	35	71	37	37	49	37	34	18	64	17	51	15	10	8	10	7	19	4	7	1	4	6	2	4	4	6	1	2	2	0	1	0	3	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	5663	1756	1681	1471	2065	1263	1419	112	65	142	143	33	248	216	263	46	56	59	301	38	9	56	21	22	42	31	25	3	60	6	48	13	5	2	3	7	17	0	3	0	3	1	2	0	1	5	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	7980	2983	2363	1887	2375	1516	1532	359	268	286	286	177	315	246	310	115	93	82	336	60	41	57	34	34	49	38	33	18	54	15	54	9	9	6	8	6	22	2	7	1	3	7	3	5	3	5	3	4	0	0	2	1	3	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	5653	1735	1706	1457	2127	1277	1391	106	65	138	158	38	249	184	266	52	66	47	320	29	12	45	21	20	40	31	24	3	47	5	51	6	4	1	2	6	19	0	4	0	2	1	0	3	0	4	2	4	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	8008	2902	2353	1944	2457	1405	1569	343	278	284	290	164	290	231	291	117	93	78	312	59	40	63	29	35	54	40	45	14	62	12	54	10	12	4	11	4	20	7	6	1	2	7	4	3	5	8	4	5	0	0	3	1	2	1	0	0	3	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	5676	1675	1690	1539	2185	1161	1438	110	66	143	161	33	237	169	245	61	68	44	295	28	13	46	9	17	42	31	29	2	56	4	50	7	7	1	2	4	17	1	2	0	1	1	1	3	1	7	2	5	0	0	3	0	0	0	0	0	3	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	8091	2852	2299	1851	2382	1347	1522	367	300	297	285	171	294	235	258	110	90	70	272	52	47	55	36	31	60	35	49	16	56	10	40	11	9	5	11	8	13	7	4	1	1	4	6	4	4	5	4	10	0	0	4	1	1	2	0	0	3	7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	5750	1612	1649	1442	2123	1124	1381	123	71	154	160	38	238	182	222	53	66	37	258	18	12	38	11	15	47	28	34	4	50	5	36	8	5	1	3	6	11	1	1	1	1	0	3	3	1	5	2	9	0	0	4	0	0	1	0	0	3	7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	8152	2847	2305	1935	2195	1351	1508	385	301	299	267	173	287	238	264	116	88	75	294	49	44	56	34	27	68	35	44	19	59	11	36	11	14	4	10	9	11	6	3	3	0	3	6	3	2	6	3	8	1	0	9	2	1	2	0	0	5	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	5757	1652	1645	1516	1946	1148	1364	143	73	155	161	32	241	191	226	53	61	32	274	19	15	36	7	13	52	27	33	3	55	4	29	9	7	0	3	7	8	1	2	1	0	1	3	2	1	5	1	7	0	0	9	0	1	1	0	0	5	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	8097	2898	2281	1846	2221	1436	1565	397	306	299	238	181	314	242	258	116	87	83	286	52	36	44	36	27	79	29	38	19	61	10	24	15	11	6	7	12	8	2	2	6	1	2	5	1	2	6	1	21	2	1	7	2	2	2	0	0	4	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	5716	1672	1622	1434	1980	1226	1410	148	70	155	141	40	259	198	223	55	51	44	261	20	11	29	10	17	66	20	31	6	58	5	18	12	6	0	2	10	6	0	1	1	1	2	4	0	0	4	1	19	0	0	7	1	1	1	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	6107	2632	2067	1172	736	1004	604	414	306	734	200	343	347	175	121	87	73	57	176	81	41	45	38	64	33	54	20	38	31	16	14	10	18	11	9	13	9	4	10	5	5	6	2	7	2	1	0	1	1	1	2	0	2	3	1	1	0	0	0	0	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	3228	1277	1388	589	168	753	374	244	104	646	75	263	299	110	61	18	14	17	148	66	14	36	10	56	7	40	4	31	21	4	9	6	15	9	7	12	6	1	7	2	0	1	1	6	0	0	0	1	0	1	0	0	0	2	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	6236	2722	2186	1204	746	1042	608	440	304	885	197	356	407	185	114	81	70	60	180	70	44	43	33	80	34	41	20	50	34	18	9	11	25	14	12	13	8	4	9	5	4	4	1	7	1	1	0	5	1	1	2	0	1	3	1	3	3	0	0	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	3438	1337	1511	636	187	809	394	263	101	801	71	277	356	116	57	17	13	15	156	60	14	30	10	73	4	30	1	44	25	5	6	6	23	11	8	12	5	1	7	2	0	1	1	7	0	0	0	5	0	0	0	0	0	2	0	3	3	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	6370	2707	2263	1204	720	1115	668	463	303	890	216	385	478	179	111	75	70	71	174	75	51	63	35	97	28	45	20	55	27	15	7	12	27	14	9	17	7	5	5	5	2	3	2	9	0	1	1	5	1	1	2	2	0	2	0	2	5	1	0	1	0	0	0	2	0	1	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	3643	1426	1633	646	180	886	459	295	103	827	92	305	437	126	57	12	12	15	155	62	17	50	10	92	2	35	5	50	20	5	6	5	26	10	5	16	6	1	4	2	0	1	1	9	0	1	1	5	0	0	0	2	0	2	0	2	4	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	6420	2710	2343	1234	728	1139	670	452	300	912	204	407	517	197	110	79	76	77	190	66	52	65	36	114	20	53	23	67	29	10	8	11	24	12	3	13	16	4	4	2	2	3	2	5	2	3	2	6	0	1	1	2	0	1	0	3	7	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south24_active	80	3720	1429	1704	677	173	930	486	287	109	847	81	335	477	153	63	13	11	18	175	50	16	51	10	110	0	39	10	61	25	4	5	4	23	4	1	12	15	0	3	1	1	1	1	5	0	3	2	6	0	0	0	2	0	1	0	3	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south25_all	80	6476	2670	2359	1237	707	1182	700	513	282	865	203	431	452	202	116	83	74	70	185	73	44	82	33	157	17	39	19	49	21	10	7	17	22	10	3	13	20	6	2	5	2	4	2	9	4	3	4	2	0	1	1	2	0	0	0	3	4	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	1
0.03	south25_active	80	3747	1418	1716	689	166	972	499	339	107	795	85	351	413	154	67	12	14	21	172	54	13	71	10	154	1	30	12	42	18	4	4	10	18	3	1	12	20	1	1	0	1	0	1	8	0	3	3	2	0	0	0	2	0	0	0	3	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south26_all	80	6446	2763	2394	1230	719	1260	705	523	281	846	204	429	444	217	125	88	77	70	191	81	38	70	25	141	21	44	21	47	25	13	5	16	26	9	11	14	27	7	6	6	2	5	0	8	6	4	5	3	0	1	2	1	0	0	0	2	2	0	2	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2
0.03	south26_active	80	3711	1412	1724	684	166	1047	490	341	109	767	89	345	401	168	75	12	18	19	174	65	9	60	10	139	2	34	14	43	24	6	2	10	23	4	7	13	26	2	4	0	2	1	0	6	1	4	4	3	0	1	1	0	0	0	0	2	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
0.03	south27_all	80	6514	2766	2282	1234	738	1226	660	504	275	877	212	432	444	224	118	78	81	62	193	85	40	64	25	140	20	36	19	41	29	16	7	15	24	7	14	16	18	10	6	7	4	6	2	7	5	4	3	3	0	2	1	4	0	0	1	1	0	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	2
0.03	south27_active	80	3716	1422	1649	688	179	1017	449	340	110	809	90	349	397	174	70	13	17	20	174	68	10	53	9	133	3	25	9	37	24	8	4	9	21	4	8	13	16	3	4	0	2	1	1	5	1	4	2	2	0	1	1	3	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1
0.03	south28_all	80	6356	2772	2294	1156	739	1203	713	484	280	849	200	425	432	211	116	86	83	66	177	113	43	61	28	124	23	46	24	53	50	16	10	17	20	8	13	23	25	8	8	3	4	4	2	1	5	3	3	5	0	2	3	4	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	2	1	0	0	0	0	0	0	1	1
0.03	south28_active	80	3695	1391	1650	646	186	1012	476	318	118	790	78	339	390	160	74	20	15	22	156	99	11	51	7	117	3	36	12	45	37	6	7	10	18	4	7	20	22	3	7	0	2	1	1	0	2	2	2	4	0	1	2	3	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0
0.03	south29_all	80	6383	2749	2293	1201	724	1171	687	490	279	840	197	424	440	199	121	84	90	61	176	119	44	55	36	94	17	44	22	57	52	14	13	19	18	7	7	22	14	6	5	1	3	3	4	0	2	2	1	3	1	2	2	3	0	1	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south29_active	80	3742	1419	1668	676	172	974	461	312	120	779	77	349	396	148	73	21	12	15	159	113	15	43	7	87	3	36	10	48	37	5	8	12	15	3	5	19	12	3	4	0	1	0	2	0	1	1	1	2	1	1	1	3	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south30_all	80	6466	2752	2362	1206	711	1211	665	487	300	894	191	438	490	212	115	95	86	60	177	137	48	70	35	119	24	57	30	43	49	9	12	19	16	7	7	13	16	3	4	3	3	7	3	1	2	2	3	8	2	0	2	0	0	1	0	0	2	1	1	1	0	1	0	0	0	0	0	1	0	0	1	2	0	1	0	1	0	0	0	1	0	0	0	0	0	0
0.03	south30_active	80	3817	1435	1710	691	166	998	434	306	114	831	74	373	439	146	64	25	13	13	158	129	20	57	5	111	4	49	17	35	36	1	8	11	10	4	4	11	15	1	4	0	1	1	1	1	1	1	2	8	2	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	6173	2562	2063	1117	699	1051	565	430	294	638	219	350	359	142	113	80	69	70	129	100	36	67	35	117	21	28	13	41	29	15	10	11	14	6	2	9	12	4	17	5	3	8	5	6	3	1	3	3	0	1	1	2	1	0	2	2	0	2	0	1	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	3246	1225	1391	577	161	798	349	251	110	555	94	291	313	97	58	20	18	18	114	76	16	48	13	95	2	19	3	35	26	4	4	4	13	5	0	6	10	1	12	1	2	3	2	6	1	1	0	3	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	6248	2614	2191	1131	703	1161	580	469	289	705	208	368	392	164	114	77	69	79	142	114	45	65	36	97	22	27	15	51	36	16	9	10	19	10	7	9	16	5	21	4	4	6	4	9	4	1	2	10	0	2	0	9	1	0	1	2	0	2	1	1	0	2	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	3384	1317	1536	623	185	934	379	289	114	625	88	316	346	116	51	19	13	21	122	91	19	47	12	82	2	20	4	46	29	3	4	6	16	7	5	9	14	2	15	1	2	1	1	8	2	0	0	10	0	2	0	7	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	6526	2684	2332	1189	715	1230	595	493	299	853	223	360	454	196	118	80	66	77	150	109	46	59	35	97	26	33	16	53	42	11	14	14	21	8	13	15	17	5	20	5	4	4	7	11	5	1	3	13	0	2	0	9	1	0	2	2	0	1	1	1	2	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	3707	1358	1696	686	212	1008	404	298	110	759	103	310	408	143	58	17	15	22	127	86	20	46	11	87	3	26	4	49	34	3	6	7	17	6	9	14	16	2	15	2	1	1	3	10	3	0	1	13	0	2	0	7	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	6424	2753	2317	1234	710	1315	622	470	304	798	215	339	461	195	125	92	66	65	173	110	52	62	33	126	20	31	16	61	41	12	17	12	26	7	18	14	11	6	28	5	2	1	6	12	2	1	2	12	0	1	1	8	0	1	2	12	0	0	1	0	2	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	south34_active	80	3726	1435	1691	743	202	1112	418	303	114	712	98	286	405	136	57	17	18	21	149	82	20	51	9	116	3	23	6	58	33	3	7	7	23	5	12	12	11	1	23	2	0	0	2	11	2	0	1	12	0	1	0	8	0	1	0	11	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	6504	2733	2320	1248	727	1262	639	470	307	809	195	341	466	203	130	97	72	67	177	95	49	55	34	125	21	39	20	54	40	12	17	13	17	7	17	10	8	8	31	5	3	1	6	12	2	0	1	7	0	0	2	1	0	1	3	10	0	1	0	0	2	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	4	0	1	0	0	0	0	0	0	0
