label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107
0.03	north6_all	80	22483	14467	6713	4378	4471	3458	3431	1993	1251	1012	1507	1068	889	518	660	1239	719	352	582	302	366	298	352	130	217	193	92	159	70	70	75	128	43	51	30	43	69	24	16	47	22	20	28	27	13	15	33	17	11	9	3	11	4	15	17	7	5	7	1	1	1	1	1	8	8	7	1	1	2	2	0	0	8	0	0	0	1	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	9987	7889	3194	1921	2439	1877	2019	1099	568	416	876	572	484	229	351	861	419	162	375	166	233	177	235	66	126	118	43	105	32	32	31	65	23	30	11	18	57	10	9	28	11	13	16	13	8	3	22	6	3	5	0	5	3	10	14	3	5	5	1	0	1	1	0	8	6	5	1	0	2	2	0	0	8	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	22498	14088	6556	4303	4486	3329	3351	1929	1280	1018	1423	1049	803	511	622	1163	722	348	575	303	303	264	328	124	196	176	105	156	78	66	72	127	43	45	30	38	48	25	20	24	25	21	33	30	13	13	33	17	10	6	3	8	3	14	15	4	12	3	1	0	2	0	0	8	5	5	2	2	2	3	0	1	8	0	0	0	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	9964	7590	3036	1895	2467	1774	1978	1023	599	426	835	560	429	225	323	792	430	173	333	166	184	144	209	63	109	107	50	104	39	29	28	65	18	20	12	17	39	11	10	13	12	9	18	15	7	1	21	8	3	2	0	3	3	8	13	1	11	2	1	0	2	0	0	8	3	3	1	1	2	3	0	1	8	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	22555	13817	6374	4381	4445	3297	3217	1873	1283	1036	1370	1005	782	489	566	1104	610	315	526	304	298	227	305	121	196	139	108	164	74	56	74	106	45	57	34	32	52	28	19	24	22	16	28	33	10	13	27	15	12	8	2	6	1	11	15	3	8	3	3	2	2	0	0	4	1	2	4	2	2	1	0	1	0	0	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	10032	7388	2940	1946	2411	1730	1845	959	579	432	812	555	416	220	302	732	354	158	303	160	164	110	186	62	113	73	44	100	32	20	35	74	17	32	14	16	35	10	10	14	13	6	22	15	4	4	18	11	2	3	0	1	1	9	13	0	6	2	2	1	2	0	0	3	0	1	2	2	2	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	22566	14117	6536	4399	4528	3332	3279	1885	1329	1055	1370	1035	794	506	590	1122	626	316	496	293	301	231	308	134	181	147	96	165	73	57	67	106	56	73	37	24	72	30	19	28	21	18	24	29	12	14	16	18	13	7	2	3	4	9	17	4	11	3	2	2	2	0	0	1	0	1	3	2	0	1	0	1	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	10019	7524	2975	1956	2451	1769	1888	983	568	460	804	564	418	234	324	728	367	163	298	151	156	127	171	59	103	84	43	100	31	21	34	72	23	42	19	11	54	10	9	16	15	6	14	15	6	8	9	13	4	2	0	1	1	6	13	2	6	1	1	1	1	0	0	0	0	0	1	2	0	1	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	22531	14581	6624	4342	4695	3514	3507	1999	1268	1083	1385	1070	874	538	626	1192	626	319	506	273	328	245	314	140	210	150	104	140	87	57	65	111	60	74	39	21	82	30	12	39	15	13	28	41	17	11	16	19	13	7	1	2	5	15	4	4	7	3	2	3	4	1	0	1	0	1	3	2	0	1	0	0	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	9905	7878	3048	1925	2591	1877	2045	1057	552	498	812	578	479	235	353	764	365	163	327	143	178	147	165	61	133	83	45	73	38	24	33	80	31	41	18	8	55	10	5	23	9	9	16	24	7	8	9	9	5	2	1	1	2	10	1	3	1	1	1	1	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	22226	15611	6912	4250	4848	3614	3701	2156	1191	1075	1670	1142	858	530	718	1358	658	368	574	303	368	294	470	147	216	183	101	198	84	78	79	154	72	54	25	47	72	20	28	49	23	17	19	19	13	11	51	8	11	8	9	5	6	10	9	1	8	10	3	0	3	3	3	1	4	4	4	5	0	0	0	3	1	1	1	0	0	1	4	0	3	0	0	0	2	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	1	0
0.03	north11_active	80	9719	8766	3382	1898	2702	1967	2237	1166	532	510	1004	636	488	262	404	874	414	188	376	163	231	176	271	72	137	110	56	88	46	47	52	97	41	26	13	25	49	7	11	30	15	8	13	8	12	5	37	3	4	3	5	4	3	5	4	1	3	8	1	0	3	2	1	1	2	4	3	5	0	0	0	3	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	22242	15495	6794	4277	4992	3511	3614	2119	1240	1084	1656	1216	908	521	689	1273	650	383	635	310	332	302	454	126	229	193	98	175	84	73	92	145	64	54	31	44	105	21	27	33	20	23	30	36	15	11	39	11	7	5	11	3	5	10	13	1	1	8	5	3	3	2	2	1	6	4	1	6	3	0	0	3	1	0	1	0	0	0	3	1	3	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north12_active	80	9682	8666	3263	1881	2849	1943	2202	1125	544	504	1014	714	507	250	393	810	380	207	414	177	198	165	286	60	145	128	49	94	45	41	58	101	36	32	20	22	51	8	9	16	11	12	24	25	11	5	26	3	3	2	5	2	3	5	6	1	1	7	1	1	2	2	1	1	3	4	1	0	1	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	22371	15261	6763	4299	4990	3611	3544	2154	1272	1077	1772	1192	919	507	661	1167	702	383	644	303	349	340	454	127	261	194	110	188	86	76	94	142	58	57	42	46	156	26	24	31	30	17	24	52	17	13	39	13	7	4	7	2	4	6	10	1	1	7	4	4	2	2	0	2	6	4	1	6	3	0	0	1	2	0	0	1	0	0	5	1	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north13_active	80	9881	8573	3217	1919	2805	2052	2154	1189	564	489	1063	697	522	242	375	785	415	208	406	182	207	167	312	66	165	139	50	92	44	42	50	91	34	37	23	28	92	11	6	15	21	8	18	34	12	4	26	5	3	3	4	2	3	1	7	1	1	7	1	2	1	2	0	0	2	4	1	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	22446	15060	6688	4383	5024	3604	3513	2180	1277	1073	1682	1229	872	527	656	1180	732	389	648	296	338	324	401	130	278	171	99	182	87	70	94	132	51	71	47	39	150	29	20	27	31	16	52	48	17	9	20	19	10	5	8	6	3	7	11	1	2	4	4	5	2	1	0	2	4	0	1	7	5	0	0	1	2	0	0	1	0	2	5	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	9908	8339	3149	1944	2811	2044	2118	1217	562	506	1008	714	474	241	352	702	452	222	415	158	192	168	275	70	183	114	43	109	45	38	48	81	27	48	23	21	89	13	7	15	22	6	30	35	10	1	14	8	5	2	4	3	2	4	7	1	2	4	1	2	1	1	0	0	1	0	0	0	3	0	0	1	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	22439	14821	6738	4349	4987	3666	3429	2161	1270	1039	1590	1186	853	553	673	1205	677	385	603	281	335	295	405	135	284	172	102	187	96	72	89	123	54	62	57	38	130	27	25	32	38	20	42	53	15	11	17	17	14	7	7	10	2	9	9	5	3	2	4	3	2	0	1	2	3	0	3	1	4	1	0	3	1	0	0	1	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	9944	8122	3151	1972	2740	2043	2035	1235	564	476	945	675	467	245	358	741	420	202	391	137	186	155	280	67	182	104	45	107	49	36	48	76	31	42	26	18	77	12	11	14	23	8	16	40	10	3	11	8	6	4	3	4	2	7	6	3	2	2	3	1	0	0	0	0	1	0	0	0	3	1	0	3	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	22580	14419	6569	4404	4749	3569	3335	2121	1328	1027	1440	1146	818	551	656	1178	641	374	587	260	299	255	384	146	240	178	100	169	102	70	72	119	50	86	42	36	94	30	27	25	25	24	55	39	15	10	17	16	13	11	6	11	2	12	7	4	2	3	4	3	1	1	1	1	0	2	3	2	2	1	0	4	5	0	0	0	0	2	2	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north16_active	80	9984	7767	3064	2013	2590	1961	1930	1156	612	460	840	632	423	231	348	718	405	192	397	122	169	152	256	64	152	105	47	94	51	33	36	74	27	60	19	11	70	12	12	11	14	10	25	30	10	4	9	9	5	6	3	4	1	9	4	2	1	2	3	1	0	1	0	0	0	1	0	1	2	1	0	4	5	0	0	0	0	2	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	22593	13963	6387	4533	4577	3392	3269	2008	1313	1007	1438	1058	821	547	641	1123	615	336	510	247	332	243	332	140	232	181	98	164	113	69	75	109	45	80	35	34	79	21	27	34	20	26	36	40	14	8	25	13	12	12	5	11	2	8	4	6	3	5	4	3	3	1	2	1	0	2	6	4	1	1	1	3	5	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
0.03	north17_active	80	10177	7427	2937	2076	2478	1795	1870	1052	599	423	829	585	401	215	321	704	358	160	327	118	180	153	228	59	143	95	52	100	53	32	34	64	20	59	17	7	63	9	12	18	8	10	20	30	9	4	18	7	4	5	3	6	1	6	1	3	1	3	2	1	2	1	0	1	0	1	4	2	1	1	0	3	5	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north18_all	80	22833	14032	6338	4537	4450	3364	3281	2002	1300	1014	1512	1031	835	535	621	1117	660	325	505	252	329	253	371	140	217	178	89	148	115	62	65	89	49	78	37	33	77	24	26	40	19	16	44	21	18	6	30	13	10	15	3	9	1	7	4	4	4	8	1	10	2	4	1	3	0	2	6	4	0	2	2	3	5	1	1	0	0	0	0	2	0	0	0	0	0	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
0.03	north18_active	80	10256	7485	2946	2105	2367	1801	1851	997	610	434	827	565	398	217	312	692	382	157	295	122	185	148	241	53	133	91	43	87	54	25	30	43	22	56	21	10	63	9	11	22	10	6	20	12	10	1	24	5	3	7	1	3	0	4	1	2	3	4	0	4	2	1	0	3	0	1	4	2	0	1	0	3	5	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north19_all	80	22613	14458	6448	4367	4521	3402	3319	2012	1256	1045	1573	1032	888	542	633	1159	721	334	493	264	339	268	347	143	268	200	81	150	98	59	64	101	48	71	45	32	93	20	20	41	19	20	43	28	20	6	28	10	9	14	5	8	2	6	7	4	11	7	1	8	7	3	2	3	0	3	4	4	1	1	3	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
0.03	north19_active	80	10199	7838	3035	1982	2427	1799	1861	998	562	470	849	581	449	226	317	701	432	174	286	134	196	156	224	61	178	101	36	95	50	30	34	48	19	50	25	12	63	6	10	25	13	9	25	20	8	3	24	3	4	6	1	2	1	3	1	2	4	4	0	3	3	0	0	3	0	2	4	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north20_all	80	22323	14831	6644	4296	4705	3435	3412	2080	1230	1023	1572	1103	865	524	650	1366	696	353	568	279	321	297	369	143	263	244	90	153	105	61	78	126	48	68	60	38	64	20	23	40	19	19	43	23	22	12	22	11	8	10	4	6	3	9	6	2	10	8	4	9	7	5	3	3	0	2	0	3	1	2	2	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north20_active	80	9968	8095	3157	1946	2550	1884	1911	1052	562	451	862	622	448	225	352	778	435	174	332	142	196	176	244	64	180	132	34	94	60	33	48	75	20	41	30	18	29	8	12	28	13	12	25	14	10	5	22	3	3	5	1	0	1	6	1	1	4	3	1	3	3	1	0	2	0	2	0	3	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south21_all	80	22132	15444	6767	4403	4856	3650	3678	2306	1191	1115	1632	1145	886	512	750	1206	754	359	599	309	428	287	432	146	250	208	97	188	98	84	69	137	60	77	45	33	99	37	25	21	19	22	39	43	19	17	7	14	7	9	2	12	3	10	7	4	41	3	3	0	0	1	2	8	1	2	3	2	1	2	3	2	1	1	2	0	2	0	0	0	1	0	3	1	0	1	0	0	0	4	4	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	9882	8479	3257	1917	2708	2008	2167	1259	535	483	982	638	512	236	425	763	471	181	363	166	267	164	310	65	154	134	48	131	60	41	32	82	33	50	21	20	51	19	16	12	11	7	26	37	10	9	4	10	4	8	1	11	1	3	7	3	39	1	1	0	0	0	0	8	0	0	3	2	1	2	1	2	0	1	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	22233	15432	6790	4331	4978	3641	3772	2184	1168	1085	1628	1179	903	510	766	1191	780	351	607	311	399	273	426	153	209	199	93	200	92	78	71	130	58	70	34	39	125	34	24	24	28	21	34	37	20	17	9	18	6	10	4	7	2	6	2	5	18	5	4	3	1	1	2	11	4	2	0	3	1	1	3	2	1	0	2	0	3	1	0	0	0	0	3	0	0	0	0	0	0	4	4	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	9943	8563	3262	1933	2766	2005	2229	1178	514	471	977	671	516	223	431	733	480	176	366	174	246	156	279	70	116	113	50	133	58	42	37	86	38	45	17	23	71	19	16	14	16	6	21	34	11	12	2	9	5	8	3	6	1	3	2	3	16	2	2	3	0	0	1	11	3	0	0	2	1	0	1	2	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	22506	15508	6819	4226	5024	3625	3699	2152	1177	1105	1641	1168	908	512	727	1231	731	362	596	311	393	273	369	151	207	192	74	189	96	69	70	145	47	71	39	43	128	26	19	27	34	15	35	38	11	20	26	14	6	10	6	10	2	5	3	4	8	4	6	3	2	1	3	11	5	6	0	3	3	1	3	3	1	0	1	4	2	1	0	0	0	0	3	0	0	0	1	0	0	0	4	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	10005	8566	3273	1855	2823	2005	2208	1191	514	473	971	654	499	233	394	755	456	188	366	162	244	166	226	63	103	117	39	115	56	35	46	103	27	41	17	24	75	14	10	15	21	5	22	34	7	15	19	8	5	6	3	8	0	3	3	2	4	1	3	3	0	0	1	11	5	1	0	2	3	0	0	3	0	0	0	4	1	0	0	0	0	0	3	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	22442	15441	6918	4169	4932	3659	3672	2131	1243	1087	1659	1208	946	512	729	1250	746	362	617	306	360	283	376	160	217	203	80	220	88	63	67	131	51	69	43	52	121	24	24	34	34	12	23	38	11	13	29	13	8	10	10	5	2	4	6	2	8	5	3	5	2	3	4	3	8	7	0	3	3	2	1	2	1	0	0	4	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	9888	8614	3319	1836	2751	2014	2168	1161	547	490	1018	684	518	239	378	798	480	198	387	159	216	175	226	70	114	108	38	140	50	32	46	105	25	40	18	28	78	9	11	18	19	5	11	28	4	11	22	3	5	3	3	4	0	0	5	0	5	2	2	3	0	2	2	3	8	1	0	2	3	1	0	2	0	0	0	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	22397	15372	7016	4251	5014	3672	3560	2129	1264	1090	1653	1223	981	527	718	1290	774	372	570	291	339	277	372	160	231	188	86	233	79	68	75	135	56	72	51	48	68	19	22	31	32	6	22	39	13	15	29	8	9	11	9	11	2	6	14	0	5	5	4	5	1	3	3	4	5	9	0	3	2	2	1	3	0	0	0	4	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	9830	8681	3323	1852	2800	2012	2137	1173	556	486	1005	689	552	245	387	824	504	207	390	139	195	190	222	70	126	106	44	132	40	35	47	109	21	38	27	24	35	8	12	13	14	3	10	24	5	10	22	3	4	2	2	9	1	2	12	0	3	2	3	3	0	2	1	3	5	2	0	2	2	1	0	3	0	0	0	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	22323	15212	6957	4349	4966	3603	3596	2194	1273	1112	1681	1217	953	506	698	1330	769	351	603	285	352	291	356	168	212	190	111	251	80	74	69	125	57	70	60	51	87	14	25	26	25	12	24	35	17	15	17	12	8	11	8	16	3	7	15	3	3	6	4	4	1	4	5	2	4	9	0	0	2	2	0	2	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south26_active	80	9712	8614	3268	1940	2745	1972	2146	1229	539	512	1009	674	554	222	381	832	511	195	410	134	212	206	215	82	124	105	56	153	41	39	33	89	21	43	36	25	57	6	13	11	8	5	13	17	7	8	5	7	4	3	2	11	2	2	13	2	3	1	4	0	0	2	3	1	4	2	0	0	2	1	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	22269	15337	7026	4378	4909	3614	3798	2236	1257	1066	1652	1174	917	542	727	1240	749	343	549	309	367	303	335	152	230	187	98	223	81	72	67	120	58	70	51	47	69	18	20	27	24	14	26	27	16	16	22	7	8	7	8	16	5	7	13	6	2	4	5	2	1	2	3	2	2	4	0	0	2	1	0	1	0	0	1	0	0	4	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south27_active	80	9752	8640	3321	1909	2705	2034	2271	1252	536	514	976	667	513	233	417	796	477	183	366	158	224	196	194	72	150	107	52	139	39	35	35	82	24	40	33	18	45	11	10	9	8	4	16	13	8	9	5	6	4	2	3	11	4	2	10	3	1	1	5	0	1	1	2	1	1	1	0	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
