label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38
0.03	north9_all	80	6776	9045	1427	990	624	385	400	182	139	89	68	59	154	65	30	21	69	18	9	2	7	2	11	4	4	0	1	2	0	0	0	1	0	0	0	0	0	0	0
0.03	north9_active	80	2601	8132	540	537	334	181	290	73	60	33	20	18	144	53	7	14	65	13	1	2	5	1	11	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	6842	9155	1383	999	624	399	398	187	137	99	59	57	162	67	27	20	58	21	10	2	10	2	10	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	2591	8281	509	531	340	196	290	73	54	33	18	16	150	56	8	15	55	18	2	2	7	1	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	6559	6569	1383	914	583	385	321	170	133	87	83	44	104	40	23	19	32	11	2	8	5	2	3	1	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	2167	5518	439	466	302	162	208	47	41	26	17	13	84	32	4	7	30	7	0	6	3	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	6620	7432	1405	964	594	392	366	175	128	82	73	51	114	65	21	21	24	9	4	17	4	2	3	0	0	4	0	1	2	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	2264	6460	461	503	308	169	244	55	44	22	19	19	92	57	4	8	21	7	1	15	3	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	6630	8292	1404	985	619	377	417	161	120	87	68	58	129	67	20	15	27	8	4	19	5	5	11	2	0	3	0	1	3	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	2436	7379	490	540	340	162	278	55	40	26	19	22	106	58	3	6	24	6	1	16	3	0	11	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	6649	8989	1400	955	636	357	422	159	119	82	68	50	135	83	25	13	28	9	7	19	4	4	13	2	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	2563	8083	506	531	349	157	288	61	38	23	19	22	117	77	2	6	25	7	2	16	3	0	13	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	6614	9035	1373	932	661	363	391	162	107	91	72	45	118	70	30	8	38	8	9	8	3	7	14	2	0	1	1	2	1	0	0	0	1	0	0	0	0	0	0
0.03	north15_active	80	2575	8158	498	526	350	155	260	60	37	27	14	16	102	61	7	4	34	6	2	3	1	2	14	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	6641	9110	1389	958	627	355	400	151	116	91	78	48	110	68	29	15	40	11	7	6	2	6	8	1	0	1	1	2	1	0	1	0	1	0	0	0	0	0	0
0.03	north16_active	80	2631	8234	497	534	311	152	279	52	39	29	17	13	99	58	8	12	36	8	2	3	0	2	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	6706	9168	1383	986	626	345	420	169	117	97	76	48	99	56	25	19	53	14	5	8	4	5	10	0	0	1	1	2	1	0	1	0	1	0	0	0	0	0	0
0.03	north17_active	80	2671	8350	486	534	310	152	291	60	42	27	20	13	94	44	8	12	48	12	2	5	3	2	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	6750	9135	1428	954	635	352	448	166	97	102	75	46	97	70	24	23	52	15	4	8	6	2	6	1	1	1	0	0	2	0	1	0	1	0	0	0	0	0	0
0.03	north18_active	80	2626	8292	480	518	329	149	313	60	32	33	17	14	89	56	7	14	49	12	2	5	5	0	6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	6834	8993	1398	961	632	355	471	191	101	96	74	47	79	79	21	13	45	19	6	13	6	2	3	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north19_active	80	2648	8119	451	512	328	159	337	72	30	30	14	17	71	64	6	5	42	17	2	10	6	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	6862	8847	1456	965	618	341	449	182	105	96	74	48	90	75	22	17	37	21	6	15	3	3	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	2656	7971	500	526	330	153	317	68	38	30	15	18	80	62	6	6	35	19	1	12	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	6773	8959	1382	961	639	405	423	160	143	94	64	51	111	79	16	16	79	12	5	7	12	1	4	2	0	1	1	2	3	0	0	0	0	0	0	0	0	1	0
0.03	south21_active	80	2595	8097	497	524	358	170	303	59	57	27	12	17	99	74	4	6	75	4	0	5	9	0	3	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	6746	7977	1402	948	599	414	389	164	146	105	67	64	108	68	17	10	41	14	6	6	12	1	10	2	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	2476	7087	506	516	324	181	271	52	56	30	10	21	91	61	5	3	36	8	2	5	9	0	9	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	6616	7146	1404	951	585	386	371	171	137	103	71	69	102	61	19	17	26	17	5	2	3	2	8	2	1	2	1	1	3	0	0	0	0	0	0	0	1	0	0
0.03	south23_active	80	2349	6203	483	507	312	172	248	56	48	27	13	16	86	53	4	5	21	9	2	2	0	0	8	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0
0.03	south24_all	80	6636	7275	1404	944	602	394	373	168	131	101	76	66	110	54	19	22	24	16	5	1	3	1	8	2	1	3	0	0	0	0	1	0	0	0	0	0	1	0	0
0.03	south24_active	80	2315	6336	449	516	310	176	245	56	46	26	16	17	93	48	3	8	18	13	3	1	1	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south25_all	80	6587	7916	1406	929	645	375	369	178	126	93	74	55	118	66	20	24	31	14	4	4	2	1	5	2	1	3	0	0	0	0	1	0	0	0	0	0	1	0	0
0.03	south25_active	80	2335	7027	430	511	352	169	250	64	46	28	17	13	101	60	2	10	24	10	2	3	1	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south26_all	80	6645	8994	1395	973	687	360	388	195	116	92	67	55	128	74	19	22	51	12	5	8	3	1	12	2	0	2	0	0	0	0	1	0	0	1	0	0	1	0	0
0.03	south26_active	80	2474	8085	436	543	374	165	276	78	45	29	18	14	114	68	3	7	45	10	2	6	1	0	9	2	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0
0.03	south27_all	80	6729	8884	1399	985	681	371	386	195	120	89	61	55	117	66	25	16	46	11	9	13	2	1	20	2	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0
0.03	south27_active	80	2563	8014	432	543	366	179	281	80	46	26	21	13	102	60	4	6	40	9	2	9	1	0	18	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south28_all	80	6740	8969	1381	1014	667	372	364	193	121	98	59	62	133	59	28	15	42	12	11	11	1	2	19	2	1	2	0	0	0	1	0	0	1	1	0	1	0	0	0
0.03	south28_active	80	2590	8098	458	548	364	180	270	77	49	34	18	18	116	51	6	5	38	9	2	7	0	0	18	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south29_all	80	6708	9019	1399	998	671	397	341	198	149	92	55	46	132	63	24	15	34	21	11	18	3	4	11	4	2	3	2	1	0	1	0	0	1	1	0	1	0	0	0
0.03	south29_active	80	2618	8148	487	525	360	187	244	75	58	26	15	12	121	53	5	8	30	17	2	16	0	1	10	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south30_all	80	6600	8650	1415	1006	655	395	347	199	136	94	73	46	127	61	19	14	31	19	9	15	3	3	13	6	2	3	2	1	0	1	0	0	1	0	0	1	0	0	0
0.03	south30_active	80	2484	7802	496	525	342	178	253	75	55	32	17	13	122	48	4	9	26	14	1	11	1	1	12	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	6801	8787	1416	908	696	395	373	167	108	78	47	39	119	61	14	15	40	10	8	11	11	6	2	1	1	2	0	4	1	2	0	0	1	0	0	0	0	0	0
0.03	south31_active	80	2684	7843	487	475	337	174	275	64	41	37	12	13	111	52	0	10	38	7	4	4	8	4	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	6773	7972	1400	904	651	395	363	171	118	82	54	40	116	48	23	15	46	8	8	14	10	5	0	3	1	1	0	1	1	2	0	1	1	0	0	0	0	0	0
0.03	south32_active	80	2501	7026	467	452	312	168	251	69	37	30	14	15	109	41	2	8	44	5	5	10	9	3	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south33_all	80	6727	7273	1401	912	632	376	393	194	122	87	59	46	103	38	23	15	36	10	7	11	4	2	7	3	0	0	0	1	0	2	1	1	0	0	0	0	0	0	0
0.03	south33_active	80	2367	6315	421	441	314	159	269	81	40	31	14	15	96	29	3	8	34	6	3	7	2	1	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south34_all	80	6585	7317	1411	934	611	399	379	193	127	86	63	46	116	47	25	12	43	13	8	10	3	2	8	4	2	1	0	1	2	1	1	1	0	0	0	0	0	0	0
0.03	south34_active	80	2278	6374	447	464	315	159	260	73	39	31	15	15	107	36	4	7	34	8	5	8	2	0	8	0	1	0	0	1	2	0	0	1	0	0	0	0	0	0	0
0.03	south35_all	80	6679	8117	1400	955	608	417	384	193	126	78	63	52	128	63	22	11	31	10	6	14	2	2	8	4	2	1	0	2	2	1	1	0	0	0	0	0	0	0	0
0.03	south35_active	80	2461	7200	479	495	319	177	282	81	46	26	18	19	117	50	4	4	23	6	3	12	1	0	8	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	6751	9037	1413	964	606	400	381	197	142	87	72	60	131	70	18	13	39	14	6	14	0	2	2	2	2	1	0	2	3	0	1	1	0	0	0	0	0	0	0
0.03	south36_active	80	2615	8135	510	511	319	175	275	93	51	31	23	20	117	56	4	4	29	9	2	13	0	0	2	0	1	0	0	2	2	0	0	1	0	0	0	0	0	0	0
0.03	south37_all	80	6704	9081	1417	946	595	398	393	200	145	80	59	63	126	85	20	16	39	16	7	13	2	1	1	2	2	0	0	2	1	0	0	1	0	0	1	0	0	0	0
0.03	south37_active	80	2584	8142	474	500	304	180	290	86	51	31	23	18	107	75	4	6	36	13	2	12	1	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
0.03	south38_all	80	6644	9025	1401	966	590	376	394	198	142	80	62	62	132	99	22	15	41	17	9	2	3	2	7	0	2	0	1	0	1	1	0	1	1	0	1	0	0	0	0
0.03	south38_active	80	2574	8097	497	507	298	170	289	83	44	39	25	13	113	92	3	5	37	13	3	1	1	0	7	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south39_all	80	6583	8727	1380	912	626	375	381	197	132	92	60	49	134	94	27	22	42	18	10	3	3	3	8	3	2	0	1	0	0	1	0	0	1	0	1	0	0	0	0
0.03	south39_active	80	2489	7808	486	482	322	157	284	73	38	42	21	16	120	83	4	11	36	14	3	2	1	1	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	6412	7827	1365	913	589	386	387	177	131	79	76	47	109	91	25	21	47	12	5	2	3	5	8	3	2	0	1	0	0	1	0	1	1	0	0	0	0	0	0
0.03	south40_active	80	2307	6888	479	467	288	154	304	59	48	31	23	16	96	79	5	11	41	9	2	1	1	3	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
