label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150
0.03	north6_all	80	4839	4358	1561	1228	950	1578	620	760	745	597	504	301	198	323	386	225	114	192	138	104	95	72	134	77	71	53	101	107	57	62	49	60	42	37	71	32	30	34	11	32	25	19	10	14	16	9	16	10	12	15	12	4	7	7	11	6	22	6	11	4	3	9	9	4	1	5	4	6	4	2	5	4	3	5	1	1	4	1	0	0	2	0	0	7	0	0	1	4	1	2	1	4	4	1	0	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north6_active	80	2228	2641	759	621	466	986	337	451	473	390	320	153	93	190	242	110	45	117	77	54	53	35	70	44	36	28	66	74	37	37	31	28	19	20	44	15	14	21	5	20	18	10	8	7	6	2	9	6	7	12	7	1	3	4	4	3	16	1	2	3	1	4	3	2	1	3	3	6	1	0	0	1	2	3	1	1	1	0	0	0	1	0	0	7	0	0	1	3	1	2	0	4	4	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north7_all	80	4874	4634	1559	1269	960	1729	676	767	754	682	535	301	206	328	353	263	124	211	144	95	91	69	151	66	76	46	109	112	50	73	48	67	35	37	66	39	33	32	16	27	36	22	11	20	18	9	13	7	8	22	10	6	4	9	15	8	25	5	11	3	4	6	9	4	1	4	6	8	3	4	4	3	3	5	2	0	5	3	0	0	3	1	0	7	1	0	2	2	1	2	1	1	3	1	3	2	0	0	1	0	0	1	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	2309	2880	747	668	463	1116	379	487	479	432	339	150	100	184	212	142	47	119	75	49	52	38	81	38	36	26	70	84	30	42	28	34	17	22	34	20	15	19	6	17	28	12	8	11	5	3	8	3	4	17	6	2	1	5	8	5	16	1	1	3	2	2	3	1	0	2	3	7	2	1	1	0	2	3	1	0	2	1	0	0	2	1	0	7	0	0	1	1	1	2	0	1	3	1	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	4914	4922	1562	1286	991	1793	728	777	826	677	559	344	215	354	360	244	127	210	137	86	89	81	163	71	77	49	117	135	44	81	40	58	47	45	62	35	24	31	20	33	40	19	14	23	19	17	15	6	10	24	13	6	5	8	16	8	22	5	9	8	3	6	7	3	5	6	6	6	2	8	4	3	1	3	2	0	5	2	2	1	4	2	2	5	1	2	4	1	0	1	1	1	3	1	4	1	0	0	1	0	0	1	0	3	1	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	2373	3087	798	687	485	1162	386	507	547	435	359	177	101	205	200	127	47	121	66	38	47	50	99	39	39	27	75	95	27	50	18	33	29	27	26	17	12	21	8	14	30	11	7	11	4	6	9	3	6	19	9	2	1	4	7	7	12	1	3	8	2	3	2	2	3	4	3	4	1	4	1	1	1	2	1	0	2	1	1	1	3	1	2	5	0	1	2	1	0	1	0	1	3	1	3	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	4987	5042	1599	1276	948	1760	735	760	812	624	507	338	216	347	355	242	116	237	138	96	86	91	162	61	67	49	131	113	47	92	42	63	44	42	73	32	22	33	22	25	35	20	15	22	21	19	15	7	11	21	12	8	7	11	13	9	25	2	6	9	3	3	4	4	7	5	6	7	4	8	7	2	1	1	1	2	5	3	4	3	5	2	2	9	2	2	5	0	1	0	1	1	3	1	4	1	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	2381	3272	816	690	470	1132	389	471	545	378	311	177	103	211	225	139	50	136	68	42	47	52	103	32	34	22	82	77	28	61	22	40	28	21	26	17	12	21	11	10	25	10	9	10	7	6	11	4	9	14	5	5	2	4	6	6	13	1	4	7	3	2	1	3	4	4	2	5	3	4	4	1	1	0	0	0	3	2	2	1	5	1	2	9	1	1	2	0	0	0	0	1	3	1	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	5012	5095	1649	1306	956	1725	743	808	819	596	511	331	207	328	410	242	112	222	137	103	99	102	139	61	70	49	127	131	55	97	49	59	45	36	72	35	22	38	18	39	22	20	20	18	20	23	18	11	11	14	12	8	8	13	12	10	14	3	6	11	2	4	4	3	9	5	7	10	3	9	6	1	2	1	3	2	5	3	5	3	6	3	2	8	1	3	4	1	2	0	0	2	3	2	3	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	2372	3283	850	674	468	1084	391	512	566	371	316	184	100	197	270	148	56	125	68	46	50	54	88	28	38	20	86	84	36	59	28	39	28	16	36	18	13	22	11	15	12	12	12	9	10	8	12	6	8	10	5	6	2	7	3	6	8	0	5	7	2	3	1	3	5	4	2	8	2	4	5	1	2	0	1	0	4	2	2	1	5	1	2	8	1	1	2	1	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	5097	4745	1608	1242	899	1600	660	789	759	628	510	315	176	308	376	252	118	219	141	105	117	83	130	71	71	67	104	129	57	97	53	65	25	45	68	36	30	45	26	55	25	14	13	12	6	14	19	10	9	20	9	6	9	12	11	7	9	9	6	6	6	5	5	0	2	1	4	8	4	3	1	4	6	5	1	3	3	1	1	1	4	1	0	2	1	0	0	0	0	1	6	1	2	3	0	0	1	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	north11_active	80	2407	2938	793	643	448	1004	334	486	480	419	306	151	78	182	251	156	52	132	76	45	56	40	86	36	35	30	64	87	38	65	33	40	12	20	42	17	19	24	16	37	13	7	7	1	1	5	11	3	5	12	7	3	4	5	6	3	6	5	4	4	3	2	2	0	1	0	1	8	2	2	0	3	3	4	1	2	0	0	0	1	3	0	0	0	0	0	0	0	0	1	5	0	2	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	4941	4537	1588	1220	905	1513	640	741	691	573	455	301	187	289	346	228	124	211	130	97	109	75	119	68	73	67	111	115	57	92	50	68	33	41	71	29	35	49	20	36	21	18	12	12	9	14	24	7	17	16	10	5	8	10	9	6	8	7	5	6	5	6	5	3	4	0	3	10	4	4	4	2	3	3	1	5	2	1	1	1	4	0	0	1	2	1	0	0	0	3	6	1	2	3	0	2	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north12_active	80	2285	2723	767	617	442	943	329	447	431	371	274	157	90	180	238	135	57	125	63	35	48	32	76	35	37	33	72	82	36	63	33	39	17	21	40	15	23	29	9	22	13	9	5	1	3	6	12	3	8	7	7	2	3	3	5	3	5	5	3	4	3	2	2	0	2	0	1	10	2	2	4	1	2	2	1	3	0	0	1	1	3	0	0	0	1	0	0	0	0	2	5	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	4773	4183	1554	1198	857	1448	606	720	680	526	462	279	211	278	332	221	139	216	125	81	107	76	107	63	62	65	92	131	51	82	36	67	25	35	61	24	28	44	15	38	21	17	17	15	10	12	24	5	17	15	12	11	4	9	5	8	6	9	7	5	6	5	4	3	4	2	4	2	4	6	5	2	3	2	1	8	0	1	2	1	1	0	1	2	2	1	1	0	0	3	3	0	2	2	0	2	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
0.03	north13_active	80	2172	2476	747	598	408	897	290	427	402	335	274	143	109	159	211	127	52	122	52	35	48	36	63	28	33	35	51	102	32	51	23	40	11	18	25	14	20	27	6	23	14	10	6	5	4	3	11	1	9	6	8	3	0	2	1	5	1	6	4	3	2	2	2	0	2	0	1	2	1	1	4	1	1	1	1	7	0	0	1	1	1	0	0	0	1	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	north14_all	80	4684	4204	1561	1223	900	1555	607	712	702	570	467	271	215	269	319	223	160	194	115	72	99	89	116	61	53	57	98	133	55	70	40	47	31	36	71	21	31	54	13	26	27	22	21	13	12	12	23	9	14	9	12	10	5	6	8	8	6	9	10	5	4	3	5	4	4	2	3	3	2	5	8	1	1	2	1	9	0	1	4	1	1	0	1	1	1	2	4	1	0	2	2	1	0	2	1	2	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
0.03	north14_active	80	2164	2522	764	631	435	1009	301	420	432	376	279	139	111	140	198	135	69	115	47	28	52	46	62	32	28	28	55	98	32	39	29	28	17	22	33	11	20	34	4	14	14	13	8	6	5	3	9	3	6	4	9	5	1	0	3	5	2	5	7	3	1	1	3	0	2	0	0	3	0	1	5	0	0	1	1	8	0	0	2	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	north15_all	80	4740	4547	1601	1230	900	1709	632	728	733	587	501	298	221	272	367	228	165	209	136	80	95	88	127	68	51	50	107	140	50	55	44	54	29	30	75	21	30	52	15	35	26	21	22	11	13	9	25	11	9	6	11	13	4	5	8	6	5	11	8	3	5	1	6	7	5	3	4	5	2	6	9	2	1	1	1	9	0	4	4	1	0	0	1	3	0	1	7	1	0	0	3	1	2	1	2	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
0.03	north15_active	80	2218	2842	777	643	444	1147	323	428	449	383	305	157	105	137	229	137	65	132	64	36	52	42	59	36	24	20	61	102	28	31	28	25	16	16	49	11	19	33	5	22	11	13	10	5	5	3	13	4	4	4	6	8	3	1	4	5	2	6	5	2	0	0	3	3	2	0	1	4	0	2	6	1	0	0	1	8	0	1	1	0	0	0	0	0	0	1	4	0	0	0	1	1	2	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	north16_all	80	4787	4890	1602	1264	955	1853	646	764	779	621	518	299	231	282	359	223	153	206	146	84	87	96	149	77	50	44	107	127	65	51	47	49	41	25	83	26	31	52	20	43	23	18	13	11	14	8	21	12	6	3	9	6	7	5	7	4	4	11	8	2	6	1	5	7	4	3	5	7	1	5	6	1	3	1	1	4	1	5	4	2	0	0	0	2	1	1	8	1	0	0	4	1	2	1	2	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north16_active	80	2252	3097	796	671	471	1234	337	459	477	405	314	161	114	153	225	128	67	138	78	34	44	44	69	45	21	16	62	89	35	32	25	24	23	15	45	13	21	33	8	27	12	9	7	3	7	4	14	5	4	2	4	5	5	2	5	2	3	7	5	1	1	1	2	5	2	1	3	4	0	2	4	1	2	1	1	3	0	2	2	0	0	0	0	0	0	1	5	0	0	0	2	1	2	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	4976	4992	1582	1280	944	1846	692	789	753	621	546	299	215	311	374	240	140	216	148	88	81	90	165	81	52	50	116	143	62	61	41	62	42	22	66	21	34	46	23	55	20	17	16	16	13	8	18	9	11	10	12	6	9	6	11	2	6	8	3	7	9	2	6	8	3	4	4	8	0	6	6	1	2	4	1	2	1	5	3	2	0	1	0	3	2	0	7	1	0	0	2	1	2	1	2	2	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
0.03	north17_active	80	2341	3179	791	671	461	1218	370	490	447	366	337	157	102	180	242	146	67	139	79	38	46	39	90	50	22	20	69	81	32	33	24	31	24	13	36	11	15	31	12	43	10	5	10	5	8	5	13	6	6	5	7	4	5	4	8	1	4	5	1	3	2	1	2	6	2	3	4	4	0	3	3	1	2	4	1	1	0	2	1	0	0	0	0	0	0	0	5	0	0	0	2	1	2	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	4953	4901	1658	1325	984	1736	716	833	748	609	547	293	223	309	368	239	130	231	140	79	87	83	165	95	56	57	109	158	57	59	46	62	45	18	63	27	32	44	24	67	15	23	13	25	16	9	13	8	12	15	13	9	11	8	14	4	9	8	4	7	7	4	4	5	4	3	7	6	1	7	6	1	5	4	2	3	5	2	1	1	0	1	0	2	2	1	1	0	0	0	1	0	0	0	1	4	1	1	0	2	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
0.03	north18_active	80	2360	3063	827	701	479	1110	391	511	450	353	338	159	103	179	230	141	67	134	66	35	40	38	104	54	25	30	65	81	31	32	27	37	26	6	30	11	13	29	9	45	8	8	7	11	9	6	10	5	7	9	8	5	6	3	10	2	5	6	1	3	2	1	0	4	3	3	5	3	1	3	5	1	5	4	1	2	4	2	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	2	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	5006	4929	1714	1335	971	1678	721	796	767	574	566	284	199	295	364	251	147	222	137	87	103	78	157	87	61	57	99	166	56	68	47	70	41	16	72	30	31	49	25	79	19	21	13	24	15	10	17	6	14	19	15	8	11	10	17	5	11	6	6	8	4	4	4	6	3	5	4	9	3	7	3	1	4	3	3	3	5	0	0	0	0	1	0	2	2	5	3	0	0	1	1	0	0	0	1	3	0	2	0	1	1	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north19_active	80	2378	3060	868	718	483	1069	401	492	467	331	360	158	91	175	220	151	70	126	58	42	46	33	99	48	28	28	61	82	26	35	29	40	26	5	34	10	13	27	8	54	10	9	4	12	8	7	14	4	9	10	8	2	3	3	11	2	6	4	1	5	1	0	0	5	3	3	2	5	1	3	2	1	4	3	2	2	4	0	0	0	0	0	0	0	1	5	2	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	4929	4983	1718	1284	988	1702	699	832	741	560	576	296	198	278	353	272	159	247	137	91	108	80	134	93	59	59	102	140	52	72	50	65	36	24	76	30	25	57	24	66	15	22	17	21	16	11	14	7	17	26	19	9	11	11	17	6	15	7	7	7	1	3	4	4	3	4	3	7	5	4	2	2	5	0	2	4	5	0	0	0	1	2	0	1	3	5	3	3	0	5	1	7	1	0	1	3	0	1	0	2	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
