label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170
0.03	north6_all	80	3425	1415	890	997	688	636	1401	1657	334	230	536	135	140	194	124	163	93	97	363	346	90	59	42	162	49	39	39	57	183	46	43	32	35	22	38	65	28	29	14	17	20	41	20	18	54	10	10	14	18	22	11	15	30	11	58	10	3	8	6	6	16	4	7	2	5	4	2	8	6	6	6	3	3	3	3	18	4	1	5	4	3	2	1	6	2	2	0	2	5	3	2	2	1	0	1	1	1	1	0	0	1	0	0	0	0	2	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	1778	569	303	665	462	434	1303	1582	211	98	464	44	61	134	22	116	25	44	329	323	54	7	10	137	16	11	24	29	166	19	13	10	15	7	3	58	16	22	5	5	9	36	13	8	49	4	0	7	13	20	6	6	26	1	57	7	1	5	6	2	14	3	6	1	1	0	2	6	6	6	4	0	2	2	1	17	3	1	5	3	3	2	1	4	0	2	0	1	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	3338	1432	909	980	701	661	1369	1685	350	227	512	146	151	177	137	124	103	80	358	345	96	65	51	178	43	46	55	59	127	41	38	33	32	29	36	66	25	31	12	18	16	44	16	20	54	9	11	15	17	24	19	18	27	12	55	12	4	7	10	5	14	4	13	2	6	5	3	7	7	6	6	3	2	4	1	12	3	3	4	3	13	2	0	6	2	5	2	2	4	1	0	2	2	0	0	2	2	0	0	0	1	0	0	0	0	2	1	0	0	1	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	1706	557	308	679	467	444	1268	1600	218	97	438	40	64	124	29	82	33	33	329	319	53	8	9	147	11	11	30	37	112	18	11	9	10	7	4	60	13	23	5	2	6	38	13	8	52	5	0	6	10	17	14	10	23	0	53	8	2	4	9	1	13	4	10	1	3	1	2	5	7	6	4	0	1	3	1	11	2	1	4	3	12	2	0	5	0	5	1	1	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	3304	1439	882	922	731	651	1483	1681	357	220	544	159	143	179	131	130	105	95	330	288	91	68	58	193	51	38	53	45	121	36	34	35	27	29	22	65	17	31	11	22	13	32	19	23	40	10	12	17	18	27	26	17	24	9	53	11	4	11	14	6	17	7	12	2	4	4	2	5	9	5	5	2	3	3	3	8	1	3	3	3	12	1	0	6	2	6	3	1	4	1	1	2	3	0	0	2	2	0	0	0	1	1	0	0	1	2	1	0	1	1	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north8_active	80	1707	556	287	621	488	425	1389	1591	221	92	477	38	59	119	27	98	37	38	304	265	46	11	7	154	14	8	27	29	106	19	10	8	7	7	2	59	9	22	4	2	4	26	14	13	35	4	1	6	7	19	22	10	19	0	51	7	3	8	12	1	17	6	8	1	3	1	1	4	8	5	2	0	1	2	1	7	1	1	3	3	11	1	0	5	0	6	1	1	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north9_all	80	3337	1452	903	991	765	633	1550	1701	351	239	597	173	142	201	130	165	102	88	299	236	92	65	55	192	52	44	61	40	109	31	34	29	30	23	21	45	16	36	13	17	12	31	18	18	48	10	15	18	14	23	36	14	24	8	56	9	6	13	16	7	21	9	22	2	4	4	2	3	8	3	5	2	2	3	6	3	1	2	2	4	12	2	0	4	1	25	4	1	2	1	1	1	3	0	0	2	1	0	0	0	0	1	0	2	1	3	0	1	1	0	0	0	0	6	0	1	0	0	3	0	0	0	0	0	0	0	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north9_active	80	1694	543	296	675	514	419	1450	1605	220	99	530	48	52	149	28	114	33	30	271	214	46	12	8	162	14	5	32	28	99	16	9	5	9	7	2	39	10	27	5	0	7	25	11	11	41	3	2	7	4	13	33	9	21	0	53	6	5	9	13	1	19	5	18	0	3	1	1	2	7	2	2	0	1	2	1	2	1	0	1	1	11	1	0	3	0	25	2	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	1	0	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north10_all	80	3352	1459	944	1054	748	628	1573	1638	322	212	604	166	151	221	116	182	88	95	290	242	96	68	56	164	46	48	50	39	125	30	30	28	32	23	24	59	19	45	12	20	14	38	19	18	48	13	15	15	16	17	33	10	26	7	30	6	7	16	18	5	18	7	19	5	7	2	3	4	7	2	4	4	4	3	7	4	2	0	3	3	4	2	1	3	2	24	3	2	2	1	2	1	3	1	0	1	1	0	0	0	1	1	0	2	5	2	0	1	4	0	0	1	0	6	1	0	0	1	3	0	1	0	0	0	0	0	1	6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north10_active	80	1702	566	296	731	507	424	1464	1553	206	89	532	50	52	163	30	122	24	36	264	219	55	16	9	142	11	5	28	25	114	13	7	4	10	4	5	53	13	36	6	3	8	34	10	13	43	5	6	5	9	9	31	4	21	2	26	2	7	13	14	1	16	2	17	2	5	0	1	3	6	1	0	1	2	2	1	4	1	0	2	0	3	1	0	3	0	24	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	5	1	0	1	4	0	0	1	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north11_all	80	3201	1396	896	1002	703	604	1229	1280	317	228	465	176	145	190	120	157	95	72	276	346	75	56	58	130	64	47	57	40	118	43	40	34	38	30	28	50	21	36	17	25	24	34	17	24	50	14	13	15	23	19	26	10	16	6	22	10	4	11	9	8	22	4	27	4	3	6	3	6	2	4	3	1	6	8	4	6	3	2	6	3	8	4	1	3	2	9	2	0	1	1	2	2	1	2	1	1	2	2	0	1	1	2	0	5	1	1	1	0	0	0	1	1	0	0	4	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	1561	485	270	691	462	408	1084	1177	185	103	385	45	55	128	27	103	22	23	251	320	42	9	12	108	12	6	28	20	105	24	17	6	11	9	6	40	15	27	5	8	8	27	10	20	38	5	6	3	17	11	22	5	9	1	15	2	1	6	8	4	20	1	23	3	2	1	3	5	2	2	1	0	3	4	1	3	2	1	5	2	2	2	0	0	0	8	1	0	0	1	1	2	0	0	0	0	2	2	0	1	0	1	0	5	1	0	1	0	0	0	1	0	0	0	2	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	3115	1407	873	876	667	567	1060	1047	295	219	391	182	144	192	106	142	92	77	193	255	78	57	60	100	69	40	47	37	98	40	33	38	36	23	32	46	17	27	11	23	20	25	15	24	39	11	13	11	22	14	19	14	16	8	19	8	7	10	4	6	20	5	20	3	6	5	3	4	1	8	2	2	7	6	3	6	4	2	5	5	9	6	0	2	4	11	1	0	2	2	3	3	3	2	0	1	2	2	0	2	1	2	1	5	1	0	2	0	0	0	1	1	0	0	4	2	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	1438	433	248	571	397	373	912	947	165	86	313	39	50	124	23	93	20	26	169	228	36	8	15	81	9	7	25	18	84	18	12	11	12	5	6	35	11	20	3	8	7	20	8	16	27	3	4	2	17	7	13	6	8	2	16	2	3	6	3	2	15	2	17	1	1	2	2	3	1	5	1	0	3	4	0	3	2	1	4	4	3	2	0	0	0	10	0	0	1	1	1	1	0	0	0	0	2	2	0	2	0	1	1	5	1	0	2	0	0	0	1	0	0	0	2	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	3082	1439	895	924	681	560	1074	1172	306	220	374	167	151	185	126	167	94	89	197	219	87	55	61	124	72	49	54	46	96	33	36	35	30	29	29	47	15	32	12	21	21	32	14	15	47	12	9	7	19	12	22	13	21	5	23	14	11	10	6	4	16	5	14	4	8	7	2	5	10	11	2	1	6	3	1	7	3	2	4	6	9	7	1	3	4	9	1	0	7	2	3	3	3	0	0	2	2	2	0	1	2	0	1	4	1	0	2	1	0	0	0	1	0	0	3	2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	1410	453	243	610	398	367	934	1082	169	92	292	36	57	113	29	121	24	29	168	194	44	10	15	108	13	10	32	23	83	15	14	12	11	6	6	30	9	23	4	11	6	26	8	6	34	3	1	1	15	5	16	7	13	2	18	8	6	6	5	2	10	3	11	1	2	2	1	3	10	6	1	0	2	1	0	5	1	0	3	3	3	2	1	2	0	8	0	0	7	1	1	1	0	0	0	1	1	2	0	1	0	0	1	4	1	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	3189	1464	904	975	708	572	1111	1413	337	220	450	153	147	194	124	163	96	93	223	255	87	60	62	152	78	41	52	38	107	34	32	39	26	31	30	49	23	44	12	18	26	40	17	11	36	11	8	6	15	20	18	11	19	5	14	11	10	11	16	3	17	5	8	3	10	7	5	5	13	19	2	3	4	7	0	8	3	4	7	6	3	9	2	3	3	8	0	1	10	1	1	2	3	0	0	1	3	1	0	1	1	1	6	0	0	1	1	1	0	0	0	0	0	0	2	1	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	1537	472	269	656	444	396	989	1343	210	76	367	31	66	126	27	117	24	34	201	238	46	16	22	137	18	10	33	23	97	14	13	11	13	11	5	33	14	34	5	13	6	35	9	2	27	3	1	2	14	11	12	5	14	1	12	8	6	8	15	0	12	2	7	0	2	2	4	3	12	14	1	0	1	5	0	6	1	1	6	2	3	6	2	2	0	6	0	1	10	0	0	0	0	0	0	1	2	1	0	1	0	0	6	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	3313	1454	916	1039	740	635	1226	1669	342	236	535	148	158	199	115	189	99	94	277	305	110	63	60	188	60	42	65	46	118	35	32	31	24	32	24	43	23	51	15	15	21	42	14	8	45	12	8	6	12	25	13	9	20	9	30	12	8	11	20	2	11	3	10	3	10	7	4	6	34	16	2	3	3	8	2	8	0	3	7	4	2	8	4	7	4	7	0	2	12	1	0	1	1	0	0	1	3	0	0	0	1	1	6	0	0	2	1	1	0	2	0	0	1	4	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	1743	506	273	740	485	464	1117	1600	215	97	453	36	80	133	25	138	25	30	255	286	65	17	21	169	14	12	44	28	108	18	11	8	12	14	8	31	13	40	7	12	4	35	8	4	37	4	1	2	10	14	8	6	15	2	28	9	5	10	19	0	7	1	7	0	5	3	4	3	33	13	1	0	0	6	1	5	0	1	7	1	2	5	4	5	2	5	0	2	11	0	0	0	0	0	0	1	2	0	0	0	0	0	6	0	0	1	1	0	0	1	0	0	0	4	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	3449	1463	913	995	718	672	1246	1679	353	232	573	158	160	184	113	190	79	86	320	335	117	67	67	196	53	38	60	51	129	39	31	27	23	31	25	50	24	57	16	15	20	40	16	9	51	8	9	9	12	28	17	13	9	9	45	5	3	7	21	4	10	3	24	3	8	7	4	4	30	11	4	4	3	8	2	8	0	3	6	2	1	6	3	5	6	7	0	3	11	0	0	0	0	0	0	1	2	0	0	2	1	1	6	0	4	2	0	1	1	2	1	0	2	4	0	1	0	0	0	0	1	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	1801	542	276	730	465	498	1139	1608	228	92	492	39	80	131	28	128	18	28	295	320	73	20	27	174	13	8	41	33	120	20	13	6	12	13	7	37	12	45	7	10	4	32	9	4	44	2	0	3	9	19	14	9	6	1	45	3	2	7	19	1	6	1	22	1	5	4	4	2	28	8	1	0	0	6	1	4	0	1	6	1	0	5	3	4	4	6	0	2	10	0	0	0	0	0	0	1	2	0	0	1	0	0	6	0	3	1	0	0	1	1	1	0	1	4	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	3437	1469	922	940	695	643	1374	1841	352	221	591	168	158	201	124	184	96	88	376	332	114	68	60	239	46	39	58	59	129	45	34	25	23	29	22	43	21	44	23	12	16	46	18	11	55	6	13	9	12	30	14	12	14	12	47	5	4	13	12	5	12	6	27	2	7	6	2	4	40	12	6	3	2	6	3	11	2	2	5	2	1	7	2	5	6	6	1	5	9	0	1	0	1	1	1	0	2	0	0	2	0	1	2	1	4	2	0	1	1	2	1	0	2	4	0	1	0	0	0	0	0	0	0	2	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	1816	545	281	681	442	472	1238	1756	222	89	510	45	73	143	37	132	26	34	345	315	80	20	26	212	13	8	41	29	121	24	15	6	10	12	9	35	10	38	9	6	3	39	10	6	47	1	3	2	9	22	11	8	8	3	46	2	2	10	10	2	9	3	23	1	4	3	1	3	39	10	3	0	0	3	1	6	1	1	5	1	0	5	2	3	4	4	1	4	8	0	1	0	1	0	0	0	2	0	0	1	0	0	2	1	3	1	0	0	1	1	1	0	1	4	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
