label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128
0.03	north6_all	80	5043	3497	1437	1010	963	614	425	502	564	322	233	207	177	385	163	114	131	226	154	158	85	77	129	96	37	44	79	40	40	32	19	57	46	27	16	16	34	26	11	29	12	22	14	21	12	9	14	7	16	7	9	4	17	3	3	9	2	2	6	7	2	3	4	2	2	0	9	6	4	3	3	1	0	1	1	3	3	1	1	1	1	2	3	1	0	0	0	0	3	0	1	0	0	1	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	2577	2043	715	481	561	305	210	273	341	161	109	100	81	237	79	57	65	125	98	107	39	44	89	54	16	24	45	17	20	15	9	33	29	16	11	7	25	18	6	16	6	13	13	12	6	0	8	4	8	4	4	3	13	1	0	4	1	1	3	6	1	2	2	0	0	0	7	3	1	2	2	1	0	0	0	2	2	0	0	0	1	2	3	1	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	5023	3461	1391	1041	1021	631	418	515	596	304	235	209	160	377	157	123	121	260	148	153	91	75	136	87	36	42	82	38	43	29	22	59	54	21	17	18	40	19	9	21	16	23	11	15	14	11	11	6	23	7	9	6	20	5	3	7	1	2	5	5	3	3	3	2	2	0	7	3	3	3	3	2	0	1	1	2	1	1	1	1	1	1	2	1	0	2	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	2603	2023	713	511	581	313	197	273	361	140	111	95	69	236	83	59	63	149	95	102	41	43	95	49	18	17	50	17	22	14	12	37	36	7	9	5	32	14	6	12	8	13	8	6	7	2	5	3	12	3	5	4	16	5	0	3	0	1	2	3	2	3	2	0	0	0	7	2	2	2	1	1	0	0	0	2	0	0	0	0	1	1	2	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	5137	3453	1374	1046	1124	646	424	502	608	298	228	217	177	366	152	110	111	216	133	168	93	75	117	83	36	42	62	41	39	35	20	60	55	25	22	18	40	22	9	14	13	30	17	18	9	13	10	7	25	5	12	11	11	7	5	5	0	1	4	7	2	2	2	2	0	1	5	2	3	2	3	2	1	2	0	2	0	0	1	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	2703	2001	689	521	666	331	208	277	378	127	104	98	92	232	69	48	63	127	79	104	45	39	80	45	17	21	33	16	27	19	11	44	38	11	13	4	29	17	4	6	7	18	8	11	5	4	7	4	16	1	8	8	10	6	0	1	0	0	2	4	1	2	2	0	0	1	5	2	2	2	0	1	1	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	5198	3455	1370	1040	1092	656	409	497	575	286	231	226	200	345	141	109	113	229	134	169	85	69	131	63	37	40	57	41	43	29	21	57	53	30	32	21	39	22	9	19	15	28	19	16	3	14	9	6	21	9	7	10	11	7	13	2	1	1	1	6	3	2	4	1	0	2	0	0	1	2	2	2	1	1	1	1	0	0	1	0	3	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	2743	2009	677	505	645	326	192	276	334	123	101	102	112	212	66	42	61	143	81	98	46	38	87	31	19	19	26	19	25	16	13	43	36	15	20	5	26	15	4	11	10	17	10	10	1	5	8	4	13	3	6	7	11	5	8	0	1	1	0	3	2	2	4	0	0	1	0	0	1	2	0	1	1	0	1	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	5298	3435	1358	1084	1115	651	440	474	549	294	224	224	196	368	136	113	130	227	131	190	94	63	126	59	45	44	57	45	43	30	23	48	41	32	38	26	42	24	9	24	16	23	15	16	0	13	18	4	23	10	4	8	10	5	23	3	1	2	1	6	2	2	6	1	1	3	0	0	1	0	2	2	3	1	1	1	0	1	4	0	5	1	1	1	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north10_active	80	2776	1989	660	534	652	317	192	283	330	137	95	112	115	236	62	45	68	134	81	107	56	34	86	32	23	21	26	20	26	16	10	36	29	18	24	10	25	11	4	11	8	13	8	9	0	5	12	2	13	5	3	6	9	3	17	3	1	2	0	4	1	0	6	0	0	2	0	0	1	0	0	2	2	0	1	1	0	0	0	0	4	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north11_all	80	5109	3351	1482	1001	1074	677	412	502	600	238	236	214	184	320	139	112	120	242	158	194	72	72	97	52	31	42	74	43	45	23	27	48	49	52	37	20	30	26	18	24	19	20	17	16	11	16	10	4	12	10	5	4	17	7	7	2	5	4	9	3	2	0	1	2	1	1	4	2	3	1	1	1	0	5	0	1	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	1	1	1	1	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	2681	2002	772	516	606	369	205	245	364	121	115	103	101	204	60	47	53	153	99	112	29	29	58	30	8	21	47	18	32	9	11	26	34	33	26	9	19	15	8	18	13	13	14	12	5	10	5	2	6	9	3	3	13	5	1	0	4	0	5	0	1	0	0	1	0	1	1	0	1	0	1	1	0	2	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	5063	3414	1470	957	1068	682	437	504	620	211	238	216	192	340	136	105	118	236	168	204	75	73	101	52	39	51	68	47	48	21	24	57	67	48	38	22	28	20	21	28	21	17	19	11	13	16	12	2	16	10	8	4	15	4	7	4	4	5	10	8	2	1	1	4	1	2	6	4	3	2	6	0	0	5	0	2	0	3	1	1	0	2	0	0	0	0	0	1	0	0	0	1	1	1	2	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
0.03	north12_active	80	2651	2011	765	485	573	360	210	255	377	100	122	105	103	213	57	51	60	153	101	123	30	33	57	31	12	32	46	22	28	6	10	32	46	34	30	10	19	8	11	21	14	8	15	9	6	9	6	2	10	8	5	3	13	1	1	0	3	1	4	5	1	0	0	3	0	1	4	2	1	0	5	0	0	2	0	1	0	2	1	1	0	2	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north13_all	80	5061	3447	1472	969	1070	664	431	512	643	207	243	222	207	356	137	113	126	248	168	193	79	59	123	60	46	53	68	40	56	20	22	50	66	32	24	23	25	23	22	28	18	25	19	21	12	12	8	5	11	10	4	5	21	7	9	4	1	7	8	11	2	1	1	4	1	4	6	3	2	2	5	4	0	5	1	1	1	5	1	1	1	3	0	0	0	2	1	1	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north13_active	80	2653	2008	754	511	580	365	204	275	397	99	114	114	108	218	55	60	66	156	97	118	36	24	75	34	17	33	43	14	31	4	9	29	47	17	20	13	17	9	8	21	11	17	14	9	6	6	5	3	9	8	3	3	15	4	0	0	0	4	3	8	1	0	0	3	0	3	6	3	2	0	4	4	0	2	0	0	0	5	1	1	1	2	0	0	0	2	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north14_all	80	5089	3527	1478	995	1044	626	422	514	602	224	225	226	207	359	131	106	125	249	164	189	90	66	136	67	49	54	68	34	58	19	25	56	60	25	23	27	24	24	17	38	14	30	14	25	11	10	11	7	7	8	6	4	14	5	5	5	8	4	7	10	2	2	3	4	1	3	7	6	2	2	7	5	1	0	2	2	1	6	1	1	2	1	3	0	0	2	1	1	0	0	0	0	0	0	1	0	0	3	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0
0.03	north14_active	80	2703	2048	719	521	574	334	185	285	383	101	110	113	98	224	57	55	71	148	92	114	46	28	83	39	21	29	41	14	27	6	11	33	41	13	16	13	16	13	5	32	8	23	7	13	6	5	7	4	6	6	2	3	9	3	0	0	4	4	3	8	2	1	2	3	0	2	7	5	2	0	4	5	0	0	0	0	0	5	1	1	2	0	3	0	0	2	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
0.03	north15_all	80	5224	3486	1417	987	1031	616	428	508	577	257	237	212	219	379	127	104	123	233	157	187	88	69	134	65	49	52	73	29	59	21	31	45	45	22	22	34	25	19	18	40	7	23	17	26	10	9	11	6	4	6	3	6	13	6	8	5	8	5	4	5	7	5	4	2	1	4	6	4	2	0	10	6	2	1	3	2	1	8	1	1	2	1	3	0	1	2	1	0	0	0	0	2	0	0	0	0	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north15_active	80	2773	1994	664	526	577	340	199	287	366	118	118	111	104	263	58	47	70	127	90	106	44	31	84	41	24	28	40	11	31	12	14	27	29	13	14	19	17	11	5	30	3	19	7	12	6	6	9	3	4	4	0	4	7	3	3	1	4	3	1	3	5	3	2	1	0	3	6	3	2	0	4	5	1	0	1	0	0	7	1	0	2	0	3	0	1	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north16_all	80	5309	3377	1401	1008	1046	647	414	470	571	292	240	200	202	365	125	106	106	235	162	201	85	66	147	65	50	49	87	24	48	24	34	48	37	25	32	35	22	18	15	35	6	21	16	20	7	14	12	3	3	10	3	8	8	3	6	5	9	4	5	2	8	4	5	1	2	3	6	4	4	0	6	3	2	3	2	2	0	7	1	1	1	0	4	0	1	2	1	0	0	0	1	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north16_active	80	2802	1934	647	530	604	359	189	249	376	133	120	97	98	258	63	46	58	130	98	128	43	29	99	37	23	30	48	10	22	13	12	29	23	15	20	19	12	11	6	23	3	17	6	11	4	9	6	1	1	5	0	5	6	0	3	2	4	1	2	1	6	3	3	0	1	2	2	3	4	0	0	1	1	2	1	0	0	5	1	0	1	0	3	0	1	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north17_all	80	5295	3288	1372	1044	1050	669	414	475	585	270	228	204	201	386	145	108	106	245	154	208	82	56	135	52	43	50	75	27	52	29	31	42	34	39	26	27	30	17	15	47	6	13	17	12	10	14	17	2	8	10	3	10	5	4	10	5	6	6	4	7	8	7	7	1	3	3	7	1	4	0	4	3	2	3	1	3	0	4	1	1	0	0	3	1	1	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north17_active	80	2740	1863	642	532	598	355	189	250	353	127	108	111	96	281	64	45	54	142	94	138	42	25	83	28	20	33	42	13	23	16	13	24	20	18	18	17	16	9	7	33	3	8	7	9	6	7	11	1	4	3	2	6	2	1	5	2	1	3	1	0	6	5	3	0	3	2	3	1	3	0	0	1	1	2	1	2	0	2	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north18_all	80	5112	3401	1408	1058	1059	679	425	492	578	254	234	201	208	421	152	124	120	260	126	194	92	48	140	54	49	50	81	36	49	29	29	44	30	43	32	25	38	23	13	48	12	15	20	9	12	15	19	5	12	8	4	11	4	4	12	8	4	6	4	8	8	5	7	0	3	3	8	1	5	1	1	3	1	2	0	4	0	1	0	1	0	0	3	2	0	2	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	2634	2014	653	545	614	361	180	267	355	115	99	98	96	312	70	59	60	172	78	135	42	22	88	29	22	32	50	13	24	12	15	24	19	20	19	15	22	13	5	34	5	7	10	7	7	8	11	3	6	2	2	7	1	3	6	5	2	3	1	1	7	4	4	0	3	2	4	1	3	1	0	1	1	2	0	3	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	5016	3450	1479	1079	1063	678	416	500	573	247	221	212	195	445	147	121	134	244	125	166	95	55	138	59	48	57	89	44	52	31	26	59	40	40	30	20	42	24	16	46	12	13	20	14	11	11	18	6	15	12	5	10	5	4	15	5	5	5	4	8	5	3	5	1	2	3	9	1	4	1	0	1	0	1	1	4	0	0	2	1	0	1	5	2	1	2	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	2614	2067	706	537	619	354	169	263	355	108	99	99	94	337	70	52	68	162	82	105	44	24	86	28	21	36	61	16	29	10	14	36	25	20	16	10	23	15	7	34	5	6	12	12	7	5	11	3	7	6	3	9	4	3	6	3	4	4	0	2	5	2	3	0	2	2	9	1	2	1	0	1	0	1	0	3	0	0	0	0	0	0	4	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	4910	3531	1497	1064	1053	673	423	502	595	241	224	218	194	465	137	115	153	250	116	148	85	55	133	63	46	61	75	47	43	33	25	63	40	37	25	24	39	32	13	39	11	11	24	17	8	10	14	7	13	9	6	11	5	5	16	5	11	7	4	3	4	2	5	1	1	4	7	0	4	1	0	3	0	4	1	2	0	0	2	1	0	1	2	1	1	3	1	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
0.03	north20_active	80	2545	2150	724	535	615	336	173	271	373	109	100	95	97	344	68	55	80	166	71	83	43	24	88	31	20	41	49	19	27	10	13	39	23	23	14	15	24	18	5	31	3	6	16	15	6	4	9	2	6	5	5	9	4	3	6	3	9	6	0	2	4	2	2	0	1	3	7	0	1	1	0	3	0	0	0	1	0	0	0	0	0	0	2	1	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south21_all	80	12872	5120	1893	919	961	607	722	433	807	292	480	230	308	459	108	113	110	133	98	176	98	74	131	46	76	76	55	39	29	60	24	65	20	23	26	65	19	10	11	43	27	7	13	25	9	10	12	8	9	4	10	7	4	4	12	9	4	3	5	2	6	3	4	3	2	2	1	2	1	5	1	0	7	1	3	2	0	1	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	8432	3299	1057	439	564	298	421	218	530	164	319	120	196	348	45	59	63	62	51	120	58	34	84	21	52	43	38	18	12	38	11	48	10	10	16	44	7	5	7	25	16	5	6	19	6	7	5	3	4	1	5	5	2	4	9	2	2	0	2	1	4	1	4	0	0	0	0	0	0	3	1	0	7	1	3	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	13107	5159	1931	913	972	640	744	460	829	312	494	242	298	467	111	113	106	127	93	161	103	74	129	45	74	80	48	27	35	58	22	55	17	24	27	63	15	9	14	34	26	7	15	19	7	10	8	4	1	1	13	8	3	4	9	6	2	2	2	2	4	2	3	4	2	0	2	1	1	4	1	1	4	1	3	2	0	1	0	4	1	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	8660	3376	1126	428	561	316	471	256	552	170	331	123	176	346	52	59	56	66	43	110	51	34	84	18	47	41	29	10	19	33	10	39	6	12	18	49	5	6	11	26	16	6	9	16	5	8	3	2	1	1	8	6	2	3	6	2	1	0	1	1	3	1	2	0	0	0	1	0	0	2	1	0	4	1	3	0	0	0	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	12771	5110	1885	950	966	613	727	491	845	312	493	247	298	445	103	109	101	140	101	124	103	80	116	49	77	65	50	27	35	79	28	51	17	20	20	47	18	11	18	25	25	7	16	24	8	9	5	4	5	11	11	8	5	4	7	9	2	1	5	4	3	2	2	4	0	1	3	1	0	4	0	1	4	0	2	3	0	0	0	2	1	2	1	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	8438	3329	1077	447	552	291	455	270	546	165	319	135	163	333	45	60	53	75	44	83	54	38	79	24	42	27	24	7	20	49	14	34	4	11	11	31	6	8	10	18	14	7	10	20	6	7	2	3	5	8	9	6	4	1	5	2	1	0	4	1	2	1	1	0	0	0	1	0	0	2	0	0	4	0	2	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
