label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130
0.03	north12_active	80	15911	2246	1734	336	744	795	438	747	173	609	804	227	452	637	106	29	105	43	42	24	266	106	16	38	106	153	39	112	28	19	24	12	13	38	30	24	51	11	16	22	11	34	5	23	6	4	14	10	12	7	1	1	24	6	9	3	1	2	0	2	3	12	5	5	9	4	0	1	1	1	0	1	2	4	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	5	0	0	1	0	0	0	6	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	18012	3537	2574	1280	1238	1143	737	1004	467	693	932	383	512	745	235	203	215	107	117	90	325	143	66	80	105	172	75	131	48	32	38	25	35	57	37	34	57	25	27	22	21	55	13	22	9	9	13	16	10	12	6	7	29	12	7	6	5	0	5	5	6	9	6	6	10	7	2	2	2	2	2	2	4	5	3	2	1	1	0	0	0	0	0	1	0	0	0	0	0	5	1	0	1	0	2	0	6	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north13_active	80	15997	2124	1699	351	730	773	447	801	168	566	828	239	438	675	116	44	105	40	45	24	294	107	18	39	76	144	43	118	26	16	22	7	12	47	27	24	53	13	19	14	11	50	5	18	4	3	7	10	9	5	1	4	28	6	6	2	1	0	0	2	6	9	5	4	9	6	0	1	1	1	0	1	3	5	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	2	0	6	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	17690	3533	2627	1316	1225	1164	731	970	449	769	982	380	521	703	239	190	208	113	135	105	322	135	65	74	99	169	84	123	57	33	49	28	35	57	30	41	51	24	22	24	24	47	9	25	8	9	10	21	12	14	8	10	48	13	6	5	6	2	4	6	12	12	2	3	9	8	0	2	3	3	2	3	4	7	3	4	0	4	0	0	4	1	1	0	0	0	0	0	1	5	0	0	1	0	2	0	3	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
0.03	north14_active	80	15675	2138	1720	374	705	807	435	753	164	625	856	249	439	626	112	45	105	47	54	35	291	100	15	29	72	146	45	108	31	18	23	6	9	47	20	32	45	13	15	15	13	43	3	22	4	3	5	14	11	4	4	6	45	9	5	3	2	1	0	2	11	12	1	1	9	6	0	1	0	1	0	2	4	7	3	3	0	3	0	0	4	0	0	0	0	0	0	0	1	5	0	0	1	0	2	0	3	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north15_all	80	17522	3606	2705	1300	1196	1167	754	959	407	773	910	396	491	654	238	160	181	122	129	107	292	147	70	76	111	188	74	107	48	40	47	26	32	54	31	41	51	20	19	26	22	50	5	31	12	12	11	15	11	15	11	10	49	11	6	4	6	2	4	6	14	3	2	5	7	8	2	4	2	2	2	5	4	3	3	3	0	11	0	0	4	2	3	0	0	1	0	0	1	0	0	0	2	0	2	0	3	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
0.03	north15_active	80	15487	2182	1819	371	690	797	427	750	152	640	796	266	394	587	116	45	92	53	51	34	266	108	14	34	87	158	43	89	25	22	24	5	7	40	20	32	45	10	13	16	14	48	3	25	4	5	7	8	10	2	4	6	44	9	5	2	3	1	0	2	13	3	1	1	7	6	1	3	0	0	0	3	4	3	3	2	0	10	0	0	4	0	2	0	0	0	0	0	1	0	0	0	2	0	2	0	3	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north16_all	80	17298	3571	2632	1285	1171	1156	712	912	402	797	984	420	493	633	226	169	148	139	137	116	277	144	77	74	124	190	51	97	56	45	48	24	42	60	40	44	44	15	27	30	25	38	8	33	12	14	10	13	15	8	8	7	36	11	5	6	6	2	2	3	13	4	7	6	12	11	3	2	4	2	2	4	1	2	0	2	0	12	0	2	6	2	5	0	0	1	0	0	1	0	0	0	1	0	0	1	3	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
0.03	north16_active	80	15268	2188	1790	376	670	811	412	706	147	657	866	298	398	571	111	49	70	58	50	34	247	107	17	27	103	158	25	78	29	27	28	2	9	44	26	35	37	9	20	19	17	35	4	27	5	5	7	8	14	1	5	4	32	7	4	3	3	1	1	2	11	4	5	3	11	9	1	2	0	0	0	3	1	2	0	2	0	12	0	1	6	0	4	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north17_all	80	17512	3526	2576	1247	1191	1160	751	952	387	788	981	398	535	599	218	140	151	127	134	111	268	147	84	68	129	175	40	108	56	44	40	22	46	57	47	38	44	13	29	26	31	54	15	39	12	13	14	13	21	8	7	10	33	8	3	9	8	1	2	5	6	4	6	5	12	6	3	3	2	1	0	3	1	2	1	3	0	10	0	2	2	2	4	0	0	1	1	1	0	0	1	6	2	0	0	1	3	0	0	0	0	1	0	1	2	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north17_active	80	15444	2115	1755	350	664	835	432	743	136	641	875	283	446	541	108	39	75	44	50	30	234	117	23	24	100	149	25	89	26	26	25	3	10	33	31	29	40	10	20	14	22	53	5	33	4	4	10	9	19	3	4	8	30	4	3	3	5	0	1	4	4	4	4	3	10	4	1	3	0	0	0	2	1	2	1	2	0	9	0	1	2	1	4	0	0	0	0	0	0	0	0	6	2	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	16378	3468	2536	1252	1193	1132	736	919	426	689	889	415	513	594	213	163	144	136	125	99	268	134	81	71	119	179	56	110	52	44	34	26	49	53	37	37	41	16	30	25	23	48	16	30	10	13	17	18	21	7	4	11	12	8	5	9	5	3	3	6	6	1	6	6	12	6	2	3	2	4	0	2	0	0	4	3	2	8	0	2	2	3	2	0	0	1	1	1	0	0	1	6	1	0	0	2	1	0	0	0	0	1	0	1	2	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	14260	2022	1662	338	638	794	425	703	139	546	785	284	430	525	98	37	74	48	50	23	231	107	24	24	97	155	33	88	24	28	20	2	10	29	24	25	37	10	21	14	17	45	5	26	3	4	9	13	17	3	2	6	9	3	3	3	2	1	1	4	3	1	4	5	10	4	1	3	0	0	0	2	0	0	4	2	2	7	0	1	2	1	2	0	0	0	0	0	0	0	0	6	1	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	14845	3338	2379	1248	1151	1084	741	912	450	634	806	368	458	514	189	165	151	120	133	98	271	135	83	68	112	177	64	102	44	57	39	32	43	34	29	39	29	16	18	27	25	54	16	33	11	11	17	16	17	7	5	12	14	7	5	8	7	3	3	5	6	2	8	5	6	2	2	3	1	3	0	1	0	1	6	6	2	6	1	0	0	2	0	0	0	0	1	1	0	0	1	7	1	0	0	3	1	0	0	0	0	0	0	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	12667	1859	1488	329	595	735	412	701	152	489	703	241	365	438	81	37	79	41	58	22	235	99	24	20	84	157	38	82	16	31	21	4	8	18	18	24	25	8	9	18	16	51	3	29	3	4	7	12	13	3	1	7	9	3	3	2	4	1	1	3	3	2	6	4	4	1	1	2	0	0	0	1	0	1	6	5	2	5	1	0	0	1	0	0	0	0	0	0	0	0	0	7	1	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	14382	3400	2409	1265	1109	1062	711	875	454	599	752	377	503	542	177	169	153	133	123	88	267	135	79	73	116	158	80	114	43	51	38	31	44	36	23	37	53	16	20	31	29	54	15	25	15	11	16	16	12	11	6	12	12	9	4	9	5	3	2	7	6	2	7	3	1	2	2	3	0	3	0	0	0	1	7	4	2	6	2	0	1	1	0	0	0	0	2	0	1	0	0	1	1	1	0	3	1	0	0	0	1	0	0	1	0	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	12232	1907	1502	324	569	700	374	663	160	463	640	246	403	461	79	36	79	50	54	22	235	94	20	23	92	142	46	88	14	28	21	5	9	22	17	23	45	5	11	20	18	50	3	21	6	4	6	12	8	7	2	7	7	6	2	3	2	1	0	5	3	2	5	2	1	1	1	1	0	0	0	0	0	1	7	3	2	5	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	6432	5616	2274	1413	952	741	1088	765	502	921	332	732	262	227	192	170	153	129	383	87	110	138	169	83	113	71	47	44	43	44	48	54	45	28	30	35	28	21	25	23	12	15	14	11	33	23	12	9	13	20	17	8	10	8	26	4	8	8	22	8	3	13	3	10	5	2	4	1	3	2	7	3	3	3	5	0	3	0	1	0	16	0	0	4	1	1	0	2	1	4	1	0	0	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south21_active	80	2713	4515	1365	614	235	216	865	503	290	783	153	655	110	128	77	42	71	37	357	21	42	95	130	34	90	20	15	21	7	17	32	33	32	10	15	23	10	6	18	6	6	11	10	9	29	19	5	1	2	14	14	2	3	1	21	2	4	8	21	5	2	11	0	9	5	1	3	0	1	0	7	2	0	1	5	0	3	0	0	0	15	0	0	4	1	0	0	2	1	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south22_all	80	6305	5260	2218	1436	955	720	1020	699	499	839	318	680	262	206	190	192	148	145	336	89	101	132	136	80	107	72	52	48	41	45	41	52	40	36	30	36	31	22	19	26	9	16	13	10	20	9	7	8	11	19	11	9	9	6	22	5	11	4	11	9	1	5	3	4	1	1	5	1	1	4	8	2	2	4	8	1	1	2	1	0	15	1	0	4	1	0	0	0	1	4	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
0.03	south22_active	80	2472	4088	1297	581	258	188	780	456	273	696	141	584	102	110	65	50	59	44	311	23	35	85	98	28	83	20	17	20	8	13	24	29	25	11	15	24	9	6	14	8	4	11	6	8	14	8	1	1	2	14	8	2	3	1	17	2	8	4	10	3	1	3	0	3	0	1	4	0	1	1	8	2	0	2	8	0	1	0	0	0	14	1	0	4	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south23_all	80	6371	4891	2107	1391	933	718	1003	723	476	788	278	622	278	212	180	184	147	152	257	93	99	117	132	75	93	61	53	49	43	37	43	44	43	33	31	31	30	20	26	23	10	10	15	13	22	8	8	7	15	14	11	5	9	5	24	3	12	3	5	7	2	9	5	2	2	1	4	3	0	4	5	1	1	5	5	1	6	2	0	0	2	1	0	4	1	0	1	4	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
