label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112
0.03	north7_active	80	3244	1901	1939	403	407	387	578	168	158	127	108	88	70	56	54	53	69	53	62	27	72	33	18	26	10	33	18	36	32	8	15	9	40	9	10	23	9	5	21	7	9	8	3	7	8	16	4	6	0	3	1	3	5	1	3	4	0	0	5	1	4	0	5	0	0	0	0	1	0	3	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	5634	3240	2913	841	751	691	862	293	300	246	210	165	138	125	120	112	129	91	110	60	117	62	42	55	34	50	37	58	59	20	36	16	73	20	18	35	18	15	33	11	9	11	10	15	13	18	2	8	4	7	3	4	2	5	5	6	2	0	5	3	7	1	6	0	1	5	0	3	1	2	0	1	1	2	0	0	1	0	0	0	0	1	3	0	0	0	0	1	0	0	0	2	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	3222	1938	1893	399	425	400	561	141	158	126	124	84	69	64	60	54	76	48	64	27	67	28	21	24	12	31	21	32	33	7	18	9	45	9	5	25	9	7	26	7	5	5	7	8	8	15	0	4	1	5	1	3	1	1	3	3	0	0	5	1	5	0	5	0	0	1	0	2	1	2	0	0	1	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	5661	3277	2913	840	779	690	881	319	305	238	202	164	130	135	122	107	133	87	112	63	132	53	44	57	38	49	40	56	54	16	36	15	64	17	21	39	16	15	34	13	7	13	10	18	11	12	7	7	3	8	3	1	4	1	6	7	2	0	4	4	9	1	5	1	1	5	0	2	1	2	0	1	1	2	0	0	1	0	2	0	0	0	5	0	0	0	0	0	0	0	0	2	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	3251	1960	1867	402	416	382	562	154	159	123	125	79	62	76	66	48	80	54	66	31	75	28	20	25	15	33	21	36	26	3	20	8	44	7	9	27	7	8	24	8	5	7	7	10	8	9	4	3	1	5	2	1	3	1	3	5	0	0	4	4	5	0	5	0	0	3	0	1	1	2	0	0	1	2	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	5640	3333	2780	833	769	690	938	309	293	243	234	140	131	139	141	120	127	92	125	59	140	41	40	45	39	53	43	42	63	14	38	17	57	22	16	35	13	11	28	13	7	9	9	19	16	11	7	3	3	5	2	2	6	2	2	12	2	1	2	3	6	5	7	1	1	4	2	3	1	1	0	0	1	1	0	1	1	1	2	0	0	0	4	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north10_active	80	3220	2005	1726	401	406	383	597	143	150	120	139	73	61	70	74	63	72	53	81	28	94	21	18	17	18	34	22	29	35	1	22	10	30	13	6	23	5	9	22	7	2	4	6	9	8	6	4	2	1	2	1	2	4	1	0	11	0	0	2	3	3	3	7	0	0	4	2	1	1	1	0	0	0	1	0	0	0	1	2	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	5570	3268	2819	749	697	599	947	315	283	248	185	150	130	140	138	137	121	89	89	58	105	56	41	37	41	53	48	47	72	18	35	15	47	18	15	36	20	12	20	16	8	9	8	17	20	15	4	6	1	3	2	4	2	3	3	7	1	4	6	2	0	2	4	2	0	4	1	4	1	4	0	4	3	2	2	0	1	3	4	0	2	0	1	2	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	3193	1985	1776	352	372	321	604	150	158	129	80	77	66	76	77	67	74	43	57	22	69	28	17	18	19	24	30	31	54	9	26	6	31	9	11	27	9	4	14	9	5	7	2	10	12	9	2	3	0	2	1	1	1	3	3	3	0	3	6	1	0	1	2	0	0	3	1	4	1	3	0	4	1	1	1	0	0	2	2	0	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	5442	3234	2940	760	713	609	876	307	281	245	181	167	145	133	130	140	131	92	103	61	96	55	48	38	37	60	51	56	52	20	37	16	59	13	13	41	15	10	25	18	9	11	9	13	17	21	3	11	2	2	2	0	7	2	7	14	1	1	1	2	1	3	4	3	0	4	1	2	1	0	0	3	2	3	2	0	1	1	4	0	1	0	0	2	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	3075	1967	1868	344	379	321	568	140	142	128	90	83	69	64	68	72	78	45	69	23	63	29	19	16	19	29	31	35	36	8	25	5	37	6	11	32	8	2	20	9	6	7	2	5	10	10	1	5	0	2	1	0	6	2	5	10	0	1	1	1	1	3	3	0	0	4	1	2	1	0	0	3	0	2	1	0	0	1	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	5469	3214	2933	789	695	600	877	307	273	256	201	166	154	126	128	130	120	84	102	67	90	55	51	44	30	53	47	53	69	18	27	17	66	15	18	33	12	10	32	16	11	13	11	12	15	15	1	8	2	2	2	2	8	2	8	14	2	1	1	3	2	2	5	2	0	5	1	1	1	0	0	2	1	3	1	1	1	1	3	1	0	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	3082	1964	1894	363	376	306	579	144	128	128	102	82	71	58	62	66	68	40	70	28	62	29	19	16	16	27	27	33	50	10	16	4	44	9	11	25	4	3	27	9	8	10	5	5	9	5	0	4	0	1	0	2	6	1	5	10	1	1	1	2	2	2	4	0	0	5	1	1	1	0	0	2	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	5452	3187	2857	792	726	614	876	330	284	257	213	179	143	128	124	113	128	77	113	68	108	55	49	53	36	64	53	52	80	20	36	23	77	20	27	26	14	10	33	12	12	12	8	12	13	18	5	8	4	1	2	2	10	1	12	10	2	3	0	2	3	3	8	2	0	5	1	1	3	0	0	2	1	3	0	1	0	0	2	1	1	2	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	3042	1946	1856	355	392	331	578	148	133	128	124	94	72	61	58	65	65	38	73	32	75	29	22	21	15	37	29	27	60	8	23	5	50	13	13	22	5	2	29	7	7	9	5	3	11	9	2	4	2	0	0	2	7	0	4	8	1	1	0	1	3	2	2	0	0	4	1	1	0	0	0	2	0	2	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	5544	3246	2833	809	718	638	903	331	300	276	224	174	139	122	137	99	121	72	116	68	99	59	46	55	30	66	38	44	83	24	29	22	76	21	29	23	17	12	35	12	13	13	4	14	13	12	6	4	4	3	4	3	10	2	8	6	4	3	1	2	2	4	11	1	0	4	2	1	3	0	0	1	0	2	0	1	0	0	1	5	1	3	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	3155	1985	1853	383	370	336	593	157	144	141	122	89	67	64	60	55	60	37	72	31	64	28	24	25	10	40	21	26	59	11	20	8	46	14	16	15	4	6	26	5	6	9	3	5	10	10	2	3	3	0	1	3	6	0	1	5	2	0	1	1	2	3	6	1	0	3	1	1	0	0	0	1	0	1	0	0	0	0	1	5	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	5513	3292	2849	795	709	692	820	328	309	255	220	184	135	135	140	101	119	74	117	65	119	62	41	52	29	62	42	40	82	25	34	24	74	21	36	22	22	12	41	9	13	12	3	12	12	14	6	3	5	3	5	1	6	2	9	3	4	3	1	2	2	2	13	1	0	6	2	0	3	0	0	0	0	3	0	0	0	0	0	5	1	3	0	1	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north16_active	80	3141	2000	1862	370	373	384	526	158	157	126	119	87	73	71	72	60	65	43	69	34	78	28	22	28	11	40	24	24	50	9	19	11	45	13	24	14	8	8	33	2	6	9	3	4	8	12	2	1	4	1	2	1	3	1	2	3	2	0	1	1	2	1	5	1	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	5	0	1	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north17_all	80	5530	3318	2842	791	713	683	778	321	304	244	220	168	122	136	127	114	123	96	107	53	112	61	41	41	25	64	40	47	93	25	32	22	34	15	37	22	19	12	37	8	11	9	3	9	11	17	5	3	4	5	3	3	8	3	5	3	4	3	4	2	2	1	8	1	1	2	2	0	0	0	0	0	3	2	1	0	0	0	0	4	0	2	0	1	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
0.03	north17_active	80	3197	2014	1860	390	371	391	502	147	159	122	113	77	62	69	63	68	65	59	59	28	71	27	22	22	10	41	23	27	65	7	15	10	13	9	31	10	7	8	26	1	4	5	3	5	5	14	0	1	3	2	2	2	6	1	3	3	2	1	4	0	2	1	5	1	0	0	1	0	0	0	0	0	3	1	1	0	0	0	0	4	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
0.03	north18_all	80	5579	3291	2811	806	716	712	754	317	286	230	229	156	123	140	114	126	127	88	111	50	131	56	37	48	34	62	40	40	97	19	28	16	34	12	36	20	14	11	37	10	8	5	7	8	15	15	5	5	5	7	2	4	8	2	7	4	1	4	4	2	2	1	9	3	2	2	0	0	0	0	0	1	3	2	1	0	0	0	0	5	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
0.03	north18_active	80	3253	1992	1747	397	392	416	491	145	142	124	111	78	59	77	54	76	73	54	62	26	80	26	20	25	16	36	22	27	64	2	10	7	14	9	31	11	7	7	30	5	3	3	6	6	9	10	2	1	3	5	2	2	3	1	5	4	1	1	4	0	2	1	6	2	1	0	0	0	0	0	0	1	3	0	1	0	0	0	0	5	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
0.03	north19_all	80	5593	3275	2880	807	709	647	767	314	271	243	248	145	133	137	118	124	138	92	109	44	138	55	42	49	34	59	54	51	106	22	25	15	41	14	31	20	17	11	28	20	7	8	8	6	14	14	8	5	4	7	3	5	19	4	5	5	0	4	3	1	1	1	1	2	2	8	1	0	0	0	0	2	3	1	1	0	0	0	0	3	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
0.03	north19_active	80	3291	2035	1756	398	406	377	504	149	134	139	128	71	56	73	52	71	82	53	64	19	83	25	25	23	21	39	32	37	70	4	9	6	19	7	26	10	6	6	22	12	1	5	7	4	9	9	4	1	1	6	3	3	14	0	3	4	0	1	3	0	1	1	1	1	1	3	1	0	0	0	0	1	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
0.03	north20_all	80	5588	3178	3065	816	761	638	857	324	262	267	255	147	139	138	113	129	138	77	104	53	127	55	41	43	37	60	61	57	73	25	20	13	45	18	28	23	16	14	23	25	11	14	11	6	14	17	9	3	8	6	3	8	16	4	6	4	0	4	2	2	1	1	1	2	1	6	1	1	0	0	0	2	0	1	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	3316	1982	1887	406	428	355	560	170	121	153	132	74	66	70	48	66	81	42	61	21	77	28	22	23	23	37	35	38	47	10	7	7	25	9	22	10	5	8	20	15	3	10	9	5	9	12	5	0	3	5	2	6	12	0	4	3	0	0	2	1	0	1	1	1	1	3	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	7259	1894	1138	976	1677	839	825	388	405	531	268	212	300	121	115	243	80	111	185	79	97	63	47	56	38	38	37	37	44	28	33	22	17	33	24	20	11	8	17	13	9	22	5	8	5	9	7	8	9	5	3	4	3	6	13	0	4	3	15	3	5	2	3	1	0	2	1	1	3	2	1	0	0	0	0	1	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1
0.03	south21_active	80	4531	958	543	514	1048	529	543	222	249	328	159	112	193	54	59	180	35	56	119	45	49	35	27	28	18	23	23	23	31	12	24	10	9	25	13	6	5	4	7	5	4	18	2	4	1	6	4	3	4	3	1	2	1	4	9	0	1	1	9	2	3	1	1	1	0	0	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
0.03	south22_all	80	7322	1860	1134	1023	1586	889	855	382	396	511	280	216	259	143	115	275	79	104	173	79	93	61	52	58	43	36	44	32	40	35	27	19	18	29	23	15	9	7	18	14	8	19	5	9	6	5	7	6	7	11	6	3	6	6	10	0	6	1	6	5	4	3	4	0	1	1	2	1	1	2	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
0.03	south22_active	80	4506	929	557	539	954	544	561	216	232	317	164	115	166	72	59	189	27	54	109	45	48	31	28	32	24	20	27	20	24	17	17	9	14	22	11	5	3	5	8	6	4	15	2	3	4	4	2	2	3	8	1	1	1	4	6	0	1	1	6	4	2	2	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	7153	1851	1104	1019	1612	889	862	401	403	500	269	206	249	142	115	305	70	109	217	89	82	50	53	58	42	38	57	40	42	35	29	18	20	28	22	19	10	8	16	13	9	33	7	7	5	7	6	7	5	11	6	4	6	6	9	2	7	1	7	4	3	4	3	1	1	3	2	1	1	4	0	0	0	1	0	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	1
0.03	south23_active	80	4447	956	528	546	1013	543	549	231	240	315	158	114	149	74	50	209	24	68	137	55	45	27	25	33	24	22	35	22	23	20	17	8	14	20	12	8	4	5	11	6	2	28	2	2	3	4	0	1	2	8	2	1	1	3	5	2	1	1	7	4	1	2	0	0	0	0	1	1	1	3	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	7093	1840	1100	973	1656	901	903	406	423	530	281	227	242	135	109	295	78	88	230	91	77	47	58	53	45	40	58	39	44	38	27	16	29	28	18	18	11	11	25	12	8	30	10	5	6	8	5	5	4	11	5	6	5	4	7	2	5	3	3	3	1	5	2	2	1	3	3	2	1	2	0	4	0	1	2	0	0	1	1	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	1
0.03	south24_active	80	4363	941	521	525	1106	538	580	233	260	342	158	130	138	69	40	215	30	55	147	55	44	21	24	30	28	21	38	22	28	28	11	8	20	17	9	11	4	7	21	6	1	24	2	0	4	4	0	1	3	9	2	2	2	1	3	2	2	1	2	3	1	2	0	0	0	0	1	1	1	2	0	4	0	1	2	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	6969	1877	1105	938	1629	954	836	395	421	530	306	232	266	141	106	268	72	88	210	96	86	45	52	36	44	43	48	42	46	41	24	18	23	28	22	18	10	16	28	11	11	23	10	5	4	9	7	8	2	4	6	5	5	2	6	2	4	5	3	0	3	4	1	2	1	3	2	2	1	3	2	4	0	1	2	0	2	4	2	1	1	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	4297	981	524	515	1113	579	536	219	262	348	179	131	165	69	42	184	32	58	138	60	53	23	20	20	27	22	31	28	31	28	12	11	13	19	13	11	4	7	23	6	3	17	2	0	1	5	1	3	1	4	3	2	2	0	6	2	2	2	2	0	3	1	0	0	0	0	0	1	1	3	0	4	0	1	2	0	2	4	2	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	6865	1870	1071	906	1632	898	814	369	409	553	319	253	269	146	103	265	78	90	175	88	88	58	60	37	42	43	47	47	44	43	27	19	19	29	19	18	15	13	27	7	8	9	8	5	3	9	5	7	2	3	3	7	3	0	6	3	4	5	2	0	4	3	0	1	0	1	1	1	1	1	2	7	0	1	2	0	2	3	1	1	0	1	1	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
0.03	south26_active	80	4192	950	479	505	1091	532	534	205	245	380	182	133	168	69	42	194	35	54	108	50	52	29	24	16	30	22	24	35	32	25	14	12	13	17	14	12	6	5	19	5	4	3	1	0	1	5	1	3	1	3	2	2	2	0	5	2	2	2	1	0	2	1	0	0	0	0	0	0	1	1	0	7	0	1	2	0	2	3	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	6622	1846	1085	919	1550	855	728	360	365	502	320	236	244	140	104	250	75	100	125	82	83	69	51	44	38	43	50	43	39	41	26	19	13	23	26	14	13	11	29	9	7	6	9	7	4	5	5	7	2	2	3	4	3	1	8	2	3	4	5	0	6	1	2	1	0	0	1	0	1	2	2	7	0	0	0	0	2	3	1	0	0	1	2	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
