label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119
0.03	north6_all	80	9443	3270	1892	1204	1483	866	666	378	531	571	730	360	183	431	175	110	160	127	103	102	56	76	87	64	71	48	44	40	31	70	43	20	24	31	25	22	39	31	17	23	14	6	29	10	4	5	9	10	10	11	8	9	5	4	2	4	2	2	2	11	4	0	3	2	2	1	7	1	0	2	2	1	0	0	7	0	1	0	2	0	1	1	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0
0.03	north6_active	80	5971	1873	1097	619	879	478	377	169	297	376	495	233	90	266	98	47	76	72	66	60	24	47	46	41	39	28	24	17	14	46	34	10	11	18	11	9	26	17	11	18	9	2	17	4	1	4	4	4	9	8	2	7	5	0	0	3	1	1	1	8	2	0	1	0	0	1	6	1	0	1	1	0	0	0	6	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
0.03	north7_all	80	9294	3217	1874	1173	1542	860	665	363	549	597	744	360	180	432	188	107	160	125	94	122	66	73	90	61	71	50	40	44	31	73	58	20	27	31	21	26	32	35	16	26	14	9	17	11	5	4	8	7	11	16	7	8	3	4	3	4	2	5	4	7	4	0	2	1	2	11	4	1	1	2	2	0	1	0	7	0	0	1	1	1	1	0	0	1	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
0.03	north7_active	80	5903	1831	1036	590	962	482	380	166	322	394	504	231	96	256	117	45	84	72	65	75	22	41	49	37	40	26	19	18	10	50	46	13	10	17	10	12	23	19	12	19	9	3	10	5	1	3	4	2	10	13	2	6	3	1	0	3	1	3	2	5	2	0	0	0	0	0	3	0	0	1	1	0	0	0	6	0	0	1	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
0.03	north8_all	80	9347	3243	1843	1131	1534	860	675	348	541	670	743	321	184	447	212	109	155	131	104	125	57	68	81	55	63	51	40	45	36	67	54	18	21	28	25	26	32	36	21	19	10	10	16	9	5	5	7	5	17	17	4	10	5	3	4	3	0	9	3	5	1	1	2	0	2	14	1	1	2	1	2	0	1	2	6	0	0	2	2	1	1	0	0	1	0	0	4	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north8_active	80	5955	1843	1036	570	963	494	384	163	323	433	511	210	96	271	127	47	94	80	67	81	21	33	43	29	34	28	18	19	11	42	41	11	6	13	11	11	26	22	17	14	5	5	11	4	1	3	3	3	15	13	2	9	4	1	1	2	0	7	2	5	0	0	1	0	1	3	1	0	1	1	1	0	0	2	5	0	0	2	1	1	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north9_all	80	9319	3151	1900	1122	1578	870	681	354	536	690	745	323	183	435	222	108	170	137	86	113	61	63	71	51	49	58	35	41	36	65	48	15	24	20	27	23	29	36	21	17	7	11	11	8	5	3	7	6	20	17	5	7	4	1	3	1	0	9	2	0	3	1	3	1	1	14	0	1	3	0	2	0	1	2	2	0	1	2	1	1	0	0	2	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	5854	1760	1054	549	989	512	373	160	330	444	509	182	96	272	123	47	107	83	48	74	22	26	36	28	24	34	13	16	14	38	38	10	6	9	9	10	20	24	14	10	2	4	9	3	0	1	3	5	15	13	2	4	3	1	1	1	0	7	1	0	1	0	2	0	1	3	0	0	1	0	1	0	0	2	0	0	0	2	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	9365	3171	1895	1137	1615	868	665	364	523	737	728	337	190	386	232	104	180	147	93	117	61	73	65	66	44	66	37	35	34	70	37	14	23	37	23	22	35	24	25	15	8	9	13	5	4	4	8	4	15	12	6	9	5	2	2	2	1	8	3	0	3	2	4	1	2	6	1	3	3	1	0	0	0	2	3	0	2	1	5	1	0	2	2	0	1	0	1	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	5840	1762	1063	577	1029	508	369	168	337	468	494	191	92	243	133	48	115	85	47	75	21	29	36	36	25	43	16	11	13	42	30	8	5	19	7	8	25	18	15	8	4	3	11	2	0	3	4	4	11	8	0	7	4	2	2	1	0	6	3	0	1	1	3	0	2	5	0	2	1	0	0	0	0	2	0	0	1	1	3	1	0	2	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	9505	3194	1901	1078	1583	852	685	361	520	682	729	407	202	380	176	124	192	116	110	126	69	78	112	82	59	51	41	29	28	60	45	17	23	38	15	17	39	43	14	23	9	15	27	6	12	10	5	5	12	3	6	9	8	3	4	3	2	5	3	2	1	2	2	1	3	6	5	1	7	5	4	5	5	0	2	0	0	0	0	6	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north11_active	80	5816	1834	1035	523	1010	457	404	174	301	468	499	248	104	241	89	47	107	59	63	76	39	33	69	46	35	27	20	14	15	39	31	9	8	21	4	7	26	33	11	14	3	5	18	4	8	8	3	1	11	1	3	6	2	1	3	1	2	4	1	2	0	0	0	1	1	5	3	0	5	4	3	4	5	0	2	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north12_all	80	9443	3224	1884	1071	1520	897	702	379	524	688	707	395	171	406	154	110	197	124	116	132	63	70	113	79	53	45	47	22	26	50	49	18	26	37	13	17	45	42	13	16	8	14	33	5	12	11	5	4	10	4	6	12	9	3	4	3	2	4	3	4	2	3	3	5	2	6	5	1	7	5	1	2	2	0	2	2	0	0	0	6	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north12_active	80	5796	1871	1032	534	976	496	409	169	305	469	485	230	88	245	79	43	110	63	64	76	28	29	75	42	28	25	28	10	13	32	33	8	9	23	4	8	36	35	9	11	2	6	20	2	9	10	3	1	9	1	5	9	2	1	2	1	2	2	1	2	1	0	0	1	1	5	3	0	5	4	0	2	2	0	2	2	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north13_all	80	9672	3263	1862	1063	1503	886	688	378	550	704	683	372	185	416	172	105	191	126	103	123	61	69	102	98	50	42	53	32	23	54	48	19	25	32	9	18	44	38	12	17	10	12	32	7	11	10	7	2	8	5	7	9	4	4	2	0	5	4	3	11	2	3	3	6	1	5	4	0	9	5	1	3	1	0	2	2	1	2	1	6	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north13_active	80	5979	1925	1002	542	951	515	382	169	316	489	433	216	93	239	94	41	95	78	51	69	27	33	63	53	26	21	28	16	8	32	29	11	10	21	2	8	30	30	6	10	5	6	15	3	8	8	3	0	7	2	5	7	2	1	0	0	4	2	1	8	1	1	0	2	1	4	2	0	6	5	0	2	1	0	2	2	0	2	1	6	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north14_all	80	9688	3282	1937	1065	1418	905	656	393	530	701	658	371	175	376	164	109	222	149	103	127	50	58	101	106	53	46	54	37	25	60	44	15	24	31	16	18	56	34	17	16	10	10	28	8	9	5	9	3	6	9	9	10	4	1	4	0	3	2	2	9	3	2	3	9	2	2	0	1	8	3	0	2	0	0	1	2	1	2	1	3	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1
0.03	north14_active	80	6007	1883	1068	530	900	544	375	167	292	477	401	225	83	217	94	44	125	92	54	69	18	31	62	60	30	24	30	17	10	36	27	7	11	19	8	7	39	24	10	8	6	5	14	4	4	4	1	0	5	2	6	9	2	0	1	0	2	0	1	6	3	1	0	5	1	2	0	0	7	3	0	1	0	0	0	2	0	2	1	2	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north15_all	80	9740	3277	1938	1081	1432	847	645	371	513	688	730	347	163	383	184	130	205	137	96	121	52	64	83	102	50	45	45	39	29	63	55	18	25	27	21	10	52	37	15	16	7	8	26	10	9	5	8	5	9	9	10	9	2	2	4	0	3	1	3	10	7	2	0	9	2	2	1	1	6	2	0	4	1	1	1	3	1	2	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
0.03	north15_active	80	6106	1883	1058	534	895	512	377	161	287	454	465	202	76	219	103	55	122	83	50	63	18	36	48	66	26	28	23	19	10	37	38	6	13	16	12	3	38	16	10	6	6	5	17	4	5	3	2	2	8	2	7	8	1	1	1	0	2	1	3	8	5	1	0	5	1	2	1	0	5	1	0	3	1	0	0	2	0	2	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north16_all	80	9639	3167	1975	1082	1451	842	666	373	501	661	742	394	166	392	180	131	203	140	111	117	55	63	91	93	57	58	39	37	26	67	52	20	27	28	23	12	50	45	11	19	7	7	21	10	10	3	9	5	9	8	8	10	3	2	4	2	1	3	3	3	7	2	4	6	2	2	1	2	2	2	1	3	1	2	1	1	1	1	0	2	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
0.03	north16_active	80	6035	1793	1077	546	902	506	379	150	303	427	511	246	74	211	103	62	119	74	62	61	19	35	52	58	35	38	21	18	9	42	41	7	16	16	13	2	37	24	7	8	6	2	14	4	4	1	3	2	7	3	4	7	1	2	1	1	0	3	3	2	4	0	3	5	1	0	1	1	2	1	1	3	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north17_all	80	9412	3169	1959	1072	1385	826	700	370	547	647	758	401	190	397	182	124	187	132	113	118	55	72	110	71	52	55	43	34	28	69	63	26	23	34	20	15	36	41	15	18	6	6	13	16	4	7	9	7	11	7	9	9	3	2	4	3	2	9	3	2	7	2	5	2	0	2	3	2	1	1	1	3	1	2	0	1	0	2	0	1	1	0	0	1	0	5	0	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
0.03	north17_active	80	5794	1783	1098	560	850	507	399	157	316	414	545	253	92	230	100	61	108	68	66	61	18	40	71	43	31	36	28	17	7	43	43	8	15	23	12	7	32	23	7	11	6	3	9	8	2	2	4	3	7	5	6	6	1	2	2	1	1	3	3	2	4	0	3	1	0	0	3	2	1	0	1	3	1	0	0	0	0	0	0	1	1	0	0	1	0	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north18_all	80	9351	3129	1940	1070	1388	846	703	379	564	680	756	410	190	410	195	111	188	137	124	104	60	67	105	67	51	59	39	32	29	61	43	26	19	41	13	21	28	46	20	36	6	6	13	17	7	8	6	5	4	7	9	9	4	5	1	3	2	10	5	5	3	5	5	2	1	2	3	2	0	0	1	0	1	1	1	0	0	4	0	1	1	0	0	2	0	5	1	1	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	5754	1765	1099	556	857	506	377	163	336	428	556	259	100	240	102	57	109	68	73	54	26	34	71	31	30	28	25	15	8	36	27	12	10	27	7	11	18	29	10	20	5	3	6	11	4	3	3	2	1	6	6	6	1	4	1	1	1	3	4	2	0	1	3	1	0	0	3	2	0	0	1	0	1	0	1	0	0	2	0	1	1	0	0	1	0	5	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	9444	3190	1925	1056	1429	868	676	372	590	658	759	377	207	403	192	99	203	135	120	108	55	76	101	74	43	65	39	24	35	74	49	28	23	38	15	23	31	40	23	42	5	5	10	15	8	9	6	7	4	6	8	7	3	4	1	3	2	10	2	5	2	4	3	4	2	6	3	2	0	1	0	0	3	1	1	0	0	4	0	2	0	0	0	2	0	5	1	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	5835	1794	1097	537	895	515	360	169	356	422	532	230	113	264	103	48	119	75	77	61	27	38	68	32	22	33	25	9	12	44	29	12	9	25	10	13	21	30	10	25	3	3	2	12	5	3	3	3	1	5	6	5	1	3	1	0	1	2	1	0	0	1	1	1	1	6	3	2	0	0	0	0	3	0	1	0	0	2	0	2	0	0	0	1	0	5	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	9520	3216	1976	1043	1583	849	686	374	545	637	762	361	191	433	202	117	201	128	126	107	61	64	98	79	47	66	43	24	32	63	48	25	28	32	21	15	30	39	18	38	5	5	23	12	9	8	3	7	10	5	5	6	4	6	1	4	1	19	3	8	3	4	2	5	3	7	1	1	8	2	0	0	3	1	2	0	0	2	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	5924	1825	1106	507	1002	496	386	180	325	426	515	229	102	306	104	50	111	77	75	68	25	30	64	37	24	30	26	8	12	36	30	12	12	18	17	9	19	29	10	20	2	3	11	10	6	4	2	2	9	5	2	3	1	5	0	0	0	12	1	2	0	1	0	1	1	6	1	0	6	0	0	0	3	0	2	0	0	2	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	9012	3105	1980	1094	1552	886	650	397	553	563	711	336	183	377	194	138	184	142	110	106	71	71	82	91	66	51	28	36	30	68	39	27	30	28	16	21	31	33	14	16	7	8	16	10	7	10	7	7	18	7	3	11	2	5	3	1	6	13	1	2	3	3	3	7	2	4	0	2	3	3	2	0	0	2	3	1	2	2	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south21_active	80	5439	1809	1092	567	982	520	374	190	320	372	468	212	78	246	115	57	119	79	52	60	27	40	49	46	40	25	11	20	15	32	16	12	16	21	8	9	16	24	7	8	1	3	12	5	4	7	3	3	12	5	0	8	0	3	2	1	4	8	1	1	2	2	2	2	1	2	0	2	2	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	9125	3115	1928	1102	1524	920	648	391	586	567	746	348	164	398	198	127	182	140	120	105	67	71	72	69	44	50	32	36	33	65	40	25	23	31	18	21	48	20	15	15	8	9	20	16	12	10	7	6	19	9	8	13	4	1	3	1	4	11	1	2	6	1	5	5	1	2	0	2	1	1	2	0	0	0	1	1	2	1	2	0	1	3	0	1	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south22_active	80	5500	1794	1073	580	1006	525	367	187	345	384	489	216	83	258	119	58	111	75	60	58	25	41	41	44	24	24	14	21	16	34	20	10	10	24	11	9	25	12	6	9	1	4	10	10	8	6	4	3	13	6	6	10	1	1	1	1	2	6	1	1	4	1	3	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	2	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	8659	3045	1825	1102	1450	865	627	372	580	593	687	330	176	367	169	130	180	145	123	108	67	70	62	62	36	58	30	34	35	65	35	20	18	21	17	17	45	27	16	16	10	8	18	19	12	12	8	6	8	11	9	12	4	1	4	3	2	8	3	2	7	2	6	0	3	2	0	2	0	1	1	3	0	0	1	0	1	2	4	0	1	3	0	1	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south23_active	80	5199	1725	997	560	910	490	355	176	344	391	443	201	90	244	103	65	104	80	65	63	26	44	34	37	17	36	12	19	17	36	19	10	7	17	11	9	24	16	9	8	2	3	7	12	7	8	5	3	6	8	6	9	2	1	1	2	1	4	1	2	5	2	3	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1	3	0	0	2	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	8191	2972	1741	1090	1343	834	610	372	553	594	622	312	179	311	159	123	166	132	113	103	64	66	66	65	34	53	40	37	31	48	33	21	15	25	14	17	46	23	17	11	10	8	21	16	12	9	6	2	4	10	7	11	4	1	5	3	0	4	6	2	6	4	5	1	4	1	1	3	0	6	0	4	0	0	3	0	1	1	3	0	1	3	1	0	0	1	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	4985	1698	920	523	793	455	339	167	329	386	374	182	90	183	96	65	85	70	61	62	20	32	41	43	15	35	19	19	15	29	15	11	5	19	10	11	26	17	10	4	1	3	11	9	7	5	3	1	1	7	6	7	3	1	2	2	0	1	3	2	4	3	3	0	2	1	0	1	0	4	0	2	0	0	2	0	0	1	2	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	7671	2871	1702	1079	1317	750	616	356	530	574	562	280	178	303	143	127	166	116	113	102	64	67	69	74	42	49	37	35	34	43	30	19	15	32	16	14	30	23	17	21	14	10	20	8	4	11	6	7	3	8	2	9	3	1	3	3	0	4	6	2	4	4	5	1	3	1	2	3	3	6	0	4	0	0	3	0	2	1	3	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	4648	1591	855	505	787	406	331	146	314	353	329	163	80	182	72	65	91	55	61	62	24	35	39	42	21	37	17	15	15	25	11	11	7	23	11	6	23	16	13	11	5	5	11	3	2	6	2	2	0	5	1	5	3	1	1	1	0	0	3	2	4	3	2	0	1	1	1	2	3	4	0	2	0	0	2	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
