label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85
0.03	south35_active	80	8695	1689	918	1872	500	870	306	157	172	90	66	530	327	30	102	51	127	49	107	15	65	14	13	18	9	29	34	6	17	7	10	4	8	5	13	6	7	11	6	3	3	26	2	5	2	2	1	1	0	0	0	0	1	0	2	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	12787	3961	2464	2520	1215	1346	717	517	449	365	279	613	496	191	173	123	188	87	145	72	105	48	51	47	34	47	56	18	37	15	18	17	19	6	18	12	11	15	4	4	9	27	4	6	4	3	2	5	1	1	1	2	2	0	1	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	9174	1731	962	1877	517	939	300	153	180	89	53	525	405	36	100	52	147	45	109	14	73	18	17	21	9	32	50	3	22	8	7	6	10	1	14	7	5	14	4	2	2	26	3	3	4	2	0	4	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	13794	4125	2480	2791	1223	1366	743	523	441	350	277	761	533	187	190	130	183	87	149	79	105	51	56	42	42	54	70	22	37	15	30	17	24	4	20	14	6	17	6	3	8	14	3	4	6	8	1	4	2	4	1	2	2	1	1	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	10341	1881	1033	2166	563	993	348	160	204	99	60	659	452	44	108	59	147	43	116	13	75	18	18	19	14	41	60	5	22	11	16	6	16	1	15	11	3	15	6	2	2	13	2	1	5	7	0	4	0	4	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	14796	4169	2462	2941	1290	1442	767	533	454	350	293	833	557	178	177	129	191	86	157	73	109	51	63	43	45	56	81	18	35	19	32	18	33	4	11	20	6	15	9	3	6	7	5	4	7	6	1	3	3	5	3	3	4	1	1	0	2	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	11458	2022	1088	2305	608	1066	385	169	204	108	71	729	485	47	104	58	152	44	130	15	83	18	23	22	19	45	70	5	21	14	21	5	26	2	8	17	4	13	6	1	1	6	4	0	6	6	0	3	0	5	3	0	3	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	15569	4206	2457	3156	1285	1483	796	535	469	356	286	952	589	174	188	127	200	95	139	70	102	52	62	47	37	64	94	23	28	19	29	22	36	8	11	19	7	8	10	8	6	8	3	6	5	6	2	7	4	10	2	4	4	1	0	1	3	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	12252	2166	1138	2548	626	1126	432	163	213	111	81	852	524	47	113	55	169	45	117	18	78	13	20	25	17	56	85	7	15	15	22	7	30	3	8	16	5	6	7	4	2	7	2	2	3	6	0	6	0	10	2	0	3	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	14959	4072	2418	3137	1292	1450	770	532	468	361	307	841	517	171	183	124	238	109	156	61	91	52	48	48	34	69	81	23	26	16	25	22	32	8	10	20	8	14	8	12	6	10	5	6	4	1	2	4	5	9	2	5	2	3	1	1	3	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	11572	2083	1091	2505	605	1073	398	161	202	115	92	760	452	48	108	46	206	53	124	18	69	16	16	26	15	56	72	8	10	12	21	8	30	3	6	14	4	13	5	9	2	9	4	2	2	1	0	3	2	8	2	1	2	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
