label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75
0.03	north12_active	80	1528	1884	489	211	812	135	106	152	74	266	72	43	63	91	33	45	27	11	20	47	27	8	14	18	12	8	6	7	4	4	1	1	4	6	2	0	4	5	1	1	5	1	2	0	0	7	1	0	0	5	0	0	0	0	0	0	8	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north13_all	80	3166	3041	935	498	1304	300	218	248	156	421	136	97	92	167	64	84	44	28	47	65	41	21	31	42	18	7	13	4	5	8	4	4	8	4	2	2	3	14	2	0	4	1	3	2	2	7	3	2	1	5	1	2	0	0	0	0	8	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0
0.03	north13_active	80	1533	1933	472	206	856	133	98	128	79	261	68	47	47	104	29	52	24	12	28	46	21	11	19	22	10	4	7	1	4	4	1	1	8	2	2	0	1	6	1	0	3	1	2	0	1	6	3	1	1	4	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north14_all	80	3197	3038	965	526	1292	307	234	263	152	398	128	90	93	162	59	67	45	27	49	66	43	19	38	31	21	7	10	7	6	9	5	3	10	2	4	1	2	8	4	1	3	1	3	5	2	5	3	3	1	2	2	2	0	0	0	1	8	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0
0.03	north14_active	80	1560	1889	481	230	810	142	112	154	75	243	56	49	51	103	29	40	19	13	31	47	20	11	24	16	12	6	5	4	4	6	1	1	9	0	3	0	0	7	1	0	2	1	2	1	1	4	3	2	1	2	1	0	0	0	0	1	8	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north15_all	80	3106	3011	1030	533	1290	330	223	264	144	405	107	85	84	173	72	71	40	28	35	65	41	21	43	28	18	7	8	11	9	13	4	6	7	2	5	1	2	3	3	1	1	0	1	4	2	0	3	3	1	2	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north15_active	80	1506	1857	521	250	806	157	114	168	69	253	44	47	50	101	32	43	15	13	21	53	19	12	25	15	10	5	6	7	7	7	1	2	6	0	4	0	1	2	0	0	0	0	0	1	1	0	3	2	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north16_all	80	3079	2892	1033	570	1203	316	247	269	149	384	113	83	97	160	72	69	37	30	25	68	49	16	42	17	24	7	4	13	12	11	14	6	3	3	5	2	2	2	2	2	1	1	1	3	2	0	1	6	0	2	1	4	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	1496	1819	552	256	776	166	126	175	70	239	49	44	60	89	36	46	14	12	13	56	30	10	23	11	16	4	3	9	8	6	8	4	2	3	4	1	1	1	0	1	0	0	1	1	1	0	1	5	0	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	3122	2866	1013	547	1179	309	219	273	148	355	117	85	101	158	72	71	36	23	21	88	49	18	30	24	23	9	7	11	11	19	14	7	3	4	5	1	2	8	2	2	2	1	3	1	1	0	2	5	2	1	1	3	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	1524	1842	555	249	756	149	102	170	70	233	57	48	60	94	37	40	17	12	12	67	29	11	15	14	18	5	5	8	7	12	8	4	2	3	5	1	1	7	0	1	0	0	1	1	1	0	2	4	2	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	3118	3021	995	525	1257	295	216	281	166	358	128	86	113	137	61	61	39	24	24	102	43	16	27	24	27	6	11	13	9	18	15	6	3	4	5	2	1	8	0	1	3	2	4	0	2	2	1	3	2	0	1	6	0	0	2	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	1533	1986	545	228	817	138	100	166	83	244	61	43	59	89	32	29	20	12	12	74	22	10	13	11	22	3	3	6	5	14	9	3	2	3	4	2	0	7	0	1	1	1	2	0	1	2	1	3	2	0	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	3123	3040	980	515	1248	323	192	256	150	329	129	89	112	140	52	63	49	25	23	101	46	20	20	28	29	8	15	13	3	17	11	7	7	8	5	2	3	10	0	2	4	1	5	0	1	2	1	4	2	0	1	4	0	0	2	0	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	1526	1933	521	247	796	153	83	141	71	223	65	46	63	90	26	29	26	13	12	68	23	8	12	14	24	2	5	4	1	14	6	4	2	4	4	1	1	10	0	2	2	1	3	0	0	2	1	4	2	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	3137	2997	977	543	1299	300	203	240	156	344	135	81	115	139	57	59	49	28	36	86	33	15	30	28	20	9	19	12	5	19	8	7	7	7	5	3	4	10	0	1	5	2	2	1	1	2	0	1	0	0	0	3	0	0	2	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	1520	1887	495	259	839	142	91	130	69	220	68	42	62	93	34	31	23	13	21	59	15	6	19	16	14	2	7	4	2	17	4	3	1	3	3	2	1	9	0	1	3	2	2	1	0	2	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	2999	2952	888	548	1206	327	219	266	164	323	146	97	100	169	70	84	40	38	37	80	56	19	31	37	19	10	11	9	9	18	4	1	3	7	6	5	5	7	2	2	5	7	0	4	2	1	2	0	0	0	1	4	0	0	6	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
0.03	south21_active	80	1408	1824	438	249	783	164	107	156	64	220	83	45	53	110	33	60	11	15	13	48	38	6	17	17	7	5	8	5	3	9	4	1	2	4	5	3	4	4	2	2	4	5	0	3	1	0	2	0	0	0	0	4	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	3046	2936	914	550	1176	330	210	282	159	305	156	98	104	139	73	84	42	41	29	71	60	15	34	35	17	10	11	7	9	9	6	3	2	13	8	4	7	6	3	4	3	8	0	2	1	0	0	0	0	1	1	2	1	0	5	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	1427	1818	455	249	767	155	97	156	60	203	88	48	56	91	36	62	13	14	12	47	42	4	20	19	9	4	7	4	4	2	6	1	2	10	7	3	5	5	3	2	1	6	0	1	1	0	0	0	0	1	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	3177	2977	917	554	1167	344	224	289	155	322	149	97	101	149	83	73	42	40	30	70	59	16	28	28	16	11	14	14	7	12	10	5	3	14	9	3	5	3	3	4	2	5	0	2	1	0	11	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	1524	1836	447	261	762	173	99	159	64	206	73	42	54	93	44	46	15	15	13	46	40	5	15	18	9	2	9	11	4	6	9	1	3	12	7	2	2	2	3	1	1	4	0	1	1	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	3218	3027	945	554	1170	339	233	275	165	345	144	94	110	146	83	58	50	32	32	66	41	15	31	24	20	13	14	11	8	18	10	4	1	13	6	5	5	3	5	3	5	4	0	2	0	1	15	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
0.03	south24_active	80	1558	1911	457	253	736	180	105	148	64	216	72	38	68	98	48	35	19	15	14	39	26	5	15	18	14	4	5	10	5	14	8	0	1	11	4	4	2	2	4	0	3	3	0	1	0	1	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south25_all	80	3223	3089	966	536	1191	322	247	270	143	341	160	74	119	145	76	58	55	27	29	51	45	12	26	22	22	15	11	13	8	21	9	4	2	6	5	3	2	7	3	2	5	4	0	3	0	1	15	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
0.03	south25_active	80	1592	1950	476	243	752	168	109	147	55	207	81	25	75	92	46	26	21	12	13	31	29	6	14	14	15	8	4	12	4	19	5	0	1	4	2	3	0	1	2	0	2	3	0	2	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south26_all	80	3132	3052	1004	563	1196	303	240	248	141	380	149	77	121	155	75	67	58	24	28	66	48	11	34	26	22	11	7	12	7	24	5	2	2	9	5	3	3	10	3	0	5	3	0	3	0	4	10	0	0	0	2	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
0.03	south26_active	80	1524	1976	486	251	751	157	113	125	60	247	71	28	75	106	41	34	22	9	12	42	32	5	13	15	13	8	2	11	3	21	1	1	0	5	2	3	1	4	2	0	2	1	0	2	0	2	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south27_all	80	3067	2939	995	544	1219	296	236	252	126	350	134	70	114	157	69	70	52	29	26	50	48	12	41	25	20	11	9	16	4	15	5	3	3	11	5	3	4	10	3	0	3	3	1	1	0	4	2	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south27_active	80	1500	1882	479	231	752	141	112	127	52	236	63	22	70	106	38	39	22	14	13	26	30	7	18	13	11	7	6	12	1	10	2	2	0	6	2	2	1	4	1	0	0	1	1	1	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	3056	2893	947	524	1176	316	218	257	137	392	121	78	113	148	57	71	48	36	27	59	49	16	45	24	19	9	11	15	5	24	7	2	4	9	4	2	4	14	2	1	4	9	1	0	0	6	3	0	1	0	2	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south28_active	80	1500	1872	466	234	740	140	96	129	59	254	53	27	71	98	30	43	22	17	12	38	32	7	20	11	8	6	7	12	2	17	3	2	1	5	2	1	2	4	1	1	1	7	1	0	0	3	1	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	3011	2816	919	511	1254	312	223	250	145	405	116	80	109	150	59	71	35	39	31	57	43	19	35	27	23	8	11	17	5	25	9	2	3	4	6	4	6	19	2	1	4	7	1	7	2	4	4	0	1	0	1	2	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south29_active	80	1474	1755	458	219	780	151	96	129	59	269	56	28	67	94	40	39	17	17	17	40	25	8	17	12	12	4	8	12	1	19	4	2	1	3	4	2	2	15	1	1	1	7	1	6	1	2	2	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	3036	2884	881	511	1299	294	223	234	149	413	127	73	103	154	53	74	33	39	26	66	45	21	28	21	23	8	12	11	6	27	9	1	2	2	5	5	4	25	1	1	4	9	1	7	2	3	2	0	3	1	0	3	4	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	1487	1797	432	217	798	144	92	123	60	266	64	31	60	94	34	40	16	17	15	49	25	8	14	10	12	4	9	9	2	21	2	1	1	2	4	4	1	20	1	1	1	8	0	6	1	2	2	0	2	0	0	3	2	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	3157	3076	988	562	1235	302	193	235	135	350	132	93	111	147	66	83	31	31	31	81	48	22	32	26	27	15	12	20	5	12	5	2	5	6	11	4	10	7	4	2	4	15	3	0	0	1	0	1	1	1	0	0	0	0	0	0	5	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south31_active	80	1498	1920	521	281	811	140	88	126	69	204	72	38	60	94	31	58	14	18	11	48	30	10	20	13	13	13	7	8	2	7	3	1	3	4	11	2	3	4	2	1	3	15	1	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south32_all	80	3139	3033	946	572	1217	302	197	260	143	372	141	101	107	126	57	80	31	30	29	69	50	17	29	22	27	13	12	25	7	11	7	12	8	3	15	3	3	5	4	2	1	17	2	0	0	1	0	1	1	1	3	0	0	1	0	0	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south32_active	80	1470	1886	475	285	797	141	83	137	74	224	73	50	50	79	26	52	18	14	13	39	36	9	15	13	16	11	7	14	5	6	5	7	5	2	15	1	2	3	1	2	0	15	1	0	0	0	0	0	0	1	2	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south33_all	80	3098	2967	974	580	1192	265	219	267	145	370	128	99	108	133	56	72	35	37	33	75	48	22	29	26	24	10	13	24	6	11	8	12	6	4	8	2	5	5	2	2	1	21	3	0	1	4	0	2	0	1	4	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south33_active	80	1457	1854	483	295	787	130	93	140	67	233	61	49	60	88	25	40	19	14	12	43	32	9	16	17	19	6	8	13	5	6	6	7	3	3	8	0	5	4	0	2	0	19	2	0	1	2	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south34_all	80	3086	2932	951	570	1200	278	244	266	139	365	119	108	122	138	50	67	40	46	31	69	38	20	30	26	26	13	12	15	6	12	4	14	7	3	7	3	9	4	4	3	3	11	2	10	1	3	0	2	0	0	4	6	0	2	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	1452	1822	445	279	816	136	102	133	59	247	60	49	75	93	23	44	22	17	12	47	22	6	19	19	17	9	6	11	6	7	3	8	5	1	6	1	6	3	2	3	0	9	2	10	1	2	0	1	0	0	2	6	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	3103	2939	980	512	1204	283	237	273	159	327	127	106	108	165	45	62	39	46	30	78	37	20	25	29	24	17	13	11	5	11	4	10	8	5	5	5	11	3	3	4	5	7	2	11	1	4	1	3	0	0	3	7	2	2	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	1468	1859	472	250	779	137	101	150	60	227	70	48	68	112	20	37	19	20	8	57	18	7	14	22	11	8	7	7	4	5	3	4	6	3	2	2	7	2	2	3	0	7	2	10	1	2	1	1	0	0	1	7	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	3133	2974	916	506	1235	311	233	292	164	347	120	97	100	171	51	60	44	40	29	73	35	21	16	27	19	16	12	14	5	16	5	7	9	5	8	4	8	5	2	3	7	0	1	14	1	2	1	3	0	0	0	7	2	1	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	1473	1880	449	238	794	148	101	175	61	241	72	48	61	114	22	43	21	18	7	51	15	9	10	20	8	8	5	9	3	9	3	4	6	3	1	2	4	4	2	2	2	0	1	12	1	1	1	2	0	0	0	7	2	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	3230	3036	943	493	1283	322	224	288	175	338	121	78	94	156	70	51	43	36	31	70	41	19	25	21	23	14	8	18	6	14	7	7	7	4	10	4	5	5	1	3	7	0	1	5	1	1	4	3	0	1	0	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	1521	1883	478	227	830	155	106	170	67	218	68	41	61	100	40	35	21	19	10	47	19	9	15	11	11	8	4	12	2	9	5	4	4	2	2	1	4	4	0	1	3	0	1	3	1	0	4	1	0	1	0	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	3168	3085	964	491	1311	315	239	269	173	334	113	84	104	139	63	46	36	37	31	62	40	14	24	18	22	11	8	15	4	11	8	6	6	8	7	2	5	5	1	2	5	1	0	8	1	2	4	3	1	1	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	1482	1885	494	206	867	154	108	150	76	226	60	40	64	82	37	29	18	17	12	40	21	6	12	9	10	7	2	11	1	7	4	5	4	6	2	1	4	3	0	1	3	0	0	6	1	0	4	2	1	1	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	3176	3016	1022	476	1285	336	238	241	165	328	106	82	110	133	70	38	32	40	35	59	40	17	35	21	22	13	8	13	7	14	8	4	6	9	7	5	7	6	2	2	5	1	0	8	1	1	3	4	1	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
0.03	south39_active	80	1506	1834	525	204	859	154	107	122	72	226	52	32	64	71	44	22	15	19	17	32	23	7	21	14	10	7	2	10	3	7	4	4	4	7	2	1	4	3	1	0	1	0	0	5	1	0	3	2	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
0.03	south40_all	80	3123	2955	1010	508	1159	332	243	247	145	350	109	93	102	147	71	58	35	35	35	44	44	18	28	27	21	12	4	21	9	13	8	4	6	10	3	9	8	6	3	3	4	1	0	6	1	1	3	3	1	2	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
