label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174
0.03	north6_all	80	3146	2326	996	703	542	800	974	849	433	660	329	473	275	436	400	134	136	117	83	92	80	81	66	62	82	44	49	44	54	47	81	78	31	42	65	32	20	54	13	14	56	15	17	17	26	11	23	16	28	10	23	20	26	20	8	23	11	7	31	16	11	4	1	5	4	16	11	7	6	2	7	3	1	0	7	3	4	10	1	0	0	5	0	1	3	2	2	6	0	0	1	3	0	6	1	3	1	2	0	0	0	0	1	0	0	0	2	1	0	0	1	1	3	2	0	3	1	3	0	1	0	3	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	1424	1299	481	325	251	478	655	544	232	450	191	292	175	287	248	81	68	68	46	55	34	50	39	34	53	22	25	22	32	25	42	52	14	20	50	20	9	41	4	2	38	9	11	5	15	7	12	9	15	2	14	18	17	15	3	17	7	4	26	10	7	2	0	5	3	12	6	6	2	1	3	2	1	0	5	1	4	4	1	0	0	3	0	0	2	1	0	6	0	0	0	2	0	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	3	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	3146	2320	1001	708	525	803	971	807	430	734	298	448	249	419	390	148	139	111	78	107	93	73	64	62	79	50	53	46	78	51	97	77	27	32	54	33	22	51	18	19	52	17	22	14	21	9	51	15	35	10	21	19	29	19	9	12	15	8	37	18	9	6	1	6	3	11	12	8	4	2	8	5	2	1	2	2	4	8	1	0	2	0	0	1	3	3	1	3	2	0	4	3	0	8	0	3	1	1	0	0	0	0	1	0	0	0	2	0	0	0	1	1	3	1	0	3	1	2	0	1	0	3	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	1415	1311	485	333	236	491	624	520	232	500	177	267	165	270	242	91	68	67	43	63	44	47	37	34	55	22	24	25	48	26	55	52	13	16	39	18	10	41	5	7	38	10	14	4	11	6	20	9	20	5	15	15	16	15	3	6	6	5	24	12	7	4	0	5	3	9	5	5	3	1	4	4	2	1	1	1	4	3	1	0	1	0	0	0	2	1	0	3	0	0	2	2	0	6	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	2	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	3171	2319	991	692	507	805	930	811	403	721	350	440	254	427	396	145	111	115	82	119	87	83	64	60	80	47	69	50	81	44	77	69	35	34	62	37	22	61	18	24	43	20	28	17	13	12	52	15	25	12	26	12	23	20	10	15	15	6	22	20	12	5	3	9	4	3	11	10	10	5	8	2	1	1	9	1	4	4	2	0	4	2	0	0	2	3	1	1	2	1	5	2	3	8	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	1462	1314	481	316	225	485	578	539	224	490	214	270	157	283	264	80	59	61	45	68	50	51	38	31	52	21	33	32	50	22	40	45	15	20	35	18	9	45	7	8	32	10	14	7	8	6	24	8	12	8	15	8	15	15	4	9	7	4	9	15	7	4	2	6	3	3	5	6	8	1	6	2	1	1	8	0	4	3	2	0	3	2	0	0	1	1	0	1	0	1	2	2	3	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	3222	2413	957	675	533	776	1004	816	400	686	369	468	263	416	405	143	119	146	80	105	94	71	59	66	71	50	74	50	81	41	87	78	30	28	91	37	18	66	17	23	46	13	28	16	9	13	48	15	19	13	21	12	15	9	14	13	18	5	21	17	28	5	5	15	4	2	11	6	11	4	4	2	3	1	9	3	3	3	1	0	4	7	4	3	1	2	2	0	2	1	5	0	4	5	0	0	1	0	2	0	0	1	0	0	0	1	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	1501	1409	458	314	240	477	612	521	242	452	221	302	163	271	263	77	71	70	40	64	55	35	28	36	45	21	38	30	51	21	49	52	9	14	58	14	9	46	8	10	36	4	13	8	5	6	24	9	12	9	11	8	7	5	5	8	9	3	10	12	13	5	2	12	2	0	6	1	9	1	4	2	2	1	7	0	3	2	1	0	3	6	4	3	0	1	0	0	0	1	2	0	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	3177	2453	951	648	546	735	1022	793	380	588	409	457	233	384	398	148	116	149	90	94	82	72	59	61	77	52	79	41	79	38	79	68	39	26	90	38	20	68	21	23	64	15	28	19	14	12	48	18	11	14	23	11	12	10	14	11	15	4	16	10	35	5	7	19	7	5	10	4	10	8	7	3	3	2	9	3	2	4	2	0	5	7	5	4	1	1	2	0	0	1	3	1	6	3	0	1	2	0	4	0	0	2	0	0	0	1	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	1481	1465	447	309	272	453	631	489	238	362	245	289	140	248	231	72	62	73	40	52	47	32	29	35	36	22	43	24	52	22	40	47	15	16	55	15	10	41	15	12	52	4	13	9	7	6	20	10	5	10	13	8	4	6	6	6	7	2	8	9	18	4	4	15	2	3	7	1	8	4	7	3	2	1	8	0	2	2	1	0	3	6	4	4	0	0	0	0	0	1	1	1	6	1	0	1	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	3078	2432	1067	714	612	774	998	796	379	617	345	499	253	419	399	153	126	130	92	79	117	83	69	62	75	60	63	40	68	44	109	94	36	30	79	30	23	50	18	25	66	15	19	6	25	17	35	20	11	12	14	13	39	14	10	22	10	3	15	12	28	10	5	10	9	5	24	5	2	5	6	8	0	4	7	1	5	2	6	0	1	3	1	2	0	1	3	1	4	1	1	1	3	1	0	0	0	0	2	0	1	1	4	0	0	0	6	1	1	1	0	2	3	0	1	3	2	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north11_active	80	1439	1421	508	335	293	460	655	530	231	397	203	302	136	274	272	91	64	72	43	40	56	43	35	30	40	26	40	26	35	28	74	57	23	15	53	13	10	39	8	18	38	7	10	4	17	11	15	14	4	9	6	6	20	10	5	15	6	2	13	5	19	5	2	5	4	2	18	4	1	3	4	6	0	2	5	1	1	2	3	0	1	0	0	2	0	0	3	1	1	0	0	0	1	1	0	0	0	0	1	0	0	1	4	0	0	0	6	0	1	0	0	2	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	3131	2482	1038	736	625	822	960	779	370	644	332	516	244	471	337	159	110	151	88	85	106	83	63	65	77	50	67	43	51	37	129	89	38	34	98	32	27	35	18	20	39	21	14	8	15	14	36	18	11	11	11	17	35	14	4	16	6	2	16	10	28	9	3	12	7	3	24	6	3	7	6	8	0	4	13	1	4	2	7	0	0	7	0	0	0	2	4	2	4	1	1	0	2	1	0	0	1	0	1	0	1	1	2	0	0	0	0	0	1	1	1	2	4	0	1	3	1	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north12_active	80	1486	1463	502	347	299	499	655	511	219	409	204	312	134	307	248	88	60	89	42	45	53	42	28	31	41	23	48	27	30	21	92	53	26	13	68	15	10	25	9	14	16	9	4	5	9	5	19	10	5	8	7	8	16	11	0	6	3	1	14	4	20	6	2	7	2	1	17	6	2	5	5	6	0	3	3	1	1	1	5	0	0	4	0	0	0	0	3	2	1	0	0	0	0	1	0	0	0	0	1	0	0	1	2	0	0	0	0	0	1	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	3140	2536	1051	722	604	823	1019	781	373	629	343	507	226	479	325	161	120	151	86	98	111	75	69	62	78	57	64	52	52	35	120	70	40	31	95	32	26	30	22	15	35	26	10	9	12	15	43	15	13	11	7	17	30	14	5	22	7	5	14	13	26	6	2	6	6	2	23	4	4	15	3	3	0	2	11	0	8	1	5	0	0	7	0	0	0	2	4	2	2	1	0	0	0	1	0	0	1	1	1	0	0	1	1	0	0	0	0	0	1	1	1	2	2	0	0	0	0	0	0	0	0	3	0	4	1	0	2	0	0	1	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north13_active	80	1481	1499	506	330	293	499	674	481	212	392	208	318	111	304	216	88	68	90	42	55	56	41	34	31	44	26	51	33	33	16	87	40	24	12	57	15	13	20	9	11	22	11	4	6	5	5	29	7	6	10	5	6	14	10	0	11	4	2	13	8	19	3	2	3	1	1	20	4	2	12	3	2	0	2	1	0	2	0	3	0	0	6	0	0	0	0	3	2	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	3184	2510	1050	692	576	798	1079	749	392	602	338	510	217	474	300	154	111	156	78	99	101	70	67	67	72	55	60	54	66	33	126	51	44	29	69	27	21	46	25	11	31	25	15	6	15	19	41	15	17	12	6	16	22	13	13	17	6	5	18	9	10	6	1	7	7	1	11	8	5	18	3	2	0	2	8	3	11	1	3	0	2	9	0	2	0	1	4	1	1	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	1	3	2	0	0	0	0	0	0	1	0	3	0	4	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north14_active	80	1472	1478	500	309	286	487	723	458	205	371	194	349	109	311	196	78	57	100	40	59	57	39	32	35	46	26	40	36	44	13	88	26	26	10	47	11	11	32	8	7	20	9	6	2	7	8	36	8	7	10	4	8	9	8	3	8	4	2	14	5	3	4	1	5	2	1	9	6	2	16	3	1	0	2	0	2	5	0	2	0	1	8	0	1	0	0	2	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	3	2	0	0	0	0	0	0	1	0	3	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	3143	2425	1046	731	585	796	1097	778	365	602	358	532	217	463	352	160	123	145	75	93	92	79	68	63	88	59	59	55	75	45	106	52	40	21	67	29	24	67	18	14	57	28	16	8	17	19	50	13	13	12	6	12	35	11	11	18	7	6	21	12	7	7	2	6	7	6	10	7	10	17	3	2	1	2	5	3	16	0	2	0	3	10	0	2	0	2	3	2	1	2	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	3	0	0	0	0	0	0	0	1	0	3	0	4	0	0	2	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	1419	1392	485	334	288	501	709	513	196	360	212	378	120	321	237	80	64	85	40	52	53	50	33	34	60	27	36	31	50	21	68	32	24	9	44	13	12	50	4	9	37	12	7	4	8	9	39	10	8	9	4	4	24	5	4	11	6	3	16	8	2	4	1	4	2	1	7	4	4	14	3	1	0	2	5	2	9	0	1	0	1	9	0	1	0	0	1	2	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0	3	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	3143	2459	1058	722	562	757	1100	785	400	612	365	488	228	442	369	162	125	141	78	96	90	83	71	53	91	60	63	48	81	46	92	53	42	25	70	33	23	80	24	22	69	20	17	8	20	13	49	11	11	12	8	10	35	8	12	17	6	6	21	7	9	10	3	9	8	7	12	7	9	9	7	2	3	1	6	4	14	0	2	0	3	5	1	2	0	1	3	1	1	2	0	3	1	1	0	1	0	0	0	1	0	0	2	2	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	1452	1420	500	343	286	454	723	537	215	382	235	325	135	310	256	85	65	79	46	57	52	48	32	30	64	31	30	27	50	28	53	29	22	15	45	19	13	64	8	14	40	7	8	2	10	8	31	8	8	6	5	5	24	4	4	9	6	1	15	3	3	5	1	7	4	1	10	3	5	5	3	1	1	1	6	3	8	0	1	0	1	3	1	1	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	2	2	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	3218	2398	1050	744	570	772	1066	820	407	600	387	462	238	451	352	176	142	149	74	82	79	93	82	52	90	58	79	53	76	53	85	63	42	27	62	34	22	81	19	27	90	16	21	8	19	10	36	18	10	10	9	9	30	12	7	17	5	6	24	10	8	12	3	9	6	9	8	4	8	5	8	3	3	0	7	2	16	1	2	0	1	3	2	1	0	1	3	1	2	2	0	3	2	2	0	1	2	0	3	1	0	0	2	2	0	2	0	0	1	0	0	3	0	0	0	1	0	2	0	0	0	1	0	3	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
