label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121
0.03	north6_all	80	48914	13142	11566	4589	4322	3805	4632	4281	1770	2671	1051	1485	1005	669	586	821	515	635	811	662	394	280	278	221	217	297	293	144	129	105	117	96	129	118	56	83	67	48	55	69	53	38	46	36	34	23	22	37	27	14	25	23	17	20	13	7	12	5	8	17	9	1	10	18	7	5	9	2	1	0	3	1	8	1	3	2	1	1	2	3	1	1	0	0	2	1	0	1	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	30150	6677	6865	2072	2261	2063	2878	2814	903	1621	496	892	518	301	301	441	250	362	505	425	223	143	153	118	116	164	153	73	68	51	61	55	68	69	23	45	38	26	30	46	22	16	25	19	16	10	12	24	18	9	13	11	13	11	8	3	9	2	1	13	5	0	3	12	4	3	4	1	1	0	1	0	2	1	1	1	1	1	1	3	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	49249	13251	11713	4593	4429	3788	4651	4182	1792	2530	1094	1488	1012	650	598	767	501	611	861	670	392	257	305	246	204	288	301	148	127	104	125	105	145	109	55	83	67	44	56	68	49	42	50	33	31	26	24	42	26	13	14	17	16	23	11	9	12	4	13	16	8	3	7	8	4	4	7	1	2	0	2	1	11	2	3	1	4	2	3	2	2	4	0	0	1	4	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	30434	6813	6998	2062	2343	2091	2888	2626	910	1565	513	886	527	305	287	406	263	351	536	433	220	117	159	143	105	170	169	77	56	55	71	68	76	61	23	42	38	22	26	39	23	21	24	18	13	9	11	25	17	9	9	9	12	15	8	2	8	2	5	11	4	1	3	6	2	2	3	0	1	0	1	0	3	1	1	1	3	2	1	2	0	0	0	0	0	4	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	49183	13359	11575	4583	4302	3789	4495	4213	1805	2585	1123	1500	1003	645	597	811	502	599	895	719	416	262	310	259	203	286	313	147	141	112	119	92	134	113	46	74	78	52	49	63	53	35	57	36	30	18	24	39	26	17	13	17	22	22	10	9	10	8	10	9	4	5	4	4	5	4	8	2	1	1	5	1	6	3	2	1	4	4	3	1	2	3	0	0	1	5	0	1	0	5	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	30589	6965	6955	2035	2275	2085	2758	2623	919	1580	530	872	530	297	283	453	262	359	590	479	236	123	164	141	106	162	188	73	68	57	58	54	73	65	17	41	43	23	23	36	28	15	33	18	13	7	12	21	19	11	10	9	16	17	5	2	8	4	5	4	1	3	3	1	4	2	4	0	0	1	3	0	4	0	0	1	3	3	1	0	0	0	0	0	0	4	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	49216	13423	11362	4642	4260	3796	4440	4175	1746	2597	1081	1483	1002	651	591	799	512	605	872	729	416	265	298	259	199	282	293	135	144	110	112	96	128	94	53	96	78	48	52	54	50	35	52	30	43	24	19	24	23	17	11	18	21	27	10	8	13	11	11	8	2	5	1	7	2	3	6	3	1	3	3	2	6	3	3	1	4	3	1	1	1	3	0	0	0	5	0	2	1	4	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	30541	7047	6763	2070	2249	2111	2768	2623	889	1594	494	856	528	290	263	444	274	339	572	470	227	128	152	140	106	169	192	70	75	56	57	58	77	58	24	60	42	19	29	30	31	17	31	14	26	12	8	7	14	8	7	11	15	22	3	1	10	5	7	4	0	3	1	1	2	0	3	1	0	2	2	1	4	0	1	1	3	2	0	0	0	0	0	0	0	4	0	2	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	48949	13473	11222	4671	4236	3783	4526	4258	1715	2637	1078	1480	1023	687	627	794	519	640	833	740	393	257	292	249	234	284	328	144	145	100	114	82	110	104	61	98	80	43	53	61	57	33	54	26	55	33	18	19	28	18	12	21	19	20	14	6	12	15	8	13	2	6	3	7	3	2	4	3	0	3	4	3	2	4	2	0	3	2	0	2	0	3	0	0	0	4	0	1	1	1	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	30233	7014	6656	2105	2235	2124	2780	2754	877	1594	494	852	528	316	264	438	261	361	523	465	204	132	153	131	127	157	226	81	77	51	60	42	66	71	27	65	42	19	30	38	37	15	36	8	35	17	7	7	17	10	8	14	11	12	4	2	5	7	6	7	1	6	2	1	3	1	3	2	0	2	3	1	1	1	1	0	2	1	0	1	0	0	0	0	0	2	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	48816	13274	11591	4665	4332	3892	4692	4193	1672	2563	1026	1530	1067	681	575	847	487	620	795	680	418	274	304	259	222	280	262	145	123	107	126	97	131	136	53	79	80	52	51	67	55	24	51	31	43	25	25	20	17	24	20	24	14	20	3	9	9	7	2	12	5	8	7	5	5	7	10	3	2	3	2	3	1	2	1	2	7	2	1	1	0	2	0	4	0	0	2	1	0	1	0	1	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north11_active	80	30360	6699	6912	2037	2278	2151	2894	2633	823	1588	471	938	568	299	252	500	219	346	489	406	245	135	165	149	120	178	160	84	57	41	72	45	84	90	22	50	33	30	27	45	26	14	35	17	29	11	14	14	5	14	11	15	6	13	0	5	7	4	0	7	1	3	2	1	2	5	8	2	2	1	1	2	0	2	1	0	5	0	1	0	0	2	0	3	0	0	2	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north12_all	80	48853	13313	11590	4673	4380	3832	4655	4289	1677	2510	1040	1585	1072	675	586	846	508	578	767	654	397	253	315	282	223	265	262	148	129	117	135	81	116	139	53	85	93	58	68	80	60	18	41	32	40	22	24	18	18	19	15	23	19	18	8	8	14	7	5	9	4	6	8	4	5	6	10	3	2	2	2	1	2	2	2	2	6	2	1	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north12_active	80	30083	6805	6928	2039	2282	2140	2878	2637	802	1536	488	967	566	298	273	494	228	318	463	394	213	132	174	162	110	157	154	82	57	44	69	39	72	85	17	41	44	34	36	49	28	11	27	20	26	9	14	10	10	9	9	13	12	8	4	5	8	4	0	5	1	3	2	2	3	4	9	1	2	1	1	1	0	2	2	0	4	0	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north13_all	80	48630	13194	11681	4663	4291	3795	4545	4392	1682	2588	1045	1476	1050	659	599	796	533	584	790	706	409	260	312	262	221	292	304	154	134	114	140	78	106	129	55	81	98	50	65	108	62	25	49	29	39	21	23	16	20	16	12	21	18	20	9	9	12	8	4	9	7	5	7	12	5	1	1	2	2	2	2	0	2	4	5	3	6	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north13_active	80	29933	6794	6964	2062	2232	2117	2836	2730	803	1560	481	901	566	304	292	454	237	324	484	446	212	129	178	145	115	170	181	76	61	43	69	39	59	72	19	41	55	30	33	63	31	14	30	17	21	9	15	7	8	7	6	11	10	11	5	7	5	7	0	6	1	2	4	11	3	0	1	0	1	1	1	0	1	2	5	2	4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north14_all	80	48898	13201	11586	4686	4379	3754	4691	4352	1646	2777	1060	1466	1074	667	583	771	530	596	806	763	426	263	305	254	214	283	310	152	147	110	130	81	108	114	59	96	90	55	70	103	56	33	50	24	40	28	19	12	25	15	8	15	20	16	7	14	15	5	5	14	9	4	7	14	2	3	2	1	3	4	0	1	2	4	5	3	4	1	0	0	0	0	1	0	1	2	0	6	0	0	1	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north14_active	80	30313	6894	6887	2092	2260	2079	2959	2718	797	1711	481	858	591	306	279	422	232	339	492	509	230	136	174	129	116	178	158	76	63	46	69	43	55	66	19	57	49	34	32	63	32	19	29	15	19	13	10	6	13	8	2	8	15	9	5	9	9	4	0	11	3	0	5	14	2	0	1	0	2	0	0	0	1	1	5	3	4	0	0	0	0	0	1	0	0	1	0	6	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north15_all	80	48579	13279	11584	4640	4371	3730	4653	4432	1651	2749	1025	1478	1012	675	591	753	542	614	884	759	451	256	319	244	217	273	313	167	149	105	114	91	121	127	62	107	87	52	49	97	44	42	68	18	43	30	24	21	24	14	8	14	19	7	5	12	13	6	5	17	8	5	6	13	3	2	1	2	3	8	1	1	3	4	3	3	0	0	0	0	0	0	2	0	1	2	0	6	0	1	1	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north15_active	80	30469	6881	6919	2078	2297	2081	3012	2816	813	1668	470	837	537	307	284	408	236	355	559	502	259	125	167	118	111	172	170	86	66	44	69	54	63	75	23	70	57	31	20	49	27	21	40	9	22	18	12	8	12	7	2	9	13	4	4	7	11	5	0	12	2	0	5	13	2	0	0	0	2	2	1	0	1	0	3	3	0	0	0	0	0	0	1	0	0	1	0	6	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north16_all	80	48351	13329	11674	4630	4345	3818	4778	4395	1641	2738	1052	1468	1039	678	571	752	521	627	857	672	462	257	335	263	221	289	294	139	144	99	114	106	122	133	68	100	82	60	55	68	42	43	70	21	43	27	24	20	25	16	10	15	17	15	6	10	11	7	5	17	6	5	9	6	5	4	2	2	2	7	1	2	3	3	0	3	0	1	0	0	0	0	2	0	1	0	1	6	0	1	1	1	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north16_active	80	30399	6843	6989	2078	2308	2099	3034	2821	825	1716	481	821	555	301	272	417	238	350	548	431	265	132	168	139	115	189	154	68	65	42	68	57	65	82	24	69	48	32	22	36	27	21	41	9	27	16	11	8	13	9	3	11	11	9	5	5	10	6	2	11	3	1	8	6	3	2	0	0	1	2	1	0	1	1	0	3	0	1	0	0	0	0	1	0	0	0	1	6	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north17_all	80	48141	13455	11690	4646	4317	3728	4676	4310	1612	2629	1053	1436	1019	659	578	740	511	593	851	605	410	245	354	266	232	314	262	153	141	94	115	96	106	146	71	89	87	55	54	55	55	38	92	30	40	20	22	27	22	26	13	16	21	15	7	8	10	5	7	11	5	6	7	4	6	5	3	3	4	6	2	2	2	3	1	3	6	2	1	0	0	1	3	0	0	0	1	6	1	2	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	30077	6890	6967	2101	2334	2059	2967	2726	802	1599	479	811	555	288	266	422	238	352	545	369	229	125	188	142	121	197	143	88	64	44	70	54	60	89	26	57	56	22	27	29	33	18	42	14	24	14	8	13	13	15	5	8	13	9	6	3	8	3	2	4	4	1	7	3	4	5	1	1	1	3	1	0	0	2	0	2	2	2	0	0	0	1	2	0	0	0	1	6	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	48355	13560	11562	4622	4261	3725	4507	4298	1637	2554	1027	1375	985	661	580	731	499	583	785	616	365	273	337	271	234	320	247	158	120	95	108	94	99	122	73	73	86	63	51	75	54	31	81	33	43	19	19	21	18	26	13	20	21	33	9	10	10	7	7	10	4	5	5	7	4	6	4	3	4	2	2	2	0	2	1	3	7	2	1	0	0	1	2	0	0	0	1	0	1	1	0	1	0	0	0	2	0	9	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	30197	6975	6849	2081	2280	2053	2762	2754	822	1555	477	809	543	288	268	404	240	340	526	390	189	133	191	139	119	192	136	93	57	50	57	54	57	66	24	49	53	26	32	44	34	10	30	14	28	12	10	12	7	13	4	13	13	23	7	3	8	5	4	2	3	1	4	6	3	5	2	1	1	1	1	0	0	2	0	2	2	2	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	49028	13568	11569	4689	4294	3752	4682	4116	1671	2645	1055	1362	960	668	579	749	487	608	797	619	346	278	338	262	229	354	244	158	124	104	115	73	100	93	73	72	76	62	49	78	64	27	72	38	40	23	20	23	11	24	17	19	23	27	8	9	6	8	7	9	7	6	5	8	3	5	3	2	4	2	2	2	1	3	1	4	8	3	1	0	0	1	2	2	0	0	1	0	1	1	0	3	0	0	0	2	0	9	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	30640	7046	6808	2104	2244	2045	2883	2562	826	1612	477	787	539	304	273	410	228	339	520	394	176	147	197	136	118	220	133	98	57	57	65	42	60	51	26	41	47	27	29	47	40	10	30	17	24	13	13	17	3	9	9	10	16	16	4	2	5	4	3	2	4	1	4	7	2	4	2	1	1	2	1	0	0	1	0	2	2	3	0	0	0	1	1	0	0	0	1	0	1	1	0	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	48950	13436	11502	4591	4298	3801	4673	4193	1744	2620	1084	1358	973	665	592	794	473	665	781	600	363	300	326	267	255	341	246	154	115	102	108	74	111	83	64	79	77	51	46	88	61	28	55	34	34	20	23	25	20	19	15	19	18	31	7	7	5	10	6	9	7	5	4	8	7	2	3	2	1	2	3	2	3	2	0	1	6	2	1	0	1	0	1	4	0	0	0	0	0	1	0	3	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
0.03	north20_active	80	30530	6966	6785	2061	2266	2053	2894	2654	857	1616	504	768	520	301	277	440	220	368	488	394	189	154	181	142	137	229	148	97	56	57	61	43	71	51	25	44	47	25	26	51	36	8	31	15	20	10	15	17	12	6	8	11	12	24	3	1	5	4	4	4	4	1	2	6	5	1	2	0	1	1	1	0	2	0	0	0	2	2	0	0	1	0	0	2	0	0	0	0	0	1	0	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	47239	13322	11039	8988	4496	4203	3268	3892	1521	1519	1555	915	843	642	870	508	547	828	454	648	567	409	231	295	191	463	168	118	147	125	168	168	102	89	138	73	62	47	44	53	41	33	46	35	53	35	15	24	17	31	13	13	15	14	15	14	12	18	10	19	10	5	4	3	4	3	4	4	1	4	7	0	7	5	1	1	1	1	1	1	2	5	0	1	1	1	1	0	0	0	1	3	2	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	29250	6865	6420	5464	2354	2476	1852	2358	676	810	826	413	410	291	511	245	291	526	258	415	379	256	114	165	94	313	86	60	68	66	80	109	57	42	72	41	43	20	22	30	18	16	25	17	26	20	10	8	10	13	4	6	9	4	9	9	9	12	8	13	4	3	1	2	3	1	2	2	0	4	1	0	6	3	1	0	1	0	0	1	0	2	0	1	0	1	0	0	0	0	0	2	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	45125	12927	10685	8659	4336	3935	3206	3744	1503	1459	1480	929	838	660	769	517	538	753	399	611	517	399	232	280	187	406	157	112	152	116	145	161	97	84	133	70	71	59	45	46	42	31	39	33	40	34	14	19	22	31	8	15	9	20	11	12	11	15	6	10	9	7	7	6	9	4	4	0	2	3	7	1	1	6	2	2	3	1	2	1	1	2	0	1	2	0	1	1	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	27667	6585	6131	5228	2237	2292	1800	2250	680	742	765	389	416	298	430	243	273	472	227	400	331	243	117	149	88	255	73	52	73	58	71	96	53	40	69	40	45	29	22	23	20	17	22	17	19	20	8	7	13	14	3	6	6	9	7	8	8	9	2	5	2	4	3	5	7	1	2	0	1	3	1	1	1	3	1	1	3	0	0	1	0	0	0	1	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	43297	12472	10236	8510	4277	3729	3038	3652	1455	1401	1408	916	786	650	733	544	539	719	376	560	477	370	221	290	170	337	155	127	151	119	148	150	109	85	113	67	56	58	42	54	38	35	32	25	46	26	22	15	23	26	4	14	11	17	8	5	9	12	7	11	6	7	6	10	9	3	2	1	3	4	3	1	0	5	4	3	3	2	2	0	0	0	0	1	2	0	1	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	26375	6236	5799	5102	2202	2088	1667	2190	666	699	732	385	385	291	395	254	278	440	200	352	295	224	111	147	77	218	74	66	67	58	71	82	55	45	63	35	30	25	17	18	21	18	19	12	22	13	11	6	10	12	2	6	7	11	2	1	7	4	3	7	1	4	3	7	7	1	0	0	1	3	2	1	0	4	2	2	3	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	41877	12292	10033	8383	4248	3662	2983	3616	1430	1368	1337	918	788	655	745	546	506	708	374	525	495	381	221	276	171	290	162	121	158	118	128	170	110	85	100	62	65	62	39	72	33	41	28	25	38	34	21	16	21	20	6	10	9	18	10	8	20	11	8	8	4	6	4	13	8	4	0	3	3	3	2	2	0	5	4	3	3	2	1	1	0	1	0	0	1	0	0	2	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	2	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	25420	6052	5687	5021	2174	1985	1648	2189	666	643	692	416	373	306	388	249	251	421	197	328	291	229	109	139	80	184	85	60	70	52	64	78	58	44	53	28	32	28	12	28	15	22	17	11	19	14	9	5	11	11	3	4	5	12	3	4	17	3	4	6	0	3	2	8	4	1	0	2	1	2	2	1	0	4	2	2	2	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
