label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128
0.03	north9_active	80	2208	1187	909	1780	1358	291	216	167	366	152	134	167	167	133	104	112	57	44	56	61	109	25	33	49	91	44	59	59	15	49	17	17	23	41	26	22	25	16	9	9	11	12	3	2	6	7	4	2	3	4	3	3	4	7	14	23	4	0	2	1	3	0	0	1	3	0	0	2	0	3	0	0	1	0	0	0	1	3	2	1	3	1	0	0	4	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	4524	2282	1625	2427	2101	594	441	357	563	307	225	263	290	228	187	182	117	83	93	120	146	56	52	69	123	103	93	82	30	63	28	30	43	45	44	28	30	30	19	13	20	33	8	11	8	11	9	6	6	7	7	7	6	8	14	26	3	9	4	2	4	0	3	2	3	1	4	2	1	3	5	2	1	0	0	0	1	6	3	1	3	1	5	0	4	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	2277	1197	907	1580	1359	295	196	182	355	142	119	148	163	135	97	109	60	37	49	59	97	21	25	39	78	49	59	53	18	45	16	17	25	31	31	18	21	19	10	8	10	19	4	7	4	7	3	3	4	3	3	3	5	5	13	22	2	2	2	1	3	0	0	1	1	0	1	2	0	3	1	0	1	0	0	0	1	4	2	1	3	1	4	0	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	4503	2296	1655	2396	1983	564	425	347	630	322	212	319	354	239	174	221	103	69	92	146	156	57	64	81	143	91	89	87	44	80	34	37	43	55	31	30	42	22	15	10	14	19	5	12	8	13	13	8	8	9	11	13	5	9	5	19	7	8	5	5	5	4	3	1	2	0	3	3	1	1	1	0	1	2	0	1	1	2	2	1	0	0	3	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	2242	1195	875	1576	1290	282	187	137	356	165	87	188	229	127	105	134	59	31	45	86	103	30	40	47	92	55	60	66	31	55	20	26	33	42	14	19	26	14	12	5	7	15	1	4	4	7	10	7	4	3	9	10	1	4	5	14	5	5	2	2	1	3	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	2	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	4481	2292	1626	2388	1955	609	418	352	599	316	221	325	348	278	204	198	101	73	101	140	137	60	67	86	158	116	74	83	44	82	32	43	47	57	41	42	41	28	10	9	13	23	4	13	7	9	12	8	7	7	6	12	5	7	5	15	8	7	5	6	3	2	2	2	1	1	3	0	2	2	2	2	0	2	0	1	2	2	3	3	0	1	5	1	0	1	1	0	0	0	1	1	1	2	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	2243	1174	876	1553	1303	288	194	147	325	171	103	194	219	152	132	121	48	34	50	80	87	30	39	48	106	73	51	65	27	55	18	32	37	45	18	26	30	19	7	4	7	21	0	6	4	5	10	6	3	2	3	9	1	4	4	13	6	4	2	3	1	1	1	0	0	0	0	0	1	0	2	2	0	0	0	1	0	1	3	1	0	1	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	4397	2303	1571	2409	1911	614	448	356	606	343	237	340	359	256	183	201	101	91	100	131	152	69	72	83	166	107	72	79	40	85	32	38	34	65	32	38	38	27	13	12	16	28	5	13	9	5	8	6	6	7	8	9	6	6	6	21	8	4	4	6	4	3	1	3	1	2	3	1	5	4	2	3	0	2	0	1	2	2	1	2	0	2	2	1	0	1	1	0	0	0	1	2	0	2	0	0	0	1	0	1	0	1	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north13_active	80	2202	1205	861	1627	1184	279	183	149	334	194	118	210	208	155	104	135	52	42	51	62	96	35	39	47	118	63	51	61	24	56	19	25	26	46	15	21	27	19	8	7	10	23	0	8	5	3	7	4	3	3	6	4	4	1	5	18	7	2	2	4	1	2	0	0	0	0	0	1	3	1	2	3	0	0	0	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	4446	2311	1564	2421	1876	608	425	393	581	352	268	349	335	243	194	203	101	99	94	122	191	78	69	69	139	107	72	81	43	85	33	38	43	53	34	36	21	25	17	11	12	21	15	13	13	7	4	6	8	4	8	6	4	5	7	18	12	6	2	7	4	4	3	3	2	3	2	1	5	4	3	3	0	1	0	1	1	2	1	2	1	2	2	2	0	1	1	0	0	0	2	1	0	2	0	0	0	1	0	2	0	1	0	0	0	0	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north14_active	80	2240	1177	860	1623	1168	286	171	167	330	199	143	220	202	152	109	135	54	49	50	59	108	37	35	40	94	66	46	61	20	55	22	22	33	32	15	21	15	13	12	5	6	16	6	6	9	4	3	5	4	3	5	2	3	2	6	14	8	3	1	5	0	3	1	1	0	0	0	1	3	1	2	3	0	0	0	1	0	0	1	1	1	1	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	4575	2317	1510	2462	2049	563	432	383	600	368	257	390	317	227	173	213	89	108	91	124	212	87	66	72	137	99	91	69	36	77	29	31	48	63	34	25	23	25	18	15	17	22	19	13	12	8	4	7	6	4	9	5	4	5	6	19	10	4	1	8	5	3	4	3	2	3	1	1	6	2	2	3	0	3	0	0	0	2	2	4	1	1	3	3	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	2	0	1	0	0	0	0	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north15_active	80	2316	1189	813	1636	1249	269	180	168	355	203	134	244	207	137	94	133	45	53	48	55	127	43	35	41	88	58	60	53	15	45	19	16	37	36	22	15	17	15	12	10	8	15	8	7	8	6	3	5	3	3	6	2	3	3	4	16	6	3	0	7	1	3	1	1	0	0	0	1	4	1	1	3	0	1	0	0	0	0	2	3	1	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	4578	2314	1514	2437	2003	541	410	377	595	326	258	381	274	240	177	212	91	99	89	115	203	84	58	77	156	85	103	61	39	79	24	42	48	50	28	37	48	20	19	14	17	19	18	10	10	6	8	9	6	6	7	5	5	7	7	7	8	4	5	8	8	5	5	1	3	3	2	2	3	2	1	3	1	2	0	0	0	2	1	3	1	0	3	4	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	2	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north16_active	80	2323	1158	833	1619	1243	259	186	171	363	187	133	235	187	146	94	126	44	46	48	56	122	38	35	40	110	45	65	43	21	50	14	25	33	28	18	19	37	9	12	12	8	15	8	4	8	5	5	7	4	4	3	4	3	3	5	5	5	2	3	6	4	4	1	1	0	0	0	1	2	1	0	2	1	1	0	0	0	0	1	2	1	0	0	4	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	4600	2312	1549	2505	2009	538	422	359	622	317	226	343	280	230	184	194	105	89	93	131	164	77	67	77	175	84	89	67	33	90	25	56	53	69	28	45	45	24	17	12	15	28	13	13	6	7	10	8	5	10	4	6	2	6	4	10	6	4	5	10	5	5	3	2	1	3	2	1	3	3	0	2	1	3	0	2	0	0	4	3	1	0	5	2	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	2304	1191	845	1601	1300	274	193	163	387	179	119	213	193	132	98	104	50	36	57	71	100	32	42	46	119	47	61	44	18	60	9	37	31	41	22	28	36	16	10	10	7	15	3	4	5	6	6	5	3	7	1	4	0	3	2	8	4	3	4	9	4	4	0	2	0	1	1	0	2	1	0	1	1	1	0	0	0	0	4	2	1	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	4607	2296	1577	2549	1952	569	428	329	569	310	212	323	292	262	201	180	108	80	95	129	179	74	65	83	170	78	77	62	26	96	31	58	52	69	31	52	47	29	16	15	13	33	11	14	4	6	13	7	5	10	3	7	2	7	5	7	6	13	5	6	4	7	4	2	1	2	2	2	0	4	2	1	1	3	0	2	0	0	4	3	1	0	4	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	2300	1193	869	1636	1259	281	196	151	356	172	109	210	193	151	99	96	56	29	61	73	111	28	35	46	131	49	50	38	16	65	10	41	30	51	28	32	36	20	7	12	6	18	5	5	3	4	9	6	3	7	0	3	0	4	3	5	4	12	4	4	4	5	0	2	0	1	1	0	0	1	1	0	1	0	0	0	0	0	4	2	0	0	3	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	4604	2278	1625	2492	1912	605	408	315	564	311	220	335	295	244	175	170	123	87	94	139	176	64	67	77	146	94	69	73	20	83	28	45	59	70	34	39	39	23	17	11	12	30	13	14	8	7	12	5	5	9	3	9	2	4	7	10	7	13	5	6	0	4	3	2	1	1	4	3	1	3	3	0	0	3	0	3	0	3	3	0	1	0	6	1	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	2281	1166	886	1598	1234	304	173	150	344	175	107	209	202	137	82	93	69	37	56	89	102	24	32	48	110	65	45	47	9	52	9	29	34	56	29	29	31	15	7	6	7	17	6	7	2	4	7	3	3	6	1	3	1	3	5	6	4	12	4	4	0	3	1	2	1	1	3	0	1	1	2	0	0	0	0	1	0	3	3	0	0	0	6	1	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	4654	2244	1617	2547	1997	626	420	328	565	309	241	363	348	252	169	180	121	91	85	157	169	56	68	70	144	89	65	69	24	72	30	46	52	102	37	32	43	19	22	11	12	17	11	16	9	10	11	4	3	8	4	13	2	3	7	8	4	19	2	4	2	6	2	3	1	1	4	4	4	4	4	0	1	4	0	1	0	4	1	0	2	0	6	0	0	0	0	1	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	2297	1158	894	1660	1260	300	185	167	349	157	116	226	249	155	79	109	63	40	42	97	104	25	30	39	110	62	45	49	13	45	9	29	32	82	28	19	29	11	12	6	7	12	8	10	3	5	7	3	2	6	3	7	1	2	4	4	1	11	1	2	2	5	1	2	1	0	4	0	1	1	3	0	0	1	0	1	0	3	1	0	1	0	6	0	0	0	0	1	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	11103	2233	2254	922	777	868	886	656	813	369	248	385	155	378	309	169	114	176	87	192	99	75	53	35	47	37	44	35	44	35	57	39	26	17	16	46	12	40	18	24	17	13	19	9	19	14	8	12	4	7	5	12	6	3	7	4	3	0	3	1	1	5	2	3	3	3	2	4	3	2	2	3	2	4	1	3	0	2	0	3	1	1	0	1	0	0	0	1	2	0	2	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	south21_active	80	7289	1103	1337	436	390	476	531	394	502	186	136	219	70	238	200	91	54	116	51	127	56	32	24	16	30	16	17	21	27	16	31	24	11	5	8	32	4	26	5	9	5	6	10	5	10	9	4	3	1	4	3	7	4	0	6	1	1	0	1	0	0	1	2	1	1	3	1	3	3	1	2	3	2	4	1	2	0	1	0	2	1	0	0	1	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south22_all	80	11983	2294	2411	966	813	904	960	690	869	396	250	406	158	411	319	180	110	192	81	195	100	74	58	48	48	43	44	37	55	32	96	36	23	21	17	51	12	37	15	19	15	12	15	13	25	15	7	15	6	4	3	12	4	3	6	1	4	0	3	4	3	3	2	4	2	2	2	2	9	3	4	4	2	4	1	3	0	2	0	3	2	1	0	1	0	0	0	0	1	0	2	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	south22_active	80	7843	1140	1488	460	419	516	575	418	566	211	139	250	81	249	218	100	52	127	44	135	60	37	28	26	28	22	22	23	31	23	57	25	12	5	10	37	5	22	5	10	6	5	11	11	16	9	3	5	3	2	1	7	4	0	5	0	2	0	1	3	1	0	1	1	1	2	1	2	8	3	4	3	2	4	0	2	0	1	0	2	2	0	0	1	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south23_all	80	12892	2330	2533	977	916	903	998	730	930	398	256	527	166	427	331	190	127	165	89	209	105	81	56	55	51	45	50	36	51	39	105	40	28	21	25	61	15	23	12	15	12	14	20	26	26	16	8	9	7	3	4	10	5	7	3	2	4	1	3	6	6	3	4	5	1	2	3	2	11	4	2	5	3	0	1	0	1	2	0	2	2	1	1	2	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	8484	1151	1597	463	478	556	633	427	643	216	131	348	79	265	230	105	64	108	48	136	61	40	34	32	29	24	28	22	28	26	64	27	16	6	11	46	9	15	5	6	7	7	15	20	18	10	5	5	3	1	1	6	4	4	2	0	1	0	1	5	2	0	3	1	0	2	1	2	9	3	2	4	3	0	0	0	1	1	0	2	2	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
