label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136
0.03	north6_all	80	10148	2318	1692	1902	1021	955	600	690	377	637	317	512	321	514	171	264	128	145	221	86	94	91	76	83	169	55	60	82	39	60	33	19	29	51	35	72	37	25	35	13	19	26	27	16	14	19	12	30	17	24	25	12	22	10	6	7	3	7	6	5	5	1	3	0	5	2	2	3	8	5	2	1	1	4	3	0	3	0	2	2	1	0	1	1	1	0	3	2	0	1	0	0	4	2	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	6237	1086	829	1149	533	550	297	411	179	412	172	324	202	349	90	163	61	78	135	36	45	39	34	46	110	22	38	45	21	36	15	12	14	33	20	49	23	16	20	8	11	18	19	9	8	9	8	18	11	15	23	10	17	6	2	3	1	6	1	4	3	0	1	0	2	1	0	0	7	3	1	0	0	4	1	0	0	0	0	1	0	0	1	1	0	0	2	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	10163	2338	1707	1912	1040	976	609	715	390	636	322	498	319	525	172	229	134	143	183	85	84	92	76	83	158	56	51	81	37	51	35	21	29	54	32	57	33	23	36	12	19	36	25	15	12	21	13	28	13	29	22	9	28	11	8	7	6	9	3	6	2	3	5	0	2	2	4	3	8	4	4	1	2	5	3	0	3	0	2	0	2	0	2	1	1	1	4	1	0	1	0	0	4	3	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0
0.03	north7_active	80	6281	1098	839	1157	555	576	298	450	188	398	177	320	202	364	87	124	62	80	108	35	43	41	34	51	99	19	30	48	19	28	16	14	17	33	14	35	19	12	22	7	10	25	19	11	6	12	11	16	4	20	22	7	21	7	4	3	1	6	0	5	0	2	3	0	1	1	1	0	7	3	3	0	2	5	1	0	0	0	0	0	1	0	1	1	0	0	4	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
0.03	north8_all	80	10272	2285	1663	1902	1036	1000	612	702	393	658	342	499	329	522	166	252	140	134	180	81	77	81	72	90	187	48	69	67	40	69	31	27	27	62	36	51	37	27	35	9	22	38	23	13	9	26	11	19	15	20	18	9	24	7	13	10	14	9	2	6	3	2	6	1	1	1	2	5	7	4	3	1	4	6	2	1	3	3	2	0	2	0	1	0	3	1	5	1	1	1	1	1	0	3	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
0.03	north8_active	80	6366	1065	862	1115	556	605	286	432	194	418	190	323	197	349	89	148	62	75	97	35	37	30	32	58	116	17	43	36	20	40	13	17	13	40	16	29	23	11	22	5	9	24	16	11	3	14	8	10	4	12	18	7	17	4	5	7	8	6	0	4	1	2	4	0	1	1	1	3	5	2	2	0	3	4	1	1	0	2	0	0	2	0	0	0	1	0	5	0	1	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
0.03	north9_all	80	10329	2281	1618	1917	1023	994	563	685	392	669	371	528	324	576	177	255	146	131	164	81	75	88	73	100	194	49	61	58	49	71	32	35	26	60	39	51	30	35	26	11	23	44	20	13	5	20	8	15	10	25	13	11	17	4	20	10	17	8	4	6	3	4	7	1	2	1	4	4	3	4	3	0	6	8	0	2	4	4	0	1	2	0	3	0	6	1	6	0	1	0	1	2	0	3	0	1	1	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
0.03	north9_active	80	6395	1020	832	1126	567	592	266	416	178	413	206	340	180	397	92	155	62	68	94	34	32	33	35	60	113	18	33	37	20	40	14	16	12	38	16	33	19	16	17	6	7	22	12	8	2	10	6	9	2	10	12	9	11	3	12	7	10	4	1	3	1	4	6	0	2	0	2	4	1	2	3	0	3	5	0	1	3	2	0	1	2	0	2	0	3	0	5	0	1	0	1	1	0	0	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
0.03	north10_all	80	10027	2281	1652	1913	979	965	530	662	408	620	361	513	340	623	188	265	143	135	162	81	79	92	78	98	195	50	69	57	58	67	37	32	30	50	34	52	30	38	25	10	22	42	16	15	8	22	9	20	12	26	18	11	11	6	16	12	15	6	3	7	4	4	4	1	3	2	3	5	2	2	3	0	7	8	0	2	4	4	0	1	1	0	3	0	6	0	4	0	3	0	1	2	0	1	0	1	1	0	1	3	0	0	0	2	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	6192	1048	860	1100	520	558	245	382	189	380	197	345	201	424	97	156	58	63	92	35	36	39	42	59	117	21	42	38	26	38	17	15	12	26	14	29	20	21	17	7	6	21	7	7	1	11	4	5	4	9	16	9	8	3	9	11	10	2	1	2	1	3	4	0	2	0	1	5	1	1	3	0	4	5	0	1	3	2	0	1	1	0	2	0	3	0	3	0	3	0	1	1	0	0	0	1	0	0	1	3	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	10506	2255	1597	1856	1052	980	586	587	397	599	316	547	295	550	187	309	164	135	189	96	81	90	65	71	171	60	61	56	59	60	26	36	39	64	37	61	35	24	34	16	11	27	14	13	9	17	11	30	15	18	25	16	6	6	6	13	19	5	5	6	4	3	3	5	1	3	1	2	2	2	8	2	4	0	3	1	5	1	4	2	2	0	2	0	0	0	3	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	6684	1024	791	1148	548	596	295	311	192	364	155	330	171	354	103	183	82	68	127	51	41	43	27	45	99	27	30	36	32	36	8	16	21	44	23	31	22	10	20	7	6	12	14	6	3	13	6	14	8	8	23	12	3	4	4	6	15	2	0	2	2	1	2	2	0	0	1	2	2	1	6	1	2	0	3	0	3	0	4	1	0	0	1	0	0	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	10469	2282	1657	1852	1056	975	601	624	411	622	319	562	297	509	181	288	171	135	201	95	93	74	62	71	189	60	60	57	65	57	19	40	28	61	38	55	31	26	34	16	12	29	13	10	9	10	9	26	12	34	23	10	10	3	7	11	14	6	7	14	5	2	5	6	2	3	1	2	2	1	9	3	2	0	3	1	3	2	3	2	0	0	2	0	1	0	3	0	0	1	0	1	1	0	0	0	0	2	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	6645	1060	822	1148	554	592	288	337	210	394	155	366	173	328	91	173	94	71	129	45	49	35	28	44	116	25	29	33	36	34	4	20	13	40	25	32	17	12	22	5	7	14	13	3	4	7	5	16	7	24	20	6	5	1	3	6	10	3	1	10	4	0	4	2	1	0	1	2	1	0	6	2	0	0	3	0	2	0	3	0	0	0	1	0	1	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	10420	2308	1669	1874	1008	973	592	672	402	641	349	542	317	504	169	319	168	147	193	105	105	78	65	77	185	49	64	46	55	53	25	43	28	54	33	50	31	25	27	15	14	28	16	15	9	15	9	37	18	35	30	12	12	5	8	5	14	8	10	12	5	6	5	5	4	2	4	4	3	1	8	4	2	1	2	3	3	1	4	1	2	0	1	0	1	0	3	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	6545	1047	826	1139	559	584	283	354	207	417	183	352	185	338	81	203	99	79	120	52	52	37	32	50	110	18	33	24	27	29	8	23	14	36	20	35	18	13	17	5	9	13	13	5	5	8	3	20	12	23	27	7	6	2	4	3	11	4	3	11	4	1	4	2	1	0	3	2	2	0	5	3	0	0	1	2	2	0	3	0	1	0	0	0	1	0	3	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	10459	2303	1746	1884	1023	937	598	688	381	670	333	523	287	510	168	319	160	169	171	109	101	77	67	83	158	41	69	58	47	48	27	39	24	49	42	49	27	26	22	19	15	25	15	15	14	20	5	39	16	33	34	9	12	6	9	7	6	7	9	11	3	7	3	6	5	2	5	3	5	2	6	5	0	3	1	3	3	1	4	2	2	1	2	1	1	0	3	0	1	0	0	0	0	0	1	0	0	2	0	0	1	0	0	1	0	1	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	6510	1059	884	1142	561	562	283	386	199	425	181	326	171	352	79	209	93	96	100	49	51	37	36	51	107	15	46	37	21	23	8	19	12	29	29	37	13	14	15	12	10	14	9	6	10	11	1	25	8	25	31	3	5	2	6	2	2	4	6	10	2	1	2	2	2	0	4	1	4	2	2	3	0	1	0	2	3	0	2	0	1	0	1	1	1	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	10425	2300	1737	1870	1009	913	562	651	378	668	353	444	291	544	165	334	151	169	157	105	104	86	68	90	156	36	69	63	41	61	37	33	23	63	43	63	23	27	23	21	16	28	14	18	16	18	6	35	17	24	29	9	8	10	10	9	7	5	9	2	2	6	4	5	3	2	4	6	4	3	11	2	2	4	1	2	2	1	4	1	3	1	3	1	4	0	1	0	3	0	0	0	1	2	2	0	0	1	0	0	1	0	1	1	0	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	6563	1028	868	1159	558	536	267	355	199	418	186	267	170	388	79	223	80	93	89	43	49	37	43	59	108	15	47	41	19	33	14	19	9	41	28	51	11	15	12	12	9	14	8	9	12	9	1	23	10	14	28	5	2	4	8	3	4	3	6	1	0	1	2	2	1	1	3	1	3	3	7	1	1	1	0	2	2	0	2	0	2	0	1	1	3	0	1	0	1	0	0	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	10320	2275	1707	1890	1021	894	578	662	360	651	344	458	291	527	174	297	151	170	162	96	89	78	68	84	177	36	75	77	37	65	32	34	32	59	53	57	24	29	27	20	18	24	12	14	16	14	7	17	8	18	22	9	10	10	10	9	10	8	7	2	2	8	7	4	3	1	3	3	3	3	10	1	2	6	1	0	5	2	4	1	3	1	3	2	3	3	1	0	3	0	0	0	1	2	2	1	1	1	0	0	1	0	3	1	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north16_active	80	6531	1022	866	1164	541	520	288	371	186	395	165	269	174	388	89	196	77	96	99	33	37	34	32	52	118	15	48	51	18	39	11	16	13	43	31	42	12	16	12	11	9	11	7	8	9	10	2	14	4	13	16	5	6	5	8	5	7	6	5	1	0	5	4	2	1	1	3	0	3	3	7	0	1	4	0	0	5	0	2	0	2	0	1	1	2	2	1	0	0	0	0	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north17_all	80	10447	2252	1734	1912	1033	949	558	619	373	656	356	508	294	525	170	309	160	141	156	81	88	68	66	84	177	43	72	78	46	64	36	37	24	72	50	60	24	28	32	21	12	27	18	13	12	16	6	13	6	22	19	11	13	5	7	9	8	10	3	3	3	7	6	3	2	2	3	5	2	5	10	3	2	5	1	0	4	2	2	0	1	0	3	1	3	4	1	1	3	1	0	0	1	2	1	2	1	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north17_active	80	6630	1013	853	1174	547	538	264	343	176	412	168	296	169	369	83	186	81	83	98	29	37	33	34	50	121	19	47	51	24	42	16	17	9	56	30	45	14	19	14	10	5	14	13	7	6	12	2	9	2	13	11	7	9	3	6	5	7	7	2	2	0	5	4	2	2	2	3	2	2	4	9	1	1	4	0	0	4	0	1	0	1	0	1	0	2	3	1	1	0	0	0	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north18_all	80	10339	2275	1712	1914	1018	1000	567	632	380	648	346	542	302	520	169	271	144	133	168	85	83	76	70	81	209	58	72	83	42	59	33	34	27	57	39	48	23	21	30	21	14	32	26	11	12	18	8	21	7	26	18	8	13	7	4	9	10	10	6	6	3	6	8	4	2	2	7	6	1	5	8	4	3	5	2	2	8	1	2	1	2	1	1	1	1	4	0	1	1	1	0	1	2	0	1	2	1	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north18_active	80	6469	1039	838	1182	524	581	278	359	177	426	169	332	174	379	92	157	73	77	116	35	36	40	34	48	148	26	36	56	22	35	16	15	12	38	22	30	14	15	16	11	8	20	18	7	3	12	4	13	4	20	9	5	10	4	1	6	9	7	4	4	1	5	4	2	2	2	5	3	0	4	8	1	1	3	1	2	7	0	0	0	1	0	1	0	0	3	0	1	0	0	0	0	2	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north19_all	80	10155	2253	1682	1873	981	972	539	642	355	661	342	511	275	500	169	279	154	134	177	87	80	80	69	96	205	52	72	81	55	55	34	30	22	40	38	40	26	20	27	22	17	54	28	11	14	21	7	23	5	22	22	10	14	6	3	9	8	6	5	9	7	2	6	6	2	1	8	4	2	5	5	4	5	4	3	3	5	0	3	1	1	2	1	0	0	2	0	1	1	1	0	2	2	0	0	3	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1
0.03	north19_active	80	6290	1030	841	1157	511	564	262	356	174	443	181	322	146	339	90	170	85	77	124	40	33	41	32	52	134	24	35	51	26	32	15	13	14	20	25	25	16	16	17	11	7	37	19	5	4	12	2	14	3	13	16	6	10	2	1	6	7	3	2	5	5	1	4	2	2	1	5	4	0	3	5	1	1	3	1	2	4	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	9722	2320	1639	1776	959	947	550	644	376	593	312	476	311	474	165	254	141	143	184	95	72	87	61	90	192	53	73	69	51	60	27	25	22	25	33	42	26	21	25	25	25	49	23	14	13	21	10	21	4	25	18	7	10	9	6	8	7	3	6	9	6	1	6	5	4	2	8	4	6	2	3	6	5	1	3	3	8	1	2	1	1	3	3	0	0	2	0	0	1	2	0	2	2	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0.03	north20_active	80	5980	1076	814	1083	518	562	249	363	173	388	166	302	172	309	86	151	83	77	131	46	28	40	28	47	122	27	36	42	22	33	11	12	13	7	22	26	11	14	18	14	8	34	12	6	4	11	3	11	3	17	12	5	6	3	2	6	5	0	3	6	5	0	4	2	3	0	4	4	3	1	3	1	1	0	2	2	5	1	0	0	0	1	2	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	5643	5382	3979	1150	816	670	828	568	534	362	274	221	280	189	200	389	144	113	151	113	159	119	150	108	58	68	57	77	112	65	37	38	41	42	24	39	26	19	32	15	64	18	12	10	20	10	23	12	8	9	6	7	4	10	7	5	5	1	4	2	5	3	11	13	9	2	2	5	10	10	4	1	2	4	1	2	1	2	3	1	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	2831	3288	2557	542	390	319	469	319	287	175	121	99	152	100	105	254	67	46	89	68	105	64	88	72	25	38	30	47	76	38	18	16	14	24	10	29	14	8	25	8	41	11	3	5	14	5	13	8	1	3	3	2	1	5	2	2	1	1	4	2	1	1	11	7	6	1	1	3	8	6	4	1	2	1	1	1	0	2	2	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	5604	5147	3617	1104	811	638	813	549	515	342	266	235	254	192	200	330	133	123	155	116	161	122	129	99	48	61	47	71	132	70	35	30	36	45	30	36	28	16	33	13	56	14	13	10	13	7	23	8	10	8	8	7	6	12	3	5	6	3	7	1	5	4	12	10	4	2	4	3	11	8	4	1	1	2	0	3	1	2	2	2	1	2	0	0	0	2	0	0	1	0	0	0	0	0	0	2	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0
