label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165
0.03	north6_all	80	4134	1775	1885	2686	644	700	1098	406	508	276	249	516	170	314	149	164	221	120	243	208	162	103	108	44	162	58	50	56	43	59	30	32	26	33	35	42	17	18	40	47	21	30	16	37	15	52	13	16	22	51	15	9	27	20	10	5	6	10	34	7	13	8	5	5	9	19	4	3	42	3	4	12	3	25	2	2	1	2	5	4	2	8	2	3	3	2	1	2	5	0	1	1	0	0	1	0	1	0	2	2	0	0	2	1	0	1	0	0	3	0	0	0	2	0	2	1	0	1	1	0	0	1	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	2020	384	1406	2392	134	472	921	211	373	100	101	425	52	243	42	100	167	64	214	188	115	73	71	8	132	7	11	27	22	38	13	16	10	17	14	31	3	9	27	36	14	17	7	32	6	52	8	5	14	49	6	2	25	15	6	1	4	7	30	2	10	4	1	3	8	14	2	1	42	2	1	12	0	24	0	0	1	1	3	2	2	8	1	2	3	0	0	2	3	0	0	0	0	0	0	0	1	0	2	0	0	0	2	0	0	0	0	0	3	0	0	0	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	4128	1728	1989	2610	626	720	1058	416	504	267	231	487	173	341	157	183	237	122	232	222	135	106	113	53	147	56	50	56	35	54	29	32	37	40	45	47	23	21	28	66	28	27	19	40	12	56	18	17	17	57	14	9	35	22	15	4	5	8	30	6	32	6	6	4	16	18	6	4	40	3	2	13	2	18	1	1	2	2	4	4	2	1	2	4	5	2	1	1	2	0	0	1	0	0	1	0	1	1	0	2	0	0	2	3	0	1	1	1	2	0	1	0	2	0	1	1	1	0	1	0	0	1	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north7_active	80	2018	372	1492	2331	127	484	894	209	372	105	105	391	55	273	43	120	191	70	203	198	96	72	80	12	115	8	10	32	18	32	11	15	13	24	23	37	7	10	15	56	20	15	11	34	7	56	9	7	12	53	6	2	30	13	9	0	5	6	27	1	30	2	2	2	12	12	2	1	39	1	1	13	1	16	0	0	2	1	2	2	2	1	1	3	4	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	1	2	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north8_all	80	4182	1680	1921	2619	605	751	1076	378	497	279	229	473	185	350	143	189	220	108	246	208	123	99	114	59	136	50	54	52	39	63	32	37	36	46	39	60	23	24	22	65	26	28	18	45	13	64	20	17	9	34	15	8	51	19	16	3	6	6	22	3	39	6	5	4	24	13	6	3	21	4	1	10	2	10	0	2	2	1	12	3	2	8	1	2	7	2	2	0	2	0	0	1	0	0	0	0	4	1	0	2	0	0	2	3	0	1	1	1	2	0	1	1	2	0	2	1	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north8_active	80	2045	366	1434	2357	123	516	914	186	360	106	103	380	52	279	34	123	183	61	214	183	90	65	78	18	109	9	7	26	19	37	9	18	16	24	17	46	10	12	14	56	17	17	7	40	6	61	9	9	6	31	8	2	43	10	10	0	5	4	21	2	37	3	2	2	18	7	2	2	19	2	1	10	1	6	0	1	2	0	10	2	2	8	0	1	5	1	0	0	1	0	0	1	0	0	0	0	4	0	0	0	0	0	2	1	0	0	0	1	2	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north9_all	80	4173	1739	1997	2588	630	761	1108	371	529	250	227	503	188	328	139	205	239	103	235	197	135	126	114	67	128	44	44	51	36	51	28	37	39	41	32	55	27	31	27	58	28	21	17	54	13	43	19	18	12	38	11	7	60	16	14	3	6	5	28	3	46	5	5	3	22	9	5	3	5	5	2	12	3	9	0	2	4	0	10	3	1	9	0	1	8	5	1	1	1	0	1	1	0	0	0	0	6	1	1	1	0	0	2	3	0	0	2	1	7	0	1	1	0	0	2	1	1	0	1	1	0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north9_active	80	2030	386	1497	2329	141	536	952	190	383	95	86	407	50	260	34	131	197	55	207	166	103	93	85	25	108	7	12	33	13	28	7	17	12	19	16	45	12	15	19	54	19	13	8	48	4	40	9	12	6	35	5	1	52	9	9	1	5	3	27	2	43	3	2	1	16	7	3	2	3	2	1	11	1	6	0	1	4	0	10	1	1	9	0	1	5	4	0	0	1	0	0	1	0	0	0	0	5	0	1	0	0	0	2	1	0	0	0	1	7	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north10_all	80	4214	1723	1966	2717	666	800	1107	362	491	272	240	519	174	302	145	203	263	93	231	189	140	127	93	64	125	44	43	54	53	59	37	46	35	42	34	47	25	38	28	37	32	21	19	56	15	41	16	14	12	21	9	6	57	10	7	3	10	9	24	6	33	5	7	0	17	10	7	5	7	4	2	12	3	12	1	2	4	1	8	3	1	9	0	1	5	3	1	1	4	0	1	2	0	0	1	0	7	1	1	0	3	0	0	1	0	0	1	0	5	0	0	1	1	0	2	1	0	0	0	1	1	0	0	0	0	0	0	3	0	1	0	0	0	1	1	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	2085	377	1450	2434	141	553	947	186	362	101	83	445	48	244	37	126	210	42	194	160	107	96	60	19	103	8	12	36	23	37	8	23	16	22	19	39	13	18	18	33	26	12	8	49	4	36	10	13	7	18	5	1	51	4	4	2	8	4	24	3	30	2	3	0	13	8	3	4	4	2	1	11	0	7	0	1	4	0	8	2	1	9	0	0	2	3	0	0	4	0	0	1	0	0	1	0	6	0	1	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	4095	1822	2029	2503	611	772	1166	389	441	258	253	504	174	327	138	155	279	126	253	254	127	143	82	55	163	62	46	69	41	44	36	40	36	39	26	54	26	19	39	48	36	26	23	44	24	32	14	23	17	45	14	6	60	10	8	6	5	11	43	5	20	8	5	4	41	31	6	6	7	3	3	3	2	9	3	3	4	2	8	5	2	18	3	3	3	1	2	2	3	1	0	3	0	2	3	1	1	2	12	0	3	3	4	1	0	1	1	0	1	0	0	1	0	1	1	0	0	0	8	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	2020	407	1557	2248	126	511	998	197	300	92	111	433	50	263	28	105	230	71	220	204	97	113	51	17	145	20	11	40	13	31	9	18	15	19	18	44	7	10	21	42	22	14	8	37	8	29	4	14	10	42	6	1	60	4	4	0	4	7	43	3	16	1	0	4	38	29	3	2	5	1	3	2	1	8	0	1	2	0	6	3	1	18	2	3	3	1	0	1	2	0	0	1	0	1	3	0	1	2	12	0	1	0	4	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	4142	1854	2028	2621	635	766	1084	413	469	247	250	548	175	334	143	155	252	116	236	258	133	121	91	54	137	60	49	81	41	53	40	44	31	41	28	52	21	23	39	35	24	24	22	65	21	39	11	22	19	40	19	8	53	12	11	4	8	10	31	4	28	8	7	5	36	13	7	4	12	5	3	4	2	1	3	5	3	1	7	4	2	20	3	3	1	2	1	3	1	0	0	1	0	2	3	1	4	1	8	0	3	3	4	1	1	0	1	0	0	0	0	2	0	1	1	0	0	2	8	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	2011	432	1544	2352	133	515	915	221	330	94	104	481	46	246	30	99	198	69	205	205	100	92	61	18	124	16	13	51	12	35	11	22	12	17	17	43	3	14	18	30	10	13	10	57	6	34	4	15	12	37	6	2	50	7	6	0	7	7	30	3	26	1	0	4	36	11	4	2	10	1	3	4	0	1	1	1	2	0	6	3	1	20	2	2	1	2	0	1	0	0	0	1	0	1	3	0	4	1	7	0	1	0	4	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	4181	1904	2036	2572	675	748	1063	417	489	238	254	584	185	352	149	163	258	116	237	274	124	123	83	61	122	49	57	84	37	55	38	46	29	33	32	42	21	21	33	41	24	22	21	85	20	46	13	17	25	56	16	6	68	12	13	4	6	11	42	7	20	5	6	5	27	3	5	8	11	4	1	8	2	0	2	5	3	1	8	5	4	9	3	3	2	2	1	3	0	0	0	1	1	2	2	0	3	1	9	0	1	1	5	0	1	0	1	0	0	0	0	2	0	1	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	2063	417	1533	2289	147	521	895	214	339	89	112	520	51	269	36	108	201	58	198	224	88	91	55	19	109	14	15	53	14	37	9	26	8	12	20	37	4	11	14	34	12	12	11	78	7	39	7	12	19	52	4	2	61	7	7	1	5	9	40	4	19	1	1	3	26	3	1	6	10	1	1	8	1	0	1	2	2	0	7	5	0	9	1	2	1	1	1	1	0	0	0	1	0	1	2	0	3	1	8	0	0	0	5	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	4136	1883	1938	2664	649	777	1002	427	478	231	265	568	168	302	165	165	251	115	238	258	130	110	99	70	130	44	53	84	38	53	39	42	25	27	43	37	20	23	33	43	22	25	17	94	16	48	17	18	27	63	17	7	54	13	13	6	5	10	41	7	17	4	5	7	32	1	7	9	7	4	0	20	3	3	2	5	1	1	13	3	4	9	2	4	3	2	2	1	0	0	1	0	1	1	0	0	3	1	8	0	0	0	5	1	1	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	2002	399	1463	2393	140	553	840	215	345	83	120	504	44	207	41	112	198	59	196	211	97	78	71	26	117	12	17	58	12	32	9	20	7	13	26	32	3	11	19	35	13	13	10	88	8	39	8	14	21	61	5	2	46	7	5	2	4	8	38	2	17	1	1	4	30	1	1	8	7	1	0	19	1	2	1	3	0	0	13	2	0	8	0	2	2	1	1	0	0	0	0	0	0	0	0	0	3	1	7	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	4177	1863	1963	2596	643	768	1044	439	482	260	259	555	175	304	159	176	247	112	210	257	123	123	98	74	135	43	53	77	31	52	35	43	28	30	42	36	21	21	30	44	22	19	11	107	14	51	17	17	27	66	18	6	66	10	13	6	5	13	43	9	25	3	2	8	32	2	4	11	6	2	5	20	5	3	1	5	1	2	13	3	3	9	2	4	2	1	2	4	2	0	1	1	2	1	0	0	3	1	9	0	2	0	1	1	1	0	0	5	0	1	0	0	0	3	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north15_active	80	2010	376	1483	2325	132	545	876	208	348	96	122	480	52	204	42	131	209	54	166	224	93	87	73	24	115	10	15	54	13	33	11	23	10	15	22	33	6	10	19	39	15	9	5	102	5	45	8	12	22	61	6	2	59	5	4	2	4	10	40	3	25	1	1	3	30	1	0	8	6	2	5	18	2	2	0	3	0	0	13	2	0	7	0	2	1	0	1	4	2	0	0	1	0	0	0	0	3	1	9	0	0	0	1	0	0	0	0	5	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north16_all	80	4099	1776	1964	2653	642	787	1038	410	420	265	246	502	182	306	161	174	256	110	191	267	158	137	97	75	131	37	48	70	27	49	37	43	27	29	41	44	21	27	28	60	28	20	18	82	16	38	13	16	25	44	15	6	39	8	8	7	5	16	36	10	12	5	3	7	19	3	3	12	7	2	7	15	4	3	1	2	4	3	9	5	3	16	1	1	1	2	1	4	3	2	3	1	2	1	0	0	0	1	5	0	2	0	0	1	0	1	0	5	0	1	1	0	0	3	0	0	0	0	0	0	2	0	0	0	2	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north16_active	80	1979	353	1488	2367	129	561	878	189	305	102	106	428	50	217	46	125	222	53	151	227	124	101	71	25	112	8	14	48	10	34	15	20	11	14	23	34	9	14	20	54	23	10	6	78	5	33	6	12	21	40	7	3	35	4	1	2	4	13	35	4	12	2	1	2	18	2	0	6	6	2	7	13	2	2	0	2	3	1	9	2	2	14	0	0	1	1	0	4	2	2	2	1	1	0	0	0	0	1	5	0	0	0	0	0	0	1	0	5	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north17_all	80	4172	1749	1977	2710	640	775	1011	401	476	271	225	509	183	320	163	173	249	97	212	280	153	135	96	74	145	45	58	67	32	44	37	35	32	40	39	67	24	30	20	61	29	23	16	61	17	39	7	16	27	36	13	6	52	9	11	10	8	19	28	11	12	7	4	8	5	6	3	9	11	1	8	6	4	6	0	0	6	4	3	4	6	13	0	0	0	3	2	4	3	2	3	1	3	1	0	0	0	0	2	0	2	1	1	0	1	1	1	5	0	1	1	0	0	4	0	0	0	0	0	0	2	0	0	0	1	1	1	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north17_active	80	2032	344	1470	2413	123	536	842	183	335	106	91	424	52	221	50	119	210	49	178	242	118	108	68	24	119	10	14	40	13	31	15	19	9	21	24	52	15	18	11	55	22	9	6	58	4	35	4	12	24	31	6	2	49	5	7	3	6	16	27	3	12	2	2	1	5	4	0	3	10	1	8	4	3	4	0	0	5	2	1	1	6	11	0	0	0	1	0	4	2	2	2	1	1	0	0	0	0	0	2	0	0	1	0	0	1	1	0	5	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north18_all	80	4147	1733	2000	2720	633	772	948	374	474	270	243	463	166	318	152	183	219	100	246	286	156	124	95	74	125	52	50	67	36	48	38	31	30	38	36	56	24	26	24	72	33	26	16	33	18	36	6	15	22	17	8	9	49	8	11	9	9	21	27	9	18	6	5	7	20	7	1	8	15	2	4	1	2	9	2	1	5	4	9	4	6	11	2	0	3	3	2	0	2	2	3	0	2	1	0	0	0	2	1	0	1	1	1	0	1	1	1	0	1	0	1	0	0	4	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
